com.samsung.shealth.social.service_status,6196009,1
status,update_time,create_time,service_type,deviceuuid,pkg_name,datauuid
0,2021-07-31 00:55:15.225,2021-07-31 00:55:15.225,1,TKIQsULl+e,com.sec.android.app.shealth,364eb4ad-1aa8-474b-a97c-8e26e3a7b351,
100,2021-07-31 00:55:15.225,2021-07-31 00:55:15.225,3,TKIQsULl+e,com.sec.android.app.shealth,82b7d58d-e17b-4ede-8f0f-0bf7e9cd823a,
0,2021-07-31 00:55:15.225,2021-07-31 00:55:15.225,2,TKIQsULl+e,com.sec.android.app.shealth,d898d0f4-6416-42bf-b92f-08ce8cae199b,
