com.samsung.shealth.permission,6196009,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,1,2021-12-04 00:56:27.967,2021-07-13 07:33:24.918,data,,TKIQsULl+e,com.sec.android.app.shealth,sync,1,1465049d-1ac8-c685-7816-a05081115ec0,1465049d-1ac8-c685-7816-a05081115ec0.optionals.json,
