com.samsung.health.sleep_stage,6196009,6
start_time,sleep_id,custom,update_time,create_time,stage,time_offset,deviceuuid,pkg_name,end_time,datauuid
2021-07-13 13:21:42.000,00000000-0000-0000-0000-000006750076,,2021-07-13 13:21:42.000,2021-07-13 13:28:42.000,40002,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 13:28:42.000,e25fc22a-4cf9-32ec-b3bc-cfc30d1bbcb2,
2021-07-13 15:01:42.000,00000000-0000-0000-0000-000006750076,,2021-07-13 15:01:42.000,2021-07-13 15:25:42.000,40002,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 15:25:42.000,9df0d718-faa7-39e5-0607-01f24750a9bc,
2021-07-13 16:59:42.000,00000000-0000-0000-0000-000006750076,,2021-07-13 16:59:42.000,2021-07-13 17:17:42.000,40002,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 17:17:42.000,d61ece3b-0b1c-95e6-154c-dde5a099c591,
2021-07-13 13:28:42.000,00000000-0000-0000-0000-000006750076,,2021-07-13 13:28:42.000,2021-07-13 13:30:42.000,40003,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 13:30:42.000,ea871d4f-91b9-318a-ff2a-d4a5de2898e8,
2021-07-13 17:48:42.000,00000000-0000-0000-0000-000006750076,,2021-07-13 17:48:42.000,2021-07-13 17:55:42.000,40002,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 17:55:42.000,1d67d083-66cc-c29e-7c6d-595eff660343,
2021-07-13 15:25:42.000,00000000-0000-0000-0000-000006750076,,2021-07-13 15:25:42.000,2021-07-13 15:44:42.000,40004,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 15:44:42.000,24bbc1d5-7dd5-c2ab-b26e-f6b1e8aa8715,
2021-07-13 18:22:42.000,00000000-0000-0000-0000-000006750076,,2021-07-13 18:22:42.000,2021-07-13 18:39:42.000,40002,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 18:39:42.000,26067e70-c907-68cc-28c6-92f2791d974d,
2021-07-13 18:45:42.000,00000000-0000-0000-0000-000006750076,,2021-07-13 18:45:42.000,2021-07-13 18:50:42.000,40002,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 18:50:42.000,74ada98e-f6cc-3502-a789-8c495f2342e9,
2021-07-13 17:17:42.000,00000000-0000-0000-0000-000006750076,,2021-07-13 17:17:42.000,2021-07-13 17:18:42.000,40001,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 17:18:42.000,ee29776c-d652-4281-f780-3014f7f4d8b8,
2021-07-13 17:55:42.000,00000000-0000-0000-0000-000006750076,,2021-07-13 17:55:42.000,2021-07-13 17:56:42.000,40001,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 17:56:42.000,962a4023-cf8e-d3c1-8465-49e6f590ef56,
2021-07-13 19:31:21.000,00000000-0000-0000-0000-00004ff1227b,,2021-07-13 19:31:21.000,2021-07-13 19:37:21.000,40003,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 19:37:21.000,1862da5e-c916-307e-b580-cd1fc02fce5e,
2021-07-13 18:39:42.000,00000000-0000-0000-0000-000006750076,,2021-07-13 18:39:42.000,2021-07-13 18:40:42.000,40001,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 18:40:42.000,b80b78a7-c586-b4fa-5cf1-1641eeea6d68,
2021-07-13 20:11:21.000,00000000-0000-0000-0000-00004ff1227b,,2021-07-13 20:11:21.000,2021-07-13 20:13:21.000,40002,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 20:13:21.000,1c397d15-3497-3651-ebea-1a93cfd6f7d6,
2021-07-13 20:50:21.000,00000000-0000-0000-0000-00004ff1227b,,2021-07-13 20:50:21.000,2021-07-13 20:55:21.000,40002,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 20:55:21.000,9abe53cb-9f82-21d1-595b-9e2e90758840,
2021-07-13 18:50:42.000,00000000-0000-0000-0000-000006750076,,2021-07-13 18:50:42.000,2021-07-13 18:52:42.000,40001,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 18:52:42.000,b142a682-6c51-c28d-88a3-930d862b66b2,
2021-07-13 19:37:21.000,00000000-0000-0000-0000-00004ff1227b,,2021-07-13 19:37:21.000,2021-07-13 19:57:21.000,40002,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 19:57:21.000,4b996d66-2f19-bc10-0869-f3d2536f4d39,
2021-07-14 12:08:52.000,00000000-0000-0000-0000-00006f23300b,,2021-07-14 12:08:52.000,2021-07-14 12:22:52.000,40002,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-14 12:22:52.000,139fda4f-2dbe-4936-84c8-44bf2b96dcab,
2021-07-13 20:13:21.000,00000000-0000-0000-0000-00004ff1227b,,2021-07-13 20:13:21.000,2021-07-13 20:15:21.000,40001,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 20:15:21.000,9c889c49-f3dd-260d-0832-b7649e11b95f,
2021-07-14 12:57:52.000,00000000-0000-0000-0000-00006f23300b,,2021-07-14 12:57:52.000,2021-07-14 12:59:52.000,40002,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-14 12:59:52.000,bbc82bdd-2afd-f397-2622-e61d0aab5dc2,
2021-07-14 14:22:52.000,00000000-0000-0000-0000-00006f23300b,,2021-07-14 14:22:52.000,2021-07-14 14:23:52.000,40002,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-14 14:23:52.000,c34d43a2-ab40-5027-27d6-2ad6ec86119f,
2021-07-13 20:55:21.000,00000000-0000-0000-0000-00004ff1227b,,2021-07-13 20:55:21.000,2021-07-13 20:56:21.000,40001,UTC+0900,Cw0AA/XVc1,com.sec.android.app.shealth,2021-07-13 20:56:21.000,e4b5e8ba-bd63-b7b7-09f5-93dfcbc85415,
