com.samsung.shealth.stress,6196009,7
start_time,custom,binning_data,tag_id,update_time,create_time,max,min,score,algorithm,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
2021-09-15 06:46:38.000,,,10000,2021-09-15 06:46:38.000,2021-09-15 06:46:38.000,0.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-09-15 06:46:38.000,6f71f1a5-0596-b73d-7b0f-22aa61172b17,
2021-09-17 05:04:36.000,,,10000,2021-09-17 05:04:36.000,2021-09-17 05:04:36.000,0.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-09-17 05:04:36.000,00c842de-3dcc-7a45-0fad-8f9732508d2e,
2021-10-05 01:45:45.000,,,10000,2021-10-05 01:45:45.000,2021-10-05 01:45:45.000,0.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-10-05 01:45:45.000,c8248aa0-e87f-eb1c-8174-77d308924d51,
2021-10-29 21:57:16.000,,,10000,2021-10-29 21:57:16.000,2021-10-29 21:57:16.000,10.0,0.0,10.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-10-29 21:57:16.000,89428dd6-86dc-1a2b-b53e-f816d37aecdf,
2021-07-18 07:25:30.000,,,10000,2021-07-18 07:25:30.000,2021-07-18 07:25:30.000,0.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-07-18 07:25:30.000,d514e6c9-22d4-58dc-75b0-6a1497d30507,
2021-07-19 22:36:50.000,,,10000,2021-07-19 22:36:50.000,2021-07-19 22:36:50.000,32.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-07-19 22:36:50.000,4d943b82-7e5f-408f-ed8f-6c52d4d23c61,
2021-07-22 02:24:45.000,,,10000,2021-07-22 02:24:45.000,2021-07-22 02:24:45.000,32.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-07-22 02:24:45.000,214ae34d-d024-7473-90e2-91cdc88c095f,
2021-10-12 07:34:36.000,,,10000,2021-10-12 07:34:36.000,2021-10-12 07:34:36.000,0.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-10-12 07:34:36.000,61139746-8be7-a873-6be0-0a831b875b0c,
2021-07-28 04:41:14.000,,,10000,2021-07-28 04:41:14.000,2021-07-28 04:41:14.000,8.0,0.0,8.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-07-28 04:41:14.000,06a894a7-d4e1-8570-132d-7157cc26e840,
2021-10-10 11:04:09.000,,,10000,2021-10-10 11:04:09.000,2021-10-10 11:04:09.000,0.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-10-10 11:04:09.000,c1b999d0-d935-35b2-9109-cdd0107d3f1c,
2021-11-04 22:49:33.000,,,10000,2021-11-04 22:49:33.000,2021-11-04 22:49:33.000,10.0,0.0,1.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-11-04 22:49:33.000,aa381a03-7eff-4df7-5cb8-87bca1d7a5f7,
2021-08-01 21:26:41.000,,,10000,2021-08-01 21:26:41.000,2021-08-01 21:26:41.000,100.0,0.0,15.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-08-01 21:26:41.000,f0ed68d6-827f-3bdc-5106-5b3fc15b695c,
2021-11-09 21:59:08.000,,,10000,2021-11-09 21:59:08.000,2021-11-09 21:59:08.000,0.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-11-09 21:59:08.000,2518f805-bac4-98fe-f554-51384af8b232,
2021-07-13 08:52:13.000,,,10000,2021-07-13 08:52:13.000,2021-07-13 08:52:13.000,0.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-07-13 08:52:13.000,f14b9542-e07d-37ce-5b96-e5d35624cf80,
2021-08-28 00:53:30.000,,,10000,2021-08-28 00:53:30.000,2021-08-28 00:53:30.000,0.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-08-28 00:53:30.000,274b0a47-c42a-b1e0-2b79-a61b6c1bae89,
2021-07-21 02:19:00.000,,,10000,2021-07-21 02:19:00.000,2021-07-21 02:19:00.000,32.0,0.0,4.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-07-21 02:19:00.000,177d943b-cc5a-7437-c94c-607c1899058d,
2021-07-29 01:08:17.000,,,10000,2021-07-29 01:08:17.000,2021-07-29 01:08:17.000,8.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-07-29 01:08:17.000,56f7774b-eea1-0c08-0350-4a83eff42a1b,
2021-07-31 02:05:59.000,,,10000,2021-07-31 02:05:59.000,2021-07-31 02:05:59.000,100.0,0.0,100.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-07-31 02:05:59.000,0338fde9-8c7d-3f39-d38c-9471342418d6,
2021-08-02 20:23:06.000,,,10000,2021-08-02 20:23:06.000,2021-08-02 20:23:06.000,100.0,0.0,1.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-08-02 20:23:06.000,2d2ada85-56e4-c35c-5f3e-f11d6527bdbc,
2021-09-20 13:02:15.000,,,10000,2021-09-20 13:02:15.000,2021-09-20 13:02:15.000,0.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-09-20 13:02:15.000,cb02fd99-1a9d-7be0-2e9d-e5f0f8ca40ed,
2021-08-30 06:46:46.000,,,10000,2021-08-30 06:46:46.000,2021-08-30 06:46:46.000,0.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-08-30 06:46:46.000,b2d4d71b-b00d-55d4-99c5-3244f3adf59b,
2021-09-24 22:59:14.000,,,10000,2021-09-24 22:59:14.000,2021-09-24 22:59:14.000,100.0,0.0,100.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-09-24 22:59:14.000,d0853bf0-5b79-1385-ad2a-95dc9bef8639,
2021-10-13 02:16:48.000,,,10000,2021-10-13 02:16:48.000,2021-10-13 02:16:48.000,100.0,0.0,100.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-10-13 02:16:48.000,aa2ac4fb-0d2a-de53-80b5-75dbd45298ce,
2021-10-13 02:17:56.000,,,10000,2021-10-13 02:17:56.000,2021-10-13 02:17:56.000,100.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-10-13 02:17:56.000,a61233f9-76fb-7838-dd29-4b9c12f39c85,
2021-08-07 11:05:56.000,,,10000,2021-08-07 11:05:56.000,2021-08-07 11:05:56.000,0.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-08-07 11:05:56.000,c6d39a9a-754d-bcd5-2927-050940d0ab08,
2021-09-03 22:43:08.000,,,10000,2021-09-03 22:43:08.000,2021-09-03 22:43:08.000,0.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-09-03 22:43:08.000,ab674836-e282-3818-fcb6-8e58a95dc0cd,
2021-09-24 22:59:43.000,,,10000,2021-09-24 22:59:43.000,2021-09-24 22:59:43.000,100.0,0.0,1.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-09-24 22:59:43.000,f7dfa7c9-9c33-5937-ca27-9a957e812b84,
2021-10-27 21:40:50.000,,,10000,2021-10-27 21:40:50.000,2021-10-27 21:40:50.000,0.0,0.0,0.0,1,UTC+0900,Cw0AA/XVc1,,com.sec.android.app.shealth,2021-10-27 21:40:50.000,19dc68fe-b716-4fdf-43a1-7daeaa204d1e,
