com.samsung.shealth.social.public_challenge.extra,6196009,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2021-07-03 06:13:35.681,2021-07-03 06:13:35.681,2,{"uiViewStatusItemList":[]},ipBsY8J8JM,com.sec.android.app.shealth,4f59b804-8759-4fba-9537-3d1996bde5be,
