com.samsung.shealth.tracker.pedometer_step_count,6196009,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
,,0,7,2021-10-23 17:24:00.000,,,2021-10-24 01:12:01.000,2021-10-23 17:24:59.000,7,0.09231771,5.5390625,0.24365234,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-23 17:24:59.000,6e0681a2-7fca-f294-bca6-63a79485d432,
13832,4,0,18,2021-10-24 00:18:00.000,,,2021-10-24 00:18:31.437,2021-10-24 00:18:31.437,18,0.9166667,12.68,0.88,UTC+0900,weUQcI9iuT,com.sec.android.app.shealth,2021-10-24 00:19:00.000,4b68da1c-159b-48ef-bfbd-98e010e83299,
4711,4,0,7,2021-10-24 01:12:00.000,,,2021-10-24 01:12:07.850,2021-10-24 01:12:07.404,7,1.0633022,5.01,0.33,UTC+0900,weUQcI9iuT,com.sec.android.app.shealth,2021-10-24 01:13:00.000,ae695496-8175-4875-9a14-213cff46c522,
7661,4,0,12,2021-10-24 01:34:00.000,,,2021-10-24 01:34:40.299,2021-10-24 01:34:35.407,12,1.1460209,8.78,0.57000005,UTC+0900,weUQcI9iuT,com.sec.android.app.shealth,2021-10-24 01:35:00.000,a38fbd67-a0cd-4919-9af6-1d50751e70e9,
,,0,15,2021-10-24 01:12:00.000,,,2021-10-24 01:37:00.000,2021-10-24 01:12:59.000,15,0.19726562,11.8359375,0.5253906,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-24 01:12:59.000,58323059-d376-63a3-9c80-2ad843fcc93e,
,,0,10,2021-10-24 01:49:00.000,,,2021-10-24 01:50:00.000,2021-10-24 01:49:59.000,10,0.12630208,7.578125,0.35351562,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-24 01:49:59.000,a205f490-7a9a-0609-e6ad-957b41b3899b,
,,0,8,2021-10-24 01:44:00.000,,,2021-10-24 01:45:00.000,2021-10-24 01:44:59.000,8,0.1,6.0,0.28466797,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-24 01:44:59.000,72cd7f68-93e5-d6c2-e80f-87c5f8dfa100,
,,0,50,2021-10-24 01:51:00.000,,,2021-10-24 01:52:00.000,2021-10-24 01:51:59.000,50,0.64856774,38.914062,1.746582,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-24 01:51:59.000,560d8f85-96d6-f5ed-0f99-4b640e130eba,
,,0,63,2021-10-24 01:48:00.000,,,2021-10-24 01:49:00.000,2021-10-24 01:48:59.000,63,0.81171876,48.703125,2.203125,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-24 01:48:59.000,c999556b-f755-175b-aa6a-3b9acf03f0fa,
22671,4,0,24,2021-10-24 01:50:00.000,,,2021-10-24 01:55:01.521,2021-10-24 01:55:01.521,46,1.1388888,25.82,3.73,UTC+0900,weUQcI9iuT,com.sec.android.app.shealth,2021-10-24 01:51:00.000,7560547a-764f-4dc3-bcfb-583b41ee3572,
,,0,46,2021-10-24 01:50:00.000,,,2021-10-24 01:51:00.000,2021-10-24 01:50:59.000,46,0.586849,35.210938,1.6137695,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-24 01:50:59.000,a09fcf11-d823-3a6d-00f6-c0b4c120d2b9,
,,0,96,2021-10-24 02:20:00.000,,,2021-10-24 02:21:00.000,2021-10-24 02:20:59.000,96,1.2514323,75.08594,3.3398438,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-24 02:20:59.000,b1c7a1a8-0dee-a41c-cce4-39a2861e8c0e,
32339,4,0,63,2021-10-24 01:48:00.000,,,2021-10-24 01:55:01.481,2021-10-24 01:55:01.481,63,1.5,48.51,2.59,UTC+0900,weUQcI9iuT,com.sec.android.app.shealth,2021-10-24 01:49:00.000,f857cfff-3d74-4d7f-91ac-d2b4ea0e3d04,
3297,4,0,6,2021-10-24 01:37:00.000,,,2021-10-24 01:55:01.432,2021-10-24 01:55:01.432,6,1.3888888,4.58,0.24,UTC+0900,weUQcI9iuT,com.sec.android.app.shealth,2021-10-24 01:38:00.000,c4249436-edc9-437c-9098-d5bebf7f239c,
14955,4,0,26,2021-10-24 01:47:00.000,,,2021-10-24 01:55:01.460,2021-10-24 01:55:01.460,26,1.2777778,19.11,1.19,UTC+0900,weUQcI9iuT,com.sec.android.app.shealth,2021-10-24 01:48:00.000,9681d4a9-8f24-4c71-9c77-0103a000b665,
15253,4,0,18,2021-10-24 01:49:00.000,,,2021-10-24 01:55:01.501,2021-10-24 01:55:01.501,25,1.1944444,18.22,1.25,UTC+0900,weUQcI9iuT,com.sec.android.app.shealth,2021-10-24 01:50:00.000,2bc43c16-2a3a-4a2e-8f5b-5a5b19e62459,
,,0,41,2021-10-24 02:25:00.000,,,2021-10-24 02:26:00.000,2021-10-24 02:25:59.000,41,0.5346354,32.078125,1.4658203,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-24 02:25:59.000,16ea074f-53b3-3562-7994-52a328cd0fb9,
54609,4,0,92,2021-10-24 02:20:00.000,,,2021-10-24 02:21:09.002,2021-10-24 02:20:00.107,106,1.4336466,78.29001,4.3599997,UTC+0900,weUQcI9iuT,com.sec.android.app.shealth,2021-10-24 02:21:00.000,dfc98196-0866-4772-8568-ee38bddd9c8a,
