com.samsung.health.food_info,6196009,6
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
480.0,0.0,18.0,0.0,0.0,"136 kcal, 160g당",,fatsecret-5236432,130,320.0,2.3,0.13,2021-07-04 22:19:33.064,2021-07-04 22:19:33.064,0.002,2.37,0.056,2.0,찐감자,1.1,,0.0,110.0,개,,ipBsY8J8JM,g,0.033,,com.sec.android.app.shealth,25.51,1.1818181,4d97adf0-b567-47d1-8ccd-87d76b25c412,1,
0.0,0.0,0.0,0.0,0.0,"0.0 kcal, 1",,quickinput-b92b8e9d-9dad-4d72-98de-95df2f4baffd,0,0.0,0.0,0.0,2021-07-10 11:37:59.139,2021-07-10 11:37:59.139,0.0,0.0,0.0,0.0,김치쌀국수,0.0,0.0,0.0,0.0,인분,,ipBsY8J8JM,120001,0.0,0.0,com.sec.android.app.shealth,0.0,1.0,ac1aae3e-8f79-44e7-a2d3-bda8bc92abf6,1,
116.0,0.0,0.0,0.0,0.0,"466 kcal, 326g당",,fatsecret-5255510,210,5.0,0.8,1.0,2021-07-12 12:24:07.176,2021-07-03 07:00:23.244,0.344,5.71,0.325,5.0,밥,0.0,,1.0,300.0,공기,,ipBsY8J8JM,g,0.224,,com.sec.android.app.shealth,65.15,0.7,0e52e9a0-7c95-417b-b03a-103821ea7a7c,1,
148.0,0.44444445,7.0,0.0,0.0,"52 kcal, 100g당",,fatsecret-35718,138,1.0,3.3,0.23,2021-09-13 08:04:41.009,2021-09-13 08:04:41.009,0.01,0.36,0.07,0.9444444,사과,14.34,,0.61538464,72.0,개 중간크기 (지름 7 cm)(450 g당 약 3개),,weUQcI9iuT,g,0.039,,com.sec.android.app.shealth,19.06,1.9230769,c648c6a7-2a6f-4cff-ad00-e25fefe75245,1,
420.0,386.0,14.0,0.0,79.0,"445 kcal, 191 g당",,samsungosp-016001,190,662.0,3.31,12.765,2021-07-03 06:13:35.343,2021-07-03 06:13:35.343,2.93,10.656,4.41,3.0,김밥,0.0,0.0,42.0,444.8,인분,,ipBsY8J8JM,g,1.61,0.0,com.sec.android.app.shealth,71.2,0.4271583,da3e62d2-f766-417c-99b0-cfebacda2676,1,
186.0,2.0,7.0,0.0,0.0,"39 kcal, 100g당",,fatsecret-5445,98,0.0,1.5,0.24,2021-07-03 07:00:23.243,2021-07-03 07:00:23.243,0.066,0.89,0.084,1.0,복숭아,8.22,,0.0,38.0,개 중간크기 (지름 6.5 cm)(450 g당 약 4개),,ipBsY8J8JM,g,0.019,,com.sec.android.app.shealth,9.35,2.548387,ba8345d2-1168-4285-a863-e065ae29a3ec,1,
72.0,18.0,0.0,0.0,7.0,"43 kcal, 115 g당",,samsungosp-203017,115,5.0,0.0,1.935,2021-07-03 06:13:35.355,2021-07-03 06:13:35.355,0.0,0.37,0.0,0.0,"커피,설탕,프림",0.0,0.0,12.0,42.8,인분,,ipBsY8J8JM,g,0.0,0.0,com.sec.android.app.shealth,5.8,2.6869159,d95ffd97-f461-42d1-9064-be9ad89d1f2f,1,
0.0,0.0,0.0,0.0,0.0,"0.0 kcal, 1",,quickinput-44319c35-0b72-455d-bb35-4deab27e75fe,1,0.0,0.0,0.0,2021-09-13 08:04:17.876,2021-07-08 03:06:42.203,0.0,0.0,0.0,0.0,콜라1잔,0.0,0.0,0.0,0.0,인분,,weUQcI9iuT,120001,0.0,0.0,com.sec.android.app.shealth,0.0,1.0,7a4e2d5a-46c5-4d1d-844b-be0af68beea0,1,
228.0,2.2222223,1.2222222,0.0,20.0,"288 kcal, 157g당",,fatsecret-2831,157,783.0,1.7,7.17,2021-08-02 02:01:21.178,2021-07-06 23:33:12.960,1.802,19.01,3.57,16.722221,참치 샐러드 샌드위치,6.19,,7.1538463,287.0,개,,ipBsY8J8JM,g,1.24,,com.sec.android.app.shealth,36.38,0.5470383,4257a9b0-145c-4f80-a464-a95655f0f6af,1,
304.0,7.6666665,9.222222,0.0,0.0,"443 kcal, 498g당",,fatsecret-5133509,500,1221.0,3.7,4.38,2021-08-02 02:01:08.677,2021-07-12 00:36:24.913,1.506,10.58,1.77,14.888889,콩나물국밥,3.17,,5.6923075,445.0,인분 (500 g),,ipBsY8J8JM,g,0.738,,com.sec.android.app.shealth,90.3,1.125,bc6e0389-a404-406e-88bf-17e6db6cf5a3,1,
,0.0,0.0,0.0,10.0,"535 kcal, 1인분 (346g)당",,fatsecret-34838526,346,1890.0,,7.0,2021-07-03 10:50:05.944,2021-07-03 10:50:05.944,,13.0,,0.0,어묵 떡볶이(미정당),23.0,,0.0,535.0,인분,,ipBsY8J8JM,g,0.9,0.0,com.sec.android.app.shealth,105.0,0.646729,0b3a649f-462b-41dc-8253-678b01347579,1,
179.0,0.33333334,10.666667,0.0,0.0,"80 kcal, 115g당",,fatsecret-9880931,100,3.0,0.9,0.16,2021-09-13 08:05:37.654,2021-09-13 08:05:37.654,0.007,0.69,0.045,2.3888888,적포도,15.95,,0.7692308,70.0,g,,weUQcI9iuT,g,0.051,,com.sec.android.app.shealth,18.3,1.4423077,ee5c2d7d-9113-47ae-83c4-486fdf671516,100,
170.0,11.0,1.0,15.0,42.0,"2168 kcal, 788g당",,fatsecret-7459433,100,283.0,1.5,12.87,2021-07-08 03:06:52.146,2021-07-08 03:06:52.146,4.745,9.4,1.236,10.0,크림 파스타,1.05,,5.0,275.0,g,,ipBsY8J8JM,g,6.046,,com.sec.android.app.shealth,30.25,0.36363637,67f0a8d7-0f8f-41c7-b32a-d1ccf73d0337,100,
690.0,7.0,24.0,0.0,521.0,"1145 kcal, 1490g당",,fatsecret-5323623,300,534.0,1.3,3.33,2021-07-04 22:19:33.064,2021-07-04 22:19:33.064,0.283,35.99,1.286,13.0,오징어국,1.64,,8.0,231.0,인분 (300 g),,ipBsY8J8JM,g,0.845,,com.sec.android.app.shealth,12.11,1.3068181,dad0728b-2458-423c-a3cc-1b8da72192ed,1,
,0.0,0.0,0.0,0.0,"5 kcal, 1잔 (200ml)당",,fatsecret-6598540,200,60.0,,0.0,2021-07-12 09:35:18.735,2021-07-12 09:35:18.735,,0.0,,0.0,블랙커피(UCC),0.0,,0.0,5.0,인분,,ipBsY8J8JM,ml,0.0,0.0,com.sec.android.app.shealth,0.7,,c63cdad4-a490-4b2f-b4bb-5e5fce3f577c,1,
57.0,0.0,0.0,0.0,0.0,"4 kcal, 164g당",,fatsecret-364180,177,4.0,0.0,0.01,2021-07-09 12:39:07.848,2021-07-09 12:39:07.848,0.001,0.19,0.003,0.0,아이스 커피,0.0,,0.0,4.0,잔 (180 ml),,ipBsY8J8JM,g,0.003,,com.sec.android.app.shealth,0.67,29.6,9b87662a-45b7-4472-a665-8e8db47d98f1,1,
,0.0,0.0,0.0,10.0,"85 kcal, 1회 (85g)당",,fatsecret-16500710,85,50.0,,2.6,2021-07-12 09:34:04.603,2021-07-12 09:34:04.603,,3.0,,0.0,오리지널 블루베리 (85g)(요플레),11.0,,0.0,85.0,인분,,ipBsY8J8JM,g,1.7,,com.sec.android.app.shealth,13.0,1.0,8f33c3d8-1e5d-4658-b397-9fed3a3798ea,1,
291.0,11.0,3.0,0.0,58.0,"241 kcal, 100g당",,fatsecret-39953,146,771.0,,15.48,2021-07-09 12:39:07.848,2021-07-09 12:39:07.848,6.738,20.69,1.375,18.0,햄 치즈 샌드위치,,,10.0,352.0,개,,ipBsY8J8JM,g,6.437,,com.sec.android.app.shealth,33.35,0.41477272,b75e9acd-84a4-424d-a2b8-17307bcce24d,1,
,0.0,0.0,0.0,,"685 kcal, 1회 (241g)당",,fatsecret-42655401,241,996.0,,25.0,2021-09-13 08:04:17.881,2021-09-13 08:04:17.881,,37.0,,0.0,클래식 치즈 피자(고피자),12.0,,0.0,685.0,인분,,weUQcI9iuT,g,10.0,,com.sec.android.app.shealth,78.0,0.35182482,32e951ad-9056-4867-820d-e9a0a387663b,1,
93.0,8.0,11.0,0.0,0.0,"35 kcal, 100g당",,fatsecret-36569,26,12.0,0.1,0.07,2021-07-12 12:24:07.189,2021-07-12 12:24:07.189,0.006,1.51,0.029,3.0,김,0.13,,1.0,9.0,장,,ipBsY8J8JM,g,0.016,,com.sec.android.app.shealth,1.33,2.8888888,66063df6-6053-42bb-a0d0-7a10b9f62172,10,
