com.samsung.shealth.stress,6196009,7
start_time,custom,binning_data,tag_id,update_time,create_time,max,min,score,algorithm,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
2021-07-07 01:33:21.000,,,10000,2021-07-07 01:33:21.000,2021-07-07 01:33:21.000,99.0,0.0,99.0,1,UTC+0900,x0oAL2Dkrv,,com.sec.android.app.shealth,2021-07-07 01:33:21.000,cd197ca3-4fed-e471-4e9c-ea51e84c6576,
2021-07-08 11:07:32.000,,,10000,2021-07-08 11:07:32.000,2021-07-08 11:07:32.000,99.0,0.0,33.0,1,UTC+0900,x0oAL2Dkrv,,com.sec.android.app.shealth,2021-07-08 11:07:32.000,007c0a8c-aedc-4d09-e0bf-ae33512c5380,
2021-09-12 11:18:06.000,,,10000,2021-09-12 11:18:06.000,2021-09-12 11:18:06.000,48.0,0.0,48.0,1,UTC+0900,x0oAL2Dkrv,,com.sec.android.app.shealth,2021-09-12 11:18:06.000,e165ef2b-4711-d3e0-f342-2bbb22cd2072,
2021-09-01 08:08:23.000,,,10000,2021-09-01 08:08:23.000,2021-09-01 08:08:23.000,40.0,0.0,31.0,1,UTC+0900,x0oAL2Dkrv,,com.sec.android.app.shealth,2021-09-01 08:08:23.000,889def05-d7b4-9d13-9ee3-5025f80f805b,
2021-07-28 16:35:09.000,,,10000,2021-07-28 16:35:09.000,2021-07-28 16:35:09.000,22.0,0.0,22.0,1,UTC+0900,x0oAL2Dkrv,,com.sec.android.app.shealth,2021-07-28 16:35:09.000,00573329-3707-abcc-f8fd-90b309d1f6c6,
2021-07-28 18:48:02.000,,,10000,2021-07-28 18:48:02.000,2021-07-28 18:48:02.000,22.0,0.0,2.0,1,UTC+0900,x0oAL2Dkrv,,com.sec.android.app.shealth,2021-07-28 18:48:02.000,98c4bca3-4ffc-3b7d-2c83-ba7200946331,
2021-11-21 00:26:13.000,,,10000,2021-11-21 00:26:13.000,2021-11-21 00:26:13.000,22.0,0.0,22.0,1,UTC+0900,x0oAL2Dkrv,,com.sec.android.app.shealth,2021-11-21 00:26:13.000,a19fd35b-0beb-d9f1-84d3-582ed30d672d,
2021-08-28 02:22:22.000,,,10000,2021-08-28 02:22:22.000,2021-08-28 02:22:22.000,40.0,0.0,40.0,1,UTC+0900,x0oAL2Dkrv,,com.sec.android.app.shealth,2021-08-28 02:22:22.000,c7b4567a-45fc-4553-a71f-734490244a1c,
2021-09-20 13:43:26.000,,,10000,2021-09-20 13:43:26.000,2021-09-20 13:43:26.000,48.0,0.0,10.0,1,UTC+0900,x0oAL2Dkrv,,com.sec.android.app.shealth,2021-09-20 13:43:26.000,e2047940-f30b-7b85-4042-e593cb83d5d4,
2021-10-31 02:44:12.000,,,10000,2021-10-31 02:44:12.000,2021-10-31 02:44:12.000,16.0,0.0,1.0,1,UTC+0900,x0oAL2Dkrv,,com.sec.android.app.shealth,2021-10-31 02:44:12.000,3c5c1ecb-1fbe-dd83-7b0e-182f92fd3b11,
2021-07-30 18:03:22.000,,,10000,2021-07-30 18:03:22.000,2021-07-30 18:03:22.000,22.0,0.0,0.0,1,UTC+0900,x0oAL2Dkrv,,com.sec.android.app.shealth,2021-07-30 18:03:22.000,691dbbd2-a1e0-3aa3-4b56-acb6b89101d0,
2021-09-25 02:08:45.000,,,10000,2021-09-25 02:08:45.000,2021-09-25 02:08:45.000,2.0,0.0,2.0,1,UTC+0900,x0oAL2Dkrv,,com.sec.android.app.shealth,2021-09-25 02:08:45.000,1afa2ec8-5eac-9b88-e940-15d7e0521239,
2021-10-15 16:00:59.000,,,10000,2021-10-15 16:00:59.000,2021-10-15 16:00:59.000,16.0,0.0,16.0,1,UTC+0900,x0oAL2Dkrv,,com.sec.android.app.shealth,2021-10-15 16:00:59.000,83df4f90-4726-085e-dbb4-fcac9eb2698e,
