Date,Avg. mental recovery,Avg. sleep efficiency,Avg. sleep score
2021-07-03 ,42.0,87.84,66.0
2021-07-04 ,70.0,84.49,49.0
2021-07-05 ,74.77,89.26,63.74
2021-07-06 ,80.0,90.72,73.0
2021-07-09 ,68.44,87.36,57.99
2021-07-11 ,61.76,86.19,47.18
2021-07-12 ,72.47,84.89,50.76
2021-07-13 ,67.37,87.57,63.58
2021-07-14 ,63.27,82.74,40.87
2021-07-15 ,71.35,91.55,48.8
2021-07-17 ,66.68,84.22,48.42
2021-07-18 ,59.0,86.35,65.0
2021-07-20 ,42.0,82.97,27.0
2021-07-21 ,65.0,85.71,56.0
2021-07-22 ,68.67,84.19,43.52
2021-07-23 ,70.0,88.23,41.27
2021-07-25 ,68.73,85.43,58.31
2021-07-26 ,75.0,89.61,57.0
2021-07-27 ,73.0,93.73,81.0
2021-07-28 ,70.0,91.41,54.0
2021-07-29 ,75.68,93.46,76.09
2021-07-30 ,80.0,89.47,55.0
2021-07-31 ,78.77,87.08,63.15
2021-08-01 ,74.57,86.84,44.14
2021-08-02 ,70.0,88.47,66.0
2021-08-03 ,70.0,89.84,46.15
2021-08-04 ,70.0,91.5,53.0
2021-08-05 ,87.05,88.95,69.54
2021-08-06 ,79.15,92.3,61.44
2021-08-08 ,71.57,89.87,51.85
2021-08-09 ,69.04,87.49,59.08
2021-08-10 ,74.54,90.72,59.85
2021-08-11 ,74.32,86.41,48.2
2021-08-12 ,72.38,86.84,61.06
2021-08-13 ,75.0,90.16,65.0
2021-08-14 ,76.32,88.04,70.7
2021-08-15 ,49.34,82.26,45.77
2021-08-17 ,69.86,87.54,66.71
2021-08-20 ,77.45,87.1,58.56
2021-08-21 ,78.0,89.3,51.0
2021-08-22 ,67.05,84.6,50.34
2021-08-24 ,57.0,88.0,63.0
2021-08-25 ,75.99,86.58,53.0
2021-08-27 ,80.0,99.24,55.0
2021-08-28 ,68.0,85.61,59.0
2021-08-30 ,66.27,85.63,55.41
2021-08-31 ,67.0,84.62,56.0
2021-09-01 ,68.53,89.39,59.82
2021-09-04 ,70.0,68.54,31.0
2021-09-05 ,60.36,84.31,53.54
2021-09-12 ,70.0,83.46,44.0
2021-09-13 ,74.0,89.49,61.0
2021-09-14 ,81.0,88.29,70.0
2021-09-16 ,75.97,84.1,62.03
2021-09-17 ,66.95,89.79,56.4
2021-09-18 ,78.57,88.05,63.38
2021-09-20 ,78.38,91.43,60.38
2021-09-21 ,76.13,92.24,51.56
2021-09-22 ,70.0,91.49,58.0
2021-09-24 ,79.33,91.42,57.33
2021-09-26 ,78.0,89.55,75.0
2021-09-27 ,74.0,92.45,73.0
2021-09-28 ,73.8,90.31,59.65
2021-09-29 ,67.26,88.62,60.0
2021-09-30 ,76.23,88.65,53.23
2021-10-01 ,80.68,90.72,55.29
2021-10-02 ,75.84,88.91,60.87
2021-10-03 ,65.24,87.36,42.15
2021-10-05 ,65.0,84.56,60.0
2021-10-07 ,71.0,89.0,56.0
2021-10-08 ,73.0,90.76,46.9
2021-10-09 ,80.97,91.29,60.08
2021-10-10 ,78.17,92.91,68.24
2021-10-11 ,70.0,89.92,46.0
2021-10-12 ,74.91,88.04,61.46
2021-10-13 ,50.0,86.78,41.0
2021-10-14 ,71.0,86.27,61.0
2021-10-15 ,76.06,90.18,65.21
2021-10-16 ,62.0,92.52,50.0
2021-10-17 ,71.68,86.55,42.23
2021-10-18 ,77.07,92.13,66.28
2021-10-19 ,74.92,87.97,52.55
2021-10-20 ,59.0,93.23,56.0
2021-10-21 ,70.0,90.16,53.0
2021-10-24 ,78.0,93.01,48.0
2021-10-25 ,85.0,90.51,66.0
2021-10-26 ,74.0,89.97,59.0
2021-10-27 ,70.76,89.01,56.7
2021-10-28 ,71.0,90.52,68.0
2021-10-30 ,75.19,86.34,56.3
2021-10-31 ,70.0,92.5,43.0
2021-11-01 ,86.0,91.69,61.0
2021-11-02 ,74.0,87.65,64.0
2021-11-03 ,37.0,88.02,65.0
2021-11-04 ,75.0,87.67,46.0
2021-11-07 ,68.0,89.04,51.0
2021-11-08 ,83.0,94.1,72.0
2021-11-10 ,74.0,88.93,63.0
2021-11-11 ,78.88,92.07,55.07
2021-11-12 ,75.19,90.75,56.09
2021-11-13 ,78.37,90.23,60.24
2021-11-14 ,65.0,86.59,41.0
2021-11-15 ,83.0,93.09,64.0
2021-11-16 ,82.0,91.85,70.0
2021-11-17 ,75.0,90.66,68.0
2021-11-18 ,78.0,89.1,63.0
2021-11-19 ,76.0,90.89,69.0
2021-11-20 ,76.94,87.6,55.88
2021-11-21 ,68.12,88.29,47.73
2021-11-22 ,76.0,91.36,65.0
2021-11-23 ,75.0,91.15,54.0
2021-11-24 ,78.0,91.04,68.0
2021-11-25 ,76.0,89.71,70.0
2021-11-26 ,71.24,93.37,51.72
2021-11-27 ,70.0,82.35,31.0
