Date,Step Count,Speed (m/s),Distance,Greater than 10K steps
2021-09-11 ,515891,0.75,409523.29,Yes
2021-09-12 ,10893,0.65,8464.69,Yes
2021-09-13 ,7752,0.46,6065.82,No
2021-09-14 ,10475,0.81,8174.74,Yes
2021-09-15 ,14339,0.9,11057.16,Yes
2021-09-16 ,15618,0.92,11957.98,Yes
2021-09-17 ,6426,1.33,4853.53,No
2021-09-18 ,1487,0.22,1173.94,No
2021-09-19 ,1368,0.22,1146.55,No
2021-09-20 ,8469,0.41,6830.66,No
2021-09-21 ,9158,0.84,7158.84,No
2021-09-22 ,6983,0.48,5434.26,No
2021-09-23 ,13089,0.8,10070.42,Yes
2021-09-24 ,5809,1.34,4392.45,No
2021-09-25 ,2094,0.52,1668.81,No
2021-09-26 ,11132,0.74,8620.08,Yes
2021-09-27 ,18343,0.61,14228.74,Yes
2021-09-28 ,14997,0.4,11826.26,Yes
2021-09-29 ,7965,0.45,6256.93,No
2021-09-30 ,14005,0.38,11066.54,Yes
2021-10-01 ,5957,0.31,4747.89,No
2021-10-02 ,4060,0.35,3188.8,No
2021-10-03 ,9460,0.49,7480.84,No
2021-10-04 ,13600,0.51,10788.69,Yes
2021-10-05 ,7374,0.42,5756.29,No
2021-10-06 ,10725,0.38,8352.59,Yes
2021-10-07 ,8384,0.59,6423.71,No
2021-10-08 ,10361,0.99,7979.52,Yes
2021-10-09 ,5273,0.3,4203.65,No
2021-10-10 ,1636,0.25,1316.53,No
2021-10-11 ,6578,0.48,5167.32,No
2021-10-12 ,15067,0.44,11953.84,Yes
2021-10-13 ,9674,0.5,7663.06,No
2021-10-14 ,13524,0.42,10728.83,Yes
2021-10-15 ,12275,0.89,9430.55,Yes
2021-10-16 ,6548,0.49,5135.67,No
2021-10-17 ,8763,0.42,7033.56,No
2021-10-18 ,7273,0.45,5775.72,No
2021-10-19 ,13798,0.42,10891.13,Yes
2021-10-20 ,7784,0.53,6204.28,No
2021-10-21 ,14498,0.48,11559.03,Yes
2021-10-22 ,6698,0.37,5384.2,No
2021-10-23 ,2717,1.26,2058.43,No
2021-10-24 ,11770,0.59,9021.37,Yes
2021-10-25 ,7659,0.47,6070.02,No
2021-10-26 ,7090,0.53,5507.95,No
2021-10-27 ,12688,0.82,9867.02,Yes
2021-10-28 ,15588,0.55,12328.46,Yes
2021-10-29 ,9280,1.25,7131.0,No
2021-10-30 ,4557,0.36,3559.29,No
2021-10-31 ,13081,0.41,10341.17,Yes
2021-11-01 ,7648,0.41,6048.86,No
2021-11-02 ,8035,0.46,6271.28,No
2021-11-03 ,13052,0.37,10245.3,Yes
2021-11-04 ,8196,1.3,6245.32,No
2021-11-05 ,8111,1.37,6169.29,No
2021-11-06 ,3240,1.54,2518.74,No
2021-11-07 ,8638,0.54,6839.98,No
2021-11-08 ,12493,0.77,9703.09,Yes
2021-11-09 ,13846,0.76,10782.04,Yes
2021-11-10 ,15988,0.39,12707.39,Yes
2021-11-11 ,11733,0.37,9398.43,Yes
2021-11-12 ,7503,0.74,5822.74,No
2021-11-13 ,7467,0.31,5910.5,No
2021-11-14 ,7111,0.45,5558.3,No
2021-11-15 ,7466,0.45,5780.7,No
2021-11-16 ,11707,0.38,9218.55,Yes
2021-11-17 ,12808,0.41,10134.42,Yes
2021-11-18 ,16249,0.45,12844.47,Yes
2021-11-19 ,7404,0.37,5897.47,No
2021-11-20 ,2546,0.27,1973.81,No
2021-11-21 ,9369,0.36,7463.82,No
2021-11-22 ,8764,0.44,6851.68,No
2021-11-23 ,8357,0.45,6598.77,No
2021-11-24 ,9185,0.45,7337.03,No
2021-11-25 ,10688,0.47,8313.05,Yes
2021-11-26 ,8366,0.36,6583.19,No
2021-11-27 ,1640,0.18,1299.62,No
2021-11-28 ,1831,0.5,1398.45,No
