com.samsung.shealth.activity.day_summary,6201005,2
step_count,active_time,target,others_time,update_time,create_time,goal,longest_active_time,score,distance,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
5921,3376818,,0,2020-05-15 11:35:02.373,2020-05-15 06:53:02.791,60,360000,93,4540.88,196.63,4df64cfb-1525-4bc4-84a9-e851baeee1d2.extra_data.json,cg/D3WXl8C,0,com.sec.android.app.shealth,3376818,57180000,4df64cfb-1525-4bc4-84a9-e851baeee1d2,1589500800000,
0,0,,0,2020-05-15 06:53:03.245,2020-05-15 06:53:03.245,-1,0,0,0.0,0.0,4992b491-118f-4e54-af69-073888bfaaea.extra_data.json,cg/D3WXl8C,0,com.sec.android.app.shealth,0,-1,4992b491-118f-4e54-af69-073888bfaaea,1587600000000,
0,0,,0,2020-05-15 06:53:02.847,2020-05-15 06:53:02.847,-1,0,0,0.0,0.0,6cc32a01-4900-4b7e-8261-ef746189562f.extra_data.json,cg/D3WXl8C,0,com.sec.android.app.shealth,0,-1,6cc32a01-4900-4b7e-8261-ef746189562f,1587168000000,
0,0,,0,2020-05-15 06:53:03.657,2020-05-15 06:53:03.657,-1,0,0,0.0,0.0,1a226333-bfa9-4e14-b171-e68290310362.extra_data.json,cg/D3WXl8C,0,com.sec.android.app.shealth,0,-1,1a226333-bfa9-4e14-b171-e68290310362,1588118400000,
0,0,,0,2020-05-15 06:53:03.322,2020-05-15 06:53:03.322,-1,0,0,0.0,0.0,c4989318-36d4-4db8-8cb4-c8386955004f.extra_data.json,cg/D3WXl8C,0,com.sec.android.app.shealth,0,-1,c4989318-36d4-4db8-8cb4-c8386955004f,1587686400000,
0,0,,0,2020-05-15 06:53:04.059,2020-05-15 06:53:04.059,-1,0,0,0.0,0.0,51285fef-2077-4caf-8bfc-2d46192eaf30.extra_data.json,cg/D3WXl8C,0,com.sec.android.app.shealth,0,-1,51285fef-2077-4caf-8bfc-2d46192eaf30,1588723200000,
0,0,,0,2020-05-15 06:53:03.707,2020-05-15 06:53:03.707,-1,0,0,0.0,0.0,bb26bf14-29fa-44fe-a698-3aef24065e26.extra_data.json,cg/D3WXl8C,0,com.sec.android.app.shealth,0,-1,bb26bf14-29fa-44fe-a698-3aef24065e26,1588204800000,
0,0,,0,2020-05-15 06:53:04.488,2020-05-15 06:53:04.488,-1,0,0,0.0,0.0,9c12ee00-3edd-4267-9b73-96204a5d3a34.extra_data.json,cg/D3WXl8C,0,com.sec.android.app.shealth,0,-1,9c12ee00-3edd-4267-9b73-96204a5d3a34,1589241600000,
0,0,,0,2020-05-15 06:53:04.153,2020-05-15 06:53:04.153,-1,0,0,0.0,0.0,8a968808-bcc2-4198-8ca5-84697a3d5bdc.extra_data.json,cg/D3WXl8C,0,com.sec.android.app.shealth,0,-1,8a968808-bcc2-4198-8ca5-84697a3d5bdc,1588809600000,
15719,9441467,,0,2020-05-18 14:15:27.061,2020-05-17 15:56:27.670,60,480000,260,11863.032,627.17993,7885fb9a-5542-4aa2-b110-615deceb0ca4.extra_data.json,cg/D3WXl8C,28215,com.sec.android.app.shealth,9413252,19860000,7885fb9a-5542-4aa2-b110-615deceb0ca4,1589760000000,
0,0,,0,2020-05-15 06:53:04.571,2020-05-15 06:53:04.571,-1,0,0,0.0,0.0,ce26e790-83e8-425a-8ab1-9a18ebec45e1.extra_data.json,cg/D3WXl8C,0,com.sec.android.app.shealth,0,-1,ce26e790-83e8-425a-8ab1-9a18ebec45e1,1589414400000,
12932,11273630,,8882861,2020-05-24 14:15:02.349,2020-05-23 15:00:01.237,60,2116000,311,40149.51,1012.1653,d6137fe5-30eb-45d6-a312-976158672298.extra_data.json,cg/D3WXl8C,0,com.sec.android.app.shealth,2390769,21600000,d6137fe5-30eb-45d6-a312-976158672298,1590278400000,
13835,8474968,,0,2020-05-19 13:35:14.288,2020-05-18 15:00:01.254,60,682275,235,10681.595,566.33075,57d4887c-91bb-47e2-bf36-48e217b778e1.extra_data.json,cg/D3WXl8C,9200,com.sec.android.app.shealth,8465768,20760000,57d4887c-91bb-47e2-bf36-48e217b778e1,1589846400000,
