com.samsung.shealth.food_favorite,6201005,1
amount,food_type,update_time,create_time,name,unit,favoriteid,calorie,deviceuuid,pkg_name,datauuid,food_info_id
1.0,1,2021-07-03 04:38:58.401,2021-07-03 04:38:58.401,점심올갱이국,120001,bd4cc9bb-ef99-49bb-aafd-8569144989eb,353.0,cg/D3WXl8C,com.sec.android.app.shealth,9b10049a-b53d-42a7-9f07-579ec7ce5719,7e6f20e1-d838-453d-a601-82bc0d617ba1,
1.0,3,2021-07-05 03:32:36.769,2021-07-05 03:32:36.769,비빔밥 콩나물 시금치  표고버섯 계란후라이 콩나물시래기국  열무김치,120001,be111bd2-db81-45dc-9889-2645f820699d,50.0,cg/D3WXl8C,com.sec.android.app.shealth,cdf4ab89-77ab-41c0-914e-5457ff296b78,eb674baf-1a09-4c9b-b7fc-0d74ff454eae,
1.0,3,2021-07-07 03:25:31.079,2021-07-07 03:25:31.079,우동  밥   각두기  배추것절이   ,120001,b21bdaf9-cb24-4b29-a5ce-52ced4ccf6c3,600.0,cg/D3WXl8C,com.sec.android.app.shealth,80c38fd1-7bc2-47ad-ae68-17456874e6b2,ddbcc557-ccdb-4fa0-9ea9-488a24b0261a,
1.0,3,2021-07-09 11:30:29.706,2021-07-09 11:30:29.706,목살  파저리  상추   가지나물    된장찌게,120001,332c0b38-1170-4a83-b033-271bb9fd2f00,750.0,cg/D3WXl8C,com.sec.android.app.shealth,34a3321a-c768-47ab-8c4a-ee1bd8d0e25f,089b81ee-dbaa-4bc8-a98e-a667fa9f00e3,
1.0,3,2021-07-11 10:36:24.706,2021-07-11 10:36:24.706,양배추  생당근  총각김치  돤장찌개  생양파  것절이 깨임,120001,225db091-fbd2-4eb0-a497-d5ac327c9067,800.0,cg/D3WXl8C,com.sec.android.app.shealth,c0160794-bac7-4729-bd4a-2509fbc06319,eac9fc3d-f7b1-48ac-a518-9033020e0c1a,
1.0,3,2021-07-13 05:53:33.744,2021-07-13 05:53:33.744,옥수수  반개,120001,5d116110-a85e-454e-a5f2-7e2c46f921f9,50.0,cg/D3WXl8C,com.sec.android.app.shealth,4fd81a6b-c5ce-4295-b5b7-1e5a30a79465,1b1b32fc-e319-4bc1-aed9-85dc203b9c2a,
1.0,3,2021-07-14 06:36:45.641,2021-07-14 06:36:45.641,옥수수반개  커피 반잔,120001,1265ffb8-0aa5-4e2f-9e6b-87d047f42fcd,180.0,cg/D3WXl8C,com.sec.android.app.shealth,50034899-c19d-458f-b93f-c36bd73c3e0e,145dae09-6fb7-468a-b984-75c23fe27915,
1.0,3,2021-07-16 02:45:58.083,2021-07-16 02:45:58.083,찐계란  옥수수반개  ,120001,e7e4f231-0273-4638-897a-9ac1c947fc56,150.0,cg/D3WXl8C,com.sec.android.app.shealth,2b65e4df-bdcf-4e8e-bdef-1c1df588c7b0,6129a00c-31a7-4799-8a7e-2bb779dbbaa7,
1.0,3,2021-07-18 10:55:57.728,2021-07-18 10:55:57.728,곰탕  각두기 것절이,120001,5ab8e28c-a52d-4d16-bd5b-6dc97b811688,700.0,cg/D3WXl8C,com.sec.android.app.shealth,077714bc-2dd9-4f51-8759-31be7895ac0f,1da6747e-c512-4be6-a28e-5d01037d57ff,
1.0,3,2021-07-20 11:04:38.058,2021-07-20 11:04:38.058,장어국  당근  파프리카  열무김치   비듬나물  생앙파,120001,7fb3f4f5-dbee-444b-8f48-c337c89cf8bc,900.0,cg/D3WXl8C,com.sec.android.app.shealth,c69d5473-8364-4f7e-b12c-7f1af6452636,50d3d8da-a9ba-4799-97e2-6f1c3be1a7e2,
1.0,3,2021-07-21 11:17:15.992,2021-07-21 11:17:15.992,두유  불루베리,120001,6c415b3e-a7e0-4180-9013-0c88f42568f9,300.0,cg/D3WXl8C,com.sec.android.app.shealth,ff894487-c536-48fa-ae0f-25622a40280c,121ab282-2b2b-4558-8912-c085eeaae015,
1.0,3,2021-07-24 06:42:56.774,2021-07-24 06:42:56.774,돼지목살 찰밥  갑오징어  김치 배추쌈 상추,120001,ada44a07-a88d-4c40-8193-962bf5c2ed39,800.0,cg/D3WXl8C,com.sec.android.app.shealth,084b782a-fefc-41db-a712-8e492dc2e8c2,7d8b6fd0-72f3-4012-80fa-487765e62dfa,
1.0,1,2021-07-03 04:39:07.441,2021-07-03 04:39:07.441,점심,120001,d60c3b7c-73b4-4257-af04-7a3969e3dcd0,353.0,cg/D3WXl8C,com.sec.android.app.shealth,9086a6ed-43c0-4e2b-941d-2ef7f00d1d99,7e6f20e1-d838-453d-a601-82bc0d617ba1,
1.0,3,2021-07-30 09:26:08.697,2021-07-30 09:26:08.697,김 김치 꽈리고추 파김치   생양파  메추리알 새파프리카  고나물감자국,120001,b4be510b-ee15-4408-bd89-087378f54099,800.0,cg/D3WXl8C,com.sec.android.app.shealth,e07bfc90-b0ac-43f1-9d81-c3ab761f8771,1f725ce0-61af-4f5d-9fa7-11095db0cdc5,
1.0,3,2021-07-05 09:36:07.796,2021-07-05 09:36:07.796,비듬나물  깨임볶음나물  삼치구이반토막  김한장   김치  호박볶음   꽈리고추   미역뭋,120001,4541e48c-0453-46f6-8851-bea5ca894016,50.0,cg/D3WXl8C,com.sec.android.app.shealth,71eb8a56-d016-428a-ab48-c409f32fbe4c,3c6923f2-f9be-4400-a5da-ce2aba2d157a,
1.0,3,2021-08-04 11:02:07.185,2021-08-04 11:02:07.185,돼지수육  새우젖  생양파  파김치 깨잎,120001,27a10d88-f946-462e-99a8-d3265f760eb2,890.0,cg/D3WXl8C,com.sec.android.app.shealth,4baa4bbd-3471-4719-bbf0-911787347756,a7a1ef40-ae15-46fe-80c5-31872350e5de,
1.0,3,2021-07-07 11:02:28.486,2021-07-07 11:02:28.486,북어해장국 깨임무침  각두기,120001,bb5a2399-ed34-4650-9442-a153855c4760,700.0,cg/D3WXl8C,com.sec.android.app.shealth,3ea226ab-0aed-4d53-b212-6455f060303c,a2ff8049-c6d5-4c2e-9976-23e2a6c83f35,
1.0,3,2021-08-12 06:18:03.684,2021-08-12 06:18:03.684,대구뽈찜  열무김치,120001,6bc28f82-9d4e-45e6-81b6-26db8fbba88a,800.0,cg/D3WXl8C,com.sec.android.app.shealth,015054e4-921c-48d8-a5ce-92a34ec34b5b,c0c58122-aace-430a-bbd7-2c9e634527a2,
1.0,3,2021-07-09 23:34:01.374,2021-07-09 23:34:01.374,김  된장찌게  생양파  총각김치  열무김치  몆쭈리알,120001,ac547ca0-4a88-4e11-9895-7f49cc06b7cc,700.0,cg/D3WXl8C,com.sec.android.app.shealth,8361c35f-8bb6-4f3d-9ce7-2c70489aa456,075ff480-9921-4e00-8011-619a3e7a723b,
0.0,2,2021-10-23 05:13:13.168,2021-10-23 05:13:13.168,fc184ba3-4a6e-4f60-9dee-ebdbc11e4901,,fc184ba3-4a6e-4f60-9dee-ebdbc11e4901,0.0,cg/D3WXl8C,com.sec.android.app.shealth,14349eb3-9fe8-4cd9-adc6-b477d519fb21,7e6f20e1-d838-453d-a601-82bc0d617ba1,
1.0,3,2021-07-12 06:29:09.787,2021-07-12 06:29:09.787,수박 닭다리  비빕밥 각두기  생양파,120001,c1dd67b4-701c-45ed-ac85-d26c606b3586,800.0,cg/D3WXl8C,com.sec.android.app.shealth,fafde024-a9df-4270-a0d5-1a60f037cbd7,7bf74d2b-4554-41f1-be9e-b93b27c08da2,
0.0,2,2021-10-23 05:13:46.906,2021-10-23 05:13:46.906,ccc0b582-ce5d-43d4-affa-38ac97cd1069,,ccc0b582-ce5d-43d4-affa-38ac97cd1069,0.0,cg/D3WXl8C,com.sec.android.app.shealth,bc13b283-3df5-4440-ac06-3ae1046749f6,2c339c86-9369-449e-a6d6-b199e3e2601f,
1.0,3,2021-07-13 10:54:15.049,2021-07-13 10:54:15.049,영양탕  생양파,120001,e992168f-3836-4700-8e47-d8d6306e52eb,750.0,cg/D3WXl8C,com.sec.android.app.shealth,e17c7aa1-8738-4293-85ce-c83325b7b5c0,02d283dd-da6a-493e-99a7-3d163bac03b1,
1.0,3,2021-10-25 12:27:09.723,2021-10-25 12:27:09.723,명태조림  백김치   김  미역국,120001,a183afe6-3863-4f56-a31f-e48fdae40c76,1000.0,cg/D3WXl8C,com.sec.android.app.shealth,b1e711b1-0275-4047-bb87-536543eebc26,fc27e014-a5df-4905-a3da-6eae6f18f11c,
1.0,3,2021-07-14 06:37:54.046,2021-07-14 06:37:54.046,아몬드10알,120001,a02e6c65-5468-493f-a2fd-99c178a88fae,40.0,cg/D3WXl8C,com.sec.android.app.shealth,d33e73d6-3c12-4588-8bb6-164e22ae683f,93d72189-10e1-4f51-9a45-b49ea637dbc3,
1.0,3,2021-10-29 07:07:00.871,2021-10-29 07:07:00.871,야제 비빕밥 얼간이된장국,120001,de405175-392a-4989-abb4-f0bf478cb9d4,680.0,cg/D3WXl8C,com.sec.android.app.shealth,861df90d-0ff6-4534-88ff-f5d5abc7f49e,1b493a42-66ca-4681-b7e2-9b008355edf1,
1.0,3,2021-07-16 22:35:50.003,2021-07-16 22:35:50.003,선지국  양배추 호박잎   열무김치  총각김치 생양파,120001,989a5363-43f5-4fa4-b6f5-e4d85b05c852,820.0,cg/D3WXl8C,com.sec.android.app.shealth,373b4b95-29f6-41b2-8860-50c05ce75a49,4dc09f9f-9169-4e93-9d0e-62a4da5a4829,
1.0,3,2021-11-03 07:13:23.900,2021-11-03 07:13:23.900,안양식불고기비빕밥 얼간이된장국 계란후라이  열무김치,120001,329955e0-8c36-4efb-8d37-876cdb42821b,700.0,cg/D3WXl8C,com.sec.android.app.shealth,107235ba-21a6-4b2f-bbe6-f7cf2566ac46,d185fd3b-a505-4412-bae3-0a337956f3ad,
1.0,3,2021-07-19 07:04:26.621,2021-07-19 07:04:26.621,소면국수  총각김치,120001,0695abd8-8442-418a-b686-db8be0f1bf9f,680.0,cg/D3WXl8C,com.sec.android.app.shealth,8dea2224-bb02-4961-9974-00c94aebc549,ff7c6ac3-d58b-49a1-997c-2117778c1935,
1.0,1,2021-07-03 08:37:07.377,2021-07-03 08:37:07.377,올갱이건던기  느타리벗서  김치,120001,9d232ed7-0647-481b-8132-0728f2788745,353.0,cg/D3WXl8C,com.sec.android.app.shealth,4c2dd44c-333e-448e-8e61-8d7e64b871b1,7e6f20e1-d838-453d-a601-82bc0d617ba1,
1.0,3,2021-07-20 11:05:19.505,2021-07-20 11:05:19.505,두유 불루베리,120001,f1958249-5b4e-4375-8470-2f84cb34096e,200.0,cg/D3WXl8C,com.sec.android.app.shealth,b878feb1-3dc3-4ff2-99d0-88f3145ce52c,fe0bfbac-d2b7-484b-b65b-c16964384fbc,
1.0,3,2021-07-05 21:29:11.725,2021-07-05 21:29:11.725,김1장  된장진게거던기 꽈리고추   미역냉국거던기  김치  생양파   ,120001,065ec0e9-d69b-4c70-9c3e-4f4c91c09172,50.0,cg/D3WXl8C,com.sec.android.app.shealth,19af432f-70f6-40f7-a1d9-c8b89e800b3c,1838de93-a10f-4768-a84c-ccd7345f132d,
1.0,3,2021-07-21 21:17:26.872,2021-07-21 21:17:26.872,생당근파프리카  갈치조림 총가킴치   양배추쌈장,120001,5058d2f7-e34b-44a4-881f-99262d2193cd,780.0,cg/D3WXl8C,com.sec.android.app.shealth,41a69569-7fbd-4c83-b71f-b5144ca2b2b9,2127b0eb-6496-44e9-abdd-e515a842e1f5,
1.0,3,2021-07-07 23:18:08.973,2021-07-07 23:18:08.973,된장찌게  김치   김1장   꽈리고추  생양파,120001,7dba787b-f444-41cb-b5c1-2caa6de65b84,730.0,cg/D3WXl8C,com.sec.android.app.shealth,b806d6c5-3b40-4af2-af11-e041497b50b9,790b31bc-2257-4a4f-acc9-b10b7fe7a37c,
1.0,3,2021-07-26 21:40:34.297,2021-07-26 21:40:34.297,콩나몰국  생양팡  열무김치   양배추  새오젖  멪추리알,120001,bca34618-1f62-4d44-8b8a-42d829cdb74c,850.0,cg/D3WXl8C,com.sec.android.app.shealth,89d5347c-138a-46b8-b0bc-61842c286f85,2eb23cc6-87e7-4142-8535-a362bc99dce4,
1.0,3,2021-07-30 22:25:47.842,2021-07-30 22:25:47.842,콩나물감자국  가지 고구마줄거리  김 생양파  생파프리카 김치,120001,7824cdca-bf7c-46ea-817c-9e24e9fe181e,850.0,cg/D3WXl8C,com.sec.android.app.shealth,8e46dd03-6a9d-4440-8c6c-7dc885944203,621239e2-d9f6-4e96-8b46-ac577ef361e5,
1.0,3,2021-07-10 06:41:32.983,2021-07-10 06:41:32.983,아구찜  소면,120001,f85828db-d155-4bb5-b4d4-5f45e0357bc4,600.0,cg/D3WXl8C,com.sec.android.app.shealth,e1e3dcb3-247b-4f9c-ac98-afa0362b5861,1870d79f-f261-4a66-8b30-17154744e2c1,
1.0,3,2021-08-06 07:11:19.291,2021-08-06 07:11:19.291,굴짬뽕  생양파  총각김치,120001,308f3c83-cd43-47fc-be86-d1d7d2dfb989,900.0,cg/D3WXl8C,com.sec.android.app.shealth,b55bf013-3509-4848-91f3-a3be12726ea5,f3115c90-0a7c-4feb-95e7-3666994a5506,
1.0,3,2021-07-12 11:27:43.916,2021-07-12 11:27:43.916,이민수생선구이 김  도라지무침  김치   가지,120001,300c4a81-6dae-48e2-940a-81b2582cdf8c,700.0,cg/D3WXl8C,com.sec.android.app.shealth,0d2a0c1b-3fe3-43e6-82a5-2127715dd51e,07106e0e-9c3d-4f1c-88a7-7d7b48f8143d,
1.0,3,2021-08-12 06:19:10.939,2021-08-12 06:19:10.939,바물도마도  도마도2개,120001,557ddef4-037b-4db1-a9fb-5de6a76d6317,250.0,cg/D3WXl8C,com.sec.android.app.shealth,9934038f-3fea-435b-b141-bee63fb6a9e7,22c26854-46ca-4af4-8d20-e6ee7ee6febd,
1.0,3,2021-07-13 10:55:41.736,2021-07-13 10:55:41.736,빵한개,120001,70754e66-947f-4066-b284-af4b99da24b1,350.0,cg/D3WXl8C,com.sec.android.app.shealth,5fb3be3a-86e6-4944-a339-a04601e416e8,e34b535f-e755-491c-95db-8f4ffa87231b,
0.0,2,2021-10-23 05:13:13.168,2021-10-23 05:13:13.168,fc184ba3-4a6e-4f60-9dee-ebdbc11e4901,,fc184ba3-4a6e-4f60-9dee-ebdbc11e4901,0.0,cg/D3WXl8C,com.sec.android.app.shealth,b7d36cf1-0506-47a8-8fb1-3d85f8055cea,4a20e9eb-087e-4429-b38a-4577e06c7f59,
1.0,3,2021-07-14 23:22:44.928,2021-07-14 23:22:44.928,미역국  양배추  열무김치  총각김치   메추리알   생당근  ,120001,ea0d0a65-9fa7-4829-af6b-bcbc9cdcb2c5,820.0,cg/D3WXl8C,com.sec.android.app.shealth,65e63961-f8a3-4ac3-b7da-32826e2b4fc0,b89a60a6-5f55-40f8-ad5e-105dc979a162,
1.0,1,2021-10-23 10:44:08.791,2021-10-23 10:44:08.791,저녁,120001,1a25d7fd-2084-4857-ab9c-94a7dbea35b0,315.0,cg/D3WXl8C,com.sec.android.app.shealth,1fac7266-41ff-4755-8760-3034c05efdd7,4a20e9eb-087e-4429-b38a-4577e06c7f59,
1.0,3,2021-07-17 12:54:00.902,2021-07-17 12:54:00.902,오징어두루치기  호박 가지  된징찌게   연근  토밥,120001,7e98424b-551e-4c61-bc18-d56c15ae8cfd,900.0,cg/D3WXl8C,com.sec.android.app.shealth,cca9d26a-7af6-4467-a97e-c24737a7da5c,62c383a5-42bd-4d1d-b243-a92fcaae82ab,
0.0,2,2021-10-25 12:27:44.443,2021-10-25 12:27:44.443,6299a5b3-84f9-4e59-8aa1-3d5529d77e94,,6299a5b3-84f9-4e59-8aa1-3d5529d77e94,0.0,cg/D3WXl8C,com.sec.android.app.shealth,5826a394-e154-4adc-9603-fa83e5fd6014,fc27e014-a5df-4905-a3da-6eae6f18f11c,
