com.samsung.shealth.food_frequent,6201005,1
eveningsnack_count,update_time,create_time,morningsnack_count,dinner_count,breakfast_count,deviceuuid,pkg_name,afternoonsnack_count,datauuid,food_info_id,lunch_count
0.99,2021-11-04 07:05:36.928,2020-05-15 06:53:02.849,0.99,1.99,0.99,cg/D3WXl8C,com.sec.android.app.shealth,0.99,fa5f6498-b664-420d-bc46-7cf9854b64e0,d862f28b-bcb7-4c4f-9714-8c7868d31878,1.99,
0.75,2021-11-04 07:05:36.973,2020-05-15 06:53:02.852,0.75,1.75,0.75,cg/D3WXl8C,com.sec.android.app.shealth,0.75,3b8b9536-5b74-4313-b394-8cac29780c24,2c339c86-9369-449e-a6d6-b199e3e2601f,1.75,
0.0,2021-11-04 07:05:36.921,2021-07-03 13:33:04.443,0.0,2.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,ef530589-4b74-4db4-aaa7-b050a1df1765,663cfed9-c3b9-4ff8-950c-1d49af48182f,1.0,
0.0,2021-08-13 10:01:28.341,2021-08-13 10:01:28.341,0.0,1.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,712beb76-5891-4979-bb65-9b59cc42886d,9343dc25-3ba9-4291-bb9e-6e388e046700,0.0,
0.0,2021-10-28 01:58:10.620,2021-10-28 01:58:10.620,0.0,0.0,1.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,ef8ae493-703c-4421-9728-426397b439e0,93bfda83-858a-4fde-b3e8-b1c4586d16f8,0.0,
0.0,2021-11-02 11:34:51.571,2021-11-02 11:34:51.571,0.0,1.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,4abfee5d-3760-4497-8e2b-dbef7c01ecd9,e26be45f-d5c1-40f9-9dc9-6bb7f4e37543,0.0,
0.95,2021-11-04 07:05:36.880,2020-05-15 06:53:02.850,0.95,0.95,0.95,cg/D3WXl8C,com.sec.android.app.shealth,0.95,1fae3e8c-27ca-4e9e-b44a-3712ac7c812a,7e6f20e1-d838-453d-a601-82bc0d617ba1,3.95,
0.71,2021-11-04 07:05:36.844,2020-05-15 06:53:02.853,0.71,0.71,0.71,cg/D3WXl8C,com.sec.android.app.shealth,0.71,3c003c6c-6e39-47dc-abea-0c9927564898,a30a0c63-ef1a-4dcc-9325-b467d52d94af,1.71,
0.0,2021-11-04 07:05:36.853,2021-08-11 06:47:53.079,0.0,0.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,71226707-fc29-4ef1-b303-4e2224529100,ae6b48c3-76d9-48c0-9ee0-2ff4449c7d01,2.0,
1.0,2021-08-13 10:57:40.091,2021-08-13 10:57:40.091,0.0,0.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,00d1d6c9-93c1-45e3-ac74-23b648cce73a,a33ab319-9df2-4312-b659-e6a415339a42,0.0,
0.0,2021-11-04 07:05:36.901,2021-10-28 02:00:31.447,0.0,0.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,4afdde3d-b4d3-46d0-9a6c-0e71e3d56f82,c9f48af1-c65f-4e9f-aedb-76a27f00674f,2.0,
1.0,2021-11-02 11:43:15.689,2021-11-02 11:43:15.689,0.0,0.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,89e940f3-d57b-4c0c-9c6c-99f2d3cab39f,76cb02c8-ca00-47c3-8d5f-9fb7c9de2a1f,0.0,
0.91,2021-11-04 07:05:36.874,2020-05-15 06:53:02.851,0.91,1.91,0.91,cg/D3WXl8C,com.sec.android.app.shealth,0.91,69b9a221-534e-4035-bdcc-9981e25019da,4a20e9eb-087e-4429-b38a-4577e06c7f59,2.91,
0.67,2021-11-04 07:05:36.938,2020-05-15 06:53:02.853,0.67,0.67,0.67,cg/D3WXl8C,com.sec.android.app.shealth,0.67,f4298299-e81e-4d39-982f-eba72d6855a3,f7df4b86-79b8-4fbc-ab90-6706ef1d227a,1.67,
0.0,2021-08-11 06:48:27.321,2021-08-11 06:48:27.321,0.0,0.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,1.0,7b49a4c4-198e-4096-9295-7b1d7145a8c0,9bcd483f-69f0-4f8e-8730-5c440f61313e,0.0,
0.0,2021-11-04 07:05:36.887,2021-10-25 07:11:42.004,0.0,0.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,1ed5dd5e-9b50-4d3c-8376-1e71e33f3786,805d2403-6301-48f3-8622-8421e61f2e9a,2.0,
0.0,2021-11-04 07:05:36.950,2021-10-29 07:07:12.661,0.0,0.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,52d37dda-4c3f-4ca8-8d13-c9a6a4d156fd,1b493a42-66ca-4681-b7e2-9b008355edf1,2.0,
0.0,2021-11-04 07:05:36.987,2021-11-03 07:13:30.164,0.0,0.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,00cb4f92-d09c-4a2a-821a-33c659384b55,d185fd3b-a505-4412-bae3-0a337956f3ad,2.0,
0.87,2021-11-04 07:05:36.859,2020-05-15 06:53:02.851,0.87,1.87,0.87,cg/D3WXl8C,com.sec.android.app.shealth,0.87,7e6979ad-b0b5-4728-9709-c934642f20fd,7eadd5f6-d53c-4164-bc65-dd8c05b00354,1.87,
0.63,2021-11-04 07:05:36.962,2020-05-15 06:53:02.853,0.63,0.63,0.63,cg/D3WXl8C,com.sec.android.app.shealth,0.63,5bda1385-002a-448c-b7e1-aa41260d7d19,f339334f-a0f1-481a-b014-c7e2bcc16427,2.63,
0.0,2021-08-11 21:32:49.762,2021-08-11 21:32:49.762,0.0,0.0,1.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,9f3f55e3-e10e-44bd-a408-1376a65b62c0,f5dbb840-bba9-450b-a68e-07de1b90cd22,0.0,
0.0,2021-10-25 12:27:44.428,2021-10-25 12:27:44.428,0.0,1.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,82e7dd35-e9a3-4008-aa95-3f8670b79b9b,fc27e014-a5df-4905-a3da-6eae6f18f11c,0.0,
0.0,2021-10-30 11:28:41.359,2021-10-30 11:28:41.359,0.0,1.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,f779f067-57dc-4779-92fc-f005abb0c0e3,44b10677-5a8a-40ad-85e2-7a35e1086f1d,0.0,
0.0,2021-11-03 11:08:58.993,2021-11-03 11:08:58.993,0.0,1.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,26ce850e-e97a-4351-a91b-4644f15dd269,27df1772-3378-4cd7-99cc-a51572ebec61,0.0,
0.83,2021-11-04 07:05:36.866,2020-05-15 06:53:02.851,0.83,0.83,0.83,cg/D3WXl8C,com.sec.android.app.shealth,0.83,144b084c-799d-4512-8876-9d4a0f5ebed6,992c9d0c-b4a1-49f9-8f23-94394f34d7ba,1.83,
0.0,2021-07-03 03:03:42.314,2021-07-03 03:03:42.314,0.0,0.0,1.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,e4f76557-4303-49c3-96a5-d21fbe0a16d8,bd4bd229-aa5b-4be7-a779-a1ae87be131c,0.0,
0.0,2021-11-04 07:05:36.907,2021-08-12 06:18:08.587,0.0,0.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,f353e2d8-6817-40cf-9deb-300606989532,c0c58122-aace-430a-bbd7-2c9e634527a2,2.0,
1.0,2021-10-25 12:28:58.151,2021-10-25 12:28:58.151,0.0,0.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,73efd21c-7080-413c-8428-df7fa004f43b,7c70cbdb-d164-4155-b62c-6f8d7d62d63b,0.0,
1.0,2021-10-30 11:29:40.464,2021-10-30 11:29:40.464,0.0,0.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,1b74d3ec-51e2-439a-bde1-f75c7a2e656f,2174a85f-a32b-4536-9a90-651c57e2ad20,0.0,
1.0,2021-11-03 11:09:57.124,2021-11-03 11:09:57.124,0.0,0.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,1e6ea504-8965-4b46-8b40-9f9fbcb7c64b,d416a8ba-10f3-4240-a038-62cae519d39c,0.0,
0.79,2021-11-04 07:05:36.914,2020-05-15 06:53:02.852,0.79,0.79,0.79,cg/D3WXl8C,com.sec.android.app.shealth,0.79,224a7772-d85a-473f-a120-1b9e6d65124c,20074efa-1d44-4188-8c29-2b341f10055a,1.79,
0.0,2021-07-03 03:03:42.324,2021-07-03 03:03:42.324,0.0,0.0,1.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,59536763-97e0-4fca-a60b-ceece4c2fd62,2890830f-17c2-44be-a6a1-690d6c949bb3,0.0,
0.0,2021-08-12 06:19:16.528,2021-08-12 06:19:16.528,0.0,0.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,1.0,f85f0b1c-111e-40d4-a047-832dd864ace0,22c26854-46ca-4af4-8d20-e6ee7ee6febd,0.0,
0.0,2021-10-26 01:09:39.781,2021-10-26 01:09:39.781,0.0,0.0,1.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,d0c2469b-bea8-412e-ba25-0a621c95f81f,589b9d2c-a5a8-4858-bf8f-5a559a4cd119,0.0,
0.0,2021-11-04 07:05:36.895,2021-11-02 04:51:36.235,0.0,0.0,0.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,97c56d8c-23d4-4ce2-8f31-b6a42b80d126,bf1962e0-d6c5-4a89-9e97-b83c4f575b32,2.0,
0.0,2021-11-03 23:26:43.690,2021-11-03 23:26:43.690,0.0,0.0,1.0,cg/D3WXl8C,com.sec.android.app.shealth,0.0,32d5bf3f-e519-4b92-93e6-f58cc0ea404f,meal_removed,0.0,
