com.samsung.shealth.permission,6201005,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,0,2021-03-21 00:13:54.365,2020-05-15 06:53:02.395,data,,cg/D3WXl8C,com.sec.android.app.shealth,sync,1,01a8ffec-7f30-b565-a893-924872869fda,01a8ffec-7f30-b565-a893-924872869fda.optionals.json,
