com.samsung.shealth.social.public_challenge.extra,6201005,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2021-04-16 06:51:12.400,2021-04-16 06:51:12.400,2,{"uiViewStatusItemList":[]},cg/D3WXl8C,com.sec.android.app.shealth,46de81f1-1476-4de7-b462-5f9e9d6ae202,
