com.samsung.shealth.social.leaderboard,6201005,1
update_time,create_time,my_value,body,type,deviceuuid,pkg_name,last_sync_time,datauuid
2021-12-18 00:43:49.577,2020-05-26 00:55:18.396,2,d0eb523f-5bf8-43d1-b862-2dab7a766e20.body.json,102,cg/D3WXl8C,com.sec.android.app.shealth,1639788229558,d0eb523f-5bf8-43d1-b862-2dab7a766e20,
2021-12-18 00:43:49.645,2020-05-26 00:55:17.251,1,7a24f5d1-2196-41f5-9dbe-d363604e5ac6.body.json,200,cg/D3WXl8C,com.sec.android.app.shealth,1639788229564,7a24f5d1-2196-41f5-9dbe-d363604e5ac6,
2021-12-18 00:43:49.620,2020-05-26 00:55:18.429,4,b9bb7e18-bd13-4059-8cdd-1c3e2e36e9de.body.json,101,cg/D3WXl8C,com.sec.android.app.shealth,1639788229560,b9bb7e18-bd13-4059-8cdd-1c3e2e36e9de,
