com.samsung.shealth.step_daily_trend,6201005,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
5c4672f5-c6c8-46d1-8e29-1da7e03ea7cd.binning_data.json,2020-05-15 15:19:03.364,2020-05-15 06:54:12.951,com.sec.android.app.shealth,0,5921,1.7643334,4540.88,196.62999,cg/D3WXl8C,com.sec.android.app.shealth,5c4672f5-c6c8-46d1-8e29-1da7e03ea7cd,1589500800000,
a35aff4b-72eb-4ac3-b2e4-38091e96979e.binning_data.json,2020-05-17 14:15:03.556,2020-05-16 21:56:00.895,com.sec.android.app.shealth,-2,10795,1.5575298,8549.22,405.44,VfS0qUERdZ,com.sec.android.app.shealth,a35aff4b-72eb-4ac3-b2e4-38091e96979e,1589673600000,
4c50d11d-655e-412b-9280-5b963cef3981.binning_data.json,2020-05-16 15:36:08.677,2020-05-16 15:36:08.677,com.sec.android.app.shealth,0,21614,2.0833335,15203.88,879.19,cg/D3WXl8C,com.sec.android.app.shealth,4c50d11d-655e-412b-9280-5b963cef3981,1589587200000,
6b0534fb-529e-4297-821c-b772a97c1ba9.binning_data.json,2020-05-17 15:56:27.636,2020-05-17 15:56:27.636,com.sec.android.app.shealth,0,10795,3.5,8549.22,405.44,cg/D3WXl8C,com.sec.android.app.shealth,6b0534fb-529e-4297-821c-b772a97c1ba9,1589673600000,
53904967-b1d4-4567-a62c-9ec392ef6d08.binning_data.json,2020-05-15 11:35:03.051,2020-05-15 06:54:12.954,com.sec.android.app.shealth,-2,5921,1.4639469,4540.88,196.62999,VfS0qUERdZ,com.sec.android.app.shealth,53904967-b1d4-4567-a62c-9ec392ef6d08,1589500800000,
88ee9dbb-cc80-4588-b3b9-9a158b2f38ff.binning_data.json,2020-05-18 14:15:27.739,2020-05-17 20:35:27.577,com.sec.android.app.shealth,-2,15719,1.3620341,11863.029,627.18,VfS0qUERdZ,com.sec.android.app.shealth,88ee9dbb-cc80-4588-b3b9-9a158b2f38ff,1589760000000,
adfea127-dcc5-4f2a-b251-e8d54d9dfdfb.binning_data.json,2020-05-16 14:15:08.975,2020-05-15 21:35:07.757,com.sec.android.app.shealth,-2,21614,1.2841538,15203.88,879.19,VfS0qUERdZ,com.sec.android.app.shealth,adfea127-dcc5-4f2a-b251-e8d54d9dfdfb,1589587200000,
dda07166-e2f6-43e6-ba93-a3ff141362be.binning_data.json,2020-05-19 15:19:34.838,2020-05-19 15:19:34.838,com.sec.android.app.shealth,0,13835,2.0555556,10642.3,564.32,cg/D3WXl8C,com.sec.android.app.shealth,dda07166-e2f6-43e6-ba93-a3ff141362be,1589846400000,
6978def3-83d8-48d0-82e2-315778a33cb6.binning_data.json,2020-05-20 13:35:06.098,2020-05-19 21:55:02.228,com.sec.android.app.shealth,-2,17984,1.3423482,13810.75,729.04,VfS0qUERdZ,com.sec.android.app.shealth,6978def3-83d8-48d0-82e2-315778a33cb6,1589932800000,
b66a82fd-0e2d-4098-b57c-ce93b8911afb.binning_data.json,2020-05-20 16:02:59.948,2020-05-20 16:02:59.948,com.sec.android.app.shealth,0,17984,3.2058818,13810.75,729.04,cg/D3WXl8C,com.sec.android.app.shealth,b66a82fd-0e2d-4098-b57c-ce93b8911afb,1589932800000,
5ba4a163-2570-4e5b-a7bc-1d191087fe0a.binning_data.json,2020-05-21 14:18:48.887,2020-05-20 20:54:15.469,com.sec.android.app.shealth,-2,16045,1.3443115,12077.41,622.35,VfS0qUERdZ,com.sec.android.app.shealth,5ba4a163-2570-4e5b-a7bc-1d191087fe0a,1590019200000,
801a25bc-4b2d-46e3-869e-7c46d4e2dcee.binning_data.json,2020-05-18 15:00:01.484,2020-05-18 15:00:01.484,com.sec.android.app.shealth,0,15719,5.055555,11863.029,627.18,cg/D3WXl8C,com.sec.android.app.shealth,801a25bc-4b2d-46e3-869e-7c46d4e2dcee,1589760000000,
f3d1cd3d-1ae2-4ccd-b284-f95bf5d3ef51.binning_data.json,2020-05-19 13:35:14.444,2020-05-18 20:55:07.927,com.sec.android.app.shealth,-2,13835,1.4059267,10642.3,564.32,VfS0qUERdZ,com.sec.android.app.shealth,f3d1cd3d-1ae2-4ccd-b284-f95bf5d3ef51,1589846400000,
3d84bb4b-e04c-4551-afe0-dd8afd4cbe51.binning_data.json,2020-05-23 14:16:40.220,2020-05-22 23:55:22.937,com.sec.android.app.shealth,-2,23688,1.3426573,16550.17,989.99,VfS0qUERdZ,com.sec.android.app.shealth,3d84bb4b-e04c-4551-afe0-dd8afd4cbe51,1590192000000,
c47a4771-2d18-4c2e-a54e-811af195d4e3.binning_data.json,2020-05-24 14:17:24.405,2020-05-23 21:00:53.580,com.sec.android.app.shealth,-2,12932,1.5068513,10019.14,485.6,VfS0qUERdZ,com.sec.android.app.shealth,c47a4771-2d18-4c2e-a54e-811af195d4e3,1590278400000,
899a1328-60ca-4835-abc0-b4b0b77a0250.binning_data.json,2020-05-22 15:37:18.316,2020-05-22 15:37:18.316,com.sec.android.app.shealth,0,16257,1.7331668,12069.17,624.74994,cg/D3WXl8C,com.sec.android.app.shealth,899a1328-60ca-4835-abc0-b4b0b77a0250,1590105600000,
f007bf6b-2d94-4c87-9516-431c735dfb8b.binning_data.json,2020-05-23 15:01:09.250,2020-05-23 15:01:09.250,com.sec.android.app.shealth,0,23688,2.5277774,16550.17,989.99,cg/D3WXl8C,com.sec.android.app.shealth,f007bf6b-2d94-4c87-9516-431c735dfb8b,1590192000000,
3cb7632d-451b-4f58-94fd-3cf33fd05125.binning_data.json,2020-05-22 11:17:00.073,2020-05-21 19:56:51.139,com.sec.android.app.shealth,-2,16257,1.2841688,12069.17,624.74994,VfS0qUERdZ,com.sec.android.app.shealth,3cb7632d-451b-4f58-94fd-3cf33fd05125,1590105600000,
0e65c9ae-83d0-4edb-84c1-a1548671a5e7.binning_data.json,2020-05-26 13:56:17.315,2020-05-25 20:18:21.561,com.sec.android.app.shealth,-2,21696,1.329829,16250.58,813.69,VfS0qUERdZ,com.sec.android.app.shealth,0e65c9ae-83d0-4edb-84c1-a1548671a5e7,1590451200000,
1beca4e8-d3db-4f2b-8e01-7d3fa7b323d9.binning_data.json,2020-05-27 13:55:29.416,2020-05-26 19:37:02.765,com.sec.android.app.shealth,-2,11302,1.3159596,8427.36,421.73,VfS0qUERdZ,com.sec.android.app.shealth,1beca4e8-d3db-4f2b-8e01-7d3fa7b323d9,1590537600000,
70551b38-5c2e-44fa-b7b8-06d8abff32ec.binning_data.json,2020-05-25 16:42:34.928,2020-05-25 16:42:34.928,com.sec.android.app.shealth,0,17946,2.2777777,13275.39,655.91,cg/D3WXl8C,com.sec.android.app.shealth,70551b38-5c2e-44fa-b7b8-06d8abff32ec,1590364800000,
8ceafd4c-64dd-4c18-b87b-34c0ac159cf0.binning_data.json,2020-05-21 15:49:53.103,2020-05-21 15:49:53.103,com.sec.android.app.shealth,0,16045,2.2777777,12077.41,622.35,cg/D3WXl8C,com.sec.android.app.shealth,8ceafd4c-64dd-4c18-b87b-34c0ac159cf0,1590019200000,
fc3dd028-5541-42c6-8660-8b98839508f1.binning_data.json,2020-05-26 16:14:42.224,2020-05-26 16:14:42.224,com.sec.android.app.shealth,0,21696,2.6944444,16250.58,813.69,cg/D3WXl8C,com.sec.android.app.shealth,fc3dd028-5541-42c6-8660-8b98839508f1,1590451200000,
064d1d8e-0666-4205-b59b-a84502f180d5.binning_data.json,2020-05-25 13:42:24.251,2020-05-24 20:55:01.820,com.sec.android.app.shealth,-2,17946,1.3785595,13275.39,655.91,VfS0qUERdZ,com.sec.android.app.shealth,064d1d8e-0666-4205-b59b-a84502f180d5,1590364800000,
cee78304-2021-4e74-8936-061eddcde597.binning_data.json,2020-05-29 14:15:18.582,2020-05-28 22:15:26.574,com.sec.android.app.shealth,-2,18519,1.3289404,13841.44,718.55,VfS0qUERdZ,com.sec.android.app.shealth,cee78304-2021-4e74-8936-061eddcde597,1590710400000,
d363e44e-1f2d-41cb-9f96-6d93e7c48fe0.binning_data.json,2020-05-30 13:55:17.168,2020-05-29 21:10:52.032,com.sec.android.app.shealth,-2,9735,1.3684634,7280.69,396.30997,VfS0qUERdZ,com.sec.android.app.shealth,d363e44e-1f2d-41cb-9f96-6d93e7c48fe0,1590796800000,
602bdb20-27cf-48e7-b019-52ee5d4b7705.binning_data.json,2020-05-28 15:37:29.558,2020-05-28 15:37:29.558,com.sec.android.app.shealth,0,19731,1.7222222,14846.08,736.05,cg/D3WXl8C,com.sec.android.app.shealth,602bdb20-27cf-48e7-b019-52ee5d4b7705,1590624000000,
89aadcdb-25d8-47fa-8d8a-1aaf9ee37427.binning_data.json,2020-05-24 15:00:01.800,2020-05-24 15:00:01.800,com.sec.android.app.shealth,0,12932,2.5316641,10019.14,485.6,cg/D3WXl8C,com.sec.android.app.shealth,89aadcdb-25d8-47fa-8d8a-1aaf9ee37427,1590278400000,
59b33000-0d04-4354-89c2-4f57c2789145.binning_data.json,2020-05-29 15:08:20.783,2020-05-29 15:08:20.783,com.sec.android.app.shealth,0,18519,1.6944444,13841.44,718.55,cg/D3WXl8C,com.sec.android.app.shealth,59b33000-0d04-4354-89c2-4f57c2789145,1590710400000,
9cef6654-36f8-4df7-b04b-172743001556.binning_data.json,2020-06-01 13:55:02.489,2020-05-31 20:37:17.546,com.sec.android.app.shealth,-2,13619,1.3449208,10247.2,542.58997,VfS0qUERdZ,com.sec.android.app.shealth,9cef6654-36f8-4df7-b04b-172743001556,1590969600000,
20fc1732-ab37-49bb-95a1-51441897ff29.binning_data.json,2020-06-02 14:15:03.239,2020-06-01 20:21:20.919,com.sec.android.app.shealth,-2,13137,1.2831522,10097.04,545.82,VfS0qUERdZ,com.sec.android.app.shealth,20fc1732-ab37-49bb-95a1-51441897ff29,1591056000000,
f9becc42-9f61-48f5-b7fe-6bda5d94e8a1.binning_data.json,2020-05-31 15:01:38.808,2020-05-31 15:01:38.808,com.sec.android.app.shealth,0,14306,1.7222222,10722.89,551.63,cg/D3WXl8C,com.sec.android.app.shealth,f9becc42-9f61-48f5-b7fe-6bda5d94e8a1,1590883200000,
