com.samsung.shealth.tracker.pedometer_event,6200039,1
start_time,update_time,create_time,type,time_offset,deviceuuid,pkg_name,healthy_step,end_time,datauuid
2021-02-21 21:46:08.616,2021-02-21 22:15:05.073,2021-02-21 21:58:22.747,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1480,2021-02-21 22:00:40.586,ea5e47f8-45ac-462b-ab8e-eb581a0e6568,
2020-10-03 07:54:04.663,2020-10-03 08:15:02.817,2020-10-03 08:05:03.020,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1787,2020-10-03 08:11:49.818,f18df0c5-7c81-4889-9be4-9af2f0647aa4,
2020-10-23 07:19:21.456,2020-10-23 07:29:43.707,2020-10-23 07:29:43.707,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1267,2020-10-23 07:29:42.572,fa97b64f-1a80-41be-8fc9-e92d881b3c80,
2021-01-09 06:56:27.790,2021-01-09 07:16:53.220,2021-01-09 07:06:33.454,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1291,2021-01-09 07:08:27.282,7072bd3b-6a77-45fb-9ad3-5ab08ea51898,
2020-11-14 00:44:20.994,2020-11-14 01:02:49.444,2020-11-14 00:57:23.813,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1294,2020-11-14 01:00:00.000,0540f5e3-e478-476c-928d-93f2aca2cbbf,
2020-07-24 23:53:05.805,2020-07-25 00:15:13.001,2020-07-25 00:04:26.159,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1657,2020-07-25 00:08:42.791,f73549a6-dc32-42b2-ae8c-babfa8a2a285,
2020-10-12 07:10:12.744,2020-10-12 07:32:53.121,2020-10-12 07:20:51.262,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2603,2020-10-12 07:32:50.634,ca9dae69-bc14-49e0-aa3d-1ee14012abe2,
2020-11-15 02:22:52.864,2020-11-15 02:35:32.359,2020-11-15 02:33:12.303,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1393,2020-11-15 02:35:00.025,dc9067bd-cf6d-4772-b98d-9aa911965168,
2020-09-15 09:42:49.357,2020-09-15 09:56:11.527,2020-09-15 09:53:09.757,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1303,2020-09-15 09:55:00.145,22a5473e-4492-468a-80b6-5cc120fcfbdd,
2020-09-27 00:31:35.375,2020-09-27 01:07:54.726,2020-09-27 00:44:16.723,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2502,2020-09-27 00:56:22.733,6325514a-44fb-40c6-a3f7-02175742c5c6,
2020-11-13 03:37:09.375,2020-11-13 04:17:48.073,2020-11-13 03:49:10.913,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,4443,2020-11-13 04:17:46.582,00371257-61ab-4663-a139-a6349d483a09,
2021-02-04 05:07:55.348,2021-02-04 05:22:07.366,2021-02-04 05:18:25.577,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1461,2021-02-04 05:21:52.200,44c89f97-7536-403d-99a4-97b4d6945ebe,
2021-01-13 07:28:54.910,2021-01-13 07:39:54.333,2021-01-13 07:39:26.031,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1278,2021-01-13 07:39:53.326,20944b7b-9309-485a-a1c8-fdda2b60cc20,
2020-08-06 09:52:52.717,2020-08-06 10:08:23.166,2020-08-06 10:02:57.923,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1452,2020-08-06 10:06:43.054,6536c3f3-2418-44a4-aa5e-959fcfed61cc,
2020-08-27 23:52:31.178,2020-08-28 00:12:08.864,2020-08-28 00:03:09.853,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2167,2020-08-28 00:12:08.002,89d6140d-6645-44ee-be0b-98cb59bebf44,
2020-09-14 05:06:51.002,2020-09-14 05:23:16.976,2020-09-14 05:17:58.294,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1752,2020-09-14 05:23:15.019,8aeb526e-d148-4f45-bf7a-0316648748d0,
2020-08-01 08:35:20.415,2020-08-01 08:50:37.584,2020-08-01 08:45:42.881,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1644,2020-08-01 08:50:37.340,6a552962-6eba-477b-8df4-d32e654cb059,
2020-09-16 05:02:17.904,2020-09-16 05:07:38.045,2020-09-16 05:06:35.673,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,515,2020-09-16 05:07:37.192,f3aefd5b-53eb-4bb2-8d8c-f263db9181e4,
2020-11-12 07:09:34.114,2020-11-12 07:30:53.136,2020-11-12 07:21:17.294,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1706,2020-11-12 07:27:04.491,e79bb5bd-44ac-4c44-a576-7e8037779556,
2021-01-20 07:49:15.893,2021-01-20 08:16:42.164,2021-01-20 08:01:06.027,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1581,2021-01-20 08:04:52.074,aa73de03-69db-41ce-bf93-17bbcedcfd04,
2020-10-20 07:08:42.750,2020-10-20 07:21:05.791,2020-10-20 07:19:38.411,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1412,2020-10-20 07:21:04.547,9577ee7b-9eb9-4904-b56a-fc0d84f89fa0,
2020-07-23 10:27:08.208,2020-07-23 10:37:45.879,2020-07-23 10:37:20.905,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1178,2020-07-23 10:37:44.355,9375b942-1c2d-4415-af53-1d7d04c45ee8,
2021-02-15 03:52:39.937,2021-02-15 04:01:24.543,2021-02-15 03:55:33.392,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,634,2021-02-15 03:59:15.272,b4f7207f-79cc-4a92-8471-900702475efa,
2020-10-26 07:45:00.608,2020-10-26 07:57:01.391,2020-10-26 07:55:06.620,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1404,2020-10-26 07:57:00.679,89e303bf-5703-432a-b36b-73f825bdd531,
2020-09-02 07:28:15.840,2020-09-02 07:58:02.498,2020-09-02 07:38:50.837,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1789,2020-09-02 07:45:43.894,9a82517b-40dc-4668-a4e6-6be05305e3a4,
2020-10-03 04:40:22.231,2020-10-03 05:09:49.984,2020-10-03 04:50:23.628,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1995,2020-10-03 04:58:10.308,4cdf7593-601f-42b1-8023-6e87f05823da,
2021-01-16 09:58:47.871,2021-01-16 10:15:31.469,2021-01-16 10:09:11.589,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1395,2021-01-16 10:11:36.768,3eab52c4-4cd0-47a8-acdd-5b628ff5a8c9,
2020-11-08 22:11:06.581,2020-11-08 22:35:02.869,2020-11-08 22:23:26.800,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1618,2020-11-08 22:28:48.813,067c840a-08a3-4c1e-a1bd-3bb317819ca7,
2021-01-16 09:22:24.081,2021-01-16 09:55:03.563,2021-01-16 09:33:26.957,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1568,2021-01-16 09:37:14.725,ea642d4a-42f6-4119-aed2-1c4796b27740,
2020-09-09 21:58:50.167,2020-09-09 22:16:35.865,2020-09-09 22:09:19.613,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1336,2020-09-09 22:12:09.811,f6a1df38-368c-477f-af19-0c3971e6ae42,
2020-12-30 05:24:17.180,2020-12-30 05:36:55.315,2020-12-30 05:34:33.366,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1330,2020-12-30 05:36:08.244,6c80939b-36da-4d55-bc63-ccdb3fa3a039,
2020-07-24 03:54:46.196,2020-07-24 04:13:42.655,2020-07-24 04:05:27.052,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1739,2020-07-24 04:10:00.000,4c75464b-a648-4087-ba29-4fcd3630b7e8,
2020-09-10 04:02:59.580,2020-09-10 04:15:16.233,2020-09-10 04:13:02.048,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1295,2020-09-10 04:15:00.035,f9dee7ef-7556-45e6-a1c7-ba2a08a16b1a,
2020-11-05 03:30:22.027,2020-11-05 03:55:11.244,2020-11-05 03:41:15.853,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1991,2020-11-05 03:48:52.206,b691f435-8542-4c55-8712-b7c2785a6264,
2021-03-10 22:10:51.422,2021-03-10 22:35:22.928,2021-03-10 22:22:21.543,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1270,2021-03-10 22:23:48.704,f55b3051-98f6-409b-8bab-7e299188ae49,
2020-10-16 12:12:45.564,2020-10-16 12:36:24.681,2020-10-16 12:24:23.881,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2469,2020-10-16 12:36:22.600,0cb35492-1feb-4102-8b63-3def104874fe,
2020-09-14 22:12:38.858,2020-09-14 22:26:20.843,2020-09-14 22:24:15.113,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1299,2020-09-14 22:26:03.470,eddd4a52-9bc4-44e2-b33a-6100e903ed5d,
2021-02-23 05:29:54.267,2021-02-23 05:47:05.739,2021-02-23 05:41:49.351,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1354,2021-02-23 05:43:36.196,64c48bea-8901-4f58-b944-fc4c14500b35,
2020-12-31 03:26:41.857,2020-12-31 03:54:21.316,2020-12-31 03:37:09.660,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1735,2020-12-31 03:42:04.930,519df02e-f1eb-4791-9ff2-9e2047647d72,
2020-08-12 04:29:52.400,2020-08-12 04:42:25.571,2020-08-12 04:40:02.364,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1368,2020-08-12 04:42:23.475,84b8ba3f-a21b-439a-b6bd-21b0f5b2e263,
2020-10-03 00:53:15.229,2020-10-03 01:27:28.729,2020-10-03 01:03:49.063,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,3135,2020-10-03 01:21:19.175,50d2a1bc-5c90-4ae9-9137-cb087c1638c3,
2020-07-22 21:58:49.731,2020-07-22 22:15:51.331,2020-07-22 22:09:51.446,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1194,2020-07-22 22:10:00.000,ea919cea-ee64-4b54-ae16-17b443a8018d,
2020-09-08 21:56:46.318,2020-09-08 22:15:05.646,2020-09-08 22:07:01.398,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1260,2020-09-08 22:08:34.528,bfc6b4b4-7cb9-4aae-878a-594b621e7e0a,
2021-01-03 02:09:39.009,2021-01-03 02:32:59.061,2021-01-03 02:20:30.398,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1989,2021-01-03 02:28:25.492,e833a6cd-f2d6-4590-b05d-63b533f3a9ce,
2020-11-03 03:54:09.223,2020-11-03 04:16:30.221,2020-11-03 04:04:41.260,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2548,2020-11-03 04:16:29.085,274bf8d2-9201-439c-8019-637f64fa6b30,
2020-11-11 22:11:00.208,2020-11-11 22:35:14.630,2020-11-11 22:21:29.083,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1319,2020-11-11 22:23:55.683,345dab11-0155-46b8-b36b-ccd22e493864,
2021-01-17 00:20:51.670,2021-01-17 01:15:02.543,2021-01-17 00:32:29.322,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,5120,2021-01-17 01:10:02.887,5bca0b9b-6d64-4613-aa5c-1c37bc082e21,
2020-08-02 04:13:53.993,2020-08-02 04:38:18.006,2020-08-02 04:27:16.166,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2418,2020-08-02 04:38:13.037,a9e93ce0-1766-4ccd-8f49-8d0d1902c91c,
2021-02-13 08:07:31.545,2021-02-13 08:27:47.161,2021-02-13 08:17:58.271,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1208,2021-02-13 08:18:59.064,3142efaf-3275-4838-b276-db01e3abceda,
2020-07-23 00:17:04.980,2020-07-23 00:29:05.552,2020-07-23 00:28:04.187,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1217,2020-07-23 00:29:04.613,e2cf904a-d9c5-43c1-a2e2-90b751850ef5,
2021-02-01 22:10:54.659,2021-02-01 22:36:48.938,2021-02-01 22:21:33.012,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1292,2021-02-01 22:24:22.507,aa592c2a-b2da-45e5-a2bd-57da09ef9b78,
2020-11-13 07:09:17.534,2020-11-13 07:28:50.200,2020-11-13 07:21:49.719,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1974,2020-11-13 07:28:30.520,ffda0862-dd2b-4422-b1a4-413eecd4c58a,
2021-01-28 03:07:23.401,2021-01-28 03:27:38.189,2021-01-28 03:18:35.299,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1580,2021-01-28 03:22:22.745,51ddc019-a865-4084-990b-aceb00196722,
2020-10-15 11:38:56.825,2020-10-15 11:55:03.431,2020-10-15 11:55:03.430,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,620,2020-10-15 11:45:46.192,9474a44b-f1a5-4c60-ba25-6add100326d2,
2020-10-28 22:10:42.115,2020-10-28 22:36:18.011,2020-10-28 22:21:32.603,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1237,2020-10-28 22:22:47.003,08b1772d-7b62-4a98-95d3-837a8ad265e7,
2021-01-03 01:44:43.305,2021-01-03 02:02:58.623,2021-01-03 01:57:43.648,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1627,2021-01-03 02:01:16.967,1b662bbd-f201-4c64-9374-7200e659de13,
2020-11-04 04:53:33.406,2020-11-04 05:16:28.347,2020-11-04 05:04:52.975,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1755,2020-11-04 05:09:47.580,0505c2d1-b958-4802-9111-10d4d0ce9e21,
2021-01-23 01:38:37.569,2021-01-23 02:16:12.590,2021-01-23 01:49:44.956,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2781,2021-01-23 02:04:20.276,fd21d6d3-9c83-45af-a64b-786c2ea23244,
2021-01-17 09:35:47.394,2021-01-17 09:52:22.717,2021-01-17 09:48:45.038,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1701,2021-01-17 09:52:22.317,56d00896-a51a-46ee-82d3-36729857d6ad,
2020-10-03 04:24:53.258,2020-10-03 04:50:23.628,2020-10-03 04:36:21.025,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1216,2020-10-03 04:37:37.163,46501763-b14c-468e-8e3f-bacbc5cc8e0f,
2020-08-22 09:50:53.976,2020-08-22 10:15:45.435,2020-08-22 10:02:25.357,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2443,2020-08-22 10:13:48.359,824ff5a5-1788-41a9-88ab-40036355238f,
2020-09-10 04:16:01.999,2020-09-10 04:31:33.905,2020-09-10 04:27:17.253,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1376,2020-09-10 04:30:36.709,439378f0-a685-45b6-9a75-b40473cf362c,
2021-07-06 09:37:06.000,2021-07-06 09:53:38.000,2021-07-06 09:53:38.000,1,UTC+0900,aZo0mje12E,com.sec.android.app.shealth,1425,2021-07-06 09:53:38.000,c4ec928b-c4b6-5e95-01f6-1173848e3f3c,
2021-01-29 07:17:00.240,2021-01-29 07:36:41.375,2021-01-29 07:27:06.725,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1895,2021-01-29 07:34:16.434,da8b0e17-3f6d-4850-ab65-aa46d6d512b7,
2021-01-03 00:42:47.418,2021-01-03 01:16:42.563,2021-01-03 00:53:00.473,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,3262,2021-01-03 01:16:41.877,4d8b8b56-398d-4657-b6d7-317c5c53d721,
2020-09-30 00:31:59.274,2020-09-30 00:44:25.974,2020-09-30 00:43:22.279,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1369,2020-09-30 00:44:25.175,5ec13c84-6a4c-4561-93c8-b67defb9001a,
2021-01-07 22:22:54.338,2021-01-07 22:55:03.554,2021-01-07 22:34:54.778,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1403,2021-01-07 22:37:45.254,01db243b-782c-4a8a-821d-f2fa8fdf48ef,
2021-01-04 03:35:10.566,2021-01-04 03:52:09.092,2021-01-04 03:45:14.891,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1963,2021-01-04 03:52:07.885,cd2a8bca-8eab-43cd-86a5-67afc5002590,
2020-08-24 09:54:16.419,2020-08-24 10:07:05.797,2020-08-24 10:04:23.653,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1467,2020-08-24 10:07:04.144,c8c69d77-3c8a-4cd4-bbb8-73845cf4a426,
2020-10-16 11:53:05.856,2020-10-16 12:17:38.580,2020-10-16 12:03:35.453,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1675,2020-10-16 12:08:28.098,539be1f6-7324-4605-9328-e40978835934,
2021-02-21 00:26:44.323,2021-02-21 00:58:34.304,2021-02-21 00:37:30.476,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2744,2021-02-21 00:53:58.434,228a8720-fa78-4111-ba18-137674d9d5d6,
2020-10-06 03:51:39.257,2020-10-06 04:04:39.435,2020-10-06 04:02:19.265,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1480,2020-10-06 04:04:38.137,02be10cf-79ea-44bd-a07d-c80fa0a568ff,
2021-01-17 22:08:38.432,2021-01-17 22:37:03.900,2021-01-17 22:18:41.845,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1302,2021-01-17 22:22:16.387,fccd88ee-eb0c-4103-8d44-753ed85a6835,
2020-10-03 09:38:19.148,2020-10-03 09:56:35.764,2020-10-03 09:48:55.239,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1405,2020-10-03 09:51:34.938,9ac57eba-2601-4bd1-980e-8d6a8d48e466,
2021-01-26 07:10:38.665,2021-01-26 07:30:03.768,2021-01-26 07:21:29.579,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1862,2021-01-26 07:27:19.967,5886def3-544c-41d2-9e27-a3778ba1f759,
2020-10-22 22:10:56.158,2020-10-22 22:35:35.864,2020-10-22 22:21:21.224,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1263,2020-10-22 22:22:52.322,7ac561d8-0386-4824-9f98-4c6621513e89,
2021-02-18 04:09:30.753,2021-02-18 04:37:01.070,2021-02-18 04:20:32.185,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2078,2021-02-18 04:29:17.004,4c7a9693-de7f-4cf3-ab63-85024d255133,
2020-09-25 03:15:15.985,2020-09-25 03:27:45.838,2020-09-25 03:26:50.334,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1272,2020-09-25 03:27:43.811,0c639ade-6723-47cc-8a2f-d96fdfb4e610,
2021-01-31 01:41:25.522,2021-01-31 02:08:50.793,2021-01-31 01:53:02.675,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1480,2021-01-31 01:55:33.742,c964a64c-a54a-4de2-8372-3094ca603c56,
2021-02-07 03:35:53.409,2021-02-07 03:55:02.465,2021-02-07 03:55:02.465,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,295,2021-02-07 03:39:34.316,ed2888dd-db8c-4660-bec9-0c00ff8643ce,
2021-02-24 09:56:16.345,2021-02-24 10:15:40.369,2021-02-24 10:06:17.290,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2028,2021-02-24 10:15:00.033,8096f7b6-d242-48f2-977a-f03692c05162,
2020-09-20 01:58:44.186,2020-09-20 02:20:28.822,2020-09-20 02:09:12.011,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2135,2020-09-20 02:17:52.061,2fdd6f00-c230-40e4-bab8-0c07626bccf0,
2020-09-22 22:10:58.728,2020-09-22 22:35:24.571,2020-09-22 22:21:10.402,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1300,2020-09-22 22:23:32.469,c09f7f12-81d8-4661-b1d3-1038e14bf7f2,
2021-01-16 01:20:27.579,2021-01-16 01:44:04.045,2021-01-16 01:30:36.651,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2262,2021-01-16 01:42:58.223,dcc45328-70ad-4525-99d1-991cdfb8bc9a,
2021-01-25 07:22:00.309,2021-01-25 07:50:10.475,2021-01-25 07:32:10.380,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2065,2021-01-25 07:39:58.918,abe705c6-5eef-4457-a662-ab3141c74c7d,
2021-01-17 01:10:22.806,2021-01-17 01:29:38.813,2021-01-17 01:21:25.405,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1840,2021-01-17 01:29:37.338,401998da-2484-4e51-a4cc-8b2f711fda68,
2021-01-17 03:09:21.501,2021-01-17 03:20:56.162,2021-01-17 03:20:56.160,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1066,2021-01-17 03:21:29.991,86237d3a-49c6-4f4c-bd1e-f00261823bbf,
2020-07-24 23:14:19.776,2020-07-24 23:56:21.140,2020-07-24 23:24:55.181,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,4183,2020-07-24 23:52:25.576,78901115-e4dc-4bb3-9a3e-0446180be96f,
2021-02-22 07:29:42.644,2021-02-22 07:43:38.151,2021-02-22 07:41:47.247,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1438,2021-02-22 07:43:36.472,5bf68e31-c875-4511-af70-53d5c82dab31,
2020-12-30 07:11:55.733,2020-12-30 07:29:11.192,2020-12-30 07:22:21.658,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1963,2020-12-30 07:29:09.697,83b9d740-03dc-47e0-8e09-82266283220f,
2021-07-06 21:53:37.000,2021-07-06 22:17:13.000,2021-07-06 22:17:13.000,1,UTC+0900,aZo0mje12E,com.sec.android.app.shealth,2067,2021-07-06 22:17:13.000,4321e343-c8b4-a381-a0ac-2dc462d97f9a,
2021-01-23 00:35:35.839,2021-01-23 01:15:01.429,2021-01-23 00:56:46.799,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,3361,2021-01-23 01:07:29.367,b62684e1-c46b-4433-a8c5-911eb7869c4b,
2021-01-16 10:11:41.494,2021-01-16 10:35:58.754,2021-01-16 10:21:47.611,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1344,2021-01-16 10:24:08.226,b7fd816c-7ba7-43a2-a8c6-5cc792517b31,
2021-02-21 01:59:53.475,2021-02-21 02:15:54.761,2021-02-21 02:10:01.991,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1536,2021-02-21 02:13:54.623,8864807c-1aa4-47bf-b301-9789ff66391b,
2020-10-15 10:47:49.870,2020-10-15 11:15:53.566,2020-10-15 10:58:25.873,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1409,2020-10-15 11:00:00.000,4b020075-4314-4033-9752-6463d8afdf26,
2021-01-03 01:16:57.163,2021-01-03 01:35:20.461,2021-01-03 01:35:20.461,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,44,2021-01-03 01:17:44.900,082c213c-79c6-4340-b79b-869ebee5de63,
2020-09-11 04:31:46.136,2020-09-11 04:54:46.223,2020-09-11 04:42:19.901,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2105,2020-09-11 04:51:13.739,aaaf6222-dae2-47e7-b37e-ba59eecd6a67,
2020-09-13 22:14:50.201,2020-09-13 22:36:51.108,2020-09-13 22:25:00.312,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1190,2020-09-13 22:26:13.467,e0f597f2-8467-4299-a120-52dc1f898097,
2020-07-24 04:47:50.739,2020-07-24 05:14:29.787,2020-07-24 04:59:03.885,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2349,2020-07-24 05:09:30.683,e11d4ce1-f8e9-430e-9da7-0d94a2717895,
2021-01-17 02:40:46.312,2021-01-17 03:15:03.789,2021-01-17 02:51:16.605,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2297,2021-01-17 03:04:42.073,0a4d4f30-6201-4eb5-ace7-dc3f26b164cb,
2020-10-25 00:50:03.705,2020-10-25 01:07:35.701,2020-10-25 01:00:39.776,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1662,2020-10-25 01:06:22.321,60068929-a78f-41f9-98de-e2a576b656f8,
2020-10-19 08:54:00.870,2020-10-19 09:12:24.763,2020-10-19 09:04:33.813,1,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,1819,2020-10-19 09:10:00.000,fa964a03-3353-4609-9056-f015c588ba2b,
