com.samsung.health.nutrition,6200039,3
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,start_time,custom,sodium,dietary_fiber,total_fat,update_time,create_time,meal_type,monosaturated_fat,protein,polysaturated_fat,iron,sugar,title,added_sugar,calcium,calorie,time_offset,deviceuuid,saturated_fat,trans_fat,pkg_name,carbohydrate,datauuid
0.0,0.0,0.0,0.0,0.0,2021-08-13 09:59:43.418,,0.0,0.0,0.0,2021-08-13 10:01:28.363,2021-08-13 10:01:28.363,100003,0.0,0.0,0.0,0.0,0.0,저녁,0.0,0.0,780.0,UTC+0900,cg/D3WXl8C,0.0,0.0,com.sec.android.app.shealth,0.0,7a55cb10-d820-4133-b40b-ff817f66b7e9,
0.0,0.0,0.0,0.0,0.0,2021-10-25 12:27:49.287,,0.0,0.0,0.0,2021-10-25 12:28:58.177,2021-10-25 12:28:58.177,100006,0.0,0.0,0.0,0.0,0.0,저녁 간식,0.0,0.0,55.0,UTC+0900,cg/D3WXl8C,0.0,0.0,com.sec.android.app.shealth,0.0,c1c16005-c0dd-4d77-a720-7208ee0f5558,
0.0,0.0,0.0,0.0,0.0,2021-10-30 11:28:47.215,,0.0,0.0,0.0,2021-10-30 11:29:40.498,2021-10-30 11:29:40.498,100006,0.0,0.0,0.0,0.0,0.0,저녁 간식,0.0,0.0,80.0,UTC+0900,cg/D3WXl8C,0.0,0.0,com.sec.android.app.shealth,0.0,146a7045-c94b-48d2-9460-2527e8ee18eb,
0.0,0.0,0.0,0.0,0.0,2021-11-03 11:09:02.506,,0.0,0.0,0.0,2021-11-03 11:09:57.186,2021-11-03 11:09:57.186,100006,0.0,0.0,0.0,0.0,0.0,저녁 간식,0.0,0.0,200.0,UTC+0900,cg/D3WXl8C,0.0,0.0,com.sec.android.app.shealth,0.0,a37208de-9e7f-44e3-8f31-f173c6169f09,
0.0,0.0,0.0,0.0,0.0,2021-08-11 06:46:43.612,,0.0,0.0,0.0,2021-08-11 06:47:53.118,2021-08-11 06:47:53.118,100002,0.0,0.0,0.0,0.0,0.0,점심,0.0,0.0,700.0,UTC+0900,cg/D3WXl8C,0.0,0.0,com.sec.android.app.shealth,0.0,b6573f73-12db-46ba-81fe-930a2dbbfbf5,
0.0,0.0,0.0,0.0,0.0,2021-08-13 10:55:35.875,,0.0,0.0,0.0,2021-08-13 10:57:40.133,2021-08-13 10:57:40.133,100006,0.0,0.0,0.0,0.0,0.0,저녁 간식,0.0,0.0,250.0,UTC+0900,cg/D3WXl8C,0.0,0.0,com.sec.android.app.shealth,0.0,c8c5ec8d-5fa0-443b-aefd-7b605c1902c7,
0.0,0.0,0.0,0.0,0.0,2021-10-26 01:08:37.467,,0.0,0.0,0.0,2021-10-26 01:09:39.824,2021-10-26 01:09:39.824,100001,0.0,0.0,0.0,0.0,0.0,아침,0.0,0.0,950.0,UTC+0900,cg/D3WXl8C,0.0,0.0,com.sec.android.app.shealth,0.0,2c659ace-c264-453e-afb4-b0abda070888,
0.0,0.0,0.0,0.0,0.0,2021-11-02 04:49:31.566,,0.0,0.0,0.0,2021-11-02 04:51:36.258,2021-11-02 04:51:36.258,100002,0.0,0.0,0.0,0.0,0.0,점심,0.0,0.0,850.0,UTC+0900,cg/D3WXl8C,0.0,0.0,com.sec.android.app.shealth,0.0,a064c47e-173a-4a5d-b9ff-9e5d87df979e,
7693.4,787.4,75.3,0.0,853.6,2021-11-04 03:00:00.000,,5063.5,42.0,98.0,2021-11-04 07:05:37.035,2021-11-04 07:05:37.035,100002,60.0,153.2,17.4,29.4,0.0,점심,0.0,695.7,10930.0,UTC+0900,cg/D3WXl8C,52.3,0.0,com.sec.android.app.shealth,887.8,069e8326-0d1e-493e-a95a-018f7f435d99,
0.0,0.0,0.0,0.0,0.0,2021-08-11 06:48:00.850,,0.0,0.0,0.0,2021-08-11 06:48:27.340,2021-08-11 06:48:27.340,100005,0.0,0.0,0.0,0.0,0.0,오후 간식,0.0,0.0,50.0,UTC+0900,cg/D3WXl8C,0.0,0.0,com.sec.android.app.shealth,0.0,ac5bdcee-8201-438d-a405-0e62e2815015,
845.7,57.0,2.0,0.0,22.0,2021-10-23 05:12:56.716,,185.4,5.9,8.8,2021-10-23 05:13:13.168,2021-10-23 05:13:13.168,100002,1.8,21.0,0.2,2.8,0.0,점심,0.0,230.9,788.0,UTC+0900,cg/D3WXl8C,4.3,0.0,com.sec.android.app.shealth,155.4,4cb3ea3c-e541-4152-96a0-1389ca2a5930,
0.0,0.0,0.0,0.0,0.0,2021-10-28 01:56:40.233,,0.0,0.0,0.0,2021-10-28 01:58:10.654,2021-10-28 01:58:10.654,100001,0.0,0.0,0.0,0.0,0.0,아침,0.0,0.0,980.0,UTC+0900,cg/D3WXl8C,0.0,0.0,com.sec.android.app.shealth,0.0,708263df-fa9e-41a5-a585-263e7b1d9667,
0.0,0.0,0.0,0.0,0.0,2021-11-02 11:33:01.625,,0.0,0.0,0.0,2021-11-02 11:34:51.601,2021-11-02 11:34:51.601,100003,0.0,0.0,0.0,0.0,0.0,저녁,0.0,0.0,750.0,UTC+0900,cg/D3WXl8C,0.0,0.0,com.sec.android.app.shealth,0.0,3b1559f6-ba4d-403d-965e-14107acfbe6a,
0.0,0.0,0.0,0.0,0.0,2021-08-11 21:30:49.429,,0.0,0.0,0.0,2021-08-11 21:32:49.798,2021-08-11 21:32:49.798,100001,0.0,0.0,0.0,0.0,0.0,아침,0.0,0.0,800.0,UTC+0900,cg/D3WXl8C,0.0,0.0,com.sec.android.app.shealth,0.0,391650bf-5a6e-4eb0-a6cb-4da99163535b,
1936.4,36.2,18.9,0.0,242.0,2021-10-23 05:13:18.292,,1001.7,6.5,21.2,2021-10-23 05:13:46.896,2021-10-23 05:13:46.896,100003,25.7,31.1,5.9,7.0,0.0,저녁,0.0,38.8,671.0,UTC+0900,cg/D3WXl8C,20.3,0.0,com.sec.android.app.shealth,92.8,fb9f37b9-cee0-4310-9dc0-c77e6c0199df,
0.0,0.0,0.0,0.0,0.0,2021-10-28 01:58:24.299,,0.0,0.0,0.0,2021-10-28 02:00:31.480,2021-10-28 02:00:31.480,100002,0.0,0.0,0.0,0.0,0.0,점심,0.0,0.0,1250.0,UTC+0900,cg/D3WXl8C,0.0,0.0,com.sec.android.app.shealth,0.0,fd1a0674-22a6-431a-85b6-3e97cc9ef3e3,
0.0,0.0,0.0,0.0,0.0,2021-11-02 11:41:42.189,,0.0,0.0,0.0,2021-11-02 11:43:15.725,2021-11-02 11:43:15.725,100006,0.0,0.0,0.0,0.0,0.0,저녁 간식,0.0,0.0,200.0,UTC+0900,cg/D3WXl8C,0.0,0.0,com.sec.android.app.shealth,0.0,785c3b6f-9b02-4ef1-9371-1b2f592d7943,
