com.samsung.shealth.social.public_challenge.history,6200039,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2021-09-24 07:16:04.626,2021-04-25 05:07:56.318,a44cbb93-eebb-4085-90cd-fb5ef8638500.body.json,SIMPLE_LEVEL,cg/D3WXl8C,com.sec.android.app.shealth,1632467764624,a44cbb93-eebb-4085-90cd-fb5ef8638500,
