Date,Step Count,Speed (m/s),Distance,Greater than 10K steps
2020-09-20 ,6940,1.46,5493.68,No
2020-09-21 ,21224,1.42,16220.94,Yes
2020-09-22 ,18182,1.33,13705.96,Yes
2020-09-23 ,14745,1.38,11220.16,Yes
2020-09-24 ,19493,1.42,14877.11,Yes
2020-09-25 ,17531,1.4,13403.41,Yes
2020-09-26 ,10734,1.52,8582.67,Yes
2020-09-27 ,6892,1.61,5580.12,No
2020-09-28 ,17311,1.47,13431.82,Yes
2020-09-29 ,14364,1.4,11078.81,Yes
2020-09-30 ,12435,1.51,9921.94,Yes
2020-10-01 ,4521,1.52,3625.43,No
2020-10-02 ,5157,1.49,4034.64,No
2020-10-03 ,22879,1.49,17721.37,Yes
2020-10-05 ,18545,1.46,14342.19,Yes
2020-10-06 ,22088,1.45,17029.44,Yes
2020-10-07 ,21658,1.39,16585.64,Yes
2020-10-09 ,4311,1.61,3558.29,No
2020-10-10 ,9770,1.69,8188.21,No
2020-10-11 ,6490,1.63,5285.92,No
2020-10-12 ,21580,1.46,16602.67,Yes
2020-10-13 ,18308,1.42,13987.71,Yes
2020-10-14 ,17013,1.39,12774.08,Yes
2020-10-15 ,22485,1.44,17046.1,Yes
2020-10-16 ,24599,1.4,18658.1,Yes
2020-10-17 ,19508,1.47,15243.0,Yes
2020-10-18 ,22224,1.43,17158.07,Yes
2020-10-19 ,20391,1.43,15578.22,Yes
2020-10-20 ,21051,1.44,16113.4,Yes
2020-10-21 ,17352,1.41,13219.08,Yes
2020-10-22 ,17537,1.45,13484.9,Yes
2020-10-23 ,21146,1.48,16157.35,Yes
2020-10-24 ,17182,1.5,13409.12,Yes
2020-10-25 ,11925,1.31,8836.93,Yes
2020-10-26 ,15994,1.41,11966.92,Yes
2020-10-27 ,17070,1.36,12795.81,Yes
2020-10-28 ,16862,1.42,12648.05,Yes
2020-10-29 ,16532,1.42,12407.24,Yes
2020-10-30 ,12356,1.35,9183.43,Yes
2020-10-31 ,18173,1.38,13625.71,Yes
2020-11-01 ,309,1.62,260.75,No
2020-11-02 ,17831,1.38,13308.65,Yes
2020-11-03 ,17092,1.41,12833.01,Yes
2020-11-04 ,21347,1.43,16066.47,Yes
2020-11-05 ,14995,1.35,11178.16,Yes
2020-11-06 ,13647,1.38,10228.66,Yes
2020-11-07 ,8497,1.43,6632.27,No
2020-11-08 ,14851,1.41,11303.41,Yes
2020-11-09 ,9988,1.39,7441.71,No
2020-11-10 ,16375,1.36,12232.5,Yes
2020-11-11 ,14169,1.42,10684.61,Yes
2020-11-12 ,16067,1.44,12169.38,Yes
2020-11-13 ,18980,1.42,14289.95,Yes
2020-11-14 ,4722,1.38,3568.38,No
2020-11-15 ,10441,1.36,7822.52,Yes
2020-11-16 ,13963,1.32,10315.64,Yes
2020-11-17 ,14909,1.35,11120.53,Yes
2020-11-18 ,12521,1.35,9339.06,Yes
2020-11-19 ,18719,1.4,13999.87,Yes
2020-11-20 ,15963,1.39,11921.7,Yes
2020-11-21 ,17120,1.38,12900.55,Yes
2020-11-22 ,5693,1.48,4284.35,No
2020-11-23 ,15620,1.43,11701.73,Yes
2020-11-24 ,21020,1.41,15671.3,Yes
2020-11-25 ,18152,1.41,13519.96,Yes
2020-11-26 ,15230,1.42,11493.45,Yes
2020-11-27 ,15053,1.43,11266.66,Yes
2020-11-29 ,10232,1.51,7879.57,Yes
2020-11-30 ,21871,1.43,16542.88,Yes
2020-12-01 ,19563,1.45,14850.12,Yes
2020-12-02 ,13466,1.42,10161.1,Yes
2020-12-05 ,3092,1.48,2371.29,No
2020-12-06 ,13713,1.41,10211.45,Yes
2020-12-07 ,12327,1.39,9192.52,Yes
2020-12-08 ,15501,1.49,11766.35,Yes
2020-12-09 ,14153,1.46,10794.91,Yes
2020-12-10 ,15860,1.39,11868.92,Yes
2020-12-11 ,12913,1.43,9764.11,Yes
2020-12-12 ,18690,1.33,13119.99,Yes
2020-12-13 ,1043,1.42,775.87,No
2020-12-14 ,13594,1.41,10277.21,Yes
2020-12-15 ,12492,1.46,9441.62,Yes
2020-12-17 ,14482,1.47,10886.48,Yes
2020-12-18 ,14340,1.41,10838.3,Yes
2020-12-21 ,11883,1.41,8956.37,Yes
2020-12-22 ,14584,1.36,10809.15,Yes
2020-12-23 ,16156,1.39,12086.38,Yes
2020-12-24 ,14606,1.4,10960.78,Yes
2020-12-25 ,17837,1.35,12865.47,Yes
2020-12-26 ,15364,1.3,11099.92,Yes
2020-12-27 ,12197,1.34,9131.57,Yes
2020-12-28 ,13908,1.37,10414.22,Yes
2020-12-29 ,16368,1.38,12241.43,Yes
2020-12-30 ,12174,1.44,9208.54,Yes
2020-12-31 ,15664,1.4,11857.21,Yes
2021-01-01 ,3399,1.45,2565.79,No
2021-01-02 ,11332,1.41,8447.04,Yes
2021-01-03 ,13565,1.26,9332.97,Yes
2021-01-04 ,15808,1.43,11841.7,Yes
2021-01-05 ,15292,1.4,11471.53,Yes
2021-01-06 ,16646,1.43,12498.04,Yes
2021-01-07 ,13229,1.43,9982.53,Yes
2021-01-08 ,10894,1.43,8201.46,Yes
2021-01-09 ,5050,1.43,3772.22,No
2021-01-10 ,47,1.52,38.92,No
2021-01-11 ,12043,1.41,8998.06,Yes
2021-01-12 ,15839,1.42,11848.72,Yes
2021-01-13 ,19199,1.38,14311.04,Yes
2021-01-14 ,21656,1.46,16393.38,Yes
2021-01-15 ,18755,1.4,13972.14,Yes
2021-01-16 ,20305,1.33,14385.51,Yes
2021-01-17 ,20585,1.28,14294.16,Yes
2021-01-18 ,15543,1.42,11692.84,Yes
2021-01-19 ,17698,1.43,13402.69,Yes
2021-01-20 ,12964,1.45,9718.28,Yes
2021-01-21 ,13222,1.4,9909.04,Yes
2021-01-22 ,16404,1.39,12350.22,Yes
2021-01-23 ,17856,1.26,12477.3,Yes
2021-01-24 ,16034,1.22,11864.8,Yes
2021-01-25 ,18226,1.4,13774.06,Yes
2021-01-27 ,17741,1.43,13382.44,Yes
2021-01-28 ,18390,1.43,13792.59,Yes
2021-01-29 ,14377,1.41,10799.7,Yes
2021-01-30 ,13049,1.5,9833.88,Yes
2021-01-31 ,17199,1.37,13012.46,Yes
2021-02-01 ,14338,1.4,10865.04,Yes
2021-02-02 ,12006,1.37,8926.38,Yes
2021-02-03 ,15044,1.4,11313.89,Yes
2021-02-04 ,14788,1.39,11104.75,Yes
2021-02-06 ,10722,1.3,7967.51,Yes
2021-02-07 ,16591,1.36,12374.02,Yes
2021-02-08 ,12989,1.42,9857.17,Yes
2021-02-09 ,15459,1.43,11699.04,Yes
2021-02-10 ,16533,1.4,12394.2,Yes
2021-02-11 ,13942,1.39,10570.2,Yes
2021-02-12 ,3586,1.38,2670.16,No
2021-02-13 ,17431,1.4,12118.23,Yes
2021-02-14 ,13825,1.34,10368.67,Yes
2021-02-15 ,13903,1.41,10394.98,Yes
2021-02-16 ,16759,1.43,12525.22,Yes
2021-02-17 ,10255,1.41,7662.43,Yes
2021-02-19 ,20711,1.46,15608.72,Yes
2021-02-20 ,13623,1.36,10279.32,Yes
2021-02-21 ,17816,1.24,12431.26,Yes
2021-02-22 ,17467,1.38,13026.97,Yes
2021-02-23 ,21237,1.38,15927.85,Yes
2021-02-24 ,18848,1.38,14060.68,Yes
2021-02-25 ,15385,1.31,11410.12,Yes
2021-02-26 ,3340,1.19,2450.96,No
2021-02-27 ,12106,1.21,8898.38,Yes
2021-02-28 ,2641,1.25,1948.21,No
2021-03-01 ,1421,1.07,1025.59,No
2021-03-02 ,1375,1.01,989.18,No
2021-03-03 ,5004,1.23,3715.51,No
2021-03-04 ,5820,1.29,4318.23,No
2021-03-06 ,13948,1.37,10286.99,Yes
2021-03-07 ,3998,1.36,3004.19,No
2021-03-08 ,15064,1.43,11335.22,Yes
2021-03-09 ,13289,1.41,9998.26,Yes
2021-03-10 ,9802,1.42,7304.06,No
2021-03-11 ,16837,1.43,12670.65,Yes
2021-03-12 ,13951,1.39,10543.97,Yes
2021-03-13 ,15416,1.4,11753.49,Yes
2021-03-14 ,17781,1.45,13462.16,Yes
2021-03-15 ,14631,1.41,10958.88,Yes
2021-03-16 ,19693,1.44,14911.29,Yes
2021-03-17 ,18913,1.38,14043.52,Yes
2021-03-18 ,17981,1.41,13435.62,Yes
2021-03-20 ,4090,1.4,3059.8,No
2021-03-21 ,15438,1.4,11582.23,Yes
2021-03-22 ,12118,1.4,9078.33,Yes
2021-03-23 ,12714,1.36,9405.04,Yes
2021-03-24 ,14361,1.4,10777.61,Yes
2021-03-25 ,15263,1.38,11259.63,Yes
2021-03-26 ,20549,1.38,15359.66,Yes
2021-03-27 ,14684,1.34,11061.02,Yes
2021-03-28 ,2992,1.38,2244.35,No
2021-03-29 ,15022,1.34,11093.59,Yes
2021-03-30 ,21203,1.37,15756.51,Yes
2021-03-31 ,12657,1.36,9522.32,Yes
2021-04-01 ,18050,1.4,13543.01,Yes
2021-04-02 ,13332,1.43,10265.99,Yes
2021-04-03 ,5725,1.41,4367.73,No
2021-04-04 ,9985,1.47,7562.08,No
2021-04-05 ,13069,1.35,9671.37,Yes
2021-04-06 ,15674,1.34,11698.15,Yes
2021-04-07 ,15611,1.39,11672.51,Yes
2021-04-08 ,5975,1.38,4503.74,No
2021-04-09 ,17944,1.42,13590.08,Yes
2021-04-10 ,15602,1.34,11703.04,Yes
2021-04-11 ,10345,1.4,8035.5,Yes
2021-04-12 ,11078,1.38,8321.81,Yes
2021-04-13 ,14157,1.38,10603.2,Yes
2021-04-14 ,17011,1.41,12747.0,Yes
2021-04-15 ,8146,1.37,6087.64,No
2021-04-16 ,12041,1.35,8751.97,Yes
2021-04-17 ,21489,1.45,16296.53,Yes
2021-04-18 ,4308,1.34,3214.52,No
2021-04-19 ,22505,1.35,16857.88,Yes
2021-04-20 ,20796,1.36,15520.65,Yes
2021-04-21 ,14172,1.34,10536.1,Yes
2021-04-22 ,16765,1.4,12660.79,Yes
2021-04-23 ,22228,1.44,16833.65,Yes
2021-04-25 ,8944,1.5,6941.76,No
2021-04-26 ,9900,1.38,7412.68,No
2021-04-27 ,16496,1.4,12468.37,Yes
2021-04-28 ,9583,1.34,7136.28,No
2021-04-29 ,13665,1.36,10205.86,Yes
2021-04-30 ,11362,1.4,8425.89,Yes
2021-05-01 ,5104,1.44,3911.01,No
2021-05-02 ,14406,1.43,10945.46,Yes
2021-05-03 ,11801,1.35,8735.49,Yes
2021-05-04 ,12219,1.43,9272.81,Yes
2021-05-05 ,10067,1.56,7908.62,Yes
2021-05-06 ,17745,1.38,13276.32,Yes
2021-05-07 ,11911,1.35,8824.0,Yes
2021-05-08 ,2264,1.39,1716.21,No
2021-05-09 ,9277,1.4,7084.53,No
2021-05-10 ,13585,1.41,10231.5,Yes
2021-05-11 ,11093,1.38,8263.13,Yes
2021-05-12 ,8790,1.37,6489.77,No
2021-05-13 ,11116,1.32,8245.43,Yes
2021-05-14 ,18730,1.43,14070.22,Yes
2021-05-15 ,8226,1.4,6191.15,No
2021-05-16 ,5040,1.36,3782.24,No
2021-05-17 ,19489,1.38,14560.14,Yes
2021-05-18 ,12092,1.41,9084.27,Yes
2021-05-19 ,3255,1.42,2505.63,No
2021-05-20 ,16516,1.4,12444.42,Yes
2021-05-21 ,12648,1.42,9589.55,Yes
2021-05-22 ,7342,1.38,5545.18,No
2021-05-24 ,12806,1.4,9579.06,Yes
2021-05-25 ,11414,1.37,8494.13,Yes
2021-05-26 ,7971,1.31,5890.74,No
2021-05-27 ,10104,1.3,7467.23,Yes
2021-05-28 ,8073,1.36,5983.74,No
2021-05-29 ,10410,1.51,8163.36,Yes
2021-05-30 ,3878,1.7,3198.93,No
2021-05-31 ,13841,1.38,10303.54,Yes
2021-06-01 ,10358,1.36,7697.38,Yes
2021-06-02 ,12663,1.36,9522.24,Yes
2021-06-03 ,9012,1.37,6732.76,No
2021-06-04 ,10057,1.32,7473.7,Yes
2021-06-05 ,2699,1.25,1988.9,No
2021-06-06 ,4827,1.31,3563.99,No
2021-06-07 ,10271,1.41,7751.12,Yes
2021-06-08 ,10471,1.37,7838.89,Yes
2021-06-09 ,7345,1.32,5477.08,No
2021-06-10 ,10915,1.38,8162.67,Yes
2021-06-11 ,10151,1.33,7552.81,Yes
2021-06-12 ,8150,1.38,6133.07,No
2021-06-14 ,11272,1.41,8422.28,Yes
2021-06-15 ,10994,1.42,8339.59,Yes
2021-06-16 ,16526,1.28,12299.81,Yes
2021-06-17 ,13153,1.35,9810.41,Yes
2021-06-18 ,18032,1.32,13369.04,Yes
2021-06-19 ,2160,1.8,1812.34,No
2021-06-20 ,18487,1.26,13125.58,Yes
2021-06-21 ,10755,1.33,8047.42,Yes
2021-06-22 ,14146,1.35,10545.58,Yes
2021-06-23 ,9165,1.28,6735.07,No
2021-06-24 ,17006,1.38,12746.65,Yes
2021-06-25 ,14392,1.31,10607.58,Yes
2021-06-26 ,12873,1.48,9884.72,Yes
2021-06-27 ,2803,1.99,2448.0,No
2021-06-28 ,13734,1.37,10268.19,Yes
2021-06-29 ,12376,1.33,9109.73,Yes
2021-06-30 ,12328,1.37,9182.6,Yes
2021-07-01 ,14427,1.34,10683.3,Yes
2021-07-02 ,10224,1.02,7672.28,Yes
2021-07-03 ,5245,0.57,4058.82,No
2021-07-04 ,6955,0.64,5438.42,No
2021-07-05 ,10288,0.51,7975.5,Yes
2021-07-06 ,9190,0.56,7139.86,No
2021-07-07 ,12161,0.57,9433.87,Yes
2021-07-08 ,6823,0.45,5287.99,No
2021-07-09 ,3165,0.46,2446.3,No
2021-07-10 ,910,0.25,721.95,No
2021-07-11 ,1346,0.25,1046.58,No
2021-07-12 ,9206,0.5,7213.16,No
2021-07-13 ,6428,0.44,4973.12,No
2021-07-14 ,5518,0.43,4262.1,No
2021-07-15 ,5592,0.38,4345.01,No
2021-07-16 ,6255,0.44,4876.8,No
2021-07-17 ,3546,0.58,2764.57,No
2021-07-18 ,6197,0.69,4894.65,No
2021-07-19 ,7296,0.47,5650.33,No
2021-07-20 ,8281,0.53,6438.89,No
2021-07-21 ,4433,0.39,3434.52,No
2021-07-22 ,7220,0.48,5613.86,No
2021-07-23 ,7465,0.47,5773.78,No
2021-07-24 ,781,0.22,604.66,No
2021-07-25 ,751,0.19,592.52,No
2021-07-26 ,9670,1.36,7222.23,No
2021-07-27 ,7137,0.53,5574.84,No
2021-07-28 ,7818,0.53,6027.31,No
2021-07-29 ,6621,0.44,5144.13,No
2021-07-30 ,7642,0.45,5967.83,No
2021-07-31 ,6013,0.55,4656.88,No
2021-08-01 ,411,0.15,326.41,No
2021-08-02 ,6734,0.47,5277.6,No
2021-08-03 ,5670,0.45,4403.58,No
2021-08-04 ,6264,0.43,4860.27,No
2021-08-05 ,3689,0.39,2864.52,No
2021-08-06 ,8418,0.43,6486.72,No
2021-08-07 ,4140,0.64,3202.25,No
2021-08-08 ,788,0.19,620.12,No
2021-08-09 ,7044,0.5,5437.34,No
2021-08-10 ,8980,0.54,6919.37,No
2021-08-11 ,8379,0.61,6541.85,No
2021-08-12 ,7393,0.57,5721.78,No
2021-08-13 ,7816,0.5,6073.42,No
2021-08-14 ,4017,0.56,3144.11,No
2021-08-15 ,2086,0.3,1627.76,No
2021-08-16 ,573,0.19,449.9,No
2021-08-17 ,10424,0.55,8072.63,Yes
2021-08-18 ,21891,1.3,16171.3,Yes
2021-08-19 ,17177,0.83,12922.46,Yes
2021-08-20 ,7439,0.76,5583.91,No
2021-08-21 ,6277,0.61,4821.96,No
2021-08-22 ,1190,0.3,923.1,No
2021-08-23 ,9747,0.67,7602.22,No
2021-08-24 ,11703,0.68,9085.68,Yes
2021-08-25 ,12430,0.82,9651.94,Yes
2021-08-26 ,13540,0.61,10393.62,Yes
2021-08-27 ,24784,1.12,18748.03,Yes
2021-08-28 ,10457,0.7,8235.66,Yes
2021-08-29 ,11489,0.88,8966.02,Yes
2021-08-30 ,10260,1.33,7681.36,Yes
2021-08-31 ,13686,0.67,10636.56,Yes
2021-09-01 ,10335,0.69,8031.3,Yes
2021-09-02 ,12305,0.65,9465.92,Yes
2021-09-03 ,18397,1.1,14049.88,Yes
2021-09-04 ,3039,0.4,2328.58,No
2021-09-05 ,1358,0.24,1059.58,No
2021-09-06 ,12516,0.66,9666.81,Yes
2021-09-07 ,15155,0.74,11706.02,Yes
2021-09-08 ,9954,0.64,7723.84,No
2021-09-09 ,9264,0.5,7168.39,No
2021-09-10 ,23596,1.17,17803.36,Yes
2021-09-11 ,10109,0.8,7946.75,Yes
2021-09-12 ,2499,0.38,1955.25,No
2021-09-13 ,14047,0.69,10879.6,Yes
2021-09-14 ,17778,1.36,13303.94,Yes
2021-09-15 ,14530,0.79,10970.1,Yes
2021-09-16 ,11776,1.32,8667.67,Yes
2021-09-17 ,15503,1.4,11616.29,Yes
2021-09-18 ,10881,0.81,8473.67,Yes
2021-09-19 ,5026,0.63,3878.73,No
2021-09-20 ,1393,0.33,1072.94,No
2021-09-21 ,9536,0.82,7399.08,No
2021-09-22 ,10375,0.91,8103.58,Yes
2021-09-23 ,14662,0.68,11291.05,Yes
2021-09-24 ,24762,1.22,19054.6,Yes
2021-09-25 ,8609,1.63,6937.29,No
2021-09-26 ,11312,0.87,8783.7,Yes
2021-09-27 ,11430,0.69,8870.22,Yes
2021-09-28 ,14212,0.71,11040.12,Yes
2021-09-29 ,11303,0.67,8715.1,Yes
2021-09-30 ,14275,0.63,11022.55,Yes
2021-10-01 ,15748,0.68,12216.43,Yes
2021-10-02 ,4236,0.6,3251.46,No
2021-10-03 ,3385,1.82,2929.0,No
2021-10-04 ,6253,1.64,5073.68,No
2021-10-05 ,10682,0.62,8286.76,Yes
2021-10-06 ,13519,0.64,10473.59,Yes
2021-10-07 ,10806,0.67,8298.62,Yes
2021-10-08 ,13923,0.73,10792.76,Yes
2021-10-09 ,8682,1.65,7116.67,No
2021-10-10 ,3753,1.39,2856.78,No
2021-10-11 ,13428,1.51,10403.8,Yes
2021-10-12 ,10766,1.41,8208.26,Yes
2021-10-13 ,15855,1.4,12079.05,Yes
2021-10-14 ,10036,1.45,7579.76,Yes
2021-10-15 ,29268,1.44,22117.97,Yes
2021-10-16 ,6862,1.4,5112.16,No
2021-10-17 ,2814,1.3,2079.97,No
2021-10-18 ,13774,1.42,10286.12,Yes
2021-10-19 ,29612,1.38,21975.75,Yes
2021-10-20 ,18886,1.37,13621.8,Yes
2021-10-21 ,18741,1.34,13813.74,Yes
2021-10-22 ,15338,1.39,11334.48,Yes
2021-10-23 ,11837,1.31,8057.56,Yes
2021-10-24 ,3316,1.25,2277.7,No
2021-10-25 ,16720,1.46,12698.29,Yes
2021-10-26 ,13397,1.26,9058.51,Yes
2021-10-27 ,16437,1.26,11119.78,Yes
2021-10-28 ,16297,1.27,11035.07,Yes
2021-10-29 ,17768,1.22,11781.24,Yes
2021-10-30 ,19867,1.32,14350.78,Yes
2021-10-31 ,2918,1.22,1968.16,No
2021-11-01 ,20162,1.24,13411.48,Yes
2021-11-02 ,20138,1.26,13437.27,Yes
2021-11-03 ,19624,1.36,14436.93,Yes
2021-11-04 ,15750,1.23,10466.08,Yes
2021-11-05 ,14785,1.24,9820.22,Yes
2021-11-06 ,3412,1.2,2281.42,No
2021-11-07 ,2075,1.28,1412.48,No
2021-11-08 ,13290,1.27,8861.51,Yes
2021-11-09 ,13515,1.31,9040.62,Yes
2021-11-10 ,17306,1.27,11543.45,Yes
2021-11-11 ,17088,1.27,11398.43,Yes
2021-11-12 ,22531,1.48,17047.77,Yes
2021-11-13 ,6029,1.19,4007.35,No
2021-11-14 ,9456,1.26,6310.08,No
2021-11-15 ,15390,1.23,10207.57,Yes
2021-11-16 ,17501,1.24,11637.85,Yes
2021-11-17 ,27104,1.36,19765.86,Yes
2021-11-18 ,9567,1.25,6374.35,No
2021-11-19 ,20079,1.23,13349.12,Yes
2021-11-20 ,8187,1.27,5484.46,No
2021-11-21 ,5100,1.25,3425.17,No
2021-11-22 ,20235,1.44,15207.03,Yes
2021-11-23 ,14820,1.26,9920.17,Yes
2021-11-24 ,16127,1.28,10807.44,Yes
2021-11-25 ,16983,1.25,11347.63,Yes
2021-11-26 ,19452,1.28,13029.99,Yes
2021-11-27 ,37417,1.4,27426.2,Yes
2021-11-28 ,3253,1.17,2163.26,No
2021-11-29 ,14184,1.33,10306.3,Yes
2021-11-30 ,9330,1.37,6732.33,No
2021-12-01 ,8687,1.3,5839.15,No
2021-12-02 ,16515,1.32,11607.55,Yes
2021-12-03 ,14403,1.43,10353.05,Yes
2021-12-04 ,10181,1.61,7859.12,Yes
2021-12-05 ,6050,1.12,3952.58,No
2021-12-06 ,15812,1.24,10535.82,Yes
2021-12-07 ,18436,1.28,12333.58,Yes
2021-12-08 ,18532,1.28,12412.59,Yes
2021-12-09 ,16265,1.36,11716.35,Yes
2021-12-10 ,12002,1.37,8629.18,Yes
2021-12-11 ,13020,1.44,9630.47,Yes
