com.samsung.shealth.tracker.pedometer_step_count,6200039,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
35259,4,12,62,2021-11-08 20:59:00.000,,,2021-11-08 21:00:02.399,2021-11-08 21:00:02.399,74,1.4722222,51.91,2.35,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-08 21:00:00.000,983402b8-395b-4e14-906e-b2d02b9ead2c,
12695,4,0,19,2021-11-08 21:00:00.000,,,2021-11-08 21:00:02.759,2021-11-08 21:00:02.759,19,0.9444444,11.99,0.55,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-08 21:01:00.000,d5c88cdc-415f-47a5-bc00-523b226191ab,
1440,4,0,2,2021-11-08 22:15:00.000,,,2021-11-08 22:15:01.490,2021-11-08 22:15:00.622,2,0.9859155,1.42,0.06,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2021-11-08 22:16:00.000,329068f3-304a-492b-997c-9a45cf4134e6,
52191,4,0,89,2021-11-08 22:14:00.000,,,2021-11-08 22:14:59.499,2021-11-08 22:14:00.316,89,1.2793187,66.770004,2.6699982,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2021-11-08 22:15:00.000,07a9cea0-51f7-475a-a2ea-6382e2723309,
7224,4,0,10,2021-11-08 21:02:00.000,,,2021-11-08 21:05:02.943,2021-11-08 21:05:02.943,10,0.8333333,6.02,0.33,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-08 21:03:00.000,d8d189b8-0757-4ecc-9fc3-dd1aaf38601d,
16100,4,0,22,2021-11-08 22:34:00.000,,,2021-11-08 22:35:00.817,2021-11-08 22:35:00.817,22,1.0,16.1,0.67,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2021-11-08 22:35:00.000,764a2e55-26d8-4063-89a7-cbedca1c49ed,
6678,4,0,11,2021-11-08 21:17:00.000,,,2021-11-08 21:37:54.088,2021-11-08 21:37:54.088,11,1.0555556,7.05,0.3,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-08 21:18:00.000,495dbf90-fa5c-49aa-bc74-f9a266804c9f,
6848,4,0,13,2021-11-08 21:16:00.000,,,2021-11-08 21:35:27.214,2021-11-08 21:35:27.214,13,1.25,8.56,0.35,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-08 21:17:00.000,baffd6bc-a2e3-4744-bea3-3bd13d25a5b8,
20304,4,1,42,2021-11-08 22:11:00.000,,,2021-11-08 22:15:41.488,2021-11-08 22:15:41.488,43,1.5277778,31.02,1.49,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-08 22:12:00.000,1274de3e-d622-4899-bb35-cc3355800c89,
10260,4,0,22,2021-11-08 22:10:00.000,,,2021-11-08 22:15:41.375,2021-11-08 22:15:41.375,22,1.5,15.39,0.65,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-08 22:11:00.000,fd19c27c-8997-4627-8d7d-15f6bf511872,
16945,4,0,22,2021-11-08 22:19:00.000,,,2021-11-08 22:35:39.472,2021-11-08 22:35:39.472,22,0.7777778,13.18,0.65,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-08 22:20:00.000,cfb5c7d5-094c-4d76-a89c-5044ed7d5630,
13808,4,0,18,2021-11-08 22:17:00.000,,,2021-11-08 22:35:39.301,2021-11-08 22:35:39.301,18,0.7777778,10.74,0.57,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-08 22:18:00.000,581c19ad-a121-4304-a610-fe392745dc50,
7675,4,0,10,2021-11-08 22:34:00.000,,,2021-11-08 22:35:40.125,2021-11-08 22:35:40.125,10,0.7777778,5.97,0.29,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-08 22:35:00.000,bb4b7fe0-9e68-4b29-8a42-d91f1177d743,
10256,4,0,20,2021-11-08 22:27:00.000,,,2021-11-08 22:35:40.046,2021-11-08 22:35:40.046,20,1.3055556,13.39,0.59,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-08 22:28:00.000,1e0db47a-10ee-4eaa-a4a6-6f68daba6713,
43444,4,0,79,2021-11-08 23:03:00.000,,,2021-11-08 23:15:00.978,2021-11-08 23:15:00.978,79,1.3888888,60.34,2.37,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2021-11-08 23:04:00.000,220707a7-396f-4b48-92a8-5766280d782a,
59993,4,0,98,2021-11-08 23:02:00.000,,,2021-11-08 23:15:00.930,2021-11-08 23:15:00.930,127,1.5,89.99,4.67,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2021-11-08 23:03:00.000,7d801abd-286c-47e3-83dd-36c0a9e4ce14,
2362,4,0,3,2021-11-08 23:12:00.000,,,2021-11-08 23:15:01.305,2021-11-08 23:15:01.305,3,0.88888896,2.1,0.09,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2021-11-08 23:13:00.000,ae1ae587-8075-45c1-baa3-d057e69800d0,
6344,4,0,8,2021-11-08 23:11:00.000,,,2021-11-08 23:15:01.237,2021-11-08 23:15:01.237,8,0.88888896,5.64,0.25,UTC+0900,cg/D3WXl8C,com.sec.android.app.shealth,2021-11-08 23:12:00.000,9ee0c586-edd3-4117-882e-e5fe14fe073a,
8045,4,0,19,2021-11-08 22:40:00.000,,,2021-11-08 22:58:48.585,2021-11-08 22:58:48.585,19,1.75,14.08,0.49,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-08 22:41:00.000,71b30c15-37a8-4383-ae58-1d1e872ba1f1,
5080,4,0,11,2021-11-08 22:39:00.000,,,2021-11-08 22:58:48.471,2021-11-08 22:58:48.471,11,1.4722222,7.48,0.28,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-08 22:40:00.000,9dad97e2-b51a-464b-85c3-573d24e04e70,
60000,4,0,128,2021-11-08 23:01:00.000,,,2021-11-08 23:15:46.181,2021-11-08 23:15:46.181,128,1.4353334,86.12,3.84,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-08 23:02:00.000,93ea354a-e526-4bae-bf89-f53333bd2a32,
