com.samsung.shealth.social.public_challenge,6200039,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2021-09-24 07:16:04.266,2021-04-25 05:07:55.564,173f68f5-d024-4c02-a1d1-943552220d11.body.json,cg/D3WXl8C,com.sec.android.app.shealth,1632467764191,173f68f5-d024-4c02-a1d1-943552220d11,
