com.samsung.shealth.tracker.pedometer_step_count,6200039,2,,,,,,,,,,,,,,,
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
60000,4,0,115,23:00.0,,,28:47.9,28:47.9,115,1.4758333,88.55,4.6,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,24:00.0,abf86bfa-cecf-4423-929b-f73f5996976a
60000,4,0,114,13:00.0,,,15:12.4,15:12.4,114,1.4550002,87.3,4.42,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,14:00.0,62a99aa1-b2cd-4ef4-a200-16cb0ac9149a
60000,4,0,110,09:00.0,,,16:35.5,16:35.5,110,1.3923334,83.54,4.4,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,10:00.0,6896ab42-8ba1-4b0b-be63-7378b0387068
60000,4,0,113,30:00.0,,,35:12.3,35:12.3,113,1.4451667,86.71,4.52,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,31:00.0,e24ff604-bc42-40bc-9211-393f2137550a
60000,4,0,111,07:00.0,,,16:00.5,16:00.5,111,1.4218334,85.31,4.44,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,08:00.0,afcb2663-e3c0-461d-86e9-434044a33655
60000,4,0,113,29:00.0,,,35:12.2,29:00.3,113,1.4488335,86.93001,4.52,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,30:00.0,71a9c686-59e1-4ae7-9e60-6af2334b5154
35465,4,2,84,20:00.0,,,23:51.4,23:51.4,86,2,70.93,3.08,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,21:00.0,f3c1d8e8-ac73-4edd-992e-c070e0c476ac
22176,4,0,40,15:00.0,,,26:19.8,26:19.8,40,1.3888888,30.8,1.6,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,16:00.0,89a350dc-6271-4538-a0b6-3949dabf7c24
60000,4,0,107,14:00.0,,,16:00.7,16:00.7,107,1.3378333,80.27,4.28,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,15:00.0,0a724c0d-96c9-406a-9c30-55bc896a5644
8285,4,0,18,35:00.0,,,55:43.2,55:43.2,18,1.75,14.5,0.72,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,36:00.0,eb595caa-5429-4b04-8eeb-8e9ea3f3c1f3
9461,4,0,18,27:00.0,,,35:54.0,35:54.0,18,1.4722222,13.93,0.72,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,28:00.0,ae7d1979-a4df-4496-aa4a-ef6140727ca0
55717,4,0,112,49:00.0,,,55:40.7,55:40.7,112,1.5833334,88.22,4.46,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,50:00.0,f1e1b2cc-20eb-4637-a516-0b1ab07ff341
38466,4,0,67,44:00.0,,,55:43.6,55:43.6,67,1.3055556,50.22,2.62,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,45:00.0,5b1e3ce7-ca8b-4072-b584-386dcaca1d7a
6884,4,0,17,21:00.0,,,26:20.2,26:20.2,17,2.0277777,13.96,0.58,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,22:00.0,355eaa99-6ed2-4b35-b463-6fdda6c02cfb
60000,4,0,116,51:00.0,,,55:31.7,55:31.7,116,1.4886668,89.32,4.64,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,52:00.0,1616728c-0584-4694-8581-15f14dfa4d63
38230,4,0,69,49:00.0,,,55:44.2,55:44.2,69,1.4166666,54.16,2.88,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,50:00.0,50f5efd1-afcb-4f81-84e9-6822858b8289
55182,4,0,109,43:00.0,,,55:52.1,55:52.1,109,1.5555556,85.84,4.26,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,44:00.0,ae617d94-6e3a-486d-9997-0d66510c37bf
60000,4,0,107,23:00.0,,,30:45.5,30:45.5,107,1.3388333,80.33,4.28,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,24:00.0,7acdbe59-b744-447a-b1f4-bb7d9221509c
9553,4,0,24,58:00.0,,,17:45.5,17:45.5,24,2.1666665,20.7,0.79,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,59:00.0,b9bb55fc-8d60-41bb-9333-cd66f482f488
60000,4,0,114,49:00.0,,,55:52.3,55:52.3,114,1.4673333,88.04,4.56,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,50:00.0,3b0cb9c8-01a2-4b9d-a1fd-90de58ae63cd
14720,4,0,28,56:00.0,,,15:38.8,15:38.8,28,1.5,22.08,1.08,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,57:00.0,2bc0e4e6-3a98-4633-b61d-b65ec761d2d6
60000,4,0,107,29:00.0,,,30:46.5,30:46.5,107,1.3521667,81.13,4.26,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,30:00.0,2b580307-9b10-426c-ac0b-4dfca38a716b
57066,4,0,110,20:00.0,,,35:54.5,35:54.5,110,1.5,85.6,4.4,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,21:00.0,e20ecf1a-e55b-44e5-bc4d-fcb8ff6984f0
8308,4,0,16,42:00.0,,,55:25.6,55:25.6,16,1.4166667,11.77,0.58,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,43:00.0,2d9f66d3-d0b8-473c-ac92-11393496c75b
20512,4,0,37,55:00.0,,,16:14.4,16:14.4,37,1.3888888,28.49,1.48,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,56:00.0,02263787-9c68-4da3-8ebf-e17df95f1bfd
51854,4,0,96,13:00.0,,,15:59.0,15:59.0,96,1.4166666,73.46,3.77,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,14:00.0,b4cf3899-c4dc-477a-a0eb-0fe5f8aefaef
54959,4,0,97,35:00.0,,,55:43.3,55:43.3,97,1.3333334,73.28,3.88,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,36:00.0,a81f8736-a19b-4e8b-86b9-e335eb7af1a9
60000,4,0,111,26:00.0,,,36:47.8,36:47.8,111,1.4128332,84.77,4.44,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,27:00.0,1c4bdd68-104d-400b-a511-51b3319ee008
60000,4,0,110,54:00.0,,,55:35.3,55:35.3,110,1.4086666,84.52,4.4,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,55:00.0,8711c41c-d8b3-4d19-9934-b88b9fea114a
60000,4,0,107,50:00.0,,,55:44.3,55:44.3,107,1.3511667,81.07,4.28,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,51:00.0,95bc7e3e-a116-4a26-b620-8c2fb9cccc68
60000,4,0,110,41:00.0,,,55:43.5,55:43.5,110,1.3926667,83.56,4.4,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,42:00.0,760fa63e-b718-4644-9926-d73a3f5fb450
21221,4,12,45,03:00.0,,,16:44.5,16:44.5,57,2.6388888,56,2.85,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,04:00.0,09f931be-ed73-4bdd-a810-4203ec42e52c
59491,4,0,110,00:00.0,,,10:34.7,10:34.7,110,1.4166666,84.28,4.39,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,01:00.0,f5e5a175-00a3-4608-a385-bab26239bd4e
29957,4,1,51,57:00.0,,,15:58.6,15:58.6,52,1.4166666,42.44,2.37,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,58:00.0,02739111-8fb8-418f-b492-bf97d73ea665
33429,4,0,60,47:00.0,,,55:43.8,55:43.8,60,1.3888888,46.43,2.43,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,48:00.0,6c233afc-8e3a-41b3-a558-3eb0545ae86d
16684,4,0,31,11:00.0,,,15:12.4,15:12.4,31,1.4444443,24.1,1.17,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,12:00.0,397752da-f2b2-43f0-9882-cec41a5b2d92
41020,4,0,79,32:00.0,,,36:48.0,36:48.0,79,1.5,61.53,3.16,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,33:00.0,1276cf4c-3f5b-474c-b186-8238dd456053
59895,4,0,106,09:00.0,,,16:44.8,16:44.8,106,1.3333334,79.86,4.24,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,10:00.0,4d61c237-e84e-40bf-bcd8-8205df37f288
7808,4,0,16,18:00.0,,,23:51.3,23:51.3,16,1.6111112,12.58,0.61,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,19:00.0,006c73b3-1c73-4408-a8bc-ae4355c09f90
60000,4,0,93,54:00.0,,,55:44.1,55:44.1,93,1.1276667,67.66,3.72,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,55:00.0,5a900da3-dc2c-4638-98aa-b38bcbbc67e7
60000,4,0,115,14:00.0,,,15:59.1,15:59.1,115,1.4778334,88.67,4.6,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,15:00.0,b00914ee-426e-4660-8710-fdee105af05e
60000,4,0,113,26:00.0,,,35:54.0,35:54.0,113,1.4531666,87.19,4.52,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,27:00.0,e0df9522-5fbb-4754-bced-6b35f279b64f
60000,4,0,111,01:00.0,,,16:14.6,16:14.6,111,1.425,85.5,4.44,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,02:00.0,eec25fd0-dd10-4dec-93e8-a43fe2c199a0
24204,4,0,42,15:00.0,,,35:38.8,35:38.8,42,1.3055556,31.6,1.68,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,16:00.0,f0a86174-6a58-48cb-ac2d-486e12901f19
44986,4,0,79,00:00.0,,,15:30.1,00:00.1,79,1.3074932,58.82,3.11,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,01:00.0,2f747f50-49c8-4666-9b81-b5fd019f3ca2
22709,4,0,49,42:00.0,,,55:52.1,55:52.1,49,1.7222222,39.11,1.89,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,43:00.0,b159cb1a-2610-422e-9ec5-a8d19b086f57
52949,4,8,131,04:00.0,,,16:44.6,16:44.6,139,2.3611112,125.02,5.05,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,05:00.0,77ef4f33-bff2-447a-98c0-28476676699f
32787,4,0,62,45:00.0,,,52:01.1,52:01.1,62,1.4722222,48.27,2.44,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,46:00.0,caf84751-e2c5-4fb0-8645-0c030a2c1f4d
60000,4,0,103,07:00.0,,,16:14.9,16:14.9,103,1.2758335,76.55,4.12,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,08:00.0,afc21352-38ca-4f7f-9d84-92c7cad0665d
40600,4,0,74,38:00.0,,,55:39.1,55:39.1,74,1.3888888,56.39,2.82,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,39:00.0,6bc9d285-07dc-47ba-b31d-12789ef33836
60000,4,0,112,06:00.0,,,16:00.5,16:00.5,112,1.4259999,85.56,4.48,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,07:00.0,fae4c755-34e9-4cfc-8a7a-9179ae5467fa
60000,4,0,117,48:00.0,,,55:52.3,55:52.3,117,1.5073334,90.44,4.68,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,49:00.0,7b507d44-b6e1-4065-ac08-1991b7c24026
60000,4,0,101,13:00.0,,,16:15.1,16:15.1,101,1.255,75.3,4.01,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,14:00.0,c6f7d3e9-863f-4cc5-bd14-a63118629fac
37344,4,0,70,52:00.0,,,55:06.6,52:01.5,70,1.4486609,54.1,2.79,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,53:00.0,3b0a92dd-2b00-4835-ab48-378cb3ee59e9
60000,4,0,110,54:00.0,,,55:52.5,55:52.5,110,1.4116666,84.7,4.4,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,55:00.0,c57bd16f-13c8-4a63-9129-bbf2cc00b4c9
34880,4,0,77,44:00.0,,,55:40.5,55:40.5,77,1.75,61.04,2.81,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,45:00.0,5f873da6-1069-4c4f-9217-927f338904fc
60000,4,0,98,19:00.0,,,35:39.2,35:39.2,98,1.1991667,71.95,3.9,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,20:00.0,96e4fee0-2d57-432c-abf3-231db08a3db3
60000,4,0,109,13:00.0,,,16:00.7,16:00.7,109,1.3845,83.07,4.36,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,14:00.0,12c3ec5a-44a6-428d-b7ea-ae4a11606928
59887,4,0,110,10:00.0,,,16:44.8,16:44.8,110,1.4166666,84.84,4.4,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,11:00.0,459e8dc8-b3fe-4278-b7b1-67b209fac3f0
43524,4,0,80,25:00.0,,,35:39.6,35:39.6,80,1.4166666,61.66,3.16,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,26:00.0,3d8ce357-453c-4a12-96aa-0489ba2ac91d
9789,4,0,18,14:00.0,,,15:38.4,15:38.4,18,1.4444444,14.14,0.65,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,15:00.0,602115d8-f709-4159-924e-38431eddbc4a
59964,4,0,110,00:00.0,,,16:14.6,16:14.6,110,1.4166666,84.95,4.39,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,01:00.0,ed039656-1f06-4221-9d1c-db7593a435c5
60000,4,0,108,19:00.0,,,35:54.4,35:54.4,108,1.3576667,81.46,4.32,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,20:00.0,5dd2f397-9142-4aa1-8142-e515de43dc03
3947,4,0,7,51:00.0,,,55:40.8,55:40.8,7,1.6388888,6.47,0.4,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,52:00.0,f17d9960-8cb9-4f38-b063-a985f48a8038
60000,4,0,105,06:00.0,,,16:14.9,16:14.9,105,1.3135,78.81,4.2,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,07:00.0,4f2b8696-dff6-45da-b536-bc37e92cd6b7
55390,4,0,91,31:00.0,,,35:39.8,35:39.8,91,1.2222222,67.7,3.55,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,32:00.0,23f352bf-9af0-4e83-9749-3be8f440fea5
60000,4,0,113,20:00.0,,,28:47.7,28:47.7,113,1.4491667,86.95,4.52,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,21:00.0,ea97d2cf-4f8a-474b-9c1d-918cc1fe957d
60000,4,0,113,25:00.0,,,35:54.7,35:54.7,113,1.4475,86.85,4.52,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,26:00.0,be13ddee-991f-4806-879f-f0532d9ddb3b
5510,4,0,12,53:00.0,,,55:31.8,55:31.8,12,1.7222222,9.49,0.45,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,54:00.0,787bb11a-d528-48d3-aa33-ce030ab66fcb
59172,4,0,106,12:00.0,,,16:15.1,16:15.1,106,1.3611112,80.54,4.23,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,13:00.0,69ef3bb2-86ea-40c9-a2aa-5052e22c8285
26463,4,0,49,16:00.0,,,35:38.8,35:38.8,49,1.4166666,37.49,1.95,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,17:00.0,9b8f5ace-2339-4de6-90d2-26f37b729702
60000,4,0,112,26:00.0,,,28:48.4,28:48.4,112,1.4375,86.25,4.48,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,27:00.0,20f1f241-4147-4aae-990e-e25ce33f0ec9
60000,4,0,100,18:00.0,,,35:39.1,35:39.1,100,1.235,74.1,3.99,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,19:00.0,6cfbf078-2d07-4208-8cdd-fc6c3e65bc85
54669,4,0,110,31:00.0,,,36:48.0,36:48.0,110,1.5833334,86.56,4.37,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,32:00.0,a573efcc-141d-4c58-9bb8-1ce0a9baed01
60000,4,0,115,03:00.0,,,17:45.6,17:45.6,115,1.4823333,88.94,4.6,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,04:00.0,1a19abd2-36f8-4bdd-abba-8fcb700eb27b
36610,4,0,73,24:00.0,,,35:39.6,35:39.6,73,1.5555556,56.95,2.85,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,25:00.0,93ead53f-455a-43f4-a165-0bea4ca90fb3
60000,4,0,113,39:00.0,,,55:39.1,55:39.1,113,1.4511666,87.07,4.51,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,40:00.0,959b855d-b4a7-4e99-876e-79737da083cd
26795,4,0,57,45:00.0,,,55:25.6,55:25.6,57,1.8055556,48.38,2.38,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,46:00.0,c424bbca-319e-4948-8c36-f98a9cedf556
23776,4,0,55,44:00.0,,,52:01.1,52:01.1,55,1.8333334,43.59,2.02,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,45:00.0,4744c288-6399-4d2d-a632-fe0919f081b7
60000,4,0,110,32:00.0,,,35:12.4,35:12.4,110,1.3886666,83.32,4.4,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,33:00.0,93d6cf0e-9a62-42fc-83cf-656550855f54
51193,4,0,84,30:00.0,,,35:39.8,35:39.8,84,1.2222222,62.57,3.25,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,31:00.0,db87309d-2887-4530-bb17-be649ea11cf0
18360,4,0,34,51:00.0,,,52:01.5,52:01.5,34,1.4166666,26.01,1.33,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,52:00.0,956c7374-3602-4605-8f55-93cfda41ac4f
44460,4,0,83,39:00.0,,,47:20.7,47:20.7,83,1.4444444,64.22,3.29,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,40:00.0,cef47ec0-b684-42fb-8dd4-bf8da63f62ec
16080,4,0,28,46:00.0,,,55:40.6,55:40.6,28,1.3333334,21.44,1.05,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,47:00.0,1c525476-2785-435e-832b-314694be0436
54871,4,0,99,56:00.0,,,57:26.5,57:26.5,99,1.3888888,76.21,3.96,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,57:00.0,65fb756d-a449-4f9a-90e5-9bd60fe29025
60000,4,0,112,46:00.0,,,55:44.0,55:44.0,112,1.4343333,86.06,4.48,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,47:00.0,ccce445f-d40f-4d4a-9a10-a2a79b3c0b6f
9166,4,0,21,14:00.0,,,15:52.3,15:52.3,21,1.8055556,16.55,0.75,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,15:00.0,ceb29d30-11b4-4c78-b720-b73f62644f66
14604,4,0,30,52:00.0,,,55:40.8,55:40.8,30,1.6111112,23.53,1.17,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,53:00.0,4a794a91-6f9c-4282-98aa-f19ba85ba8b9
52695,4,1,101,38:00.0,,,47:19.9,47:19.9,102,1.5555556,81.97,4.22,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,39:00.0,ca33461c-27ab-4282-b4bc-8173fd2e742b
59009,4,0,104,02:00.0,,,10:34.9,10:34.9,104,1.3333334,78.68,4.16,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,03:00.0,5fc5cc26-95da-4779-9ee5-03342732b6f9
46317,4,0,88,52:00.0,,,55:44.4,55:44.4,88,1.4722222,68.19,3.49,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,53:00.0,5259c1c4-e379-4056-83ea-6ebb6547b4ae
60000,4,0,111,19:00.0,,,28:47.6,28:47.6,111,1.4081666,84.49,4.44,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,20:00.0,475d3483-bf88-4144-ab82-e4df4d4e0b90
6600,4,0,15,54:00.0,,,55:31.8,55:31.8,15,1.8333334,12.1,0.51,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,55:00.0,556621c2-740f-4672-865a-2949c449a563
57181,4,0,112,44:00.0,,,47:21.1,47:21.1,112,1.5277778,87.36,4.45,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,45:00.0,a8b2cf5d-c363-46ea-9b4d-0bc36b1c7ebd
60000,4,0,118,14:00.0,,,15:12.5,15:12.5,118,1.5201666,91.21,4.72,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,15:00.0,14cc338c-ce2d-4ba2-bb05-0417581e4549
20373,4,0,38,59:00.0,,,15:58.8,15:58.8,38,1.5,30.56,1.64,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,00:00.0,bf06c4e3-b0d1-4067-84e4-3f65a1fab532
59698,4,0,113,25:00.0,,,28:48.0,28:48.0,113,1.4722222,87.89,4.52,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,26:00.0,28bcd549-5073-4929-9f04-778b3dd0f4a5
4844,4,0,8,22:00.0,,,23:51.5,23:51.5,8,1.2777778,6.19,0.29,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,23:00.0,aee19b3f-cee7-43cf-b76e-425f520a34e4
1663,4,0,3,16:00.0,,,35:39.2,35:39.2,3,1.3888888,2.31,0.12,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,17:00.0,5a00015d-3df3-4760-8bcf-e66ef461e879
60000,4,0,114,31:00.0,,,35:12.3,35:12.3,114,1.4613333,87.68,4.56,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,32:00.0,3fbfbc6f-5797-4cc7-a8a7-935752ff9429
13300,4,0,26,28:00.0,,,35:54.1,35:54.1,26,1.5,19.95,1.01,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,29:00.0,73879c6a-49e9-4b36-bf35-3444ffdaf1d5
49523,4,0,106,45:00.0,,,55:43.6,55:43.6,106,1.7222222,85.29,4.06,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,46:00.0,8a71dab8-a913-4d52-b48f-8e46020d678c
3960,4,0,7,06:00.0,,,16:44.7,16:44.7,7,1.3055556,5.17,0.25,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,07:00.0,61aa852c-ce1c-4467-9e6a-514276b2358b
57036,4,0,122,45:00.0,,,47:21.3,47:21.3,122,1.7222222,98.23,4.7,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,46:00.0,35c583d1-e684-4f41-b867-d3601c159965
56160,4,0,113,44:00.0,,,55:52.2,55:52.2,113,1.5833334,88.92,4.47,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,45:00.0,c47f9129-0cc2-4c48-808c-b0b368520c85
60000,4,0,120,51:00.0,,,55:09.1,55:09.1,120,1.5576665,93.46,4.8,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,52:00.0,250aa2ce-1ce4-4517-99cc-7af3f182e51c
60000,4,0,107,12:00.0,,,16:44.9,16:44.9,107,1.3514999,81.09,4.28,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,13:00.0,0d5e823b-9864-4684-ab08-1ffd68d57758
44250,4,0,78,51:00.0,,,55:44.3,55:44.3,78,1.3333334,59,3.12,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,52:00.0,42b6d3a4-9dba-4630-b208-fb9a67cc6c9e
60000,4,0,109,50:00.0,,,55:52.3,55:52.3,109,1.3728334,82.37,4.36,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,51:00.0,35a1b330-399f-4a3f-965c-08e2f9c49fd9
60000,4,0,113,56:00.0,,,16:14.4,16:14.4,113,1.4501667,87.01,4.52,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,57:00.0,f8ee6dc7-f285-4dc0-b599-267c9ef87e3f
60000,4,0,117,57:00.0,,,15:48.5,15:48.5,117,1.5171667,91.03,4.68,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,58:00.0,eb55b6d3-221a-498c-91e2-76314b0189e6
59188,4,0,109,04:00.0,,,17:45.6,17:45.6,109,1.4166666,83.85,4.36,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,05:00.0,a76e981b-2647-4de3-95d0-1147c0a86461
27126,4,0,57,58:00.0,,,15:58.8,15:58.8,57,1.6666666,45.21,2.16,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,59:00.0,b036075b-92bc-471e-a390-5f4014c2eaaa
10980,4,0,28,18:00.0,,,35:38.9,35:38.9,28,2.3333333,25.62,1.19,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,19:00.0,a04034e7-ab34-4aa5-82bf-52e68cb9e7ff
60000,4,0,115,03:00.0,,,15:54.7,15:54.7,115,1.4808333,88.85,4.6,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,04:00.0,e02bc2cf-dd01-4b92-b4bb-1a65dd74a88f
60000,4,0,117,02:00.0,,,16:14.7,16:14.7,117,1.5025,90.15,4.68,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,03:00.0,15370bb9-19ac-4706-8c7d-775814e3ab83
31117,4,4,69,46:00.0,,,55:35.2,55:35.2,73,1.9722222,61.37,2.89,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,47:00.0,5d44e542-150b-4a84-894f-1a23cccbc179
20356,4,0,40,15:00.0,,,35:39.1,35:39.1,40,1.5277778,31.1,1.6,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,16:00.0,1e95cb33-1960-463f-bf5b-0a64a12eed53
60000,4,0,115,09:00.0,,,15:55.0,15:55.0,115,1.4801667,88.81,4.6,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,10:00.0,fad5ebaa-4605-4541-9bef-4e9bae47e047
25071,4,0,44,57:00.0,,,57:32.8,57:26.6,44,1.3186103,33.06,1.7299995,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,58:00.0,3b125ab0-ea2f-4b1a-bd91-1b6df3c60d02
6005,4,0,16,05:00.0,,,16:44.6,16:44.6,16,2.3611112,14.18,0.51,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,06:00.0,05f28fd1-e5e9-4d67-9c56-1078dca62c00
60000,4,0,102,08:00.0,,,16:14.9,16:14.9,102,1.266,75.96,4.08,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,09:00.0,bb02963b-3948-4f79-8886-1575bd465f61
57174,4,0,112,50:00.0,,,55:09.0,50:17.5,112,1.5260198,87.24995,4.4799976,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,51:00.0,c80e48c9-13c6-474e-9ede-e3dbe7be9c43
60000,4,0,99,14:00.0,,,16:15.2,16:15.2,99,1.2266667,73.6,3.93,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,15:00.0,00215e26-fa4d-4ac6-88ac-16ba0757540d
60000,4,0,107,11:00.0,,,16:44.9,16:44.9,107,1.3588333,81.53,4.28,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,12:00.0,c6b46333-0fe6-4ab9-8782-fa8cbe9f96ae
9978,4,0,17,03:00.0,,,10:35.0,10:35.0,17,1.2777778,12.75,0.68,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,04:00.0,6f622438-f9dd-479d-8bfd-a44172901687
20253,4,0,39,15:00.0,,,35:38.7,35:38.7,39,1.5,30.38,1.56,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,16:00.0,293f055f-b64c-40b5-ad0b-e521b5a90b53
