com.samsung.shealth.tracker.pedometer_step_count,6200039,2,,,,,,,,,,,,,,,
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
50990,4,10,98,10:00.0,,,15:52.0,15:52.0,108,1.6944444,86.4,4.61,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,11:00.0,73bc83f1-2cbf-452b-a93f-aab54c926514
60000,4,0,105,12:00.0,,,15:43.8,15:43.8,105,1.3125,78.75,4.2,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,13:00.0,c7aaef04-c7dd-4bd5-93ac-723039dc5f37
3795,4,0,11,30:00.0,,,36:27.0,36:27.0,11,2.1944444,8.33,0.37,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,31:00.0,be5a1428-5950-4fae-90ab-3d5cf2cc7949
60000,4,0,101,40:00.0,,,55:44.9,55:44.9,101,1.2605,75.63,4.04,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,41:00.0,ebdeb05e-79b7-4905-9eca-f7fcc4bac2ea
60000,4,0,116,51:00.0,,,58:10.4,58:10.4,116,1.4860001,89.16,4.64,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,52:00.0,ab8ac6c8-5b48-479f-866c-d89d53166a2c
12528,4,0,28,31:00.0,,,35:40.0,35:40.0,28,1.8055557,22.62,1.04,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,32:00.0,6551b45e-2e5e-4b92-b0fc-18275c5dd4fa
10069,4,0,22,57:00.0,,,05:07.8,05:07.8,22,1.9166666,19.3,1.02,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,58:00.0,5334451c-2383-406e-954b-895c3bd9ea83
59722,4,0,120,52:00.0,,,58:10.5,58:10.5,120,1.5833334,94.56,4.8,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,53:00.0,7228f899-b156-48ec-9a92-17e086dbb5ad
9613,4,0,16,33:00.0,,,35:40.0,35:40.0,16,1.2222222,11.75,0.58,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,34:00.0,1b4472c0-9a12-4c66-903a-0406b7fd4935
19272,4,0,32,16:00.0,,,38:36.5,38:36.5,32,1.25,24.09,1.25,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,17:00.0,f8728d9e-a764-4a5b-ad3b-58ff91c78ffe
60000,4,0,116,53:00.0,,,58:10.6,58:10.6,116,1.488,89.28,4.64,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,54:00.0,281df08d-0ba6-4779-b0aa-a7ba304d338b
60000,4,0,108,34:00.0,,,35:40.1,35:40.1,108,1.3721668,82.33,4.25,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,35:00.0,fc3c30c1-283a-41d0-86c4-9370e1d42080
20395,4,0,38,18:00.0,,,38:36.6,38:36.6,38,1.4444444,29.46,1.41,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,19:00.0,492886f5-478c-4f4d-8a23-0c5dc652d53a
60000,4,0,107,13:00.0,,,15:43.9,15:43.9,107,1.3375,80.25,4.28,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,14:00.0,a6475510-0ce7-4f40-b75e-9b10cf89dad7
19365,4,0,40,35:00.0,,,50:33.0,50:33.0,40,1.6111112,31.2,1.53,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,36:00.0,a2cf00a5-8306-4a1e-a230-25a8c9eaed9b
50911,4,0,93,14:00.0,,,15:43.9,15:43.9,93,1.3888888,70.71,3.71,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,15:00.0,1a45ef82-bf8c-4e53-9164-1e9200c979c6
60000,4,0,109,36:00.0,,,50:33.1,50:33.1,109,1.3695,82.17,4.36,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,37:00.0,92a5619a-c8cb-497d-874c-2fb1e81e51d2
56229,4,0,105,59:00.0,,,05:07.8,05:07.8,105,1.4444444,81.22,4.15,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,00:00.0,b3e755fa-a92c-4f12-af38-86b7a4bb122c
23645,4,1,37,15:00.0,,,24:18.7,24:18.7,38,1.3055556,30.87,1.78,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,16:00.0,541b9f60-7fa1-41f8-bf87-77a6c887b4ed
60000,4,0,108,37:00.0,,,50:33.1,50:33.1,108,1.3505,81.03,4.32,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,38:00.0,f2c02199-aaa1-42f3-9b13-0650079ed22d
6668,4,0,15,19:00.0,,,38:36.7,38:36.7,15,1.6944444,11.3,0.56,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,20:00.0,84c47856-e3be-40a8-9519-3a89d471e6a2
60000,4,0,107,38:00.0,,,50:33.2,50:33.2,107,1.344,80.64,4.28,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,39:00.0,11d2e883-a908-437b-8375-5f3606fabb99
37597,4,0,66,16:00.0,,,24:18.8,24:18.8,66,1.3333334,50.13,2.62,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,17:00.0,4cbde0a6-c9ba-4e6d-a45e-5ff6459ca7d1
56380,4,0,109,11:00.0,,,15:52.1,15:52.1,109,1.5,84.57,4.34,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,12:00.0,79de42fa-939e-405b-be80-b3d9c2562ba2
36332,4,0,68,00:00.0,,,05:08.0,05:08.0,68,1.4444444,52.48,2.69,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,01:00.0,b055bc96-043d-42a3-8934-a65fd391dfb1
60000,4,0,111,39:00.0,,,50:33.2,50:33.2,111,1.3875,83.25,4.44,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,40:00.0,d76c6e46-e946-43e6-a871-ba6c2924a0ac
60000,4,0,116,54:00.0,,,58:10.6,58:10.6,116,1.4979999,89.88,4.64,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,55:00.0,96361a59-1b69-45a8-9227-96ef7669fd42
57727,4,0,106,12:00.0,,,15:52.1,15:52.1,106,1.4166666,81.78,4.24,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,13:00.0,8349cbfb-2802-4376-804f-022d7f327e02
59400,4,0,110,01:00.0,,,05:08.1,05:08.1,110,1.4444444,85.8,4.4,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,02:00.0,966dd6e3-e5ff-491c-b373-3e2ce2308318
7940,4,0,15,22:00.0,,,35:27.5,35:27.5,15,1.4722222,11.69,0.53,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,23:00.0,84aac30c-19b8-42df-8e6b-6a1a784e471a
18884,4,0,32,17:00.0,,,24:19.0,24:19.0,32,1.2777778,24.13,1.25,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,18:00.0,1e9167bc-7ce3-4f63-a1b5-14e44b0d6bf6
60000,4,0,112,40:00.0,,,50:33.4,50:33.4,112,1.4015,84.09,4.48,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,41:00.0,74d75689-420a-42dc-a669-3676099b0b21
22252,4,0,42,55:00.0,,,07:04.4,07:04.4,42,1.4722222,32.76,1.68,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,56:00.0,89c7c339-329b-4c53-9442-a768409db7ba
10603,4,1,26,06:00.0,,,11:02.8,11:02.8,27,2.0833333,22.09,1.09,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,07:00.0,d0ff32a5-f47c-4ba5-8822-b4055800edac
58179,4,0,112,13:00.0,,,15:52.2,15:52.2,112,1.5,87.27,4.46,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,14:00.0,64a631ac-7f6e-4b56-a6af-fa92651a2071
57627,4,0,110,14:00.0,,,15:52.2,15:52.2,110,1.4722222,84.84,4.4,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,15:00.0,ef55bab1-c590-4939-a387-72eff4fade9c
8561,4,1,7,18:00.0,,,24:19.0,24:19.0,8,1.2777778,10.94,0.75,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,19:00.0,0908b7c8-eb9c-4ab0-b4d9-f67bd5ecd299
56159,4,0,108,02:00.0,,,05:08.2,05:08.2,108,1.5,84.24,4.31,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,03:00.0,c48c6f90-9bf2-46b4-b10e-586ceb287756
60000,4,0,116,56:00.0,,,07:04.7,07:04.7,116,1.4900001,89.4,4.64,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,57:00.0,81095003-3b0c-4d6d-ba49-be3da30c4184
17792,4,0,37,15:00.0,,,35:38.7,35:38.7,37,1.6388891,29.16,1.48,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,16:00.0,ae6938a0-7fd9-476f-827e-d75121cd44f8
58108,4,0,107,03:00.0,,,05:08.2,05:08.2,107,1.4166666,82.32,4.28,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,04:00.0,0ca4bbbd-c1c0-4382-9ced-d9c30373340f
54435,4,0,110,16:00.0,,,35:38.8,35:38.8,110,1.5833334,86.19,4.4,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,17:00.0,f2922674-3e18-4b4f-af7d-2db64315a3b4
18511,4,0,34,08:00.0,,,11:02.9,11:02.9,34,1.3888888,25.71,1.33,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,09:00.0,34251426-ae4b-494a-8049-e71238af2e34
60000,4,0,116,57:00.0,,,07:04.8,07:04.8,116,1.4935,89.61,4.64,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,58:00.0,7f8911a8-d18b-4227-9d38-1d73d504936a
46003,4,0,86,04:00.0,,,05:08.3,05:08.3,86,1.4444444,66.45,3.44,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,05:00.0,aa9e6430-c206-40d0-a9e8-c3e2bef13ac6
56340,4,10,101,17:00.0,,,35:38.9,35:38.9,111,1.5555556,87.64,4.76,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,18:00.0,d9323772-efbc-4f02-9d6e-3ba2bc3f8405
7770,4,0,15,46:00.0,,,55:17.5,55:17.5,15,1.4722222,11.44,0.53,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,47:00.0,3eec44f5-7c86-4064-976b-52b947f3475a
60000,4,0,108,41:00.0,,,50:33.5,50:33.5,108,1.3509998,81.06,4.32,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,42:00.0,df2c334a-3313-4062-8ad2-b7c748cd3cce
60000,4,0,117,58:00.0,,,07:05.0,07:05.0,117,1.496,89.76,4.68,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,59:00.0,38ea469a-5ac6-4eb7-949c-f017ef7f193e
34821,4,0,65,05:00.0,,,05:59.8,05:08.3,65,1.4312979,49.83998,2.5699987,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,06:00.0,1a212a7c-27dd-4673-8e54-b342c8ea7ab9
60000,4,0,106,42:00.0,,,50:33.5,50:33.5,106,1.329,79.74,4.24,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,43:00.0,3d26d1b8-7b2e-4a20-b8b1-1690b62495cb
58343,4,0,109,06:00.0,,,15:18.1,06:00.3,109,1.4474622,84.450005,4.36,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,07:00.0,d9f4069d-00bb-4590-92bc-2db759b25046
60000,4,0,118,59:00.0,,,07:05.2,07:05.2,118,1.5175002,91.05,4.72,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,00:00.0,3c97c17d-3354-4a0f-9451-1d77563921aa
60000,4,0,105,43:00.0,,,50:33.8,50:33.8,105,1.3125,78.75,4.2,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,44:00.0,744422f1-1915-4977-a557-8574d60ef30d
57883,4,0,108,07:00.0,,,15:18.2,15:18.2,108,1.4444444,83.61,4.31,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,08:00.0,30ab8331-390d-42cd-9454-bd9f28c8d5ba
60000,4,0,114,00:00.0,,,07:05.3,07:05.3,114,1.451,87.06,4.55,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,01:00.0,8c3e5e74-3841-4e04-9fd4-10a2d1cefd89
60000,4,0,108,08:00.0,,,15:18.3,15:18.3,108,1.35,81,4.32,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,09:00.0,22815db1-b5c7-4033-bc4b-34f2403b35a3
56054,4,0,104,18:00.0,,,35:38.9,35:38.9,104,1.4166666,79.41,4.16,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,19:00.0,dc9f6f25-857b-40db-858d-668e2b995656
56016,4,0,102,01:00.0,,,07:05.4,07:05.4,102,1.3888888,77.8,4.05,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,02:00.0,802f1273-8249-42da-906b-65b9f5d7f1e3
57260,4,0,111,19:00.0,,,35:39.0,35:39.0,111,1.5,85.89,4.39,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,20:00.0,afc26dcf-85b8-419e-aa1b-1969e9c280ab
60000,4,0,107,09:00.0,,,15:18.3,15:18.3,107,1.345,80.7,4.27,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,10:00.0,e9cb295b-9b4a-4f9f-8840-236c561cadd4
10292,4,11,27,48:00.0,,,55:17.6,55:17.6,38,5.2222223,53.75,3.24,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,49:00.0,0361f0fc-5542-4df5-8b69-5992fad4dbaf
59940,4,0,109,10:00.0,,,15:18.4,15:18.4,109,1.3888888,83.25,4.35,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,11:00.0,47240534-0f75-49af-b000-d62a358a0c0f
60000,4,0,112,02:00.0,,,07:05.6,07:05.6,112,1.4194999,85.17,4.48,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,03:00.0,4d786318-670f-4477-b557-967b55fdadf6
55820,4,0,108,20:00.0,,,35:39.0,35:39.0,108,1.5,83.73,4.3,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,21:00.0,037505ea-3885-4567-abba-1d68e4d14620
60000,4,0,106,44:00.0,,,50:33.9,50:33.9,106,1.325,79.5,4.24,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,45:00.0,022aa67b-1a2e-46ef-879a-5f1b7fa7ea2a
55243,4,0,105,11:00.0,,,15:18.4,15:18.4,105,1.4722222,81.33,4.2,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,12:00.0,c6b25fb4-0462-4242-8c79-c4434fb82546
6751,4,5,18,49:00.0,,,55:17.6,55:17.6,23,5,33.76,2.06,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,50:00.0,ac62b01b-b8ca-487d-9c27-a352200e829b
55266,4,0,104,12:00.0,,,15:18.5,15:18.5,104,1.4444444,79.83,4.16,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,13:00.0,8e36f1c3-e095-446c-9b0b-703a68d663a1
55895,4,0,107,21:00.0,,,35:39.1,35:39.1,107,1.4722222,82.29,4.27,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,22:00.0,fd8298ab-97bf-4b61-b42c-08832446c0f1
56326,4,0,106,13:00.0,,,15:18.5,15:18.5,106,1.4444444,81.36,4.24,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,14:00.0,9fbf7e43-8d6c-4023-a380-c8dd2421ec4d
8301,4,8,26,50:00.0,,,55:17.7,55:17.7,34,6.0555563,50.27,3.08,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,51:00.0,562fdec4-1937-4df6-b862-0e7f02c4fde9
60000,4,0,114,03:00.0,,,07:05.9,07:05.9,114,1.4384999,86.31,4.56,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,04:00.0,05eb7e81-46b9-48f2-8210-97ef8be1231a
54231,4,0,108,22:00.0,,,35:52.6,35:52.6,108,1.5555556,84.36,4.27,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,23:00.0,79a11a9e-cdb1-4e35-be5f-3eeae4b42d54
54781,4,0,104,14:00.0,,,15:18.6,15:18.6,104,1.4722222,80.65,4.13,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,15:00.0,c46707e2-9402-4616-94ed-13584fca6650
60000,4,0,107,45:00.0,,,50:34.0,50:34.0,107,1.3375,80.25,4.28,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,46:00.0,955f21ba-7ddd-4b4d-b1bb-09e88b08c088
60000,4,0,114,04:00.0,,,07:06.0,07:06.0,114,1.4525,87.15,4.56,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,05:00.0,08f6333d-0a72-42e2-b8c5-97ab73844d8f
42914,4,0,81,15:00.0,,,34:26.9,34:26.9,81,1.4722222,63.18,3.23,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,16:00.0,45b511d3-58f6-4aba-92ba-6593d174835d
9991,4,0,23,51:00.0,,,55:17.7,55:17.7,23,2.4722223,24.7,1.32,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,52:00.0,f7106009-e1d1-4492-8c26-ab8718cd7b53
60000,4,0,105,46:00.0,,,50:34.2,50:34.2,105,1.3125,78.75,4.2,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,47:00.0,4835e5a1-dfdb-4174-8215-04e7525aab11
501,4,0,1,09:00.0,,,11:03.0,11:03.0,1,1.5555556,0.78,0.04,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,10:00.0,7d9902c4-842b-4463-9aa8-b50666fcb970
58207,4,0,103,47:00.0,,,50:34.4,50:34.4,103,1.3333334,77.61,4.12,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,48:00.0,69f2b035-a3a3-44ab-8caf-bde8efa33da4
60000,4,0,112,05:00.0,,,07:06.0,07:06.0,112,1.4065,84.39,4.48,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,06:00.0,5457a902-e471-4acc-964a-ca8b0494e8c9
13176,4,0,33,10:00.0,,,11:03.4,11:03.4,33,2.0277777,26.72,1.16,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,11:00.0,80454a45-dd8d-4c08-8b1b-3f94946b7022
2716,4,0,8,53:00.0,,,55:17.8,55:17.8,8,2.8055556,7.62,0.38,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,54:00.0,d3c5a84c-5349-4735-8cc9-716549c1a89b
60000,4,0,108,48:00.0,,,50:34.4,50:34.4,108,1.358,81.48,4.32,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,49:00.0,22831232-d1d2-4e1a-9b96-5cfd4f52ca05
13408,4,0,23,11:00.0,,,13:52.7,11:11.7,23,1.4349337,19.240002,1.02,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,12:00.0,c88345c8-6594-484a-b9c1-07e40d9228b1
60000,4,0,108,49:00.0,,,50:34.5,50:34.5,108,1.3560001,81.36,4.32,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,50:00.0,f42a8996-07c1-42c7-a326-6a58293f5373
5366,4,0,8,54:00.0,,,55:17.8,55:17.8,8,1.1944444,6.41,0.28,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,55:00.0,0a19c599-e4f3-4212-bbe5-077984ede74a
43560,4,0,79,12:00.0,,,13:53.1,13:53.1,79,1.3888888,60.5,3.12,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,13:00.0,ec3f789f-7fae-44c0-8527-cebf1d6bd639
27186,4,0,49,50:00.0,,,50:59.7,50:34.6,49,1.3594877,36.96,1.9199996,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,51:00.0,c7c68e2c-d4fb-45f7-9978-390af314b21a
8067,4,0,17,55:00.0,,,10:27.6,10:27.6,17,1.6944444,13.67,0.62,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,56:00.0,8485635e-9e4a-486e-b476-749d22f6b569
24976,4,0,49,13:00.0,,,14:03.3,13:53.3,49,1.5334252,38.3,1.9199996,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,14:00.0,abcddeb5-ca9a-4402-bcc8-aab4ee02d6bf
55589,4,0,106,23:00.0,,,35:52.8,35:52.8,106,1.4722222,81.84,4.23,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,24:00.0,420dbaf1-f18a-4cf9-896a-70dfaecb31a1
492,4,0,1,14:00.0,,,14:03.4,14:03.4,1,1.5833334,0.78,0.04,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,15:00.0,ab5a5db7-a3b1-4839-bc91-2b3dc6ef71ee
42979,4,0,78,06:00.0,,,07:06.1,07:06.1,78,1.3611112,58.5,3.12,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,07:00.0,b61bef24-5e8e-4fd6-b9fe-841eb2b24a4d
54336,4,0,117,24:00.0,,,35:52.8,35:52.8,117,1.7222222,93.58,4.62,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,25:00.0,efecb35f-0e59-4188-b57b-1fb0ed89e2ae
52654,4,0,112,25:00.0,,,35:52.9,35:52.9,112,1.6944444,89.22,4.43,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,26:00.0,f0e44380-c26f-49e8-8200-4d047263b488
59190,4,0,108,51:00.0,,,54:42.2,51:00.3,108,1.3856874,82.02,4.31,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,52:00.0,7661fd8f-45b3-46e2-9a6c-7454c8a67fe7
6961,4,0,19,17:00.0,,,35:40.7,35:40.7,19,2.2222223,15.47,0.59,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,18:00.0,3a71ab27-4744-48d8-969f-1267a20f3f6d
10488,4,0,20,58:00.0,,,10:27.7,10:27.7,20,1.4444444,15.15,0.73,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,59:00.0,2ca06bc0-37af-4727-85ee-4d24cf077bd2
58069,4,0,115,16:00.0,,,34:27.0,34:27.0,115,1.5555556,90.33,4.59,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,17:00.0,4e028cf0-98a1-433b-99d8-68b507beae11
45084,4,0,95,18:00.0,,,36:54.3,36:54.3,95,1.6666666,75.14,3.7,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,19:00.0,f87f6172-840e-4ab3-9952-6ae33f1d6125
60000,4,0,108,52:00.0,,,54:42.4,54:42.4,108,1.3555001,81.33,4.3,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,53:00.0,ae2d730c-c123-4bcf-967d-919757243214
4289,4,0,9,26:00.0,,,35:52.9,35:52.9,9,1.9722222,8.46,0.46,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,27:00.0,af755be8-5947-4b47-8ac2-daeb674eff8b
7852,4,0,14,59:00.0,,,10:27.9,10:27.9,14,1.3333334,10.47,0.53,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,00:00.0,4169661b-9d3f-4225-8483-ddf2f6f79831
53739,4,0,110,17:00.0,,,34:27.0,34:27.0,110,1.6111112,86.58,4.35,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,18:00.0,d845f376-ee8a-439e-b46c-c2598de3f3ba
29139,4,0,55,19:00.0,,,36:54.3,36:54.3,55,1.4444444,42.09,2.2,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,20:00.0,2c7686e5-498b-4570-a7d1-f821ff6c35eb
17302,4,0,30,27:00.0,,,35:53.0,35:53.0,30,1.3055555,22.59,1.17,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,28:00.0,3f0ac0c5-07fa-4c5c-846d-cd29fb3dc614
60000,4,0,107,53:00.0,,,54:42.7,54:42.7,107,1.3375,80.25,4.28,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,54:00.0,47b80749-39bd-4767-b41b-a0b91965c216
36286,4,0,65,01:00.0,,,10:28.0,10:28.0,65,1.3611109,49.39,2.54,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,02:00.0,768a6401-1e09-4d35-9fa7-f62f9ac5db8d
19040,4,0,37,20:00.0,,,36:54.4,36:54.4,37,1.5277778,29.09,1.42,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,21:00.0,65033d7b-3700-41b0-a062-c917f238a7ad
53466,4,0,106,18:00.0,,,34:27.1,34:27.1,106,1.5555556,83.17,4.14,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,19:00.0,99615b66-ec3a-41c3-b88a-dabb3e8e30cc
60000,4,0,104,02:00.0,,,10:28.1,10:28.1,104,1.3115001,78.69,4.16,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,03:00.0,b789784c-9655-4a10-9297-870e0eba98bc
3217,4,0,7,28:00.0,,,35:53.1,35:53.1,7,1.7777778,5.72,0.24,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,29:00.0,eda28804-8217-4ed4-b891-9af180606bed
54546,4,0,96,54:00.0,,,55:01.2,54:42.7,96,1.3216345,72.09,3.8399992,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,55:00.0,1d6076b6-5da1-4d47-a905-3de108938588
56614,4,0,102,07:00.0,,,14:47.0,07:06.2,102,1.3597311,76.98,4.08,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,08:00.0,fde97fa2-2268-4394-8272-a43d95d11f29
6765,4,0,16,21:00.0,,,36:54.4,36:54.4,16,1.75,11.84,0.58,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,22:00.0,dc96c87b-99a7-4341-b27d-f63c364935fe
55691,4,0,106,19:00.0,,,34:27.2,34:27.2,106,1.4722222,81.99,4.23,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,20:00.0,33497884-0ff5-40f7-ba8d-a5c0072b4580
58524,4,0,100,55:00.0,,,57:08.2,55:04.9,100,1.2820354,75.03,4,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,56:00.0,0858a542-6989-403e-90df-402f463eed04
7987,4,0,17,27:00.0,,,32:47.2,32:47.2,17,1.6388888,13.09,0.61,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,28:00.0,89ab829e-e6cc-4582-935a-700d47a2d2e9
53565,4,17,102,03:00.0,,,10:28.6,10:28.6,119,1.8888888,101.18,5.09,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,04:00.0,d85cdba9-d3d4-4d8f-a329-7dd4adecd4e9
60000,4,0,109,08:00.0,,,14:47.1,14:47.1,109,1.3625,81.75,4.36,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,09:00.0,26102256-2a1c-4c33-a588-f2133fe7de19
46103,4,1,95,20:00.0,,,34:27.8,34:27.8,96,1.6666666,76.84,3.84,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,21:00.0,9e6f47dd-29e3-49d4-be13-2d12d72cf671
60000,4,0,109,56:00.0,,,57:08.3,57:08.3,109,1.3625,81.75,4.36,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,57:00.0,3bfbc7f0-8d0c-48fb-95a5-868bbdbcf7b3
2760,4,0,7,36:00.0,,,42:34.5,42:34.5,7,2.0833333,5.75,0.22,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,37:00.0,a8c386d4-7a91-4e7f-a039-1690186014ab
57045,4,2,102,04:00.0,,,10:28.6,10:28.6,104,1.3888888,79.23,4.15,UTC+0900,fLETIHaUF/,com.sec.android.app.shealth,05:00.0,21cc2deb-0dc4-4b28-b065-42ec22aaacc3
