com.samsung.shealth.activity.day_summary,6200039,2,,,,,,,,,,,,,,,,
step_count,active_time,target,others_time,update_time,create_time,goal,longest_active_time,score,distance,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
257,166720,90,0,00:01.3,00:01.4,-1,60000,2,200.77,8.85,79fd03f9-843f-4e72-968b-cf50cf8c29fe.extra_data.json,fLETIHaUF/,0,com.sec.android.app.shealth,166720,31199999,79fd03f9-843f-4e72-968b-cf50cf8c29fe,1.63382E+12
821,482861,90,0,00:01.2,00:02.1,-1,180000,8,640.43,31.359999,bf6098ce-09b7-4ec6-b41a-07265357888d.extra_data.json,fLETIHaUF/,800,com.sec.android.app.shealth,482061,51899999,bf6098ce-09b7-4ec6-b41a-07265357888d,1.63296E+12
2893,1674325,90,0,00:01.5,00:02.4,-1,420000,30,2289.53,105.05,e57300d8-1310-4cb5-8655-de7cbc9f5101.extra_data.json,fLETIHaUF/,15877,com.sec.android.app.shealth,1658448,40799999,e57300d8-1310-4cb5-8655-de7cbc9f5101,1.63374E+12
67,44155,90,0,35:47.7,00:00.6,-1,22811,0,54.760002,2.52,e62f7d3e-3be1-49fb-8a89-9e679f52c365.extra_data.json,fLETIHaUF/,800,com.sec.android.app.shealth,43355,55440000,e62f7d3e-3be1-49fb-8a89-9e679f52c365,1.63443E+12
3094,1879481,90,0,00:01.2,00:02.3,-1,240000,34,2416.0605,118.21001,275f01ab-1de7-48e1-8838-c97eef8d9498.extra_data.json,fLETIHaUF/,6761,com.sec.android.app.shealth,1872720,39779999,275f01ab-1de7-48e1-8838-c97eef8d9498,1.6346E+12
12521,8081307,90,0,56:23.8,00:02.4,-1,300000,148,10112.754,450.7201,46324e94-0a8a-4145-8b3c-fcb25168b07e.extra_data.json,fLETIHaUF/,82779,com.sec.android.app.shealth,7998528,26880000,46324e94-0a8a-4145-8b3c-fcb25168b07e,1.63348E+12
101,67367,90,0,28:46.8,00:01.2,-1,22678,1,78.340004,3.4499998,5b70458c-47f1-4d34-8590-1e1ed2715e6f.extra_data.json,fLETIHaUF/,0,com.sec.android.app.shealth,67367,44040000,5b70458c-47f1-4d34-8590-1e1ed2715e6f,1.63426E+12
3412,2050535,90,0,34:53.8,00:01.3,-1,240000,36,2741.3503,121.66999,b6586950-d5ae-448e-9e3f-36e1f016c02f.extra_data.json,fLETIHaUF/,40714,com.sec.android.app.shealth,2009821,30300000,b6586950-d5ae-448e-9e3f-36e1f016c02f,1.63365E+12
39,26013,90,0,00:00.7,00:01.7,-1,26013,0,32.64,1.25,df3a3119-10af-4c01-9b1c-3f1008656a67.extra_data.json,fLETIHaUF/,0,com.sec.android.app.shealth,26013,50999999,df3a3119-10af-4c01-9b1c-3f1008656a67,1.63434E+12
4834,2946617,90,0,05:30.6,00:00.6,-1,540000,53,3785.4004,178.41997,490424ff-be9e-4890-886d-46ec25220309.extra_data.json,fLETIHaUF/,13787,com.sec.android.app.shealth,2932830,34980000,490424ff-be9e-4890-886d-46ec25220309,1.63512E+12
2949,1758931,90,0,00:02.1,00:02.3,-1,360000,32,2296.9001,109.51999,db0fff04-13c3-4945-8c52-1862b85c9d2d.extra_data.json,fLETIHaUF/,3200,com.sec.android.app.shealth,1755731,37919999,db0fff04-13c3-4945-8c52-1862b85c9d2d,1.63495E+12
1172,683434,90,0,00:02.3,00:02.0,-1,240000,12,919.23004,41.280003,e9a5d8e4-3b97-4532-9a83-842a1ad42326.extra_data.json,fLETIHaUF/,2000,com.sec.android.app.shealth,681434,47279999,e9a5d8e4-3b97-4532-9a83-842a1ad42326,1.634E+12
3036,1752929,90,0,05:04.3,00:01.5,-1,240000,32,2360.2297,111.56002,57e79fab-f39c-48cb-987d-b303c06e70fd.extra_data.json,fLETIHaUF/,1919,com.sec.android.app.shealth,1751010,39780000,57e79fab-f39c-48cb-987d-b303c06e70fd,1.63477E+12
1056,632699,90,0,00:02.4,00:00.6,-1,180000,11,828.84985,39.74,8cfafd5e-35a2-445b-9c91-8e221ebb164e.extra_data.json,fLETIHaUF/,1200,com.sec.android.app.shealth,631499,36419999,8cfafd5e-35a2-445b-9c91-8e221ebb164e,1.63486E+12
5078,3078817,90,0,00:00.8,00:02.1,-1,2075510,56,3909.59,200.13535,2ed654c6-0708-4cf2-b3fe-bcd850d46fcc.extra_data.json,fLETIHaUF/,0,com.sec.android.app.shealth,3078817,43079999,2ed654c6-0708-4cf2-b3fe-bcd850d46fcc,1.63564E+12
1434,833510,90,0,00:01.3,00:01.3,-1,180000,14,1115.0698,51.570004,ee6fea49-a1dd-4b87-84dd-8f3a82b85a65.extra_data.json,fLETIHaUF/,0,com.sec.android.app.shealth,833510,49019999,ee6fea49-a1dd-4b87-84dd-8f3a82b85a65,1.63417E+12
119,79373,90,0,00:01.0,00:02.4,-1,25346,1,93.76,4.0099998,9af8258f-3f4b-432b-8a38-201bfaa8421c.extra_data.json,fLETIHaUF/,0,com.sec.android.app.shealth,79373,48779999,9af8258f-3f4b-432b-8a38-201bfaa8421c,1.63529E+12
13966,9085014,90,0,16:08.9,00:02.3,-1,300000,167,11132.219,515.4699,5c166261-3d61-4a8c-95db-1eb574afd366.extra_data.json,fLETIHaUF/,73956,com.sec.android.app.shealth,9011058,26940000,5c166261-3d61-4a8c-95db-1eb574afd366,1.63452E+12
5730,3408391,90,0,52:47.4,00:00.9,-1,2449430,62,4463.715,224.13684,ab66fd45-c54c-4cfa-b83c-a2dc87a59afc.extra_data.json,fLETIHaUF/,2800,com.sec.android.app.shealth,3405591,33360000,ab66fd45-c54c-4cfa-b83c-a2dc87a59afc,1.63538E+12
154,102718,90,0,24:47.6,00:02.0,-1,28014,1,116.33001,5.6800003,f56070f5-6261-42e0-b605-17869e0a4161.extra_data.json,fLETIHaUF/,0,com.sec.android.app.shealth,102718,47280000,f56070f5-6261-42e0-b605-17869e0a4161,1.63547E+12
5475,3424229,90,0,00:02.8,00:01.7,-1,2654482,63,4237.209,217.07132,08bba485-aecc-42cb-99de-500f5adb6904.extra_data.json,fLETIHaUF/,4031,com.sec.android.app.shealth,3420198,36299999,08bba485-aecc-42cb-99de-500f5adb6904,1.63616E+12
7234,4375816,90,0,32:18.1,00:01.1,-1,240000,80,5612.74,268.3799,1b8f3eec-3c23-431a-9537-aa4b5e9e6d2b.extra_data.json,fLETIHaUF/,2800,com.sec.android.app.shealth,4373016,34140000,1b8f3eec-3c23-431a-9537-aa4b5e9e6d2b,1.63469E+12
1127,672096,90,0,00:00.8,00:02.0,-1,300000,12,870.52997,42.059998,2c36b72c-7274-46fc-84d1-4594f9affc4e.extra_data.json,fLETIHaUF/,0,com.sec.android.app.shealth,672096,40799999,2c36b72c-7274-46fc-84d1-4594f9affc4e,1.63503E+12
215,142871,90,0,00:01.9,00:01.9,-1,26013,2,188.18,9.27,a49e7531-046c-4de0-8e3a-e26de02e280a.extra_data.json,fLETIHaUF/,800,com.sec.android.app.shealth,142071,46379999,a49e7531-046c-4de0-8e3a-e26de02e280a,1.63581E+12
6575,3939262,90,0,21:37.8,00:02.1,-1,2991773,72,5136.014,248.08815,8654c274-d65c-4390-893f-21278d86f2a1.extra_data.json,fLETIHaUF/,11150,com.sec.android.app.shealth,3928112,34140000,8654c274-d65c-4390-893f-21278d86f2a1,1.63598E+12
3717,2150721,90,0,00:02.5,00:01.2,-1,480000,38,2910.82,138.18001,cb361d55-13e8-49e3-a73d-639ddb091276.extra_data.json,fLETIHaUF/,19486,com.sec.android.app.shealth,2131235,46319999,cb361d55-13e8-49e3-a73d-639ddb091276,1.63521E+12
4169,2417955,90,0,09:48.0,00:01.8,-1,1565296,44,3240.731,152.76003,f8abb327-4e3c-4559-bb43-d824f66a94f3.extra_data.json,fLETIHaUF/,1200,com.sec.android.app.shealth,2416755,32460000,f8abb327-4e3c-4559-bb43-d824f66a94f3,1.6359E+12
5789,3389095,90,0,19:40.1,00:01.0,-1,420000,61,4539.4897,206.15999,55560e2d-4e00-4e3f-a9bf-9cce8d17b340.extra_data.json,fLETIHaUF/,35798,com.sec.android.app.shealth,3353297,33900000,55560e2d-4e00-4e3f-a9bf-9cce8d17b340,1.63555E+12
8004,4579917,90,0,12:48.8,00:01.4,-1,1702496,83,6296.856,323.72348,abc8face-bbb1-4d16-97f5-cbf069683fc0.extra_data.json,fLETIHaUF/,22000,com.sec.android.app.shealth,4557917,35760000,abc8face-bbb1-4d16-97f5-cbf069683fc0,1.6365E+12
5418,3169383,90,0,17:52.3,00:00.6,-1,3036784,57,4217.529,196.772,45314076-896b-45cb-b985-87b22b2aac12.extra_data.json,fLETIHaUF/,400,com.sec.android.app.shealth,3168983,36360000,45314076-896b-45cb-b985-87b22b2aac12,1.63572E+12
126,84042,90,0,58:34.8,00:01.5,-1,32683,1,102.28999,4.98,ca7e36f8-a49e-406e-bb59-90cffea7a637.extra_data.json,fLETIHaUF/,0,com.sec.android.app.shealth,84042,49260000,ca7e36f8-a49e-406e-bb59-90cffea7a637,1.63633E+12
4414,2577775,90,0,00:02.1,00:00.9,-1,2434995,46,3408.2034,177.06117,f8c05a9b-d299-4e65-ae3b-d076ef9e377b.extra_data.json,fLETIHaUF/,2000,com.sec.android.app.shealth,2575775,43559999,f8c05a9b-d299-4e65-ae3b-d076ef9e377b,1.63668E+12
2294,1365831,90,0,00:02.2,00:02.1,-1,240000,24,1814.2898,92.59,1482fdf0-46f3-46c7-8fcb-7cd44f98e396.extra_data.json,fLETIHaUF/,10642,com.sec.android.app.shealth,1355189,38519999,1482fdf0-46f3-46c7-8fcb-7cd44f98e396,1.63702E+12
146,97382,90,0,00:01.6,00:01.3,-1,28681,1,114.159996,5.4799995,45647d73-9cbd-4d72-84b8-1ac048667ee1.extra_data.json,fLETIHaUF/,0,com.sec.android.app.shealth,97382,50699999,45647d73-9cbd-4d72-84b8-1ac048667ee1,1.63642E+12
4326,2686481,90,0,00:01.6,00:02.6,-1,2344833,48,3329.4436,175.70766,28e11084-1826-4a96-9af2-dd4c545a4d40.extra_data.json,fLETIHaUF/,4400,com.sec.android.app.shealth,2682081,38759999,28e11084-1826-4a96-9af2-dd4c545a4d40,1.63624E+12
6119,3583471,90,0,16:08.1,00:01.3,-1,1991134,65,4799.294,225.48149,c2072eca-cdae-46c1-9880-20d443eb136c.extra_data.json,fLETIHaUF/,37292,com.sec.android.app.shealth,3546179,40020000,c2072eca-cdae-46c1-9880-20d443eb136c,1.63607E+12
1425,852449,90,0,00:02.6,00:02.0,-1,240000,14,1143.37,59.06,f420ad79-15ad-4a30-b2ff-d61e35eee5c8.extra_data.json,fLETIHaUF/,17865,com.sec.android.app.shealth,834584,44519999,f420ad79-15ad-4a30-b2ff-d61e35eee5c8,1.63685E+12
3101,1990529,90,0,33:13.5,00:01.1,-1,180000,36,2450.0605,120.8,8829d71b-cc4c-42cb-9de7-41592c1afd50.extra_data.json,fLETIHaUF/,5200,com.sec.android.app.shealth,1985329,29100000,8829d71b-cc4c-42cb-9de7-41592c1afd50,1.63719E+12
2937,1700442,90,0,36:15.1,00:02.2,-1,240000,31,2286.0403,116.28,c669185f-9fc2-4911-a8c0-9bffc80120f4.extra_data.json,fLETIHaUF/,2800,com.sec.android.app.shealth,1697642,35220000,c669185f-9fc2-4911-a8c0-9bffc80120f4,1.63754E+12
11498,6774082,90,0,00:02.5,00:02.3,-1,1653429,124,8880.039,463.06403,e736a4d8-b228-4a8c-ac97-8cc9eeb84d2a.extra_data.json,fLETIHaUF/,8531,com.sec.android.app.shealth,6765551,38519999,e736a4d8-b228-4a8c-ac97-8cc9eeb84d2a,1.63737E+12
8545,4990616,90,0,15:41.5,00:02.0,-1,4099256,92,6561.0776,342.75418,2c0f7718-ae9a-4ef1-906e-a5fe715e571b.extra_data.json,fLETIHaUF/,615,com.sec.android.app.shealth,4990001,34200000,2c0f7718-ae9a-4ef1-906e-a5fe715e571b,1.63659E+12
5913,3511812,90,0,00:02.2,00:02.3,-1,1716265,64,4671.4023,240.47667,c94c1757-4f69-44fa-bbb5-456e494d12f7.extra_data.json,fLETIHaUF/,5433,com.sec.android.app.shealth,3506379,49259999,c94c1757-4f69-44fa-bbb5-456e494d12f7,1.63693E+12
4885,2872509,90,0,56:34.2,00:01.9,-1,2122849,52,3803.3564,196.38731,ae7aed64-5830-458b-a1dc-76a52dd8adb8.extra_data.json,fLETIHaUF/,6085,com.sec.android.app.shealth,2866424,36480000,ae7aed64-5830-458b-a1dc-76a52dd8adb8,1.63771E+12
10904,6661096,90,0,27:51.0,00:01.9,-1,2653320,123,8427.387,436.16055,87649114-d492-4dd4-a9b4-abcf5a154b51.extra_data.json,fLETIHaUF/,127,com.sec.android.app.shealth,6660969,40260000,87649114-d492-4dd4-a9b4-abcf5a154b51,1.63676E+12
1043,636805,90,0,57:28.7,00:01.8,-1,180000,11,788.9501,41.339996,408f47f9-5706-4181-8323-31405791ca3a.extra_data.json,fLETIHaUF/,0,com.sec.android.app.shealth,636805,40440000,408f47f9-5706-4181-8323-31405791ca3a,1.63806E+12
10413,6379050,90,0,55:19.7,00:01.2,-1,2944173,117,7859.6587,414.9437,3fd3133c-6307-4a5e-8a0d-97b742df763d.extra_data.json,fLETIHaUF/,0,com.sec.android.app.shealth,6379050,34380000,3fd3133c-6307-4a5e-8a0d-97b742df763d,1.63788E+12
2293,1504098,90,0,35:55.3,00:02.1,-1,120000,27,1821.1901,90.26,6860dd08-5cd3-4a33-98d9-2a313aa9e476.extra_data.json,fLETIHaUF/,800,com.sec.android.app.shealth,1503298,26520000,6860dd08-5cd3-4a33-98d9-2a313aa9e476,1.63711E+12
2392,1378073,90,0,55:47.5,00:02.4,-1,480000,24,1887.3799,95.25999,52a95173-9c82-4d26-a80d-0f6c42e1a32a.extra_data.json,fLETIHaUF/,7320,com.sec.android.app.shealth,1370753,39600000,52a95173-9c82-4d26-a80d-0f6c42e1a32a,1.63745E+12
2663,1572305,90,0,53:33.5,00:01.3,-1,240000,28,2085.03,108.3,f53fdbed-0cf5-4234-aa42-6c3cc3c3eaca.extra_data.json,fLETIHaUF/,2736,com.sec.android.app.shealth,1569569,33840000,f53fdbed-0cf5-4234-aa42-6c3cc3c3eaca,1.63823E+12
6183,3816347,90,0,07:50.8,00:01.2,-1,1506884,70,4777.3945,244.66202,08195ecb-8a27-4dcb-8bce-531268e01442.extra_data.json,fLETIHaUF/,6211,com.sec.android.app.shealth,3810136,32880000,08195ecb-8a27-4dcb-8bce-531268e01442,1.63728E+12
1912,1124172,90,0,57:59.2,00:01.8,-1,240000,20,1492.3,76.6,a456ac51-1fab-40be-8336-29aee42e5951.extra_data.json,fLETIHaUF/,7588,com.sec.android.app.shealth,1116584,38520000,a456ac51-1fab-40be-8336-29aee42e5951,1.63858E+12
7180,4322758,90,0,00:01.2,00:02.1,-1,2171868,78,5618.762,285.28598,525f61cd-b147-4c80-8a99-4a98741c1b3e.extra_data.json,fLETIHaUF/,9823,com.sec.android.app.shealth,4312935,32759999,525f61cd-b147-4c80-8a99-4a98741c1b3e,1.6384E+12
14305,8286107,90,0,17:31.8,00:02.3,-1,2592328,152,11069.513,572.4801,21c09d10-94b8-4ff3-b49a-c90f4df564c6.extra_data.json,fLETIHaUF/,25091,com.sec.android.app.shealth,8261016,34800000,21c09d10-94b8-4ff3-b49a-c90f4df564c6,1.63763E+12
3221,1929641,90,0,55:51.7,00:01.7,-1,180000,34,2529.1602,126.69,4f2990a9-332a-44e2-9382-cf909d854bd6.extra_data.json,fLETIHaUF/,12397,com.sec.android.app.shealth,1917244,34200000,4f2990a9-332a-44e2-9382-cf909d854bd6,1.63797E+12
6571,3976219,90,0,20:11.9,00:01.4,-1,360000,72,5148.208,266.70004,84df518c-55d8-4333-b92f-37c276772f22.extra_data.json,fLETIHaUF/,16951,com.sec.android.app.shealth,3959268,34020000,84df518c-55d8-4333-b92f-37c276772f22,1.63875E+12
6274,3919341,90,0,00:01.4,00:02.2,-1,1683078,72,4927.3804,252.79936,6e334cdc-81d7-4b5a-b25e-6665ce25ba36.extra_data.json,fLETIHaUF/,13997,com.sec.android.app.shealth,3905344,43859999,6e334cdc-81d7-4b5a-b25e-6665ce25ba36,1.6378E+12
4070,2391481,90,0,36:51.9,00:01.9,-1,540000,43,3151.4497,161.70995,12529a4d-ca7d-4ed0-b9ab-4ac61f117200.extra_data.json,fLETIHaUF/,9744,com.sec.android.app.shealth,2381737,37320000,12529a4d-ca7d-4ed0-b9ab-4ac61f117200,1.63909E+12
3714,2221008,90,0,23:36.9,00:01.0,-1,300000,40,2890.2004,147.37999,b63d9b3e-abb6-49fa-8b27-2a958903e486.extra_data.json,fLETIHaUF/,15289,com.sec.android.app.shealth,2205719,37440000,b63d9b3e-abb6-49fa-8b27-2a958903e486,1.63849E+12
4770,2932138,90,0,38:27.4,00:02.0,-1,300000,53,3724.29,189.01003,7745f761-2a43-4684-a380-3fc2ce5e2bab.extra_data.json,fLETIHaUF/,2000,com.sec.android.app.shealth,2930138,39000000,7745f761-2a43-4684-a380-3fc2ce5e2bab,1.63927E+12
15179,9048856,90,0,55:27.1,00:01.1,-1,2870385,166,11590.342,609.5666,1eb02299-9627-4456-8658-60b77915f4d7.extra_data.json,fLETIHaUF/,28304,com.sec.android.app.shealth,9020552,34200000,1eb02299-9627-4456-8658-60b77915f4d7,1.63892E+12
2029,1188737,90,0,00:01.1,00:01.5,-1,240000,21,1550.9598,80.18,07cf762a-a1a0-45ae-b1f6-4b37f49bb560.extra_data.json,fLETIHaUF/,1200,com.sec.android.app.shealth,1187537,44699999,07cf762a-a1a0-45ae-b1f6-4b37f49bb560,1.63961E+12
2615,1575641,90,0,00:02.0,00:01.4,-1,300000,28,1992.58,102.96999,61920d4b-67a0-4f9c-80c4-d3e8f8209818.extra_data.json,fLETIHaUF/,0,com.sec.android.app.shealth,1575641,45599999,61920d4b-67a0-4f9c-80c4-d3e8f8209818,1.63901E+12
1758,1044919,90,0,23:05.8,00:02.1,-1,360000,18,1396.45,69.91999,8dc9513e-3274-4418-aadf-9eff0e8b094e.extra_data.json,fLETIHaUF/,10462,com.sec.android.app.shealth,1034457,31980000,8dc9513e-3274-4418-aadf-9eff0e8b094e,1.63979E+12
2904,1754307,90,0,17:01.2,00:01.8,-1,360000,32,2237.05,115.73998,cb307c33-931e-481d-a111-1e923ca3207d.extra_data.json,fLETIHaUF/,1575,com.sec.android.app.shealth,1752732,36180000,cb307c33-931e-481d-a111-1e923ca3207d,1.63944E+12
2850,1788666,90,0,15:12.3,00:02.2,-1,300000,32,2206.3804,113.66004,10bbf443-cb20-4b23-98ff-81f0d54b93ed.extra_data.json,fLETIHaUF/,3181,com.sec.android.app.shealth,1785485,35640000,10bbf443-cb20-4b23-98ff-81f0d54b93ed,1.63814E+12
1592,970912,90,0,00:02.2,00:01.3,-1,300000,17,1244.36,62.410004,1d662514-33e5-4e0a-87c2-9f311eaf54b8.extra_data.json,fLETIHaUF/,1434,com.sec.android.app.shealth,969478,38159999,1d662514-33e5-4e0a-87c2-9f311eaf54b8,1.63832E+12
11309,7217801,90,0,00:01.6,00:01.7,-1,3302731,133,8620.949,450.8416,975a4611-f1a8-46ef-8cae-f8fc6ef4b632.extra_data.json,fLETIHaUF/,5285,com.sec.android.app.shealth,7212516,35879999,975a4611-f1a8-46ef-8cae-f8fc6ef4b632,1.63953E+12
7764,4681103,90,0,36:03.6,00:01.0,-1,4204289,86,5988.2163,311.08932,f5396948-8fe3-4ea6-9f22-658fe0ff26d6.extra_data.json,fLETIHaUF/,400,com.sec.android.app.shealth,4680703,38460000,f5396948-8fe3-4ea6-9f22-658fe0ff26d6,1.63866E+12
7696,4643033,90,0,24:11.0,00:01.3,-1,2912180,85,6035.4224,309.3267,e9780224-ba6a-49ab-bdfd-8cc7552f8ab4.extra_data.json,fLETIHaUF/,12602,com.sec.android.app.shealth,4630431,34920000,e9780224-ba6a-49ab-bdfd-8cc7552f8ab4,1.63884E+12
7575,4574541,90,0,00:02.1,00:01.8,-1,1928141,84,5784.6426,304.70282,aa61403e-3add-4e7c-b06b-01f101c5e956.extra_data.json,fLETIHaUF/,0,com.sec.android.app.shealth,4574541,42539999,aa61403e-3add-4e7c-b06b-01f101c5e956,1.63918E+12
1352,808164,90,0,00:02.2,00:01.1,-1,180000,14,1055.3798,53.77,7821444a-e2b9-44e8-bea8-528dd3dcb282.extra_data.json,fLETIHaUF/,355,com.sec.android.app.shealth,807809,33239999,7821444a-e2b9-44e8-bea8-528dd3dcb282,1.6397E+12
13911,8091214,90,0,05:42.8,00:01.6,-1,3004000,148,10693.2,556.3313,03081a8c-f8b6-48a0-bfdd-cb6217f89360.extra_data.json,fLETIHaUF/,719,com.sec.android.app.shealth,8090495,28020000,03081a8c-f8b6-48a0-bfdd-cb6217f89360,1.63935E+12
