com.samsung.shealth.tracker.pedometer_day_summary,6200039,5,,,,,,,,,,,,,,,,
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
2630,6a12d878-70a3-4cef-a986-e8be5d9ae45f.binning_data.json,1599424,6000,0,05:14.6,com.sec.android.app.shealth,00:01.2,,1.2391874,1981.9873,93.60724,2630,NooOiVctGC,com.sec.android.app.shealth,0,6a12d878-70a3-4cef-a986-e8be5d9ae45f.achievement.json,6a12d878-70a3-4cef-a986-e8be5d9ae45f,1.62873E+12
1217,28c0f4a6-b278-4869-8727-e77db3f8bb00.binning_data.json,606920,6000,47,03:28.9,com.sec.android.app.shealth,03:28.9,,1.6074437,975.58997,43.49,1170,fLETIHaUF/,com.sec.android.app.shealth,0,28c0f4a6-b278-4869-8727-e77db3f8bb00.achievement.json,28c0f4a6-b278-4869-8727-e77db3f8bb00,1.62968E+12
2037,c559f386-adf7-491c-8f41-702181e6993a.binning_data.json,2279999,6000,0,43:53.0,com.sec.android.app.shealth,43:53.0,,0.68766254,1567.8706,71.31186,2037,GzaRnrgqFB,com.sec.android.app.shealth,0,c559f386-adf7-491c-8f41-702181e6993a.achievement.json,c559f386-adf7-491c-8f41-702181e6993a,1.6295E+12
1592,afbeb00b-b6dc-4f82-8a93-98cf040447c6.binning_data.json,1998199,6000,9,40:16.7,com.sec.android.app.shealth,21:01.0,afbeb00b-b6dc-4f82-8a93-98cf040447c6.source_info.json,0.61300206,1224.9004,56.744324,1583,VfS0qUERdZ,com.sec.android.app.shealth,0,afbeb00b-b6dc-4f82-8a93-98cf040447c6.achievement.json,afbeb00b-b6dc-4f82-8a93-98cf040447c6,1.62881E+12
1896,da024242-c04c-4c6f-aeb6-c26c80cadb11.binning_data.json,994231,6000,6,35:36.2,com.sec.android.app.shealth,35:25.8,da024242-c04c-4c6f-aeb6-c26c80cadb11.source_info.json,1.4912931,1482.6901,67.63999,1890,VfS0qUERdZ,com.sec.android.app.shealth,0,da024242-c04c-4c6f-aeb6-c26c80cadb11.achievement.json,da024242-c04c-4c6f-aeb6-c26c80cadb11,1.62976E+12
2713,6d2fda8c-e588-4277-88c4-23927e99fba9.binning_data.json,2105482,6000,0,50:09.3,com.sec.android.app.shealth,07:07.2,6d2fda8c-e588-4277-88c4-23927e99fba9.source_info.json,0.97230107,2047.1631,96.499084,2713,VfS0qUERdZ,com.sec.android.app.shealth,0,6d2fda8c-e588-4277-88c4-23927e99fba9.achievement.json,6d2fda8c-e588-4277-88c4-23927e99fba9,1.62873E+12
354,6a5d9571-046f-4073-a682-e684b6e033b5.binning_data.json,206198,6000,1,00:02.1,com.sec.android.app.shealth,00:02.1,,1.3459802,277.53906,12.665344,353,NooOiVctGC,com.sec.android.app.shealth,0,6a5d9571-046f-4073-a682-e684b6e033b5.achievement.json,6a5d9571-046f-4073-a682-e684b6e033b5,1.62924E+12
480,c2c02e33-c00a-4ac8-8ff2-1a154ab6f642.binning_data.json,234689,6000,9,00:02.2,com.sec.android.app.shealth,00:02.2,,1.6849517,395.44,17.75,471,fLETIHaUF/,com.sec.android.app.shealth,0,c2c02e33-c00a-4ac8-8ff2-1a154ab6f642.achievement.json,c2c02e33-c00a-4ac8-8ff2-1a154ab6f642,1.62994E+12
1896,5f666494-cc07-4862-bc5b-06ae5f0c295d.binning_data.json,994231,6000,6,00:01.1,com.sec.android.app.shealth,00:01.1,,1.4912931,1482.6901,67.63999,1890,fLETIHaUF/,com.sec.android.app.shealth,0,5f666494-cc07-4862-bc5b-06ae5f0c295d.achievement.json,5f666494-cc07-4862-bc5b-06ae5f0c295d,1.62976E+12
3562,c6208d7c-edc3-473a-a845-400d545f2d0b.binning_data.json,1867382,6000,36,00:02.0,com.sec.android.app.shealth,00:02.0,,1.4904763,2783.29,126.869995,3526,fLETIHaUF/,com.sec.android.app.shealth,0,c6208d7c-edc3-473a-a845-400d545f2d0b.achievement.json,c6208d7c-edc3-473a-a845-400d545f2d0b,1.62985E+12
2317,6fe718f4-05a1-4d30-93b3-4b105c636c3c.binning_data.json,1239508,6000,0,43:47.2,com.sec.android.app.shealth,43:47.2,,1.4401361,1785.0605,81.48131,2317,fLETIHaUF/,com.sec.android.app.shealth,0,6fe718f4-05a1-4d30-93b3-4b105c636c3c.achievement.json,6fe718f4-05a1-4d30-93b3-4b105c636c3c,1.6295E+12
1697,83ee0e82-688f-4434-a42c-92978b6f6bc9.binning_data.json,858489,6000,65,55:49.5,com.sec.android.app.shealth,35:25.6,83ee0e82-688f-4434-a42c-92978b6f6bc9.source_info.json,1.5682544,1346.33,60.95,1632,VfS0qUERdZ,com.sec.android.app.shealth,0,83ee0e82-688f-4434-a42c-92978b6f6bc9.achievement.json,83ee0e82-688f-4434-a42c-92978b6f6bc9,1.63002E+12
15,a168a42a-ad1c-481f-9146-443d360e1537.binning_data.json,6495,6000,0,00:02.9,com.sec.android.app.shealth,00:02.9,,1.9722222,12.81,0.53,15,fLETIHaUF/,com.sec.android.app.shealth,0,a168a42a-ad1c-481f-9146-443d360e1537.achievement.json,a168a42a-ad1c-481f-9146-443d360e1537,1.6302E+12
1697,8ad4f71b-fed6-43dc-8579-76102b452b2f.binning_data.json,858489,6000,65,00:01.9,com.sec.android.app.shealth,00:01.9,,1.5682544,1346.33,60.95,1632,fLETIHaUF/,com.sec.android.app.shealth,0,8ad4f71b-fed6-43dc-8579-76102b452b2f.achievement.json,8ad4f71b-fed6-43dc-8579-76102b452b2f,1.63002E+12
1217,dcaecb53-fc81-4647-9a80-ac85c68e89c7.binning_data.json,606920,6000,47,34:19.6,com.sec.android.app.shealth,15:55.8,dcaecb53-fc81-4647-9a80-ac85c68e89c7.source_info.json,1.6074437,975.58997,43.49,1170,VfS0qUERdZ,com.sec.android.app.shealth,0,dcaecb53-fc81-4647-9a80-ac85c68e89c7.achievement.json,dcaecb53-fc81-4647-9a80-ac85c68e89c7,1.62968E+12
3562,45d85614-867b-4d25-bccd-dc8dc7fedfec.binning_data.json,1867382,6000,36,57:23.6,com.sec.android.app.shealth,23:33.2,45d85614-867b-4d25-bccd-dc8dc7fedfec.source_info.json,1.4904763,2783.29,126.869995,3526,VfS0qUERdZ,com.sec.android.app.shealth,0,45d85614-867b-4d25-bccd-dc8dc7fedfec.achievement.json,45d85614-867b-4d25-bccd-dc8dc7fedfec,1.62985E+12
2317,f421b9d3-9ac6-4e03-9746-f41351b8a3f3.binning_data.json,1151389,6000,153,00:05.9,com.sec.android.app.shealth,00:05.9,,1.637143,1884.99,83.19,2164,fLETIHaUF/,com.sec.android.app.shealth,0,f421b9d3-9ac6-4e03-9746-f41351b8a3f3.achievement.json,f421b9d3-9ac6-4e03-9746-f41351b8a3f3,1.63054E+12
3706,e6045ec5-e3fe-4d8e-b2c6-dca3d37fbe1d.binning_data.json,1827470,6000,62,00:55.3,com.sec.android.app.shealth,00:55.3,,1.6504174,3016.09,136.15,3644,fLETIHaUF/,com.sec.android.app.shealth,0,e6045ec5-e3fe-4d8e-b2c6-dca3d37fbe1d.achievement.json,e6045ec5-e3fe-4d8e-b2c6-dca3d37fbe1d,1.63028E+12
8405,d6da1f64-d136-4449-bbd6-a4b415824b52.binning_data.json,4308917,6000,146,01:23.4,com.sec.android.app.shealth,01:23.4,,1.5296395,6591.09,293.37,8259,fLETIHaUF/,com.sec.android.app.shealth,0,d6da1f64-d136-4449-bbd6-a4b415824b52.achievement.json,d6da1f64-d136-4449-bbd6-a4b415824b52,1.63011E+12
3706,37abd8f9-3277-4241-8715-413e98878f0c.binning_data.json,1827470,6000,62,55:44.8,com.sec.android.app.shealth,53:39.8,37abd8f9-3277-4241-8715-413e98878f0c.source_info.json,1.6504174,3016.09,136.15,3644,VfS0qUERdZ,com.sec.android.app.shealth,0,37abd8f9-3277-4241-8715-413e98878f0c.achievement.json,37abd8f9-3277-4241-8715-413e98878f0c,1.63028E+12
1498,053d8b5c-9f5c-4125-8b00-b30f0cbcacb0.binning_data.json,700638,6000,154,00:01.7,com.sec.android.app.shealth,00:01.7,,1.7834454,1249.55,57.920002,1344,fLETIHaUF/,com.sec.android.app.shealth,0,053d8b5c-9f5c-4125-8b00-b30f0cbcacb0.achievement.json,053d8b5c-9f5c-4125-8b00-b30f0cbcacb0,1.6308E+12
480,7152a6f4-a4c5-47ee-ab66-2c1bbee07b70.binning_data.json,234689,6000,9,39:16.7,com.sec.android.app.shealth,35:19.4,7152a6f4-a4c5-47ee-ab66-2c1bbee07b70.source_info.json,1.6849517,395.44,17.75,471,VfS0qUERdZ,com.sec.android.app.shealth,0,7152a6f4-a4c5-47ee-ab66-2c1bbee07b70.achievement.json,7152a6f4-a4c5-47ee-ab66-2c1bbee07b70,1.62994E+12
312,4517f74d-0bfe-4bca-8c89-6f1e109a63b1.binning_data.json,164657,6000,2,00:02.0,com.sec.android.app.shealth,00:02.0,,1.579885,260.14,12.73,310,fLETIHaUF/,com.sec.android.app.shealth,0,4517f74d-0bfe-4bca-8c89-6f1e109a63b1.achievement.json,4517f74d-0bfe-4bca-8c89-6f1e109a63b1,1.63037E+12
1955,b9430146-7ec6-4ab1-a528-99cec6f1d825.binning_data.json,1029191,6000,45,00:54.0,com.sec.android.app.shealth,00:54.0,,1.4862059,1529.59,74.97,1910,fLETIHaUF/,com.sec.android.app.shealth,0,b9430146-7ec6-4ab1-a528-99cec6f1d825.achievement.json,b9430146-7ec6-4ab1-a528-99cec6f1d825,1.63063E+12
8405,37ba16b2-3bff-4820-ad6d-3acda45a20a3.binning_data.json,4308917,6000,146,56:58.4,com.sec.android.app.shealth,15:07.9,37ba16b2-3bff-4820-ad6d-3acda45a20a3.source_info.json,1.5296395,6591.09,293.37,8259,VfS0qUERdZ,com.sec.android.app.shealth,0,37ba16b2-3bff-4820-ad6d-3acda45a20a3.achievement.json,37ba16b2-3bff-4820-ad6d-3acda45a20a3,1.63011E+12
1955,aa6182cf-a9a2-43ef-ad17-fbed9cc20dbe.binning_data.json,1006188,6000,10,00:18.4,com.sec.android.app.shealth,00:18.4,,1.5287093,1538.17,68.51,1945,fLETIHaUF/,com.sec.android.app.shealth,0,aa6182cf-a9a2-43ef-ad17-fbed9cc20dbe.achievement.json,aa6182cf-a9a2-43ef-ad17-fbed9cc20dbe,1.63071E+12
1955,975a8c5a-800e-49fb-b92e-e83e60c15730.binning_data.json,1029191,6000,45,55:32.7,com.sec.android.app.shealth,35:18.9,975a8c5a-800e-49fb-b92e-e83e60c15730.source_info.json,1.4862059,1529.59,74.97,1910,VfS0qUERdZ,com.sec.android.app.shealth,0,975a8c5a-800e-49fb-b92e-e83e60c15730.achievement.json,975a8c5a-800e-49fb-b92e-e83e60c15730,1.63063E+12
1859,1de295aa-7eb1-4711-abc4-d2ad64e1cf43.binning_data.json,832834,6000,72,00:11.3,com.sec.android.app.shealth,00:11.3,,1.8328135,1526.43,64.05,1787,fLETIHaUF/,com.sec.android.app.shealth,0,1de295aa-7eb1-4711-abc4-d2ad64e1cf43.achievement.json,1de295aa-7eb1-4711-abc4-d2ad64e1cf43,1.63115E+12
770,596f95fb-d749-4283-b513-c014c5b396c0.binning_data.json,370048,6000,17,00:14.5,com.sec.android.app.shealth,00:14.5,,1.7521774,648.39,28.74,753,fLETIHaUF/,com.sec.android.app.shealth,0,596f95fb-d749-4283-b513-c014c5b396c0.achievement.json,596f95fb-d749-4283-b513-c014c5b396c0,1.63089E+12
3641,8df88495-5871-4bb6-a346-b36caef63088.binning_data.json,1857319,6000,2,00:13.3,com.sec.android.app.shealth,00:13.3,,1.5355301,2851.97,123.81,3639,fLETIHaUF/,com.sec.android.app.shealth,0,8df88495-5871-4bb6-a346-b36caef63088.achievement.json,8df88495-5871-4bb6-a346-b36caef63088,1.63106E+12
15,5dae0bee-64cb-4eb9-817c-d4129a7c1b65.binning_data.json,6495,6000,0,55:37.7,com.sec.android.app.shealth,55:37.7,5dae0bee-64cb-4eb9-817c-d4129a7c1b65.source_info.json,1.9722222,12.81,0.53,15,VfS0qUERdZ,com.sec.android.app.shealth,0,5dae0bee-64cb-4eb9-817c-d4129a7c1b65.achievement.json,5dae0bee-64cb-4eb9-817c-d4129a7c1b65,1.6302E+12
1002,063479cd-11c6-4151-bd04-671a5dbe1887.binning_data.json,474541,6000,52,00:50.4,com.sec.android.app.shealth,00:50.4,,1.7238754,818.05,35.28,950,fLETIHaUF/,com.sec.android.app.shealth,0,063479cd-11c6-4151-bd04-671a5dbe1887.achievement.json,063479cd-11c6-4151-bd04-671a5dbe1887,1.6314E+12
312,d80da76b-22b1-42c5-9e5d-6d9dc10a68ba.binning_data.json,164657,6000,2,38:45.3,com.sec.android.app.shealth,05:21.0,d80da76b-22b1-42c5-9e5d-6d9dc10a68ba.source_info.json,1.579885,260.14,12.73,310,VfS0qUERdZ,com.sec.android.app.shealth,0,d80da76b-22b1-42c5-9e5d-6d9dc10a68ba.achievement.json,d80da76b-22b1-42c5-9e5d-6d9dc10a68ba,1.63037E+12
520,38ac2cce-1cc7-4d2d-bfc6-732a0aa15293.binning_data.json,220045,6000,7,00:41.3,com.sec.android.app.shealth,00:41.3,,2.0115354,442.63,18.710001,513,fLETIHaUF/,com.sec.android.app.shealth,0,38ac2cce-1cc7-4d2d-bfc6-732a0aa15293.achievement.json,38ac2cce-1cc7-4d2d-bfc6-732a0aa15293,1.63132E+12
770,8bc550da-dbea-4ed7-ad7e-fe5d983e745f.binning_data.json,370048,6000,17,32:39.2,com.sec.android.app.shealth,55:22.6,8bc550da-dbea-4ed7-ad7e-fe5d983e745f.source_info.json,1.7521774,648.39,28.74,753,VfS0qUERdZ,com.sec.android.app.shealth,0,8bc550da-dbea-4ed7-ad7e-fe5d983e745f.achievement.json,8bc550da-dbea-4ed7-ad7e-fe5d983e745f,1.63089E+12
1921,b8f073b9-a504-4069-b012-10dd0f647b3f.binning_data.json,1011900,6000,2,00:02.0,com.sec.android.app.shealth,00:02.0,,1.4824576,1500.1,69.44,1919,fLETIHaUF/,com.sec.android.app.shealth,0,b8f073b9-a504-4069-b012-10dd0f647b3f.achievement.json,b8f073b9-a504-4069-b012-10dd0f647b3f,1.63123E+12
2317,22e0aa74-8a3d-4771-b241-158c0157b3b4.binning_data.json,1151389,6000,153,36:19.5,com.sec.android.app.shealth,35:50.8,22e0aa74-8a3d-4771-b241-158c0157b3b4.source_info.json,1.637143,1884.99,83.19,2164,VfS0qUERdZ,com.sec.android.app.shealth,0,22e0aa74-8a3d-4771-b241-158c0157b3b4.achievement.json,22e0aa74-8a3d-4771-b241-158c0157b3b4,1.63054E+12
1955,eb864c65-74b7-4bd0-9ba1-8fa8b8630111.binning_data.json,1006188,6000,10,16:02.4,com.sec.android.app.shealth,35:36.1,eb864c65-74b7-4bd0-9ba1-8fa8b8630111.source_info.json,1.5287093,1538.17,68.51,1945,VfS0qUERdZ,com.sec.android.app.shealth,0,eb864c65-74b7-4bd0-9ba1-8fa8b8630111.achievement.json,eb864c65-74b7-4bd0-9ba1-8fa8b8630111,1.63071E+12
4691,b7f97cd4-0fda-4525-9bcf-49aede4da849.binning_data.json,2332474,6000,79,00:02.2,com.sec.android.app.shealth,00:02.2,,1.5963558,3723.46,155.34999,4612,fLETIHaUF/,com.sec.android.app.shealth,0,b7f97cd4-0fda-4525-9bcf-49aede4da849.achievement.json,b7f97cd4-0fda-4525-9bcf-49aede4da849,1.63166E+12
456,7b1061fb-df2b-453c-b93e-71b76765fbc9.binning_data.json,243274,6000,1,00:46.4,com.sec.android.app.shealth,00:46.4,,1.5583197,379.1,18.44,455,fLETIHaUF/,com.sec.android.app.shealth,0,7b1061fb-df2b-453c-b93e-71b76765fbc9.achievement.json,7b1061fb-df2b-453c-b93e-71b76765fbc9,1.63158E+12
4997,13fb3a87-4c00-457f-a529-d2c31e61afa1.binning_data.json,2455550,6000,149,00:38.5,com.sec.android.app.shealth,00:38.5,,1.6478221,4046.31,183.87,4848,fLETIHaUF/,com.sec.android.app.shealth,0,13fb3a87-4c00-457f-a529-d2c31e61afa1.achievement.json,13fb3a87-4c00-457f-a529-d2c31e61afa1,1.63192E+12
1498,fb422811-da83-42b9-af92-12e3987c3f7b.binning_data.json,700638,6000,154,36:17.3,com.sec.android.app.shealth,35:52.0,fb422811-da83-42b9-af92-12e3987c3f7b.source_info.json,1.7834454,1249.55,57.920002,1344,VfS0qUERdZ,com.sec.android.app.shealth,0,fb422811-da83-42b9-af92-12e3987c3f7b.achievement.json,fb422811-da83-42b9-af92-12e3987c3f7b,1.6308E+12
3641,d062b06f-7003-4ade-a023-84d909dc593b.binning_data.json,1857319,6000,2,15:44.8,com.sec.android.app.shealth,42:26.3,d062b06f-7003-4ade-a023-84d909dc593b.source_info.json,1.5355301,2851.97,123.81,3639,VfS0qUERdZ,com.sec.android.app.shealth,0,d062b06f-7003-4ade-a023-84d909dc593b.achievement.json,d062b06f-7003-4ade-a023-84d909dc593b,1.63106E+12
4273,a42aa843-ce39-420d-9920-7b300728974a.binning_data.json,2192037,6000,112,00:02.5,com.sec.android.app.shealth,00:02.5,,1.5455713,3387.95,157.77,4161,fLETIHaUF/,com.sec.android.app.shealth,0,a42aa843-ce39-420d-9920-7b300728974a.achievement.json,a42aa843-ce39-420d-9920-7b300728974a,1.63149E+12
430,80ddf890-1879-49d5-9cfe-b74b33f6b49f.binning_data.json,200437,6000,12,00:09.8,com.sec.android.app.shealth,00:09.8,,1.7794541,356.66998,15.39,418,fLETIHaUF/,com.sec.android.app.shealth,0,80ddf890-1879-49d5-9cfe-b74b33f6b49f.achievement.json,80ddf890-1879-49d5-9cfe-b74b33f6b49f,1.63218E+12
1921,ab2f5a9b-c3a5-447a-93e9-4fe558589e9e.binning_data.json,1011900,6000,2,33:13.9,com.sec.android.app.shealth,35:23.4,ab2f5a9b-c3a5-447a-93e9-4fe558589e9e.source_info.json,1.4824576,1500.1,69.44,1919,VfS0qUERdZ,com.sec.android.app.shealth,0,ab2f5a9b-c3a5-447a-93e9-4fe558589e9e.achievement.json,ab2f5a9b-c3a5-447a-93e9-4fe558589e9e,1.63123E+12
4583,a01956b0-df5b-483f-9607-739e4cdf3537.binning_data.json,2230268,6000,202,00:01.2,com.sec.android.app.shealth,00:01.2,,1.6683191,3720.8,164.21,4381,fLETIHaUF/,com.sec.android.app.shealth,0,a01956b0-df5b-483f-9607-739e4cdf3537.achievement.json,a01956b0-df5b-483f-9607-739e4cdf3537,1.63184E+12
1859,107fab10-747c-451c-b096-76ecb2bbe09b.binning_data.json,832834,6000,72,45:23.2,com.sec.android.app.shealth,35:17.0,107fab10-747c-451c-b096-76ecb2bbe09b.source_info.json,1.8328135,1526.43,64.05,1787,VfS0qUERdZ,com.sec.android.app.shealth,0,107fab10-747c-451c-b096-76ecb2bbe09b.achievement.json,107fab10-747c-451c-b096-76ecb2bbe09b,1.63115E+12
6127,8f190f90-761d-4ae4-8aeb-63d078fc47dd.binning_data.json,3120451,6000,29,29:11.7,com.sec.android.app.shealth,29:11.7,,1.5450361,4821.21,200.76,6098,fLETIHaUF/,com.sec.android.app.shealth,0,8f190f90-761d-4ae4-8aeb-63d078fc47dd.achievement.json,8f190f90-761d-4ae4-8aeb-63d078fc47dd,1.63244E+12
4055,6b5dfac0-3bd0-4089-8554-d835ee8b90d7.binning_data.json,2171050,6000,39,00:02.0,com.sec.android.app.shealth,00:02.0,,1.4513619,3150.98,148.31,4016,fLETIHaUF/,com.sec.android.app.shealth,0,6b5dfac0-3bd0-4089-8554-d835ee8b90d7.achievement.json,6b5dfac0-3bd0-4089-8554-d835ee8b90d7,1.63175E+12
4529,1f5444af-b908-4054-b942-90b817824a37.binning_data.json,2360580,6000,64,00:02.5,com.sec.android.app.shealth,00:02.5,,1.5095395,3563.39,159.41,4465,fLETIHaUF/,com.sec.android.app.shealth,0,1f5444af-b908-4054-b942-90b817824a37.achievement.json,1f5444af-b908-4054-b942-90b817824a37,1.6327E+12
520,61c0c2b6-2fcf-4e94-9784-df56886f750d.binning_data.json,220045,6000,7,32:28.5,com.sec.android.app.shealth,37:07.9,61c0c2b6-2fcf-4e94-9784-df56886f750d.source_info.json,2.0115354,442.63,18.710001,513,VfS0qUERdZ,com.sec.android.app.shealth,0,61c0c2b6-2fcf-4e94-9784-df56886f750d.achievement.json,61c0c2b6-2fcf-4e94-9784-df56886f750d,1.63132E+12
4273,41851dca-3ea9-4fe6-828b-6422e3ca07f9.binning_data.json,2192037,6000,112,56:28.4,com.sec.android.app.shealth,56:33.0,41851dca-3ea9-4fe6-828b-6422e3ca07f9.source_info.json,1.5455713,3387.95,157.77,4161,VfS0qUERdZ,com.sec.android.app.shealth,0,41851dca-3ea9-4fe6-828b-6422e3ca07f9.achievement.json,41851dca-3ea9-4fe6-828b-6422e3ca07f9,1.63149E+12
3940,f73f5a34-d0e2-4bad-a519-3bb7175e4918.binning_data.json,1964849,6000,171,00:01.8,com.sec.android.app.shealth,00:01.8,,1.6065301,3156.59,134.47,3769,fLETIHaUF/,com.sec.android.app.shealth,0,f73f5a34-d0e2-4bad-a519-3bb7175e4918.achievement.json,f73f5a34-d0e2-4bad-a519-3bb7175e4918,1.6321E+12
1002,cae30652-c7fe-4337-87e1-0664339ed144.binning_data.json,474541,6000,52,35:49.0,com.sec.android.app.shealth,35:40.3,cae30652-c7fe-4337-87e1-0664339ed144.source_info.json,1.7238754,818.05,35.28,950,VfS0qUERdZ,com.sec.android.app.shealth,0,cae30652-c7fe-4337-87e1-0664339ed144.achievement.json,cae30652-c7fe-4337-87e1-0664339ed144,1.6314E+12
821,16e8649b-f17a-49ff-8657-2fc481476c38.binning_data.json,453522,6000,2,00:01.4,com.sec.android.app.shealth,00:01.4,,1.4121255,640.43,31.36,819,fLETIHaUF/,com.sec.android.app.shealth,0,16e8649b-f17a-49ff-8657-2fc481476c38.achievement.json,16e8649b-f17a-49ff-8657-2fc481476c38,1.63296E+12
1068,d96c9905-c398-41ff-baca-584bd8ef8332.binning_data.json,526557,6000,5,00:02.4,com.sec.android.app.shealth,00:02.4,,1.6265267,856.46,36.54,1063,fLETIHaUF/,com.sec.android.app.shealth,0,d96c9905-c398-41ff-baca-584bd8ef8332.achievement.json,d96c9905-c398-41ff-baca-584bd8ef8332,1.63201E+12
4883,0ffcca6a-3be9-40b7-afaa-b768f0ffa624.binning_data.json,2556597,6000,18,00:01.9,com.sec.android.app.shealth,00:01.9,,1.4869139,3801.44,166.45,4865,fLETIHaUF/,com.sec.android.app.shealth,0,0ffcca6a-3be9-40b7-afaa-b768f0ffa624.achievement.json,0ffcca6a-3be9-40b7-afaa-b768f0ffa624,1.63236E+12
456,475d0f4a-f800-4698-b022-5f730fdcbf29.binning_data.json,243274,6000,1,15:53.8,com.sec.android.app.shealth,15:24.6,475d0f4a-f800-4698-b022-5f730fdcbf29.source_info.json,1.5583197,379.1,18.44,455,VfS0qUERdZ,com.sec.android.app.shealth,0,475d0f4a-f800-4698-b022-5f730fdcbf29.achievement.json,475d0f4a-f800-4698-b022-5f730fdcbf29,1.63158E+12
4055,324f181b-75e1-45ce-a4c0-ce1e91651159.binning_data.json,2171050,6000,39,35:41.5,com.sec.android.app.shealth,35:53.8,324f181b-75e1-45ce-a4c0-ce1e91651159.source_info.json,1.4513619,3150.98,148.31,4016,VfS0qUERdZ,com.sec.android.app.shealth,0,324f181b-75e1-45ce-a4c0-ce1e91651159.achievement.json,324f181b-75e1-45ce-a4c0-ce1e91651159,1.63175E+12
3067,56ac498f-2f39-491d-b724-3957b9d78af0.binning_data.json,1497359,6000,159,00:03.1,com.sec.android.app.shealth,00:03.1,,1.6639024,2491.46,109.09,2908,fLETIHaUF/,com.sec.android.app.shealth,0,56ac498f-2f39-491d-b724-3957b9d78af0.achievement.json,56ac498f-2f39-491d-b724-3957b9d78af0,1.63322E+12
2011,a5b54398-e943-46e6-90bd-1062ec1d38e6.binning_data.json,991702,6000,102,00:02.3,com.sec.android.app.shealth,00:02.3,,1.6352779,1621.71,71.05,1909,fLETIHaUF/,com.sec.android.app.shealth,0,a5b54398-e943-46e6-90bd-1062ec1d38e6.achievement.json,a5b54398-e943-46e6-90bd-1062ec1d38e6,1.63227E+12
12521,2ed85c5d-a502-4442-b653-063c1a736035.binning_data.json,6310425,6000,208,00:02.5,com.sec.android.app.shealth,00:02.5,,1.6025463,10112.75,450.72,12313,fLETIHaUF/,com.sec.android.app.shealth,0,2ed85c5d-a502-4442-b653-063c1a736035.achievement.json,2ed85c5d-a502-4442-b653-063c1a736035,1.63348E+12
4508,f395ec2a-b209-4c4a-9fb7-1bfb7c83237a.binning_data.json,2307385,6000,67,00:02.5,com.sec.android.app.shealth,00:02.5,,1.532865,3536.91,154.9,4441,fLETIHaUF/,com.sec.android.app.shealth,0,f395ec2a-b209-4c4a-9fb7-1bfb7c83237a.achievement.json,f395ec2a-b209-4c4a-9fb7-1bfb7c83237a,1.63261E+12
4691,aca1d1f6-69cd-492a-b522-d4a9625b18ed.binning_data.json,2332474,6000,79,15:22.4,com.sec.android.app.shealth,12:36.1,aca1d1f6-69cd-492a-b522-d4a9625b18ed.source_info.json,1.5963558,3723.46,155.34999,4612,VfS0qUERdZ,com.sec.android.app.shealth,0,aca1d1f6-69cd-492a-b522-d4a9625b18ed.achievement.json,aca1d1f6-69cd-492a-b522-d4a9625b18ed,1.63166E+12
1068,b70c2b03-68c2-445b-8177-c38a2f953c86.binning_data.json,526557,6000,5,37:08.3,com.sec.android.app.shealth,34:46.5,b70c2b03-68c2-445b-8177-c38a2f953c86.source_info.json,1.6265267,856.46,36.54,1063,VfS0qUERdZ,com.sec.android.app.shealth,0,b70c2b03-68c2-445b-8177-c38a2f953c86.achievement.json,b70c2b03-68c2-445b-8177-c38a2f953c86,1.63201E+12
1084,bb9a05da-cc38-4dd9-9ff7-5e6c151a869d.binning_data.json,545814,6000,25,00:02.1,com.sec.android.app.shealth,00:02.1,,1.5722364,858.14996,35.34,1059,fLETIHaUF/,com.sec.android.app.shealth,0,bb9a05da-cc38-4dd9-9ff7-5e6c151a869d.achievement.json,bb9a05da-cc38-4dd9-9ff7-5e6c151a869d,1.63253E+12
4583,ff86358a-4522-4701-a34a-b1197dc384f0.binning_data.json,2230268,6000,202,31:00.6,com.sec.android.app.shealth,55:30.1,ff86358a-4522-4701-a34a-b1197dc384f0.source_info.json,1.6683191,3720.8,164.21,4381,VfS0qUERdZ,com.sec.android.app.shealth,0,ff86358a-4522-4701-a34a-b1197dc384f0.achievement.json,ff86358a-4522-4701-a34a-b1197dc384f0,1.63184E+12
2893,24cf1b9b-54a5-4201-be96-d5beb02b8bd4.binning_data.json,1459179,6000,46,00:01.8,com.sec.android.app.shealth,00:01.8,,1.5690527,2289.53,105.05,2847,fLETIHaUF/,com.sec.android.app.shealth,0,24cf1b9b-54a5-4201-be96-d5beb02b8bd4.achievement.json,24cf1b9b-54a5-4201-be96-d5beb02b8bd4,1.63374E+12
182,247e272a-588f-4133-a2d6-1370df751ee1.binning_data.json,90214,6000,0,00:01.7,com.sec.android.app.shealth,00:01.7,,1.7381859,156.81,6.92,182,fLETIHaUF/,com.sec.android.app.shealth,0,247e272a-588f-4133-a2d6-1370df751ee1.achievement.json,247e272a-588f-4133-a2d6-1370df751ee1,1.63287E+12
2823,196adfeb-b66f-4270-aaaf-32a8ff429096.binning_data.json,1416571,6000,167,00:01.1,com.sec.android.app.shealth,00:01.1,,1.6073105,2276.8699,100.25,2656,fLETIHaUF/,com.sec.android.app.shealth,0,196adfeb-b66f-4270-aaaf-32a8ff429096.achievement.json,196adfeb-b66f-4270-aaaf-32a8ff429096,1.63279E+12
