com.samsung.shealth.step_daily_trend,6200039,6,,,,,,,,,,
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
62d391fa-6c32-4612-ac3b-81b170b29523.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,0,1112,1.4419585,858.51556,38.907368,fLETIHaUF/,com.sec.android.app.shealth,62d391fa-6c32-4612-ac3b-81b170b29523,1.62786E+12
9b1117ba-b69d-49fe-adbe-5b2500598656.binning_data.json,43:47.0,43:46.2,com.sec.android.app.shealth,0,831,1.463762,636.91895,29.12378,fLETIHaUF/,com.sec.android.app.shealth,9b1117ba-b69d-49fe-adbe-5b2500598656,1.62821E+12
5247391e-8a84-4578-b90c-3571143953ce.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,0,951,1.3392955,726.05444,33.36676,fLETIHaUF/,com.sec.android.app.shealth,5247391e-8a84-4578-b90c-3571143953ce,1.62795E+12
aec528a7-607c-4ed7-b894-e159217b446a.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,0,4842,1.3920639,3715.1208,169.84491,fLETIHaUF/,com.sec.android.app.shealth,aec528a7-607c-4ed7-b894-e159217b446a,1.62804E+12
643308c9-6a02-498d-908f-ba4395c0b12c.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,0,2034,1.3601332,1559.7485,71.22305,fLETIHaUF/,com.sec.android.app.shealth,643308c9-6a02-498d-908f-ba4395c0b12c,1.62812E+12
51c7a2a0-e236-4d1f-a0bf-fb6e40295a94.binning_data.json,43:47.1,43:46.2,com.sec.android.app.shealth,0,350,1.272397,262.22766,12.4025955,fLETIHaUF/,com.sec.android.app.shealth,51c7a2a0-e236-4d1f-a0bf-fb6e40295a94,1.62838E+12
3c6017e2-9bec-4e03-98a2-f2c13ea02faa.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,0,2630,1.2391872,1981.9873,93.60724,fLETIHaUF/,com.sec.android.app.shealth,3c6017e2-9bec-4e03-98a2-f2c13ea02faa,1.62873E+12
8379dbeb-3d20-45cd-9840-5ebf2485c4e7.binning_data.json,43:47.1,43:46.2,com.sec.android.app.shealth,0,726,1.3508161,554.0381,25.507843,fLETIHaUF/,com.sec.android.app.shealth,8379dbeb-3d20-45cd-9840-5ebf2485c4e7,1.62855E+12
a97d3f91-43cc-4001-8da5-ead307849427.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,0,1217,1.4245105,938.6573,42.82726,fLETIHaUF/,com.sec.android.app.shealth,a97d3f91-43cc-4001-8da5-ead307849427,1.62769E+12
df2143cc-8d88-431e-b1d9-5a205288e398.binning_data.json,43:47.2,43:46.2,com.sec.android.app.shealth,0,6363,1.3746371,4877.95,223.92728,fLETIHaUF/,com.sec.android.app.shealth,df2143cc-8d88-431e-b1d9-5a205288e398,1.62864E+12
9ef7044a-f3e6-497e-bd5a-da75d63699a1.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,0,6,0.7507325,4.555664,0.21087646,fLETIHaUF/,com.sec.android.app.shealth,9ef7044a-f3e6-497e-bd5a-da75d63699a1,1.6289E+12
3ea8083e-093f-4528-8d9b-93c9948ac845.binning_data.json,43:47.1,43:46.2,com.sec.android.app.shealth,0,5023,1.3860506,3828.3538,176.67564,fLETIHaUF/,com.sec.android.app.shealth,3ea8083e-093f-4528-8d9b-93c9948ac845,1.62847E+12
81cb3a75-7d28-4a8a-9bad-5c589e7004ad.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,0,354,1.3459802,277.53906,12.665344,fLETIHaUF/,com.sec.android.app.shealth,81cb3a75-7d28-4a8a-9bad-5c589e7004ad,1.62924E+12
6d9dcff5-444f-4180-985c-110e484d9119.binning_data.json,43:47.0,43:46.2,com.sec.android.app.shealth,0,3892,1.340403,2965.643,136.75354,fLETIHaUF/,com.sec.android.app.shealth,6d9dcff5-444f-4180-985c-110e484d9119,1.62829E+12
d76b2c40-d94c-4449-a2ce-0768f2e1f09f.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,0,2716,1.3077853,2060.6401,96.29764,fLETIHaUF/,com.sec.android.app.shealth,d76b2c40-d94c-4449-a2ce-0768f2e1f09f,1.62942E+12
9db4ec59-f4f9-4015-a06c-e16db6c40afa.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,0,1981,1.3235568,1522.7812,70.908325,fLETIHaUF/,com.sec.android.app.shealth,9db4ec59-f4f9-4015-a06c-e16db6c40afa,1.62907E+12
30d3ff11-4207-442d-9deb-64c0747e7046.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,0,2498,1.3909526,1919.4805,87.79181,fLETIHaUF/,com.sec.android.app.shealth,30d3ff11-4207-442d-9deb-64c0747e7046,1.62916E+12
ad95310f-a9f0-4625-be61-c8239b7407aa.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,0,781,1.3051716,597.20215,28.386047,fLETIHaUF/,com.sec.android.app.shealth,ad95310f-a9f0-4625-be61-c8239b7407aa,1.62899E+12
7c8042ca-828e-4e4d-9509-0d61d9221ec3.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,-2,1030,0.97894883,793.8196,34.460068,VfS0qUERdZ,com.sec.android.app.shealth,7c8042ca-828e-4e4d-9509-0d61d9221ec3,1.62795E+12
6f123ac5-d245-4f49-886d-65abf052f37d.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,0,1324,1.2288414,1009.7793,47.20526,fLETIHaUF/,com.sec.android.app.shealth,6f123ac5-d245-4f49-886d-65abf052f37d,1.62881E+12
8d79954d-baa7-411e-99be-9f1e6181b019.binning_data.json,43:46.3,43:46.3,com.sec.android.app.shealth,-2,2336,0.89725286,1792.9877,81.80438,VfS0qUERdZ,com.sec.android.app.shealth,8d79954d-baa7-411e-99be-9f1e6181b019,1.62812E+12
e9c2a7a5-9326-450a-bc9e-98b6a2b11a99.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,-2,1342,0.61175275,1044.6248,46.202847,VfS0qUERdZ,com.sec.android.app.shealth,e9c2a7a5-9326-450a-bc9e-98b6a2b11a99,1.62786E+12
b1136dda-2cff-467d-9bb9-1c5a6c2c8cdb.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,-2,146,0.13683902,114.94476,4.8039055,VfS0qUERdZ,com.sec.android.app.shealth,b1136dda-2cff-467d-9bb9-1c5a6c2c8cdb,1.62778E+12
547d16e0-161f-4976-91f2-1bfbbbf5ba05.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,-2,1419,0.6791268,1099.306,48.67401,VfS0qUERdZ,com.sec.android.app.shealth,547d16e0-161f-4976-91f2-1bfbbbf5ba05,1.62769E+12
601fa975-6282-4ea5-8be4-e69828c68107.binning_data.json,43:49.2,43:46.3,com.sec.android.app.shealth,-2,5381,1.1070659,4121.566,188.98067,VfS0qUERdZ,com.sec.android.app.shealth,601fa975-6282-4ea5-8be4-e69828c68107,1.62847E+12
71052231-8cfc-4984-9ad6-cb5f46a9e00f.binning_data.json,43:46.2,43:46.2,com.sec.android.app.shealth,0,2442,1.2553604,1863.1104,88.15297,fLETIHaUF/,com.sec.android.app.shealth,71052231-8cfc-4984-9ad6-cb5f46a9e00f,1.62933E+12
05f6a416-73b8-49a3-825d-fd02f85370c2.binning_data.json,43:49.1,43:46.3,com.sec.android.app.shealth,-2,7183,0.8034325,5520.726,252.54535,VfS0qUERdZ,com.sec.android.app.shealth,05f6a416-73b8-49a3-825d-fd02f85370c2,1.62864E+12
3efb6797-83ce-4785-92ca-5127a76a66df.binning_data.json,43:49.4,43:46.3,com.sec.android.app.shealth,-2,655,0.43217638,507.292,23.247986,VfS0qUERdZ,com.sec.android.app.shealth,3efb6797-83ce-4785-92ca-5127a76a66df,1.62838E+12
b8ad7514-996d-423e-8f43-7b38861473d6.binning_data.json,43:49.4,43:46.3,com.sec.android.app.shealth,-2,4451,0.79432815,3420.4475,156.0562,VfS0qUERdZ,com.sec.android.app.shealth,b8ad7514-996d-423e-8f43-7b38861473d6,1.62829E+12
737a1faa-3bdd-41f5-af01-8601daa65cf5.binning_data.json,43:46.3,43:46.3,com.sec.android.app.shealth,-2,1131,0.5033305,872.0918,40.572144,VfS0qUERdZ,com.sec.android.app.shealth,737a1faa-3bdd-41f5-af01-8601daa65cf5,1.62899E+12
03ae3428-1732-47bd-aef5-5bfae8587f33.binning_data.json,43:49.4,43:46.3,com.sec.android.app.shealth,-2,1182,0.6041156,917.65845,41.77001,VfS0qUERdZ,com.sec.android.app.shealth,03ae3428-1732-47bd-aef5-5bfae8587f33,1.62821E+12
