com.samsung.shealth.best_records,6196009,1
source_id,device_type,update_time,create_time,source_pkg_name,date,type,value,extra_type,deviceuuid,pkg_name,controller_id,datauuid
ac5e573f-edbc-49f1-9142-25722e4f11bc,-1,2021-11-17 12:01:46.808,2021-07-03 07:01:23.693,,1625328071000,1,6000.0,10001,tKM9gWo31F,com.sec.android.app.shealth,tracker.sport_others,9554461c-3f39-44cb-b07a-1957a4d29ead,
5124984f-597d-4ee2-9275-d3a7b6f3a45a,-1,2021-11-17 12:01:46.793,2021-07-04 11:12:37.956,,1625429510816,5,0.14251441,-1,tKM9gWo31F,com.sec.android.app.shealth,tracker.sport_walking,fcd2454d-aee3-4196-8e77-2a83d09cc657,
,-100003,2021-07-29 15:00:00.503,2021-07-29 15:00:00.503,,1627516800000,0,9551.0,-1,tKM9gWo31F,com.sec.android.app.shealth,tracker.pedometer,eed334ab-e25c-4287-91f9-0503b00b593d,
ac5e573f-edbc-49f1-9142-25722e4f11bc,-1,2021-11-17 12:01:46.808,2021-07-03 07:01:23.713,,1625328071000,2,0.20125,10001,tKM9gWo31F,com.sec.android.app.shealth,tracker.sport_others,3b400964-ad65-4f6a-84ef-e92e5ed90956,
fc13914e-d958-74dc-406e-7eb62ef4a4ff,-1,2021-11-17 12:01:46.827,2021-08-28 22:17:49.375,,1626130636000,2,103.324905,15002,tKM9gWo31F,com.sec.android.app.shealth,tracker.sport_others,b5cc5eff-c7ad-49da-9863-6decb3485acb,
,-100003,2021-07-03 15:00:01.293,2021-07-03 15:00:01.293,,1625270400000,0,1113.0,-1,tKM9gWo31F,com.sec.android.app.shealth,tracker.pedometer,3348a60b-9bdf-447d-8865-03bce2aa413c,
b3936c61-80a0-9064-53e5-c74cca474ad7,-1,2021-11-17 12:01:46.812,2021-07-14 13:37:39.535,,1626298749000,1,3504000.0,15002,tKM9gWo31F,com.sec.android.app.shealth,tracker.sport_others,db5d6055-19bd-4d4f-b843-3b89fa499668,
,-100003,2021-08-13 15:03:22.799,2021-08-13 15:03:22.799,,1628812800000,0,11527.0,-1,tKM9gWo31F,com.sec.android.app.shealth,tracker.pedometer,0881050b-58a6-4ac6-9262-a0a7b547c90d,
ddcf4c21-ec6c-63aa-3c28-8497c516197b,-1,2021-11-17 12:01:46.818,2021-08-28 22:17:49.411,,1627596288000,2,3432.345,15002,tKM9gWo31F,com.sec.android.app.shealth,tracker.sport_others,1ef0eb6e-2f55-41a6-8147-17b0eab3c8e3,
5124984f-597d-4ee2-9275-d3a7b6f3a45a,-1,2021-11-17 12:01:46.793,2021-07-04 11:12:37.890,,1625429510816,4,1.142361,-1,tKM9gWo31F,com.sec.android.app.shealth,tracker.sport_walking,1515659f-fdb1-4f29-849b-c857085c1d89,
b3936c61-80a0-9064-53e5-c74cca474ad7,-1,2021-11-17 12:01:46.812,2021-07-14 13:37:39.559,,1626298749000,2,425.04047,15002,tKM9gWo31F,com.sec.android.app.shealth,tracker.sport_others,57112990-744d-4334-8a04-35b457b354dd,
,-100003,2021-08-19 15:00:00.772,2021-08-19 15:00:00.772,,1629331200000,0,11850.0,-1,tKM9gWo31F,com.sec.android.app.shealth,tracker.pedometer,536799fe-add8-4dd3-93b7-503139426024,
7de78cd7-7237-420e-f717-b4231e8e0909,-1,2021-11-17 12:01:46.800,2021-08-28 22:17:49.431,,1627630854000,3,90.04641,-1,tKM9gWo31F,com.sec.android.app.shealth,tracker.sport_running,fc6b19f0-08e8-4c53-9d4f-a57983b0f057,
5124984f-597d-4ee2-9275-d3a7b6f3a45a,-1,2021-11-17 12:01:46.793,2021-07-04 11:12:37.912,,1625429510816,1,31859.0,-1,tKM9gWo31F,com.sec.android.app.shealth,tracker.sport_walking,26e726cc-a7c8-4595-a5cc-0fe1c300be8e,
,-100003,2021-07-17 15:00:00.781,2021-07-17 15:00:00.781,,1626480000000,0,8736.0,-1,tKM9gWo31F,com.sec.android.app.shealth,tracker.pedometer,79b17e8d-7adf-4dc7-a17d-1490771d7545,
