com.samsung.shealth.social.public_challenge.extra,6196009,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2021-07-03 05:00:45.976,2021-07-03 05:00:45.976,2,{"uiViewStatusItemList":[]},tKM9gWo31F,com.sec.android.app.shealth,51533364-8344-4e07-8589-49a92942dba4,
