Date,Avg. mental recovery,Avg. sleep efficiency,Avg. sleep score
2021-07-03 ,57.68,89.45,63.04
2021-07-04 ,75.22,88.76,57.9
2021-07-05 ,75.5,91.59,68.01
2021-07-06 ,84.0,88.94,91.0
2021-07-07 ,80.0,87.12,73.0
2021-07-08 ,79.36,91.07,70.03
2021-07-09 ,69.0,91.18,80.0
2021-07-10 ,64.0,91.55,80.0
2021-07-11 ,85.1,86.41,66.98
2021-07-12 ,76.0,91.04,71.0
2021-07-13 ,68.0,88.52,56.0
2021-07-14 ,75.0,90.6,77.0
2021-07-15 ,83.0,90.64,89.0
2021-07-16 ,75.0,90.75,63.0
2021-07-18 ,90.0,92.06,79.0
2021-07-19 ,67.0,91.71,75.0
2021-07-20 ,75.86,89.56,70.25
2021-07-21 ,70.0,87.78,45.0
2021-07-22 ,73.0,90.38,59.0
2021-07-23 ,73.1,92.96,51.94
2021-07-24 ,85.0,91.09,84.0
2021-07-25 ,72.0,92.02,77.0
2021-07-26 ,71.53,90.09,47.58
2021-07-27 ,75.93,86.77,54.33
2021-07-28 ,84.0,87.79,79.0
2021-07-29 ,76.0,90.54,86.0
2021-07-30 ,79.0,92.64,83.0
2021-07-31 ,70.0,90.26,53.0
2021-08-01 ,76.0,91.84,76.0
2021-08-02 ,66.0,89.93,55.0
2021-08-03 ,88.0,91.35,79.0
2021-08-04 ,64.0,85.81,56.73
2021-08-05 ,74.0,91.67,73.0
2021-08-06 ,75.0,87.5,75.0
2021-08-07 ,95.0,87.45,79.0
2021-08-08 ,58.0,90.54,75.0
2021-08-09 ,84.0,90.93,77.0
2021-08-11 ,77.36,89.75,69.35
2021-08-12 ,73.0,88.12,73.0
2021-08-13 ,77.0,87.89,70.0
2021-08-14 ,79.0,92.35,77.0
2021-08-15 ,76.88,89.02,54.22
2021-08-16 ,72.0,90.48,70.0
2021-08-17 ,82.0,90.65,71.0
2021-08-18 ,84.0,90.07,74.0
2021-08-19 ,90.0,89.43,74.0
2021-08-20 ,78.0,90.14,60.0
2021-08-21 ,75.0,87.5,69.0
2021-08-22 ,77.73,89.29,58.01
2021-08-23 ,83.0,92.15,71.0
2021-08-24 ,75.26,84.96,61.42
2021-08-25 ,75.0,88.94,71.0
2021-08-26 ,82.0,90.62,73.0
2021-08-27 ,75.79,87.31,61.24
2021-08-28 ,87.81,89.89,73.61
2021-08-29 ,72.0,90.31,61.0
2021-08-30 ,70.0,89.51,77.0
2021-08-31 ,70.0,91.18,51.0
2021-09-01 ,63.0,87.81,62.0
2021-09-02 ,82.0,92.7,75.0
2021-09-03 ,78.0,88.61,76.0
2021-09-04 ,85.0,90.63,59.0
2021-09-05 ,84.0,92.42,72.0
2021-09-06 ,71.03,88.11,69.38
2021-09-07 ,85.9,87.94,71.17
2021-09-08 ,69.18,89.91,60.54
2021-09-09 ,72.0,88.19,72.0
