com.samsung.shealth.permission,6196009,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,1,2021-01-16 07:59:28.886,2020-03-17 14:49:27.551,data,,Jxx4Glzrrb,com.sec.android.app.shealth,sync,1,b767e9c0-eee0-8b49-5cc6-798f958d65bc,b767e9c0-eee0-8b49-5cc6-798f958d65bc.optionals.json,
