com.samsung.shealth.social.service_status,6196009,1
status,update_time,create_time,service_type,deviceuuid,pkg_name,datauuid
1,2021-05-26 12:31:27.565,2016-09-11 13:29:24.800,2,Jxx4Glzrrb,com.sec.android.app.shealth,ae4fb6ee-4ff0-4a8f-ac11-5392769fa2ad,
102,2018-08-05 00:02:10.986,2016-09-11 13:29:24.799,1,poYXze4wAV,com.sec.android.app.shealth,35e16bf3-7b91-4a6d-8cf9-b8db3f083add,
0,2021-07-31 11:50:27.481,2021-07-31 11:50:27.481,3,Jxx4Glzrrb,com.sec.android.app.shealth,36fe3e15-348d-482a-82a6-0fc2cb49e207,
