com.samsung.shealth.tracker.pedometer_day_summary,6196009,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
4379,2f17ad27-e6d6-4a18-a0eb-6a28fa68736b.binning_data.json,2364148,6000,3,2016-09-10 15:00:00.437,com.sec.android.app.shealth,2016-09-10 09:37:23.656,,3.4166667,3200.9797,138.13995,4376,poYXze4wAV,com.sec.android.app.shealth,0,2f17ad27-e6d6-4a18-a0eb-6a28fa68736b.achievement.json,2f17ad27-e6d6-4a18-a0eb-6a28fa68736b,1473465600000,
5058,c75c8aad-6c45-48eb-96c1-f18c2928dcee.binning_data.json,2469207,10000,90,2016-09-14 15:00:01.033,com.sec.android.app.shealth,2016-09-12 22:50:01.190,,1.5427299,3809.3198,174.01996,4968,VfS0qUERdZ,com.sec.android.app.shealth,0,c75c8aad-6c45-48eb-96c1-f18c2928dcee.achievement.json,c75c8aad-6c45-48eb-96c1-f18c2928dcee,1473724800000,
5184,59d10616-27da-45ad-a1c2-d0666e158bdf.binning_data.json,3063242,10000,41,2016-09-16 08:32:55.910,com.sec.android.app.shealth,2016-09-16 00:51:34.718,,1.2149805,3721.78,168.22997,5143,VfS0qUERdZ,com.sec.android.app.shealth,0,59d10616-27da-45ad-a1c2-d0666e158bdf.achievement.json,59d10616-27da-45ad-a1c2-d0666e158bdf,1473984000000,
10421,0ac56046-04d3-4b8a-9203-d58190045617.binning_data.json,5179046,10000,929,2016-09-19 13:39:29.082,com.sec.android.app.shealth,2016-09-18 22:38:35.039,,1.5699513,8130.85,384.5499,9492,VfS0qUERdZ,com.sec.android.app.shealth,0,0ac56046-04d3-4b8a-9203-d58190045617.achievement.json,0ac56046-04d3-4b8a-9203-d58190045617,1474243200000,
9579,842f7101-d85b-46c1-a72a-5bf646477a57.binning_data.json,5330167,10000,101,2016-09-22 15:00:01.341,com.sec.android.app.shealth,2016-09-21 21:09:12.191,,1.3092121,6978.32,317.57996,9478,VfS0qUERdZ,com.sec.android.app.shealth,0,842f7101-d85b-46c1-a72a-5bf646477a57.achievement.json,842f7101-d85b-46c1-a72a-5bf646477a57,1474502400000,
6401,edfb750d-f6a9-44ec-98da-6a09fb19033e.binning_data.json,3163293,10000,613,2016-09-11 15:00:00.544,com.sec.android.app.shealth,2016-09-11 03:00:01.779,,2.823283,4879.68,236.73991,5788,poYXze4wAV,com.sec.android.app.shealth,2326,edfb750d-f6a9-44ec-98da-6a09fb19033e.achievement.json,edfb750d-f6a9-44ec-98da-6a09fb19033e,1473552000000,
17329,32645313-3560-44c4-9935-871d52d99c39.binning_data.json,8037464,10000,154,2016-09-25 08:18:39.177,com.sec.android.app.shealth,2016-09-24 23:10:04.056,,1.3635069,10959.14,613.38983,17175,VfS0qUERdZ,com.sec.android.app.shealth,0,32645313-3560-44c4-9935-871d52d99c39.achievement.json,32645313-3560-44c4-9935-871d52d99c39,1474761600000,
5058,73018ce9-f3f6-4f60-aa99-275711e111e3.binning_data.json,2469152,10000,90,2016-09-14 15:00:00.704,com.sec.android.app.shealth,2016-09-13 15:00:39.448,,3.1454055,3809.3198,174.01996,4968,poYXze4wAV,com.sec.android.app.shealth,0,73018ce9-f3f6-4f60-aa99-275711e111e3.achievement.json,73018ce9-f3f6-4f60-aa99-275711e111e3,1473724800000,
4314,b70c901a-88f9-4ac8-91e0-af61b1055c37.binning_data.json,2298194,10000,15,2016-09-28 13:39:31.524,com.sec.android.app.shealth,2016-09-27 21:01:01.717,,1.3445383,3090.01,143.62994,4299,VfS0qUERdZ,com.sec.android.app.shealth,0,b70c901a-88f9-4ac8-91e0-af61b1055c37.achievement.json,b70c901a-88f9-4ac8-91e0-af61b1055c37,1475020800000,
5184,dd3ab40e-556d-4203-a3ef-cd40f88a39d2.binning_data.json,3063219,10000,41,2016-09-16 15:00:01.169,com.sec.android.app.shealth,2016-09-16 15:00:01.169,,6.939166,3721.78,168.22997,5143,poYXze4wAV,com.sec.android.app.shealth,0,dd3ab40e-556d-4203-a3ef-cd40f88a39d2.achievement.json,dd3ab40e-556d-4203-a3ef-cd40f88a39d2,1473984000000,
3888,a01d4730-47b1-4da6-8433-2ffe8eca11af.binning_data.json,2111748,10000,42,2016-10-01 12:48:12.259,com.sec.android.app.shealth,2016-09-30 15:13:36.061,,1.337247,2823.93,138.08997,3846,VfS0qUERdZ,com.sec.android.app.shealth,0,a01d4730-47b1-4da6-8433-2ffe8eca11af.achievement.json,a01d4730-47b1-4da6-8433-2ffe8eca11af,1475280000000,
10421,165ce521-3d22-4739-8bc2-eee41684e9f7.binning_data.json,5178967,10000,929,2016-09-19 15:00:03.567,com.sec.android.app.shealth,2016-09-19 15:00:03.567,,6.6944447,8130.85,384.5499,9492,poYXze4wAV,com.sec.android.app.shealth,5376,165ce521-3d22-4739-8bc2-eee41684e9f7.achievement.json,165ce521-3d22-4739-8bc2-eee41684e9f7,1474243200000,
14336,ec40125d-f160-402d-8f53-1e8ff013a6dd.binning_data.json,7465388,10000,130,2016-10-04 14:41:47.021,com.sec.android.app.shealth,2016-10-03 22:16:35.544,,1.3892446,10371.25,475.73984,14206,VfS0qUERdZ,com.sec.android.app.shealth,0,ec40125d-f160-402d-8f53-1e8ff013a6dd.achievement.json,ec40125d-f160-402d-8f53-1e8ff013a6dd,1475539200000,
9579,c47273f1-8af5-414b-9e95-cf6890accfae.binning_data.json,5330076,10000,101,2016-09-22 15:00:00.902,com.sec.android.app.shealth,2016-09-22 15:00:00.902,,4.9776464,6978.32,317.57996,9478,poYXze4wAV,com.sec.android.app.shealth,1249,c47273f1-8af5-414b-9e95-cf6890accfae.achievement.json,c47273f1-8af5-414b-9e95-cf6890accfae,1474502400000,
5047,cdbf5be5-db23-49a7-954d-05ef1188eca1.binning_data.json,2769049,10000,10,2016-10-07 14:35:00.902,com.sec.android.app.shealth,2016-10-06 22:05:42.886,,1.3225583,3662.2297,165.57994,5037,VfS0qUERdZ,com.sec.android.app.shealth,0,cdbf5be5-db23-49a7-954d-05ef1188eca1.achievement.json,cdbf5be5-db23-49a7-954d-05ef1188eca1,1475798400000,
17329,681de7f2-8533-41a7-b0b3-6eb0727f3202.binning_data.json,8037350,10000,154,2016-09-25 15:00:00.977,com.sec.android.app.shealth,2016-09-25 15:00:00.977,,4.3333335,10959.14,613.38983,17175,poYXze4wAV,com.sec.android.app.shealth,6173,681de7f2-8533-41a7-b0b3-6eb0727f3202.achievement.json,681de7f2-8533-41a7-b0b3-6eb0727f3202,1474761600000,
