com.samsung.shealth.report,6196009,3
timezone,start_date,update_time,create_time,type,is_empty,version,deviceuuid,content,pkg_name,datauuid,compressed_content
Asia/Seoul,1472914800000,2016-12-20 09:37:13.263,2016-09-12 04:03:39.503,0,0,1,poYXze4wAV,X,com.sec.android.app.shealth,5047352a-a131-4f00-8a16-8ff1d816d5e0,5047352a-a131-4f00-8a16-8ff1d816d5e0.compressed_content.json,
Asia/Seoul,1476543600000,2016-12-20 09:37:13.039,2016-10-23 04:01:05.861,0,0,1,poYXze4wAV,X,com.sec.android.app.shealth,3ab6df03-0adf-4afc-80d0-5015e4ab803f,3ab6df03-0adf-4afc-80d0-5015e4ab803f.compressed_content.json,
Asia/Seoul,1480172400000,2016-12-20 09:37:12.796,2016-12-04 04:01:14.839,0,0,1,poYXze4wAV,X,com.sec.android.app.shealth,76ec06d9-17c0-40a2-889e-c115aad4838c,76ec06d9-17c0-40a2-889e-c115aad4838c.compressed_content.json,
Asia/Seoul,1483801200000,2017-01-15 04:03:08.854,2017-01-15 04:02:09.143,0,0,1,poYXze4wAV,X,com.sec.android.app.shealth,4ed2c5a0-afa1-4e5c-aa46-1322040b57cd,4ed2c5a0-afa1-4e5c-aa46-1322040b57cd.compressed_content.json,
Asia/Seoul,1487430000000,2017-02-27 04:03:04.546,2017-02-26 04:03:51.679,0,0,1,poYXze4wAV,X,com.sec.android.app.shealth,0368bc39-7aa1-45c1-8e17-566ead11e8b8,0368bc39-7aa1-45c1-8e17-566ead11e8b8.compressed_content.json,
Asia/Seoul,1491058800000,2017-04-09 05:00:01.780,2017-04-09 04:58:42.378,0,0,1,poYXze4wAV,X,com.sec.android.app.shealth,47da5086-d1ef-4196-a37d-a82bf810e1ed,47da5086-d1ef-4196-a37d-a82bf810e1ed.compressed_content.json,
Asia/Seoul,1494687600000,2017-05-21 04:02:39.171,2017-05-21 04:01:04.487,0,0,1,poYXze4wAV,X,com.sec.android.app.shealth,8b5e324e-6a42-446a-a52f-cae8b4026020,8b5e324e-6a42-446a-a52f-cae8b4026020.compressed_content.json,
Asia/Seoul,1498316400000,2017-07-02 04:03:51.480,2017-07-02 04:01:42.912,0,0,1,poYXze4wAV,X,com.sec.android.app.shealth,d1abf847-d8fb-4e47-a848-f271d9fbc4de,d1abf847-d8fb-4e47-a848-f271d9fbc4de.compressed_content.json,
Asia/Seoul,1501945200000,2017-08-13 04:03:01.999,2017-08-13 04:02:00.276,0,0,1,poYXze4wAV,X,com.sec.android.app.shealth,a5d72238-2523-4002-af08-f6aa2c5f3cb3,a5d72238-2523-4002-af08-f6aa2c5f3cb3.compressed_content.json,
Asia/Seoul,1505574000000,2017-09-24 04:02:29.446,2017-09-24 04:01:13.733,0,0,1,poYXze4wAV,X,com.sec.android.app.shealth,8212e3e4-2745-4073-837e-c43c84ffe379,8212e3e4-2745-4073-837e-c43c84ffe379.compressed_content.json,
