com.samsung.shealth.social.public_challenge.extra,6196009,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2021-04-18 07:23:45.912,2021-04-18 07:23:45.912,2,{"uiViewStatusItemList":[]},Jxx4Glzrrb,com.sec.android.app.shealth,5e7d11aa-6393-4ca4-be53-e29cae47bd41,
