com.samsung.shealth.activity.day_summary,6200039,2
step_count,active_time,target,others_time,update_time,create_time,goal,longest_active_time,score,distance,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
3721,2387837,,0,2015-12-10 08:01:01.258,2015-12-09 15:00:01.609,60,540000,65,2617.69,114.43999,954196ec-0662-4ec0-a4ae-083edef3b460.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,2387837,53820000,954196ec-0662-4ec0-a4ae-083edef3b460,1449705600000,
16021,10111113,,0,2015-12-09 12:24:00.944,2015-12-08 15:00:02.495,60,1320000,280,11496.32,516.76,7851141e-1842-4eab-aaa5-1ff16e754bc8.extra_data.json,wakAfCXJCw,63356,com.sec.android.app.shealth,10047757,34860000,7851141e-1842-4eab-aaa5-1ff16e754bc8,1449619200000,
4626,3046331,,0,2015-12-11 08:11:36.216,2015-12-10 15:00:01.750,60,420000,83,3277.2097,150.17001,2d8294e6-d23b-49bd-b527-ef241ad38e16.extra_data.json,wakAfCXJCw,5075,com.sec.android.app.shealth,3041256,28500000,2d8294e6-d23b-49bd-b527-ef241ad38e16,1449792000000,
3196,2110965,,0,2015-12-16 15:00:00.595,2015-12-15 15:00:01.672,60,120000,58,2252.8506,106.57,04a8b7ee-3dc5-45e8-8d78-3b384695e3a5.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,2110965,23399999,04a8b7ee-3dc5-45e8-8d78-3b384695e3a5,1450224000000,
635,423545,,0,2015-12-15 10:17:58.722,2015-12-14 15:00:01.637,60,60000,11,420.31998,24.939999,0385ae0a-f737-4c8b-ae4c-07bf8e9789d7.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,423545,41820000,0385ae0a-f737-4c8b-ae4c-07bf8e9789d7,1450137600000,
638,421541,,0,2015-12-22 08:35:00.445,2015-12-21 15:00:01.239,60,45356,10,444.25,26.81,c70a4b88-d8a8-46c9-9c88-aea142036623.extra_data.json,wakAfCXJCw,6000,com.sec.android.app.shealth,415541,37740000,c70a4b88-d8a8-46c9-9c88-aea142036623,1450742400000,
3406,2248438,,0,2015-12-17 09:35:01.596,2015-12-16 15:00:00.745,60,120000,61,2407.8699,117.19004,0b03a372-76bd-40f9-ba05-61c0c61fdca8.extra_data.json,wakAfCXJCw,4800,com.sec.android.app.shealth,2243638,20520000,0b03a372-76bd-40f9-ba05-61c0c61fdca8,1450310400000,
599,387763,,0,2015-12-21 08:55:00.617,2015-12-20 15:00:01.878,60,60000,10,411.91995,24.970001,66a60e88-08e4-497e-a25c-50dc047732dc.extra_data.json,wakAfCXJCw,1600,com.sec.android.app.shealth,386163,42780000,66a60e88-08e4-497e-a25c-50dc047732dc,1450656000000,
692,461297,,0,2015-12-23 08:40:43.580,2015-12-22 15:00:01.424,60,60000,11,472.58002,26.79,5e3e219e-e108-4b1d-8973-b7ded3eedae9.extra_data.json,wakAfCXJCw,400,com.sec.android.app.shealth,460897,42360000,5e3e219e-e108-4b1d-8973-b7ded3eedae9,1450828800000,
11685,7390433,,0,2015-12-27 15:00:01.826,2015-12-26 15:00:01.890,60,1560000,205,8303.263,363.87003,b6b08c11-5e95-4309-ad45-1d43ae25112c.extra_data.json,wakAfCXJCw,9600,com.sec.android.app.shealth,7380833,24779999,b6b08c11-5e95-4309-ad45-1d43ae25112c,1451174400000,
1235,814110,,0,2015-12-28 12:04:50.642,2015-12-27 15:00:01.926,60,60000,21,846.9,47.63,6ac02e69-c035-4861-9052-05315ff5aa0d.extra_data.json,wakAfCXJCw,400,com.sec.android.app.shealth,813710,23220000,6ac02e69-c035-4861-9052-05315ff5aa0d,1451260800000,
807,537201,,0,2015-12-29 10:53:07.866,2015-12-28 15:00:01.461,60,60000,13,574.38,30.710007,f000dd70-77d5-4998-ad15-46c0fe20c39a.extra_data.json,wakAfCXJCw,1600,com.sec.android.app.shealth,535601,38640000,f000dd70-77d5-4998-ad15-46c0fe20c39a,1451347200000,
2328,1520860,,0,2016-01-02 10:35:02.259,2016-01-01 15:00:00.929,60,660000,41,1628.8802,78.13,378ce321-cfc8-4ac5-b94a-a8786c50a33f.extra_data.json,wakAfCXJCw,400,com.sec.android.app.shealth,1520460,26220000,378ce321-cfc8-4ac5-b94a-a8786c50a33f,1451692800000,
743,495314,,0,2016-01-03 08:55:01.355,2016-01-02 15:00:01.567,60,53760,13,524.94,28.789999,47f13978-67ed-4057-8739-2bdb9c4a458a.extra_data.json,wakAfCXJCw,400,com.sec.android.app.shealth,494914,26160000,47f13978-67ed-4057-8739-2bdb9c4a458a,1451779200000,
625,416875,,0,2016-01-04 08:55:01.961,2016-01-03 15:00:01.714,60,42688,10,437.42,22.82,bcc4ffea-c292-47b4-be6b-2681b6918595.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,416875,36180000,bcc4ffea-c292-47b4-be6b-2681b6918595,1451865600000,
13004,8453958,,0,2015-12-13 12:55:01.245,2015-12-12 15:00:02.218,60,1560000,233,9112.491,410.30017,9170fdaa-1e0c-4dcb-957e-981bc6afcfca.extra_data.json,wakAfCXJCw,2800,com.sec.android.app.shealth,8451158,21300000,9170fdaa-1e0c-4dcb-957e-981bc6afcfca,1449964800000,
2989,1921679,,0,2015-12-12 15:00:02.116,2015-12-11 15:00:02.512,60,720000,51,2119.0203,97.31,8480371b-3ad6-4c75-a2e5-c2b03e2fd02c.extra_data.json,wakAfCXJCw,3200,com.sec.android.app.shealth,1918479,21959999,8480371b-3ad6-4c75-a2e5-c2b03e2fd02c,1449878400000,
1215,809574,,0,2016-01-08 10:54:59.399,2016-01-07 15:00:01.797,60,60000,21,844.87994,43.57,b6fe1697-4469-45be-8462-b772fa660803.extra_data.json,wakAfCXJCw,1200,com.sec.android.app.shealth,808374,21660000,b6fe1697-4469-45be-8462-b772fa660803,1452211200000,
906,602804,,0,2015-12-19 11:09:57.986,2015-12-18 15:00:02.117,60,60000,16,613.6299,32.2,7a00573a-aa42-435f-95c5-8671288d4aab.extra_data.json,wakAfCXJCw,1200,com.sec.android.app.shealth,601604,25980000,7a00573a-aa42-435f-95c5-8671288d4aab,1450483200000,
1932,1232197,,0,2016-01-10 13:03:38.763,2016-01-09 15:00:02.906,60,360000,33,1398.29,69.45,54bba868-0f82-4bce-a38f-85f3ee10f158.extra_data.json,wakAfCXJCw,5398,com.sec.android.app.shealth,1226799,28800000,54bba868-0f82-4bce-a38f-85f3ee10f158,1452384000000,
892,589729,,0,2016-01-09 10:50:00.775,2016-01-08 15:00:48.049,60,60000,15,627.89996,33.769997,6c379655-4232-4cc8-99d6-3e0294bddab2.extra_data.json,wakAfCXJCw,4800,com.sec.android.app.shealth,584929,19140000,6c379655-4232-4cc8-99d6-3e0294bddab2,1452297600000,
1487,988167,,0,2015-12-18 11:51:42.434,2015-12-17 15:00:00.731,60,120000,26,1059.9601,51.3,8e82f3a4-2ce2-4b42-a4fd-547789944e42.extra_data.json,wakAfCXJCw,400,com.sec.android.app.shealth,987767,22200000,8e82f3a4-2ce2-4b42-a4fd-547789944e42,1450396800000,
890,592933,,0,2016-01-14 15:00:01.775,2016-01-13 15:00:01.711,60,60000,15,620.12,32.03,ad0c072e-f90c-448d-8410-6b806de6bc47.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,592933,28139999,ad0c072e-f90c-448d-8410-6b806de6bc47,1452729600000,
724,477482,,0,2016-01-15 07:51:22.552,2016-01-14 15:00:01.902,60,120000,11,498.23,23.96,0b910c5e-33cb-43c2-a5df-c4937124c676.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,477482,35940000,0b910c5e-33cb-43c2-a5df-c4937124c676,1452816000000,
793,524232,,0,2015-12-25 09:15:01.495,2015-12-24 15:00:01.825,60,60000,13,546.43994,29.39,be2e212b-8ac4-489a-a899-a06cd1cb7c8a.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,524232,37680000,be2e212b-8ac4-489a-a899-a06cd1cb7c8a,1451001600000,
3284,2117467,,0,2015-12-24 09:38:40.686,2015-12-23 15:00:01.623,60,540000,58,2308.9802,109.090034,ccc82416-1487-4aca-8265-ec804646c564.extra_data.json,wakAfCXJCw,2800,com.sec.android.app.shealth,2114667,23400000,ccc82416-1487-4aca-8265-ec804646c564,1450915200000,
6891,4364892,,0,2016-01-20 15:00:01.696,2016-01-19 15:00:02.844,60,1800000,120,4722.3096,224.28998,fc68401c-23e8-4526-aa67-7d913ccdc549.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,4364892,24899999,fc68401c-23e8-4526-aa67-7d913ccdc549,1453248000000,
158,105386,,0,2016-01-21 10:55:00.368,2016-01-20 15:00:01.835,60,29348,1,113.049995,5.23,472ffa0d-0d03-4b25-b14f-610b75a1164f.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,105386,28140000,472ffa0d-0d03-4b25-b14f-610b75a1164f,1453334400000,
5732,3709441,,0,2015-12-30 15:00:00.721,2015-12-29 15:00:00.853,60,660000,101,3981.08,185.52005,9cb46334-ee78-4f70-bc15-4f4c57f4cea7.extra_data.json,wakAfCXJCw,373,com.sec.android.app.shealth,3709068,29099999,9cb46334-ee78-4f70-bc15-4f4c57f4cea7,1451433600000,
4062,2671889,,0,2015-12-31 09:25:47.896,2015-12-30 15:00:00.896,60,540000,73,2812.7095,132.00002,af22d230-b8ab-4718-9f8b-5714e8c9d420.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,2671889,39540000,af22d230-b8ab-4718-9f8b-5714e8c9d420,1451520000000,
1888,1258228,,0,2016-01-26 15:00:00.570,2016-01-25 15:00:02.130,60,60000,33,1346.5,64.46001,c56e2c19-77ae-42b3-aa9b-49ff6f82b30d.extra_data.json,wakAfCXJCw,1600,com.sec.android.app.shealth,1256628,25259999,c56e2c19-77ae-42b3-aa9b-49ff6f82b30d,1453766400000,
653,434750,,0,2016-01-16 07:20:24.438,2016-01-15 15:00:02.573,60,120000,11,469.08002,22.500004,b60d7deb-6076-4a83-a8c4-d4e877c9afa4.extra_data.json,wakAfCXJCw,1200,com.sec.android.app.shealth,433550,34140000,b60d7deb-6076-4a83-a8c4-d4e877c9afa4,1452902400000,
2975,1881674,,0,2016-01-05 10:01:16.063,2016-01-04 15:00:02.074,60,660000,51,2045.5502,98.50999,03671622-bb7f-4d52-af2f-b2ba2ab5c85e.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,1881674,24660000,03671622-bb7f-4d52-af2f-b2ba2ab5c85e,1451952000000,
321,214107,,0,2016-01-22 07:46:35.513,2016-01-21 15:00:01.889,60,34684,5,222.21,12.14,3740deab-633c-4a4c-8fa7-d26f7737e2c8.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,214107,27780000,3740deab-633c-4a4c-8fa7-d26f7737e2c8,1453420800000,
390,260130,,0,2016-01-27 15:00:01.796,2016-01-26 15:00:00.683,60,39353,6,274.55,13.67,a4431212-5afe-495e-a213-6466de16b23a.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,260130,24659999,a4431212-5afe-495e-a213-6466de16b23a,1453852800000,
13578,8491436,,0,2016-04-05 09:55:02.241,2016-04-04 15:00:00.957,60,2584110,235,9823.138,433.95157,c3bee865-fb4f-44c7-95f2-7073e59f2f3d.extra_data.json,wakAfCXJCw,60808,com.sec.android.app.shealth,8430628,23040000,c3bee865-fb4f-44c7-95f2-7073e59f2f3d,1459814400000,
412,274270,,0,2016-01-11 10:35:06.096,2016-01-10 15:00:01.771,60,35351,6,302.9,15.499999,704594de-d310-41d4-b02c-8047218a4fb9.extra_data.json,wakAfCXJCw,800,com.sec.android.app.shealth,273470,30600000,704594de-d310-41d4-b02c-8047218a4fb9,1452470400000,
6262,3774105,,0,2016-01-06 15:00:01.995,2016-01-05 15:00:01.519,60,720000,103,4407.2407,203.34995,9dc4d4e3-42bd-42ff-9512-bd1f0c3cf78d.extra_data.json,wakAfCXJCw,3600,com.sec.android.app.shealth,3770505,23039999,9dc4d4e3-42bd-42ff-9512-bd1f0c3cf78d,1452038400000,
287,190628,,0,2016-01-28 13:09:34.161,2016-01-27 15:00:01.917,60,36685,5,209.88,10.34,cf953158-65b1-4214-b96c-7a4331ddad01.extra_data.json,wakAfCXJCw,1200,com.sec.android.app.shealth,189428,38134030,cf953158-65b1-4214-b96c-7a4331ddad01,1453939200000,
13676,8564354,,0,2016-04-06 11:25:15.150,2016-04-05 15:00:01.048,60,840000,235,9809.702,441.8466,f2337ff9-20c7-48b2-aa7a-d3c0db33dce0.extra_data.json,wakAfCXJCw,48850,com.sec.android.app.shealth,8515504,34020000,f2337ff9-20c7-48b2-aa7a-d3c0db33dce0,1459900800000,
1959,1204094,,0,2016-01-17 08:15:00.459,2016-01-16 15:00:01.949,60,360000,33,1440.5199,65.380005,87545d24-514f-49d9-8805-aa717a387c91.extra_data.json,wakAfCXJCw,2400,com.sec.android.app.shealth,1201694,26400000,87545d24-514f-49d9-8805-aa717a387c91,1452988800000,
1808,1201740,,0,2016-04-08 10:58:28.998,2016-04-08 10:58:28.998,60,180000,33,1298.7198,62.35999,4b057f78-7c0a-4755-8e2b-4e2070051a44.extra_data.json,wakAfCXJCw,1200,com.sec.android.app.shealth,1200540,49560000,4b057f78-7c0a-4755-8e2b-4e2070051a44,1457913600000,
755,503318,,0,2016-01-12 10:13:03.463,2016-01-11 15:00:01.757,60,50692,13,535.54004,27.300001,52518e9a-7365-4361-a3b0-4a3869f668f9.extra_data.json,wakAfCXJCw,400,com.sec.android.app.shealth,502918,39480000,52518e9a-7365-4361-a3b0-4a3869f668f9,1452556800000,
4548,2840078,,0,2016-04-08 10:58:29.192,2016-04-08 10:58:29.192,60,420000,78,3327.05,152.34999,6ddf184e-4165-496c-bb7f-c76970086812.extra_data.json,wakAfCXJCw,3523,com.sec.android.app.shealth,2836555,31200000,6ddf184e-4165-496c-bb7f-c76970086812,1458000000000,
16283,10319299,,0,2016-04-07 09:21:20.417,2016-04-06 15:00:01.095,60,2861652,285,11557.885,523.1714,ded37f89-bdd5-4cac-9921-a8a33fd72603.extra_data.json,wakAfCXJCw,56872,com.sec.android.app.shealth,10262427,22800000,ded37f89-bdd5-4cac-9921-a8a33fd72603,1459987200000,
1318,736855,,0,2016-01-18 13:00:11.116,2016-01-17 15:00:02.121,60,420000,20,969.52997,44.570004,810e3e87-8f1b-465e-ba5a-147621fe8dde.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,736855,23460000,810e3e87-8f1b-465e-ba5a-147621fe8dde,1453075200000,
15439,9007312,,0,2016-04-08 10:58:30.091,2016-04-08 10:58:30.091,60,1920000,248,11756.677,507.53003,749e5d21-2cc4-4f79-b509-760269a1805b.extra_data.json,wakAfCXJCw,40565,com.sec.android.app.shealth,8966747,36720000,749e5d21-2cc4-4f79-b509-760269a1805b,1458432000000,
782,519191,,0,2015-12-14 08:45:52.840,2015-12-13 15:00:02.317,60,50692,13,542.6,29.37,5884c15b-4cfa-454b-9638-169773a1aaba.extra_data.json,wakAfCXJCw,3600,com.sec.android.app.shealth,515591,34860000,5884c15b-4cfa-454b-9638-169773a1aaba,1450051200000,
9930,6197617,,0,2016-04-08 10:58:29.415,2016-04-08 10:58:29.415,60,1440000,171,7125.638,308.9101,05280f07-d905-438a-b469-a81feb7757a5.extra_data.json,wakAfCXJCw,3177,com.sec.android.app.shealth,6194440,36000000,05280f07-d905-438a-b469-a81feb7757a5,1458086400000,
262,174754,,0,2016-01-23 09:32:08.664,2016-01-22 15:00:03.164,60,47357,3,182.27,9.43,db32144c-6cd4-4f8d-99ae-33140f620ada.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,174754,31740000,db32144c-6cd4-4f8d-99ae-33140f620ada,1453507200000,
4880,3073001,,0,2016-04-08 10:58:30.292,2016-04-08 10:58:30.292,60,540000,85,3837.55,180.30998,b57fd070-c971-495c-bc81-bbf9b75599dd.extra_data.json,wakAfCXJCw,61155,com.sec.android.app.shealth,3011846,38520000,b57fd070-c971-495c-bc81-bbf9b75599dd,1458518400000,
12501,7941451,,0,2016-04-08 10:58:30.492,2016-04-08 10:58:30.492,60,360000,218,9764.617,433.32,8e8818d9-16c2-4d9c-9b19-04f5ece12231.extra_data.json,wakAfCXJCw,82717,com.sec.android.app.shealth,7858734,36240000,8e8818d9-16c2-4d9c-9b19-04f5ece12231,1458604800000,
654,431519,,0,2016-01-24 07:53:31.331,2016-01-23 15:00:00.914,60,60000,11,465.03003,22.590002,9d8e0281-0da6-46a7-a252-4cf2c03c1f71.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,431519,51660000,9d8e0281-0da6-46a7-a252-4cf2c03c1f71,1453593600000,
4302,2715405,,0,2016-04-08 10:58:31.114,2016-04-08 10:58:31.114,60,240000,75,3150.7197,149.45,a0d756f5-bf6b-47ab-9b84-774ac20d536c.extra_data.json,wakAfCXJCw,14443,com.sec.android.app.shealth,2700962,37320000,a0d756f5-bf6b-47ab-9b84-774ac20d536c,1458950400000,
5272,3452236,,0,2016-04-02 10:55:01.917,2016-04-01 23:28:08.848,60,300000,95,3747.9905,179.10002,1b6b7d43-eaea-4bc0-af1f-fe3cf80a25a5.extra_data.json,wakAfCXJCw,5600,com.sec.android.app.shealth,3446636,34440000,1b6b7d43-eaea-4bc0-af1f-fe3cf80a25a5,1459555200000,
1336,869861,,0,2016-04-08 10:58:31.203,2016-04-08 10:58:31.203,60,120000,23,1006.33,55.610004,48b7e6b2-845b-42d2-ab93-4ea8347b7c27.extra_data.json,wakAfCXJCw,20800,com.sec.android.app.shealth,849061,30060000,48b7e6b2-845b-42d2-ab93-4ea8347b7c27,1459036800000,
5378,3507370,,0,2016-04-03 12:15:00.627,2016-04-02 15:00:01.057,60,660000,96,3756.3506,172.08003,2822da37-391f-4f4b-8b97-218a9e9a699b.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,3507370,38040000,2822da37-391f-4f4b-8b97-218a9e9a699b,1459641600000,
4703,2905619,,0,2015-12-20 09:55:00.584,2015-12-19 15:00:01.372,60,240000,80,3414.53,167.23999,9bd6a5c6-f5c6-430e-a899-e2d521268abf.extra_data.json,wakAfCXJCw,21136,com.sec.android.app.shealth,2884483,21900000,9bd6a5c6-f5c6-430e-a899-e2d521268abf,1450569600000,
7488,4669323,,0,2016-04-08 10:58:31.669,2016-04-08 10:58:31.669,60,600000,128,5694.829,268.42996,a6e06f00-0995-44fb-ab03-18bac47a5938.extra_data.json,wakAfCXJCw,96852,com.sec.android.app.shealth,4572471,18719999,a6e06f00-0995-44fb-ab03-18bac47a5938,1459468800000,
13124,8219865,,0,2016-04-08 11:14:55.192,2016-04-07 15:00:02.103,60,1895487,226,9614.838,427.26996,b3daf16c-8a86-4f8f-8e9b-0aedabe57262.extra_data.json,wakAfCXJCw,48982,com.sec.android.app.shealth,8170883,32940000,b3daf16c-8a86-4f8f-8e9b-0aedabe57262,1460073600000,
7289,4711078,,0,2016-04-09 11:46:43.656,2016-04-08 15:00:02.045,60,1020000,130,5121.5605,226.09004,44fb72bb-4048-4cfa-aa2c-8e592a4bdcd0.extra_data.json,wakAfCXJCw,800,com.sec.android.app.shealth,4710278,40560000,44fb72bb-4048-4cfa-aa2c-8e592a4bdcd0,1460160000000,
1290,850097,,0,2015-12-26 09:35:01.166,2015-12-25 15:00:01.823,60,60000,23,931.1301,48.75999,19fc2de7-358b-4c22-bb2b-c82c27274120.extra_data.json,wakAfCXJCw,2400,com.sec.android.app.shealth,847697,32160000,19fc2de7-358b-4c22-bb2b-c82c27274120,1451088000000,
428,280937,,0,2016-04-08 10:58:28.554,2016-04-08 10:58:28.554,60,38152,6,341.75003,15.069997,bcbed00c-015b-475b-a940-6db03bda135a.extra_data.json,wakAfCXJCw,6800,com.sec.android.app.shealth,274137,53160000,bcbed00c-015b-475b-a940-6db03bda135a,1457740800000,
5906,3786927,,0,2016-04-08 10:58:31.290,2016-04-08 10:58:31.290,60,360000,103,4193.5396,198.47,0ed6d0f3-1f99-4cd8-afc1-858ac82d5d9d.extra_data.json,wakAfCXJCw,18400,com.sec.android.app.shealth,3768527,19200000,0ed6d0f3-1f99-4cd8-afc1-858ac82d5d9d,1459123200000,
1532,1017085,,0,2016-01-01 10:55:01.360,2015-12-31 15:00:00.922,60,120000,26,1058.7399,54.109997,708ead0b-1fe5-417a-9dee-9decd91e7900.extra_data.json,wakAfCXJCw,0,com.sec.android.app.shealth,1017085,34140000,708ead0b-1fe5-417a-9dee-9decd91e7900,1451606400000,
6144,3833469,,0,2016-04-08 10:58:29.614,2016-04-08 10:58:29.614,60,360000,105,4568.6104,203.40001,c5278222-43b5-4045-9867-63028f45d103.extra_data.json,wakAfCXJCw,23581,com.sec.android.app.shealth,3809888,37139999,c5278222-43b5-4045-9867-63028f45d103,1458172800000,
