com.samsung.shealth.activity_level,6200039,1
activity_level,start_time,update_time,create_time,time_offset,deviceuuid,pkg_name,datauuid
180004,2019-09-12 01:37:59.582,2019-09-12 01:37:59.582,2019-09-12 01:37:59.595,UTC+0900,wakAfCXJCw,com.sec.android.app.shealth,40e0ca90-893b-4689-8fbe-c96892f204c7,
