com.samsung.shealth.social.public_challenge.extra,6200039,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2019-10-07 00:27:22.732,2019-10-07 00:27:22.732,2,{"uiViewStatusItemList":[]},xfhdjU2RR4,com.sec.android.app.shealth,2ede08f7-dd80-498f-a617-30e160ef6f99,
