com.samsung.shealth.social.public_challenge,6200039,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2021-01-15 03:01:28.551,2019-10-07 00:27:24.591,43a65f3a-e25a-4401-b448-7e71f87a2b03.body.json,xfhdjU2RR4,com.sec.android.app.shealth,1610679688532,43a65f3a-e25a-4401-b448-7e71f87a2b03,
