com.samsung.shealth.tracker.pedometer_step_count,6200039,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
,,0,7,2021-11-08 23:40:00.000,,,2021-11-08 23:41:31.000,2021-11-08 23:40:59.000,7,0.09251302,5.5507812,0.2397461,UTC+0900,pD9Mev8fKW,com.sec.android.app.shealth,2021-11-08 23:40:59.000,677c945a-dc5b-9234-6ec4-b30608535d15,
,,0,10,2021-11-09 00:27:00.000,,,2021-11-09 00:28:00.000,2021-11-09 00:27:59.000,10,0.12630208,7.578125,0.35180664,UTC+0900,pD9Mev8fKW,com.sec.android.app.shealth,2021-11-09 00:27:59.000,f85b01b7-2c49-ff8b-3754-ce185b2258c6,
,,0,106,2021-11-09 00:46:00.000,,,2021-11-09 00:47:00.000,2021-11-09 00:46:59.000,106,1.3395833,80.375,3.7348633,UTC+0900,pD9Mev8fKW,com.sec.android.app.shealth,2021-11-09 00:46:59.000,769d29bf-214d-dfa6-b998-475c2d10f0f0,
60000,4,0,102,2021-11-09 00:43:00.000,,,2021-11-09 00:55:01.726,2021-11-09 00:55:01.726,102,1.275,76.5,4.08,UTC+0900,AmBxKyNhYC,com.sec.android.app.shealth,2021-11-09 00:44:00.000,15254dc6-bacf-4445-85e5-7a5119733c53,
60000,4,0,106,2021-11-09 00:49:00.000,,,2021-11-09 00:55:04.569,2021-11-09 00:55:04.569,106,1.325,79.5,4.24,UTC+0900,AmBxKyNhYC,com.sec.android.app.shealth,2021-11-09 00:50:00.000,8dee2087-daf9-450f-aced-f70c5f2825ed,
,,0,106,2021-11-09 00:52:00.000,,,2021-11-09 00:53:00.000,2021-11-09 00:52:59.000,106,1.3320963,79.92578,3.7304688,UTC+0900,pD9Mev8fKW,com.sec.android.app.shealth,2021-11-09 00:52:59.000,81bb36c4-9b18-9465-8cf3-e543faeb1b9c,
,,0,135,2021-11-09 00:56:00.000,,,2021-11-09 00:57:00.000,2021-11-09 00:56:59.000,135,1.8212891,109.27734,4.677002,UTC+0900,pD9Mev8fKW,com.sec.android.app.shealth,2021-11-09 00:56:59.000,667ed4d0-334c-fb32-3b3a-fd21f0fa6097,
,,0,113,2021-11-09 01:02:00.000,,,2021-11-09 01:03:00.000,2021-11-09 01:02:59.000,113,1.4448568,86.69141,3.9538574,UTC+0900,pD9Mev8fKW,com.sec.android.app.shealth,2021-11-09 01:02:59.000,41d19797-1bd7-2d7c-0497-29f875096493,
,,0,105,2021-11-09 01:08:00.000,,,2021-11-09 01:09:00.000,2021-11-09 01:08:59.000,105,1.3541666,81.25,3.665039,UTC+0900,pD9Mev8fKW,com.sec.android.app.shealth,2021-11-09 01:08:59.000,c5e80a9d-8cce-da31-b25a-d1b0853fbfec,
60000,4,0,109,2021-11-09 00:55:00.000,,,2021-11-09 01:15:01.808,2021-11-09 01:15:01.808,109,1.3695,82.17,4.36,UTC+0900,AmBxKyNhYC,com.sec.android.app.shealth,2021-11-09 00:56:00.000,c59d826c-8f89-4de6-8a4a-034455bd0d2d,
