Date,Step Count,Speed (m/s),Distance,Greater than 10K steps
2021-08-20 ,27235,1.1,20207.02,Yes
2021-08-21 ,33613,1.16,24792.88,Yes
2021-08-22 ,35152,1.1,26178.82,Yes
2021-08-23 ,20040,1.12,14932.07,Yes
2021-08-24 ,433,1.03,311.22,No
2021-08-25 ,10327,1.07,7678.47,Yes
2021-08-26 ,14518,1.02,10822.48,Yes
2021-08-27 ,14352,0.99,10709.87,Yes
2021-08-28 ,9656,1.25,7208.93,No
2021-08-29 ,53815,1.14,39961.76,Yes
2021-08-30 ,22999,1.12,17129.35,Yes
2021-08-31 ,22702,1.18,17041.79,Yes
2021-09-01 ,25456,1.13,18927.07,Yes
2021-09-02 ,47749,1.11,35514.73,Yes
2021-09-03 ,42162,1.11,31334.59,Yes
2021-09-04 ,25441,1.05,18779.56,Yes
2021-09-05 ,30498,1.2,22809.6,Yes
2021-09-06 ,46090,1.2,34671.23,Yes
2021-09-07 ,34430,1.21,25689.31,Yes
2021-09-08 ,21125,1.17,15746.41,Yes
2021-09-09 ,9742,1.06,7273.67,No
2021-09-10 ,17216,1.1,12775.25,Yes
2021-09-11 ,16217,1.18,11904.68,Yes
2021-09-12 ,23182,1.12,17343.07,Yes
2021-09-13 ,36157,1.12,26999.23,Yes
2021-09-14 ,26840,1.11,20122.8,Yes
2021-09-15 ,27380,1.05,20350.3,Yes
2021-09-16 ,15692,1.21,11575.32,Yes
2021-09-17 ,29140,1.28,21884.17,Yes
2021-09-18 ,2601,0.76,1912.78,No
2021-09-19 ,23180,1.08,17180.75,Yes
2021-09-20 ,30222,1.22,22424.14,Yes
2021-09-21 ,13372,1.31,10006.23,Yes
2021-09-22 ,68823,1.28,51959.38,Yes
2021-09-23 ,31619,1.24,23561.63,Yes
2021-09-24 ,30416,1.18,22548.72,Yes
2021-09-25 ,41098,1.22,30538.53,Yes
2021-09-26 ,33702,1.22,25115.55,Yes
2021-09-27 ,29926,1.15,22130.3,Yes
2021-09-28 ,11616,1.16,8465.46,Yes
2021-09-29 ,34713,1.14,25686.02,Yes
2021-09-30 ,16216,1.2,11980.44,Yes
2021-10-01 ,12157,1.03,8980.76,Yes
2021-10-02 ,26127,1.19,19283.79,Yes
2021-10-03 ,15743,1.24,11651.71,Yes
2021-10-04 ,10210,1.13,7588.63,Yes
2021-10-05 ,26559,1.14,19552.73,Yes
2021-10-06 ,35650,1.2,26382.31,Yes
2021-10-07 ,42410,1.27,31989.92,Yes
2021-10-08 ,36453,1.28,27422.29,Yes
2021-10-09 ,28098,1.16,20833.61,Yes
2021-10-10 ,14503,1.25,10762.35,Yes
2021-10-11 ,50709,1.21,37869.79,Yes
2021-10-12 ,27666,1.14,20441.4,Yes
2021-10-13 ,36672,1.19,27152.93,Yes
2021-10-14 ,34780,1.18,25699.02,Yes
2021-10-15 ,36251,1.28,27199.85,Yes
2021-10-16 ,46763,1.28,35320.76,Yes
2021-10-17 ,19558,1.14,14809.5,Yes
2021-10-18 ,22688,1.18,16927.85,Yes
2021-10-19 ,53240,1.24,40016.49,Yes
2021-10-20 ,29474,1.21,22078.08,Yes
2021-10-21 ,35844,1.25,26812.3,Yes
2021-10-22 ,41162,1.28,30902.7,Yes
2021-10-23 ,14366,1.17,10783.72,Yes
2021-10-24 ,81888,1.39,62862.96,Yes
2021-10-25 ,23248,1.46,17883.66,Yes
2021-10-26 ,65573,1.36,50232.99,Yes
2021-10-27 ,39405,1.17,29427.03,Yes
2021-10-28 ,58858,1.31,44533.67,Yes
2021-10-29 ,39437,1.35,29874.49,Yes
2021-10-30 ,30419,1.29,23027.63,Yes
2021-10-31 ,15945,1.37,12110.68,Yes
2021-11-01 ,33065,1.26,24943.29,Yes
2021-11-02 ,53953,1.25,40567.9,Yes
2021-11-03 ,24149,1.19,18288.22,Yes
2021-11-04 ,30216,1.25,22594.39,Yes
2021-11-05 ,28926,1.28,21788.57,Yes
2021-11-06 ,84473,1.25,63563.55,Yes
2021-11-07 ,17760,1.26,13302.89,Yes
2021-11-08 ,1040,0.82,788.27,No
2021-11-09 ,22952,1.42,17559.79,Yes
2021-11-10 ,15487,1.17,11680.61,Yes
2021-11-11 ,14190,1.34,10674.5,Yes
2021-11-12 ,536,0.27,400.12,No
2021-11-13 ,43591,1.28,32764.62,Yes
2021-11-14 ,15126,1.4,11509.52,Yes
2021-11-15 ,31301,1.37,24019.0,Yes
2021-11-16 ,22787,1.23,17193.3,Yes
2021-11-17 ,42401,1.16,31725.16,Yes
2021-11-18 ,10816,1.31,8104.18,Yes
2021-11-19 ,79658,1.37,60471.47,Yes
2021-11-20 ,40640,1.26,30465.26,Yes
2021-11-21 ,22734,1.07,17027.81,Yes
2021-11-22 ,18303,0.91,13661.85,Yes
2021-11-23 ,13815,0.52,10350.84,Yes
2021-11-24 ,12926,0.5,9607.88,Yes
2021-11-25 ,17179,0.88,12888.49,Yes
2021-11-26 ,24244,1.24,18032.42,Yes
2021-11-27 ,32025,1.21,24031.05,Yes
2021-11-28 ,15862,1.37,12036.77,Yes
2021-11-29 ,29646,1.3,22406.56,Yes
2021-11-30 ,28381,1.24,21316.21,Yes
2021-12-01 ,68675,1.31,52700.55,Yes
2021-12-02 ,27794,1.21,20813.16,Yes
2021-12-03 ,35583,1.24,26603.97,Yes
2021-12-04 ,44373,1.36,33520.41,Yes
2021-12-05 ,3637,0.8,2654.6,No
2021-12-06 ,3445,1.07,2501.82,No
2021-12-07 ,543,0.37,397.09,No
2021-12-08 ,32490,1.05,24020.02,Yes
2021-12-09 ,48186,1.22,35697.95,Yes
2021-12-10 ,40004,1.26,30310.99,Yes
2021-12-11 ,4222,1.01,3165.01,No
2021-12-12 ,1582,0.93,1163.8,No
