com.samsung.shealth.social.public_challenge.history,6200039,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2021-01-15 03:01:28.690,2019-10-07 00:27:24.545,0854bd10-6e99-4d58-b4e1-1e22fc1a1d0e.body.json,SIMPLE_LEVEL,xfhdjU2RR4,com.sec.android.app.shealth,1610679688688,0854bd10-6e99-4d58-b4e1-1e22fc1a1d0e,
2020-02-12 04:34:24.848,2019-10-13 01:54:20.241,96e77204-ab4a-4c74-930a-c7b40f43535a.body.json,PcUserProfileDataMY25737757_-1,xfhdjU2RR4,com.sec.android.app.shealth,1581482064842,96e77204-ab4a-4c74-930a-c7b40f43535a,
