com.samsung.shealth.social.public_challenge.extra,6201005,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2021-08-24 11:28:11.775,2021-08-24 11:28:11.775,2,{"uiViewStatusItemList":[]},Hx51+uDVw3,com.sec.android.app.shealth,867d02b1-38ea-41fc-9b40-2c6c55d34b47,
