com.samsung.shealth.tracker.pedometer_day_summary,6201005,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
191,b6a54132-29f7-4eb3-a8cd-946e9baf6e8d.binning_data.json,514233,6000,0,2021-08-25 03:06:52.930,com.sec.android.app.shealth,2021-08-24 12:48:21.347,b6a54132-29f7-4eb3-a8cd-946e9baf6e8d.source_info.json,0.29041985,149.34373,6.8607545,191,VfS0qUERdZ,com.sec.android.app.shealth,0,b6a54132-29f7-4eb3-a8cd-946e9baf6e8d.achievement.json,b6a54132-29f7-4eb3-a8cd-946e9baf6e8d,1629763200000,
54,569bde78-834d-4849-9683-1374d769a7ea.binning_data.json,34233,6000,0,2021-08-24 15:00:01.106,com.sec.android.app.shealth,2021-08-24 15:00:01.106,,1.1850839,40.57,2.1,54,Hx51+uDVw3,com.sec.android.app.shealth,0,569bde78-834d-4849-9683-1374d769a7ea.achievement.json,569bde78-834d-4849-9683-1374d769a7ea,1629763200000,
4993,07214026-a5b1-4955-b9ef-c20afbb86088.binning_data.json,2986793,6000,0,2021-08-25 15:00:01.050,com.sec.android.app.shealth,2021-08-25 15:00:01.050,,1.2493632,3731.59,165.62,4993,Hx51+uDVw3,com.sec.android.app.shealth,0,07214026-a5b1-4955-b9ef-c20afbb86088.achievement.json,07214026-a5b1-4955-b9ef-c20afbb86088,1629849600000,
5809,7382c2de-0c53-4746-8626-5fb51b59aaf3.binning_data.json,6466883,6000,1,2021-08-25 13:01:02.714,com.sec.android.app.shealth,2021-08-24 16:33:58.171,7382c2de-0c53-4746-8626-5fb51b59aaf3.source_info.json,0.6773865,4380.58,194.66367,5808,VfS0qUERdZ,com.sec.android.app.shealth,0,7382c2de-0c53-4746-8626-5fb51b59aaf3.achievement.json,7382c2de-0c53-4746-8626-5fb51b59aaf3,1629849600000,
4728,bd975245-023f-407b-8fbb-1fd854516383.binning_data.json,10960701,6000,15,2021-08-26 21:34:06.825,com.sec.android.app.shealth,2021-08-25 19:31:03.102,bd975245-023f-407b-8fbb-1fd854516383.source_info.json,0.33026057,3619.888,164.76059,4713,VfS0qUERdZ,com.sec.android.app.shealth,0,bd975245-023f-407b-8fbb-1fd854516383.achievement.json,bd975245-023f-407b-8fbb-1fd854516383,1629936000000,
2149,23c874bc-5020-4200-851c-aae81c1f13cd.binning_data.json,1263773,6000,1,2021-08-26 15:25:31.565,com.sec.android.app.shealth,2021-08-26 15:25:31.565,,1.2486175,1577.97,72.99,2148,Hx51+uDVw3,com.sec.android.app.shealth,0,23c874bc-5020-4200-851c-aae81c1f13cd.achievement.json,23c874bc-5020-4200-851c-aae81c1f13cd,1629936000000,
2306,18c86e09-1aa6-4c5a-9844-509a0fd31e5a.binning_data.json,4653628,6000,17,2021-08-27 15:01:05.436,com.sec.android.app.shealth,2021-08-26 21:34:06.638,18c86e09-1aa6-4c5a-9844-509a0fd31e5a.source_info.json,0.38070884,1771.6775,80.15578,2289,VfS0qUERdZ,com.sec.android.app.shealth,0,18c86e09-1aa6-4c5a-9844-509a0fd31e5a.achievement.json,18c86e09-1aa6-4c5a-9844-509a0fd31e5a,1630022400000,
8790,f88c374d-c083-4e5e-bf6d-31fbae4e9456.binning_data.json,9298661,6000,38,2021-09-03 13:29:58.576,com.sec.android.app.shealth,2021-08-28 02:15:03.993,f88c374d-c083-4e5e-bf6d-31fbae4e9456.source_info.json,0.7201346,6696.288,293.22668,8752,VfS0qUERdZ,com.sec.android.app.shealth,0,f88c374d-c083-4e5e-bf6d-31fbae4e9456.achievement.json,f88c374d-c083-4e5e-bf6d-31fbae4e9456,1630108800000,
4096,9393c153-dc91-46af-9419-3dd923013ac2.binning_data.json,11400000,6000,14,2021-08-27 15:00:01.482,com.sec.android.app.shealth,2021-08-26 15:25:32.053,,0.2802581,3194.9424,143.54988,4082,/77eTAHyDe,com.sec.android.app.shealth,0,9393c153-dc91-46af-9419-3dd923013ac2.achievement.json,9393c153-dc91-46af-9419-3dd923013ac2,1629936000000,
3235,3c6021cd-1130-40a7-999e-fea22aeedd41.binning_data.json,6119999,6000,1,2021-08-25 15:00:01.617,com.sec.android.app.shealth,2021-08-25 15:00:01.617,,0.40833437,2499.0066,113.33485,3234,/77eTAHyDe,com.sec.android.app.shealth,666,3c6021cd-1130-40a7-999e-fea22aeedd41.achievement.json,3c6021cd-1130-40a7-999e-fea22aeedd41,1629849600000,
18,65b8a21c-56b1-4774-86fb-4269afd2be32.binning_data.json,12435,6000,0,2021-08-29 15:06:55.623,com.sec.android.app.shealth,2021-08-29 15:06:55.623,,1.0245212,12.740001,0.64000005,18,Hx51+uDVw3,com.sec.android.app.shealth,0,65b8a21c-56b1-4774-86fb-4269afd2be32.achievement.json,65b8a21c-56b1-4774-86fb-4269afd2be32,1630195200000,
7380,8d75ee79-e3e7-4f92-a8b0-be4d38a2b42c.binning_data.json,4312575,6000,0,2021-08-28 15:00:00.987,com.sec.android.app.shealth,2021-08-28 15:00:00.987,,1.2859508,5545.76,238.48,7380,Hx51+uDVw3,com.sec.android.app.shealth,0,8d75ee79-e3e7-4f92-a8b0-be4d38a2b42c.achievement.json,8d75ee79-e3e7-4f92-a8b0-be4d38a2b42c,1630108800000,
1108,db94e8f1-7c30-440a-a1f8-7da8bb5b6d90.binning_data.json,634117,6000,0,2021-08-27 15:00:00.654,com.sec.android.app.shealth,2021-08-27 15:00:00.654,,1.3041273,826.97003,37.31,1108,Hx51+uDVw3,com.sec.android.app.shealth,0,db94e8f1-7c30-440a-a1f8-7da8bb5b6d90.achievement.json,db94e8f1-7c30-440a-a1f8-7da8bb5b6d90,1630022400000,
3739,050dd848-713d-4e5a-bdd9-3ee0b5594830.binning_data.json,2303937,6000,0,2021-08-31 15:16:44.604,com.sec.android.app.shealth,2021-08-31 15:16:44.604,,1.2018124,2768.9,129.9,3739,Hx51+uDVw3,com.sec.android.app.shealth,0,050dd848-713d-4e5a-bdd9-3ee0b5594830.achievement.json,050dd848-713d-4e5a-bdd9-3ee0b5594830,1630368000000,
5149,b29df0da-f5b6-4f8d-8761-ebca6f1c763d.binning_data.json,7218895,6000,60,2021-09-03 13:29:58.441,com.sec.android.app.shealth,2021-08-31 07:51:44.143,b29df0da-f5b6-4f8d-8761-ebca6f1c763d.source_info.json,0.54466945,3931.9119,180.42467,5089,VfS0qUERdZ,com.sec.android.app.shealth,0,b29df0da-f5b6-4f8d-8761-ebca6f1c763d.achievement.json,b29df0da-f5b6-4f8d-8761-ebca6f1c763d,1630368000000,
137,e22f5973-cb3e-43fb-966b-548122e04fcf.binning_data.json,479999,6000,0,2021-08-25 15:00:01.621,com.sec.android.app.shealth,2021-08-25 15:00:01.621,,0.22661194,108.773735,4.7607546,137,/77eTAHyDe,com.sec.android.app.shealth,0,e22f5973-cb3e-43fb-966b-548122e04fcf.achievement.json,e22f5973-cb3e-43fb-966b-548122e04fcf,1629763200000,
1105,faaba939-ebab-4023-9496-acbb46b1cf8e.binning_data.json,622840,6000,0,2021-09-01 15:00:01.315,com.sec.android.app.shealth,2021-09-01 15:00:01.315,,1.3453195,837.92004,36.71,1105,Hx51+uDVw3,com.sec.android.app.shealth,0,faaba939-ebab-4023-9496-acbb46b1cf8e.achievement.json,faaba939-ebab-4023-9496-acbb46b1cf8e,1630454400000,
1496,8fb0ee8b-56c6-499c-8392-7d38beba271b.binning_data.json,5772435,6000,23,2021-09-03 13:29:58.586,com.sec.android.app.shealth,2021-08-29 00:07:30.550,8fb0ee8b-56c6-499c-8392-7d38beba271b.source_info.json,0.20408835,1178.0867,53.22307,1473,VfS0qUERdZ,com.sec.android.app.shealth,0,8fb0ee8b-56c6-499c-8392-7d38beba271b.achievement.json,8fb0ee8b-56c6-499c-8392-7d38beba271b,1630195200000,
818,4534013d-a81f-4ccb-9f4f-cd4327ca0d57.binning_data.json,451150,6000,0,2021-09-03 15:00:01.964,com.sec.android.app.shealth,2021-09-03 15:00:01.964,,1.3003187,586.64,28.53,818,Hx51+uDVw3,com.sec.android.app.shealth,0,4534013d-a81f-4ccb-9f4f-cd4327ca0d57.achievement.json,4534013d-a81f-4ccb-9f4f-cd4327ca0d57,1630627200000,
1871,ec5cb18f-9703-481b-be95-3da071bb51f8.binning_data.json,4979999,6000,17,2021-08-28 15:00:01.641,com.sec.android.app.shealth,2021-08-27 15:00:01.484,,0.2941277,1464.7559,65.94754,1854,/77eTAHyDe,com.sec.android.app.shealth,0,ec5cb18f-9703-481b-be95-3da071bb51f8.achievement.json,ec5cb18f-9703-481b-be95-3da071bb51f8,1630022400000,
2963,d86ff14e-1011-420c-acb7-acb3aee8c094.binning_data.json,8417958,6000,45,2021-09-03 14:51:04.404,com.sec.android.app.shealth,2021-09-02 23:22:04.868,d86ff14e-1011-420c-acb7-acb3aee8c094.source_info.json,0.2738844,2305.5476,104.888885,2918,VfS0qUERdZ,com.sec.android.app.shealth,0,d86ff14e-1011-420c-acb7-acb3aee8c094.achievement.json,d86ff14e-1011-420c-acb7-acb3aee8c094,1630627200000,
3888,546f5be0-cfbc-4785-a281-bb21a75f9ab2.binning_data.json,7852570,6000,12,2021-09-03 13:29:58.593,com.sec.android.app.shealth,2021-08-30 03:19:54.767,546f5be0-cfbc-4785-a281-bb21a75f9ab2.source_info.json,0.3778145,2966.815,132.69635,3876,VfS0qUERdZ,com.sec.android.app.shealth,0,546f5be0-cfbc-4785-a281-bb21a75f9ab2.achievement.json,546f5be0-cfbc-4785-a281-bb21a75f9ab2,1630281600000,
2180,b4762e4a-4d73-41c1-92e3-f14607046628.binning_data.json,7500000,6000,0,2021-09-03 15:00:02.880,com.sec.android.app.shealth,2021-09-03 15:00:02.880,,0.22702344,1702.6758,76.12164,2180,/77eTAHyDe,com.sec.android.app.shealth,0,b4762e4a-4d73-41c1-92e3-f14607046628.achievement.json,b4762e4a-4d73-41c1-92e3-f14607046628,1630454400000,
2400,59b2a6f3-4595-4a94-85c2-cc43de8ed8a7.binning_data.json,1395439,6000,0,2021-08-30 15:04:42.516,com.sec.android.app.shealth,2021-08-30 15:04:42.516,,1.28624,1794.87,79.33,2400,Hx51+uDVw3,com.sec.android.app.shealth,0,59b2a6f3-4595-4a94-85c2-cc43de8ed8a7.achievement.json,59b2a6f3-4595-4a94-85c2-cc43de8ed8a7,1630281600000,
3117,cb924fd5-edc2-4b8b-829e-0198d32bc875.binning_data.json,8339999,6000,12,2021-09-03 15:00:02.892,com.sec.android.app.shealth,2021-09-03 15:00:02.892,,0.29083273,2425.545,109.23981,3105,/77eTAHyDe,com.sec.android.app.shealth,0,cb924fd5-edc2-4b8b-829e-0198d32bc875.achievement.json,cb924fd5-edc2-4b8b-829e-0198d32bc875,1630281600000,
2571,07364a2e-6e6b-4990-9782-fcea03c6d3c0.binning_data.json,8460000,6000,45,2021-09-03 15:00:02.959,com.sec.android.app.shealth,2021-09-03 15:00:02.959,,0.23905674,2022.4199,91.635864,2526,/77eTAHyDe,com.sec.android.app.shealth,0,07364a2e-6e6b-4990-9782-fcea03c6d3c0.achievement.json,07364a2e-6e6b-4990-9782-fcea03c6d3c0,1630627200000,
2448,c3669d99-e162-45a4-acbc-79edb9e72de3.binning_data.json,6831243,6000,0,2021-09-03 13:29:58.445,com.sec.android.app.shealth,2021-09-01 03:15:02.823,c3669d99-e162-45a4-acbc-79edb9e72de3.source_info.json,0.27709666,1892.9148,83.9342,2448,VfS0qUERdZ,com.sec.android.app.shealth,0,c3669d99-e162-45a4-acbc-79edb9e72de3.achievement.json,c3669d99-e162-45a4-acbc-79edb9e72de3,1630454400000,
