com.samsung.shealth.social.public_challenge,6201005,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2021-11-18 09:39:04.352,2021-08-24 11:29:09.569,a5ddcd49-6d5d-43b4-b156-cd849dcde0fc.body.json,Hx51+uDVw3,com.sec.android.app.shealth,1637228344341,a5ddcd49-6d5d-43b4-b156-cd849dcde0fc,
