com.samsung.shealth.food_frequent,6201005,1
eveningsnack_count,update_time,create_time,morningsnack_count,dinner_count,breakfast_count,deviceuuid,pkg_name,afternoonsnack_count,datauuid,food_info_id,lunch_count
0.99,2021-08-24 11:28:13.060,2021-08-24 11:28:13.060,0.99,0.99,0.99,Hx51+uDVw3,com.sec.android.app.shealth,0.99,b009f192-2e43-441d-ad06-6265ccf3d281,3cd56a08-9ffd-464a-9d5c-cae8009482c2,0.99,
0.75,2021-08-24 11:28:13.067,2021-08-24 11:28:13.067,0.75,0.75,0.75,Hx51+uDVw3,com.sec.android.app.shealth,0.75,c4b05a47-9dd5-4d53-90cc-fa1aea090ff1,2cf6316e-33d1-4fce-8a5a-ab5b76e2e38f,0.75,
0.95,2021-08-24 11:28:13.061,2021-08-24 11:28:13.061,0.95,0.95,0.95,Hx51+uDVw3,com.sec.android.app.shealth,0.95,90f6656b-1916-4356-a636-b292b52e710f,d190e9c5-db13-4a8f-aa04-a35cddeaa8dc,0.95,
0.71,2021-08-24 11:28:13.068,2021-08-24 11:28:13.068,0.71,0.71,0.71,Hx51+uDVw3,com.sec.android.app.shealth,0.71,858f2d30-61ea-4952-ba8e-0d59d24c7682,17a8f4b6-2d30-4ce6-9ae0-e11a8cf7306b,0.71,
0.91,2021-08-24 11:28:13.062,2021-08-24 11:28:13.062,0.91,0.91,0.91,Hx51+uDVw3,com.sec.android.app.shealth,0.91,8047164f-976e-4468-a250-6daa6c8e59ec,b6718e56-22f4-4c56-9bfa-8a98496c4826,0.91,
0.67,2021-08-24 11:28:13.068,2021-08-24 11:28:13.068,0.67,0.67,0.67,Hx51+uDVw3,com.sec.android.app.shealth,0.67,8fd200ca-390c-4cb4-ac10-390237d08a1f,137c3c37-eacf-433b-ab40-f4492936b4eb,0.67,
0.87,2021-08-24 11:28:13.063,2021-08-24 11:28:13.063,0.87,0.87,0.87,Hx51+uDVw3,com.sec.android.app.shealth,0.87,691b763d-aa55-4afa-a39e-3721968688da,3f6e6c8c-12a3-4758-8f83-dff129d8a1f6,0.87,
0.63,2021-08-24 11:28:13.069,2021-08-24 11:28:13.069,0.63,0.63,0.63,Hx51+uDVw3,com.sec.android.app.shealth,0.63,7fe21533-caa1-4449-a2df-95d3d1aff6f8,afb15a6c-7973-4f61-8de8-b9aabbcffa17,0.63,
0.83,2021-08-24 11:28:13.064,2021-08-24 11:28:13.064,0.83,0.83,0.83,Hx51+uDVw3,com.sec.android.app.shealth,0.83,1547c13e-5b46-45c7-ad88-f2902b06ab8c,4cad914e-60b5-4313-aa98-bd7476027fa6,0.83,
0.79,2021-08-24 11:28:13.066,2021-08-24 11:28:13.066,0.79,0.79,0.79,Hx51+uDVw3,com.sec.android.app.shealth,0.79,a9b5355e-1cd1-4f7b-a4c1-087662e98ef6,5cff18dd-3901-44e6-91ef-c637b3553a50,0.79,
