com.samsung.shealth.tracker.pedometer_event,6196009,1
start_time,update_time,create_time,type,time_offset,deviceuuid,pkg_name,healthy_step,end_time,datauuid
2021-11-10 11:30:37.000,2021-11-10 11:43:32.000,2021-11-10 11:43:32.000,1,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,1116,2021-11-10 11:43:32.000,a1f14a9c-2267-9470-5eaf-4b4d8a821944,
2021-11-26 10:37:53.000,2021-11-26 10:53:13.000,2021-11-26 10:53:13.000,1,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,907,2021-11-26 10:53:13.000,6f85c40e-686d-6f1e-595b-d9aa7c8ea1af,
2021-11-13 00:24:07.000,2021-11-13 00:35:42.000,2021-11-13 00:35:42.000,1,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,837,2021-11-13 00:35:42.000,1c658879-e858-8168-9136-0152411a1f76,
2021-11-13 10:28:05.000,2021-11-13 10:41:04.000,2021-11-13 10:41:04.000,1,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,860,2021-11-13 10:41:04.000,f0ed3358-d798-bed8-df16-186fc4f54ada,
2021-11-14 00:32:03.000,2021-11-14 00:43:53.000,2021-11-14 00:43:53.000,1,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,910,2021-11-14 00:43:53.000,fb48ac6f-e559-6db8-f873-306d970244f3,
2021-11-21 06:58:46.000,2021-11-21 07:11:44.000,2021-11-21 07:11:44.000,1,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,843,2021-11-21 07:11:44.000,2ad7c023-8f8f-744d-3d90-2d472f5f2e8d,
2021-11-25 00:16:49.000,2021-11-25 00:28:27.000,2021-11-25 00:28:27.000,1,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,800,2021-11-25 00:28:27.000,12cdf834-460c-5d0f-e145-46210c4086df,
