com.samsung.shealth.goal_history,6196009,1
update_time,create_time,type,time_offset,deviceuuid,pkg_name,set_time,controller_id,datauuid
2021-07-03 02:08:26.494,2021-07-03 02:08:26.494,1,UTC+0900,OvMFo+Qpk+,com.sec.android.app.shealth,1625278106033,goal.activity,b87bcec7-7199-44a1-9197-ea0e900f5024,
2021-07-03 02:08:26.633,2021-07-03 02:08:26.633,1,UTC+0900,OvMFo+Qpk+,com.sec.android.app.shealth,1625278106323,goal.activity,080dc419-9aa3-46b9-8d10-6a8279896149,
