com.samsung.shealth.step_daily_trend,6196009,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
35e894be-f584-483f-8215-7b5f7b23c882.binning_data.json,2021-08-24 15:00:01.132,2021-08-24 15:00:01.132,com.sec.android.app.shealth,0,54,1.1850839,40.57,2.1,Hx51+uDVw3,com.sec.android.app.shealth,35e894be-f584-483f-8215-7b5f7b23c882,1629763200000,
0d62ebd9-d163-4677-8aba-b6691a99ef8e.binning_data.json,2021-08-25 15:00:01.096,2021-08-25 15:00:01.096,com.sec.android.app.shealth,0,4993,1.2493632,3731.59,165.62,Hx51+uDVw3,com.sec.android.app.shealth,0d62ebd9-d163-4677-8aba-b6691a99ef8e,1629849600000,
a7c84be6-55a3-4960-a1c0-e4bdb6aed5e2.binning_data.json,2021-08-25 13:01:02.762,2021-08-24 16:33:58.195,com.sec.android.app.shealth,-2,5809,0.6773865,4380.58,194.66367,VfS0qUERdZ,com.sec.android.app.shealth,a7c84be6-55a3-4960-a1c0-e4bdb6aed5e2,1629849600000,
257882db-4ae2-4297-9242-f77fc1d92f19.binning_data.json,2021-08-25 15:00:01.650,2021-08-25 15:00:01.650,com.sec.android.app.shealth,25,3235,0.40833437,2499.0066,113.33485,/77eTAHyDe,com.sec.android.app.shealth,257882db-4ae2-4297-9242-f77fc1d92f19,1629849600000,
f2e0bee5-c089-41cd-b865-38152c950bff.binning_data.json,2021-08-25 15:00:01.660,2021-08-25 15:00:01.660,com.sec.android.app.shealth,25,137,0.22661194,108.773735,4.7607546,/77eTAHyDe,com.sec.android.app.shealth,f2e0bee5-c089-41cd-b865-38152c950bff,1629763200000,
3079fadc-efaf-4c58-96c1-e712b2ea07c9.binning_data.json,2021-08-25 03:06:52.950,2021-08-24 12:48:21.373,com.sec.android.app.shealth,-2,191,0.29041985,149.34373,6.8607545,VfS0qUERdZ,com.sec.android.app.shealth,3079fadc-efaf-4c58-96c1-e712b2ea07c9,1629763200000,
121ddcc5-0c00-40e2-9792-761b70143928.binning_data.json,2021-08-27 15:00:01.507,2021-08-26 15:25:32.078,com.sec.android.app.shealth,25,4096,0.2802581,3194.9424,143.54988,/77eTAHyDe,com.sec.android.app.shealth,121ddcc5-0c00-40e2-9792-761b70143928,1629936000000,
2fd06e99-72b8-47c9-8a5c-243499fd86cd.binning_data.json,2021-08-27 15:00:00.678,2021-08-27 15:00:00.678,com.sec.android.app.shealth,0,1108,1.3041273,826.97003,37.31,Hx51+uDVw3,com.sec.android.app.shealth,2fd06e99-72b8-47c9-8a5c-243499fd86cd,1630022400000,
fb48a117-6ea4-4c50-980a-54ce2174e421.binning_data.json,2021-08-26 15:25:31.600,2021-08-26 15:25:31.600,com.sec.android.app.shealth,0,2149,1.2486175,1577.97,72.99,Hx51+uDVw3,com.sec.android.app.shealth,fb48a117-6ea4-4c50-980a-54ce2174e421,1629936000000,
74cc818b-7c5f-4556-96bc-d02d8b04a0cc.binning_data.json,2021-08-28 15:00:01.667,2021-08-27 15:00:01.519,com.sec.android.app.shealth,25,1871,0.2941277,1464.7559,65.94754,/77eTAHyDe,com.sec.android.app.shealth,74cc818b-7c5f-4556-96bc-d02d8b04a0cc,1630022400000,
