com.samsung.shealth.social.public_challenge.history,6196009,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2021-11-18 09:39:04.673,2021-08-24 11:29:10.104,d56876a7-8e5b-49ff-b17a-137bd36ec72d.body.json,SIMPLE_LEVEL,Hx51+uDVw3,com.sec.android.app.shealth,1637228344670,d56876a7-8e5b-49ff-b17a-137bd36ec72d,
