com.samsung.shealth.tracker.pedometer_step_count,6196009,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
5523,4,0,7,2021-11-09 01:16:00.000,,,2021-11-09 01:25:10.154,2021-11-09 01:25:10.154,7,0.88888896,4.91,0.26,UTC+0900,Hx51+uDVw3,com.sec.android.app.shealth,2021-11-09 01:17:00.000,024ef6b8-87df-4f2e-bb5d-898548e5e527,
4378,4,0,8,2021-11-09 00:12:00.000,,,2021-11-09 00:13:46.164,2021-11-09 00:13:46.164,8,1.3611112,5.96,0.28,UTC+0900,Hx51+uDVw3,com.sec.android.app.shealth,2021-11-09 00:13:00.000,eedbd54e-a452-43f9-89d1-f13d474a6121,
6553,4,0,10,2021-11-09 06:33:00.000,,,2021-11-09 06:33:05.277,2021-11-09 06:33:00.664,10,1.1139315,7.3,0.37999997,UTC+0900,Hx51+uDVw3,com.sec.android.app.shealth,2021-11-09 06:34:00.000,613ab7aa-ea1a-49c7-b57d-0ed098566202,
5598,4,0,8,2021-11-09 06:32:00.000,,,2021-11-09 06:32:59.272,2021-11-09 06:32:58.145,8,1.019923,5.71,0.29999998,UTC+0900,Hx51+uDVw3,com.sec.android.app.shealth,2021-11-09 06:33:00.000,60805caf-cfb3-484c-96a5-751d17a1ed10,
3825,4,0,7,2021-11-10 03:48:00.000,,,2021-11-10 03:55:01.117,2021-11-10 03:55:01.117,7,1.4166666,5.42,0.24,UTC+0900,Hx51+uDVw3,com.sec.android.app.shealth,2021-11-10 03:49:00.000,44723f74-6044-467d-ac2b-b5569d39e41f,
4736,4,0,6,2021-11-10 03:05:00.000,,,2021-11-10 03:05:26.840,2021-11-10 03:05:26.840,6,0.8888889,4.21,0.22,UTC+0900,Hx51+uDVw3,com.sec.android.app.shealth,2021-11-10 03:06:00.000,c38ff3a4-3d4e-4358-ac5d-5718a12f5a31,
34950,4,0,45,2021-11-10 04:15:00.000,,,2021-11-10 04:35:03.114,2021-11-10 04:35:03.114,69,1.3055556,45.63,3.33,UTC+0900,Hx51+uDVw3,com.sec.android.app.shealth,2021-11-10 04:16:00.000,f4bb535b-49ff-4fc6-b550-06b9eed00ad6,
10866,4,0,21,2021-11-10 04:14:00.000,,,2021-11-10 04:15:01.097,2021-11-10 04:15:01.097,21,1.5,16.3,0.69,UTC+0900,Hx51+uDVw3,com.sec.android.app.shealth,2021-11-10 04:15:00.000,a2d23dd3-313b-40b9-9ca0-ddde4098628c,
19536,4,0,32,2021-11-10 06:04:00.000,,,2021-11-10 06:15:01.492,2021-11-10 06:15:01.492,32,1.25,24.42,1.11,UTC+0900,Hx51+uDVw3,com.sec.android.app.shealth,2021-11-10 06:05:00.000,4211b09d-7b0e-4431-b6e1-415b4e239731,
42992,4,0,79,2021-11-10 04:10:00.000,,,2021-11-10 04:15:01.060,2021-11-10 04:15:01.060,81,1.4444444,62.1,2.67,UTC+0900,Hx51+uDVw3,com.sec.android.app.shealth,2021-11-10 04:11:00.000,0a786cc7-27b5-4adb-94ac-6744f556623b,
45237,4,0,92,2021-11-10 04:11:00.000,,,2021-11-10 04:15:01.068,2021-11-10 04:15:01.068,90,1.5555556,70.37,2.77,UTC+0900,Hx51+uDVw3,com.sec.android.app.shealth,2021-11-10 04:12:00.000,d9ca6eec-9501-4fc3-8f2a-96b0ed0af458,
8121,4,0,14,2021-11-09 06:43:00.000,,,2021-11-09 06:43:16.346,2021-11-09 06:43:15.320,14,1.2817072,10.41,0.47,UTC+0900,Hx51+uDVw3,com.sec.android.app.shealth,2021-11-09 06:44:00.000,b480cc5e-9490-4976-b181-ea297495b62a,
3235,4,0,7,2021-11-10 07:45:00.000,,,2021-11-10 07:45:37.297,2021-11-10 07:45:36.282,7,1.7246234,5.58,0.23,UTC+0900,Hx51+uDVw3,com.sec.android.app.shealth,2021-11-10 07:46:00.000,00eb1595-f578-436a-a641-16110c9b6c70,
