com.samsung.shealth.activity.day_summary,6196009,2
step_count,active_time,target,others_time,update_time,create_time,goal,longest_active_time,score,distance,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
0,0,90,0,2021-08-24 11:28:16.007,2021-08-24 11:28:16.007,-1,0,0,0.0,0.0,00ca3f5a-54a6-48b6-b2ba-fe8a16b5fe4b.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,00ca3f5a-54a6-48b6-b2ba-fe8a16b5fe4b,1627430400000,
0,0,90,0,2021-08-24 11:28:16.066,2021-08-24 11:28:16.066,-1,0,0,0.0,0.0,885a3864-543a-4fbe-9220-e221bfa97a3d.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,885a3864-543a-4fbe-9220-e221bfa97a3d,1627516800000,
191,167711,90,0,2021-08-25 03:06:52.804,2021-08-24 11:28:15.952,-1,79000,2,136.86374,12.542406,90ed42dd-d37d-49e4-b5f1-239d3f00e991.extra_data.json,Hx51+uDVw3,79000,com.sec.android.app.shealth,88711,74340000,90ed42dd-d37d-49e4-b5f1-239d3f00e991,1629763200000,
0,0,90,0,2021-08-24 11:28:16.161,2021-08-24 11:28:16.161,-1,0,0,0.0,0.0,0633f016-4721-45a0-8885-8d67d8084938.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,0633f016-4721-45a0-8885-8d67d8084938,1627689600000,
0,0,90,0,2021-08-24 11:28:16.241,2021-08-24 11:28:16.241,-1,0,0,0.0,0.0,5c0b849b-8225-42c3-b213-7f4e9c28acc7.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,5c0b849b-8225-42c3-b213-7f4e9c28acc7,1627948800000,
0,0,90,0,2021-08-24 11:28:16.264,2021-08-24 11:28:16.264,-1,0,0,0.0,0.0,8c1281d4-4834-4af2-bc1a-ee2e23f8d33c.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,8c1281d4-4834-4af2-bc1a-ee2e23f8d33c,1628035200000,
0,0,90,0,2021-08-24 11:28:16.134,2021-08-24 11:28:16.134,-1,0,0,0.0,0.0,73096b55-db0b-4edf-9df1-c5da14b9f3f3.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,73096b55-db0b-4edf-9df1-c5da14b9f3f3,1627603200000,
0,0,90,0,2021-08-24 11:28:16.199,2021-08-24 11:28:16.199,-1,0,0,0.0,0.0,8100a6ad-3961-4bbb-a603-07ee6ecab1d1.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,8100a6ad-3961-4bbb-a603-07ee6ecab1d1,1627862400000,
0,0,90,0,2021-08-24 11:28:16.297,2021-08-24 11:28:16.297,-1,0,0,0.0,0.0,db5479b2-0c9a-4da9-beb8-bf433ea03471.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,db5479b2-0c9a-4da9-beb8-bf433ea03471,1628208000000,
0,0,90,0,2021-08-24 11:28:16.179,2021-08-24 11:28:16.179,-1,0,0,0.0,0.0,6ef1c8ca-147e-46ad-b2f8-0119d4970157.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,6ef1c8ca-147e-46ad-b2f8-0119d4970157,1627776000000,
0,0,90,0,2021-08-24 11:28:16.387,2021-08-24 11:28:16.387,-1,0,0,0.0,0.0,b69b58ab-c93a-454b-9a9a-38e899c355e7.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,b69b58ab-c93a-454b-9a9a-38e899c355e7,1628553600000,
0,0,90,0,2021-08-24 11:28:16.343,2021-08-24 11:28:16.343,-1,0,0,0.0,0.0,dba4f550-2a68-4790-a0c7-298f1a9e070b.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,dba4f550-2a68-4790-a0c7-298f1a9e070b,1628380800000,
0,0,90,0,2021-08-24 11:28:16.362,2021-08-24 11:28:16.362,-1,0,0,0.0,0.0,8edf2f9d-9a30-48f2-a461-3c823a9e074c.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,8edf2f9d-9a30-48f2-a461-3c823a9e074c,1628467200000,
0,0,90,0,2021-08-24 11:28:16.285,2021-08-24 11:28:16.285,-1,0,0,0.0,0.0,08aea26b-67dc-4131-86a6-f1d418ca8c73.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,08aea26b-67dc-4131-86a6-f1d418ca8c73,1628121600000,
0,0,90,0,2021-08-24 11:28:16.413,2021-08-24 11:28:16.413,-1,0,0,0.0,0.0,0d37ed61-35f6-41e2-99e5-f81f4ffce420.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,0d37ed61-35f6-41e2-99e5-f81f4ffce420,1628726400000,
0,0,90,0,2021-08-24 11:28:16.486,2021-08-24 11:28:16.486,-1,0,0,0.0,0.0,620ff5b7-52a1-4dd9-98eb-cd6f36a19bf6.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,620ff5b7-52a1-4dd9-98eb-cd6f36a19bf6,1629072000000,
0,0,90,0,2021-08-24 11:28:16.401,2021-08-24 11:28:16.401,-1,0,0,0.0,0.0,ddcf123d-472e-4520-b9d1-6ebf72b929a9.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,ddcf123d-472e-4520-b9d1-6ebf72b929a9,1628640000000,
0,0,90,0,2021-08-24 11:28:16.593,2021-08-24 11:28:16.593,-1,0,0,0.0,0.0,b33bcb61-d0e8-4344-8809-06e94d5fa15f.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,b33bcb61-d0e8-4344-8809-06e94d5fa15f,1629590400000,
0,0,90,0,2021-08-24 11:28:16.467,2021-08-24 11:28:16.467,-1,0,0,0.0,0.0,0808119a-3a96-4c0d-ace9-9990c1013577.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,0808119a-3a96-4c0d-ace9-9990c1013577,1628985600000,
0,0,90,0,2021-08-24 11:28:16.316,2021-08-24 11:28:16.316,-1,0,0,0.0,0.0,45fd4c91-d1e6-4243-aaf9-ace2c65c23ce.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,45fd4c91-d1e6-4243-aaf9-ace2c65c23ce,1628294400000,
0,0,90,0,2021-08-24 11:28:16.445,2021-08-24 11:28:16.445,-1,0,0,0.0,0.0,067a071a-cad0-4dec-841f-95d070d0164b.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,067a071a-cad0-4dec-841f-95d070d0164b,1628899200000,
1496,1010691,90,0,2021-09-03 13:29:57.926,2021-08-28 15:00:00.641,-1,43355,17,1178.0867,53.423653,78cba23b-df2e-495a-a96e-62ed9184a6e7.extra_data.json,Hx51+uDVw3,28200,com.sec.android.app.shealth,982491,12600000,78cba23b-df2e-495a-a96e-62ed9184a6e7,1630195200000,
0,0,90,0,2021-08-24 11:28:16.495,2021-08-24 11:28:16.495,-1,0,0,0.0,0.0,a9a85c9e-03f1-4b35-8735-d01ffd7b1f29.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,a9a85c9e-03f1-4b35-8735-d01ffd7b1f29,1629158400000,
0,0,90,0,2021-08-24 11:28:16.516,2021-08-24 11:28:16.516,-1,0,0,0.0,0.0,40696743-d7e9-48bb-8e5f-f0ef074734d4.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,40696743-d7e9-48bb-8e5f-f0ef074734d4,1629244800000,
0,0,90,0,2021-08-24 11:28:16.431,2021-08-24 11:28:16.431,-1,0,0,0.0,0.0,70610cc1-3020-4992-945a-4f7ce147ef39.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,70610cc1-3020-4992-945a-4f7ce147ef39,1628812800000,
0,0,90,0,2021-08-24 11:28:16.573,2021-08-24 11:28:16.573,-1,0,0,0.0,0.0,be50c716-bc4a-48d6-8ae4-6e2016aba76c.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,be50c716-bc4a-48d6-8ae4-6e2016aba76c,1629504000000,
0,0,90,0,2021-08-24 11:28:16.555,2021-08-24 11:28:16.555,-1,0,0,0.0,0.0,cdb5b059-51d5-46df-8ef5-ecbce0167fb3.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,cdb5b059-51d5-46df-8ef5-ecbce0167fb3,1629417600000,
1761,1681624,90,542000,2021-09-04 13:52:03.147,2021-09-03 15:00:01.940,-1,542000,30,1308.1163,94.43393,d36e5e48-4c17-4ec1-9e78-d2eed096485f.extra_data.json,Hx51+uDVw3,8400,com.sec.android.app.shealth,1131224,25920000,d36e5e48-4c17-4ec1-9e78-d2eed096485f,1630713600000,
0,0,90,0,2021-08-24 11:28:16.532,2021-08-24 11:28:16.532,-1,0,0,0.0,0.0,5ad1c4f7-7051-47ed-ad34-bab986aac3ff.extra_data.json,Hx51+uDVw3,0,com.sec.android.app.shealth,0,-1,5ad1c4f7-7051-47ed-ad34-bab986aac3ff,1629331200000,
