com.samsung.shealth.permission,6196009,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,1,2021-08-24 11:28:12.144,2021-08-24 11:02:15.678,data,,Hx51+uDVw3,com.sec.android.app.shealth,sync,1,af701aae-7c88-6fc0-bb70-c646210593db,af701aae-7c88-6fc0-bb70-c646210593db.optionals.json,
