com.samsung.shealth.social.public_challenge.extra,6170019,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2021-07-03 02:58:29.824,2021-07-03 02:58:29.824,2,{"uiViewStatusItemList":[]},V57RQzDK0T,com.sec.android.app.shealth,eaf6ad29-a729-4df9-be89-b82b6b637fcf,
