com.samsung.health.food_info,6170019,6
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
83.0,1.0,0.0,0.0,0.0,"317 kcal, 90 g당",,samsungosp-011003,90,5.0,0.86,0.09,2021-07-03 02:58:32.942,2021-07-03 02:58:32.942,0.0,5.13,0.0,1.0,쌀밥,0.0,0.0,5.0,316.8,인분,,V57RQzDK0T,g,0.0,0.0,com.sec.android.app.shealth,70.7,0.2840909,cacad72a-581d-4290-a40f-8384fa573935,1,
256.0,1.0,0.0,0.0,0.0,"353 kcal, 100 g당",,samsungosp-012011,100,4.0,3.09,0.64,2021-07-03 02:58:32.945,2021-07-03 02:58:32.945,0.01,7.8,0.06,2.0,잡곡밥,0.0,0.0,16.0,352.8,인분,,V57RQzDK0T,g,0.03,0.0,com.sec.android.app.shealth,76.6,0.28344673,ecab5ae0-a32d-4caa-b4d1-d3d76579f375,1,
180.0,29.0,8.0,0.0,0.0,"11 kcal, 60 g당",,samsungosp-141008,60,688.0,1.8,0.3,2021-07-03 02:58:32.951,2021-07-03 02:58:32.951,0.0,1.2,0.0,0.0,배추김치,0.0,0.0,28.0,10.8,인분,,V57RQzDK0T,g,0.0,0.0,com.sec.android.app.shealth,2.3,5.5555553,02d74235-6eaf-4442-b9ab-8f770f5a6533,1,
72.0,18.0,0.0,0.0,7.0,"43 kcal, 115 g당",,samsungosp-203017,115,5.0,0.0,1.935,2021-07-03 02:58:32.963,2021-07-03 02:58:32.963,0.0,0.37,0.0,0.0,"커피,설탕,프림",0.0,0.0,12.0,42.8,인분,,V57RQzDK0T,g,0.0,0.0,com.sec.android.app.shealth,5.8,2.6869159,1c9f6e6d-0cf9-4891-8025-d8fb5781e61d,1,
293.0,0.0,0.0,0.0,0.0,"315 kcal, 90 g당",,samsungosp-011005,90,71.0,2.97,1.89,2021-07-03 02:58:32.948,2021-07-03 02:58:32.948,0.0,6.84,0.0,1.0,현미밥,0.0,0.0,5.0,315.0,인분,,V57RQzDK0T,g,0.0,0.0,com.sec.android.app.shealth,69.4,0.2857143,27868cd6-129a-4e31-b849-2a2eb1a36dda,1,
380.0,7.0,10.0,0.0,0.0,"80 kcal, 100 g당",,samsungosp-211016,100,2.0,1.8,0.2,2021-07-03 02:58:32.961,2021-07-03 02:58:32.961,0.0,1.2,0.0,1.0,바나나,0.0,0.0,4.0,80.0,인분,,V57RQzDK0T,g,0.0,0.0,com.sec.android.app.shealth,21.1,1.25,e31fd568-da01-4862-9f6a-e827dc615f51,1,
296.0,56.0,2.0,0.0,22.0,"120 kcal, 200 g당",,samsungosp-191005,200,110.0,0.0,6.4,2021-07-03 02:58:32.969,2021-07-03 02:58:32.969,1.82,6.4,0.22,0.0,우유,0.0,0.0,210.0,120.0,인분,,V57RQzDK0T,g,4.34,0.0,com.sec.android.app.shealth,9.4,1.6666666,4fa5f2eb-a9ab-4eea-b875-78bfd36b9ef4,1,
111.0,3.0,4.0,0.0,0.0,"57 kcal, 120g당",,fatsecret-5133188,80,401.0,1.9,1.13,2021-07-07 10:02:25.005,2021-07-07 10:02:25.005,0.373,2.31,0.481,5.0,콩나물무침,1.97,,2.0,38.0,소접시,,V57RQzDK0T,g,0.18,,com.sec.android.app.shealth,5.99,2.1052632,cc5f81a1-7295-4c37-8fba-1062075f6446,1,
60.0,0.0,0.0,0.0,0.0,"3 kcal, 100 g당",,samsungosp-203018,100,1.0,0.0,0.0,2021-07-03 02:58:32.965,2021-07-03 02:58:32.965,0.0,0.1,0.0,0.0,"커피,원두,블랙",0.0,0.0,2.0,3.0,인분,,V57RQzDK0T,g,0.0,0.0,com.sec.android.app.shealth,0.4,33.333332,328d6550-dbac-4e61-9765-952bf8dbbf58,1,
475.0,0.0,1.0,0.0,52.0,"3605 kcal, 4872g당",,fatsecret-5482144,250,449.0,0.1,9.0,2021-07-07 10:02:25.004,2021-07-07 10:02:25.004,3.806,23.68,0.355,11.0,곰탕,0.65,,2.0,185.0,그릇,,V57RQzDK0T,g,3.498,,com.sec.android.app.shealth,1.83,1.3513514,6f9d9a12-eff1-487e-8046-a383faf9f2ec,1,
