com.samsung.shealth.permission,6170019,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,1,2021-07-03 02:58:31.768,2021-07-03 02:43:39.332,data,,V57RQzDK0T,com.sec.android.app.shealth,sync,1,23ed5bc9-c0f0-d977-ed74-340553e7d546,23ed5bc9-c0f0-d977-ed74-340553e7d546.optionals.json,
