com.samsung.shealth.social.service_status,6170019,1
status,update_time,create_time,service_type,deviceuuid,pkg_name,datauuid
0,2021-07-03 02:58:26.797,2021-07-03 02:58:26.797,1,V57RQzDK0T,com.sec.android.app.shealth,5e941e13-d3db-49aa-a459-a1713ef90756,
0,2021-07-03 02:58:26.799,2021-07-03 02:58:26.799,2,V57RQzDK0T,com.sec.android.app.shealth,b158843f-3d4a-4d83-b121-2ff8557d1d12,
