com.samsung.shealth.food_frequent,6196009,1
eveningsnack_count,update_time,create_time,morningsnack_count,dinner_count,breakfast_count,deviceuuid,pkg_name,afternoonsnack_count,datauuid,food_info_id,lunch_count
0.99,2021-07-03 05:00:48.220,2021-07-03 05:00:48.220,0.99,0.99,0.99,tKM9gWo31F,com.sec.android.app.shealth,0.99,44bacadc-8857-4fbf-91fb-1c0c8825ff82,14aa3f2d-00d1-4296-a3b7-7b9078adc718,0.99,
0.91,2021-07-03 05:00:48.221,2021-07-03 05:00:48.221,0.91,0.91,0.91,tKM9gWo31F,com.sec.android.app.shealth,0.91,b1791db9-6e74-44d3-9e74-3f9ecffdbd0d,2daed189-6592-4aa7-8093-8997e2281ed4,0.91,
0.83,2021-07-03 05:00:48.222,2021-07-03 05:00:48.222,0.83,0.83,0.83,tKM9gWo31F,com.sec.android.app.shealth,0.83,9c34783a-737a-4c73-a766-01591f9b5553,0920625f-52c3-4a5b-8c6e-8a4f667e3b4a,0.83,
0.95,2021-07-03 06:54:47.553,2021-07-03 05:00:48.220,0.95,0.95,1.95,tKM9gWo31F,com.sec.android.app.shealth,0.95,4c50ae81-3977-4266-a194-e17d86bbbe13,397f6b92-abf6-4ef0-b9f6-7206c543a7be,0.95,
0.87,2021-07-03 06:54:47.561,2021-07-03 05:00:48.221,0.87,0.87,1.87,tKM9gWo31F,com.sec.android.app.shealth,0.87,ace7c5b0-e076-4c6c-a356-46690dd91882,1d3ab162-1940-45f3-ace4-b5a13939b518,0.87,
0.79,2021-07-03 05:00:48.222,2021-07-03 05:00:48.222,0.79,0.79,0.79,tKM9gWo31F,com.sec.android.app.shealth,0.79,2e7a2c27-986e-46aa-b795-32e9ece0aba9,c6ab0d9d-aad3-4c52-8347-1b3139d93fda,0.79,
0.0,2021-07-03 06:54:47.572,2021-07-03 06:54:47.572,0.0,0.0,1.0,tKM9gWo31F,com.sec.android.app.shealth,0.0,288c76e1-2fe4-4b77-8d4c-f91062494f7c,3021b00f-7840-49e2-a12f-8c59f51b643f,0.0,
0.0,2021-07-03 06:54:47.586,2021-07-03 06:54:47.586,0.0,0.0,1.0,tKM9gWo31F,com.sec.android.app.shealth,0.0,3619ff1f-f7ad-4f6b-a34d-29ac6c71f6ef,dc0ff537-8b08-4867-bdf4-0906e02ba6f2,0.0,
0.71,2021-07-03 05:00:48.226,2021-07-03 05:00:48.226,0.71,0.71,0.71,tKM9gWo31F,com.sec.android.app.shealth,0.71,afac8c22-1936-4fd9-800c-55ea9eb78428,978dcdd9-3321-4ebb-b00e-a2c30734be9d,0.71,
0.67,2021-07-03 05:00:48.227,2021-07-03 05:00:48.227,0.67,0.67,0.67,tKM9gWo31F,com.sec.android.app.shealth,0.67,d0931339-0443-4228-b250-1e6eccb9b970,0d2f1914-7730-4245-a886-693b1035f9ff,0.67,
0.63,2021-07-03 05:00:48.229,2021-07-03 05:00:48.229,0.63,0.63,0.63,tKM9gWo31F,com.sec.android.app.shealth,0.63,7b466501-163d-4c2e-b794-693233f9dbca,a09f1ab3-799b-4113-9dce-2c911187edcc,0.63,
0.75,2021-07-03 05:00:48.222,2021-07-03 05:00:48.222,0.75,0.75,0.75,tKM9gWo31F,com.sec.android.app.shealth,0.75,bbfc1e4e-a1a1-45b1-b49b-6c3b04ac458e,d21dcca2-3359-415c-bcdf-c1b8efa55b45,0.75,
