com.samsung.shealth.tracker.pedometer_day_summary,6196009,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
1113,3c923791-8e6c-4400-bea3-b3c990134196.binning_data.json,1649584,6000,0,2021-07-03 13:49:03.986,com.sec.android.app.shealth,2021-07-03 07:23:49.427,3c923791-8e6c-4400-bea3-b3c990134196.source_info.json,0.51719135,853.1507,36.409904,1113,VfS0qUERdZ,com.sec.android.app.shealth,0,3c923791-8e6c-4400-bea3-b3c990134196.achievement.json,3c923791-8e6c-4400-bea3-b3c990134196,1625270400000,
318,40083e6f-7555-4376-922f-1f239826a810.binning_data.json,174151,6000,0,2021-07-03 15:00:01.371,com.sec.android.app.shealth,2021-07-03 15:00:01.371,,1.3935541,242.69,10.77,318,tKM9gWo31F,com.sec.android.app.shealth,0,40083e6f-7555-4376-922f-1f239826a810.achievement.json,40083e6f-7555-4376-922f-1f239826a810,1625270400000,
2098,8b1c3c95-66df-4e55-8b54-c559502a704e.binning_data.json,1187971,6000,0,2021-07-05 15:00:00.633,com.sec.android.app.shealth,2021-07-05 15:00:00.633,,1.3415221,1593.6901,56.149998,2098,tKM9gWo31F,com.sec.android.app.shealth,0,8b1c3c95-66df-4e55-8b54-c559502a704e.achievement.json,8b1c3c95-66df-4e55-8b54-c559502a704e,1625443200000,
3134,7265550f-4f34-4399-9434-e84213741cf3.binning_data.json,5792429,6000,140,2021-07-05 14:26:01.552,com.sec.android.app.shealth,2021-07-04 21:58:04.654,7265550f-4f34-4399-9434-e84213741cf3.source_info.json,0.4229255,2449.7664,96.90732,2994,VfS0qUERdZ,com.sec.android.app.shealth,0,7265550f-4f34-4399-9434-e84213741cf3.achievement.json,7265550f-4f34-4399-9434-e84213741cf3,1625443200000,
2010,212187f7-d0f2-4cf6-a2f1-97d515de6b6b.binning_data.json,1112825,6000,0,2021-07-07 15:00:00.780,com.sec.android.app.shealth,2021-07-07 15:00:00.780,,1.409754,1568.8099,81.78,2010,tKM9gWo31F,com.sec.android.app.shealth,0,212187f7-d0f2-4cf6-a2f1-97d515de6b6b.achievement.json,212187f7-d0f2-4cf6-a2f1-97d515de6b6b,1625616000000,
4144,c149adf3-567d-4e52-92ff-299829defc5f.binning_data.json,7180488,6000,105,2021-07-07 14:37:02.649,com.sec.android.app.shealth,2021-07-06 21:49:00.835,c149adf3-567d-4e52-92ff-299829defc5f.source_info.json,0.45213744,3246.568,152.04652,4039,VfS0qUERdZ,com.sec.android.app.shealth,0,c149adf3-567d-4e52-92ff-299829defc5f.achievement.json,c149adf3-567d-4e52-92ff-299829defc5f,1625616000000,
1714,4f59426d-9fe9-4b60-9929-dc0aba321b7e.binning_data.json,944158,6000,0,2021-07-09 15:00:00.874,com.sec.android.app.shealth,2021-07-09 15:00:00.874,,1.4173778,1338.23,69.63,1714,tKM9gWo31F,com.sec.android.app.shealth,0,4f59426d-9fe9-4b60-9929-dc0aba321b7e.achievement.json,4f59426d-9fe9-4b60-9929-dc0aba321b7e,1625788800000,
4756,835fdf81-6199-43af-b232-ef78e8429f18.binning_data.json,7207257,6000,143,2021-07-09 14:16:13.313,com.sec.android.app.shealth,2021-07-08 21:33:03.857,835fdf81-6199-43af-b232-ef78e8429f18.source_info.json,0.5175741,3730.29,171.38495,4613,VfS0qUERdZ,com.sec.android.app.shealth,0,835fdf81-6199-43af-b232-ef78e8429f18.achievement.json,835fdf81-6199-43af-b232-ef78e8429f18,1625788800000,
1772,b5f293b0-645d-4427-866b-9679ca0c45e5.binning_data.json,982059,6000,20,2021-07-11 15:00:00.666,com.sec.android.app.shealth,2021-07-11 15:00:00.666,,1.4176632,1392.23,73.0,1752,tKM9gWo31F,com.sec.android.app.shealth,0,b5f293b0-645d-4427-866b-9679ca0c45e5.achievement.json,b5f293b0-645d-4427-866b-9679ca0c45e5,1625961600000,
2443,2f0145b1-184d-434e-bffc-67cedcc57050.binning_data.json,3288181,6000,156,2021-07-11 13:08:02.864,com.sec.android.app.shealth,2021-07-10 22:27:05.339,2f0145b1-184d-434e-bffc-67cedcc57050.source_info.json,0.5921891,1947.2247,96.42702,2287,VfS0qUERdZ,com.sec.android.app.shealth,0,2f0145b1-184d-434e-bffc-67cedcc57050.achievement.json,2f0145b1-184d-434e-bffc-67cedcc57050,1625961600000,
1943,c7defa8b-b685-4f21-8404-2ec9db758bfd.binning_data.json,1051634,6000,0,2021-07-13 15:00:00.860,com.sec.android.app.shealth,2021-07-13 15:00:00.860,,1.4383602,1512.63,79.27,1943,tKM9gWo31F,com.sec.android.app.shealth,0,c7defa8b-b685-4f21-8404-2ec9db758bfd.achievement.json,c7defa8b-b685-4f21-8404-2ec9db758bfd,1626134400000,
2101,8f36ff0d-0d3f-487c-9f02-970adc4bfbc3.binning_data.json,1147015,6000,9,2021-07-15 15:00:01.880,com.sec.android.app.shealth,2021-07-15 15:00:01.880,,1.4351678,1646.16,85.42,2092,tKM9gWo31F,com.sec.android.app.shealth,0,8f36ff0d-0d3f-487c-9f02-970adc4bfbc3.achievement.json,8f36ff0d-0d3f-487c-9f02-970adc4bfbc3,1626307200000,
4078,b87c8629-cb16-47b0-aa69-a9848ab5e235.binning_data.json,6433030,6000,195,2021-07-13 14:15:04.708,com.sec.android.app.shealth,2021-07-12 22:15:03.078,b87c8629-cb16-47b0-aa69-a9848ab5e235.source_info.json,0.49892575,3209.6042,152.02495,3883,VfS0qUERdZ,com.sec.android.app.shealth,0,b87c8629-cb16-47b0-aa69-a9848ab5e235.achievement.json,b87c8629-cb16-47b0-aa69-a9848ab5e235,1626134400000,
7346,3da59142-9eff-48a9-8a51-cae7e7aecade.binning_data.json,3726696,6000,0,2021-07-17 15:00:01.037,com.sec.android.app.shealth,2021-07-17 15:00:01.037,,1.5707769,5853.81,296.56995,7346,tKM9gWo31F,com.sec.android.app.shealth,0,3da59142-9eff-48a9-8a51-cae7e7aecade.achievement.json,3da59142-9eff-48a9-8a51-cae7e7aecade,1626480000000,
983,5ddd45fc-110c-497c-9705-6b1a41f6a4c5.binning_data.json,1739999,6000,0,2021-07-03 15:00:01.623,com.sec.android.app.shealth,2021-07-03 15:00:01.623,,0.43462935,756.25507,31.794094,983,hmQws4UQ7U,com.sec.android.app.shealth,0,5ddd45fc-110c-497c-9705-6b1a41f6a4c5.achievement.json,5ddd45fc-110c-497c-9705-6b1a41f6a4c5,1625270400000,
8410,846eaee0-e862-4682-a1c2-3f8c4e5c0f46.binning_data.json,7450236,6000,200,2021-07-04 13:05:02.566,com.sec.android.app.shealth,2021-07-03 22:51:02.479,846eaee0-e862-4682-a1c2-3f8c4e5c0f46.source_info.json,0.8831526,6579.696,228.67558,8210,VfS0qUERdZ,com.sec.android.app.shealth,0,846eaee0-e862-4682-a1c2-3f8c4e5c0f46.achievement.json,846eaee0-e862-4682-a1c2-3f8c4e5c0f46,1625356800000,
4414,f189a4dd-d671-44d0-a111-7bcc326c8315.binning_data.json,5866803,6000,200,2021-07-15 14:35:19.273,com.sec.android.app.shealth,2021-07-14 22:12:04.637,f189a4dd-d671-44d0-a111-7bcc326c8315.source_info.json,0.59533674,3492.7231,172.66496,4214,VfS0qUERdZ,com.sec.android.app.shealth,0,f189a4dd-d671-44d0-a111-7bcc326c8315.achievement.json,f189a4dd-d671-44d0-a111-7bcc326c8315,1626307200000,
2050,49081985-f367-41cf-85a5-13faa42a7119.binning_data.json,1139300,6000,6,2021-07-19 15:00:01.506,com.sec.android.app.shealth,2021-07-19 15:00:01.506,,1.3797419,1571.94,74.32,2044,tKM9gWo31F,com.sec.android.app.shealth,0,49081985-f367-41cf-85a5-13faa42a7119.achievement.json,49081985-f367-41cf-85a5-13faa42a7119,1626652800000,
7407,330cfd8d-2d29-4ca7-8537-95b30dfa48b8.binning_data.json,3781199,6000,0,2021-07-04 15:00:00.676,com.sec.android.app.shealth,2021-07-04 15:00:00.676,,1.5147073,5727.41,174.39,7407,tKM9gWo31F,com.sec.android.app.shealth,0,330cfd8d-2d29-4ca7-8537-95b30dfa48b8.achievement.json,330cfd8d-2d29-4ca7-8537-95b30dfa48b8,1625356800000,
