com.samsung.shealth.permission,6196009,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,0,2021-07-03 02:08:17.853,2021-07-03 02:08:17.852,data,,OvMFo+Qpk+,com.sec.android.app.shealth,sync,1,3290bd3c-5e38-933a-4d15-592cb6c03607,3290bd3c-5e38-933a-4d15-592cb6c03607.optionals.json,
