com.samsung.health.step_count,1144003,6
speed,pkg_name,count,sample_position_type,time_offset,start_time,calorie,deviceuuid,custom,end_time,datauuid,distance,create_time,update_time
1.500000,com.sec.android.app.shealth,163,,32400000,2021. 08. 21. 오후 12:37:21,4.436701,m5awt1XVZi,,2021. 08. 21. 오후 12:43:10,16295170-0000-0000-0000-295170410000,98.290001,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,29,,32400000,2021. 08. 21. 오후 10:22:23,0.989444,m5awt1XVZi,,2021. 08. 21. 오후 10:22:33,16295521-0000-0000-0000-295521430000,21.920000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,116,,32400000,2021. 08. 22. 오후 1:39:53,3.423333,m5awt1XVZi,,2021. 08. 22. 오후 1:42:56,16296071-0000-0000-0000-296071930000,75.839996,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,828,,32400000,2021. 08. 22. 오후 2:03:09,27.151945,m5awt1XVZi,,2021. 08. 22. 오후 2:13:10,16296085-0000-0000-0000-296085890000,601.520020,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,854,,32400000,2021. 08. 22. 오후 2:13:10,28.202326,m5awt1XVZi,,2021. 08. 22. 오후 2:23:10,16296091-0000-0000-0000-296091900000,624.789978,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,895,,32400000,2021. 08. 22. 오후 2:23:10,29.231041,m5awt1XVZi,,2021. 08. 22. 오후 2:33:11,16296097-0000-0000-0000-296097900000,647.580017,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,763,,32400000,2021. 08. 22. 오후 2:33:11,25.176216,m5awt1XVZi,,2021. 08. 22. 오후 2:43:11,16296103-0000-0000-0000-296103910000,557.750000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,765,,32400000,2021. 08. 22. 오후 2:43:11,23.758402,m5awt1XVZi,,2021. 08. 22. 오후 2:53:12,16296109-0000-0000-0000-296109910000,526.340027,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,1062,,32400000,2021. 08. 22. 오후 2:53:12,32.937847,m5awt1XVZi,,2021. 08. 22. 오후 3:03:12,16296115-0000-0000-0000-296115920000,729.700012,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,993,,32400000,2021. 08. 22. 오후 3:03:12,29.118195,m5awt1XVZi,,2021. 08. 22. 오후 3:13:12,16296121-0000-0000-0000-296121920000,645.080017,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,859,,32400000,2021. 08. 22. 오후 3:13:12,26.519096,m5awt1XVZi,,2021. 08. 22. 오후 3:22:05,16296127-0000-0000-0000-296127920000,587.500000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,839,,32400000,2021. 08. 22. 오후 3:26:53,25.737743,m5awt1XVZi,,2021. 08. 22. 오후 3:36:53,16296136-0000-0000-0000-296136130000,570.190002,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,799,,32400000,2021. 08. 22. 오후 3:36:55,26.109236,m5awt1XVZi,,2021. 08. 22. 오후 3:46:55,16296142-0000-0000-0000-296142150000,578.419983,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,677,,32400000,2021. 08. 22. 오후 3:46:55,20.959791,m5awt1XVZi,,2021. 08. 22. 오후 3:56:55,16296148-0000-0000-0000-296148150000,464.339996,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,967,,32400000,2021. 08. 22. 오후 3:56:55,28.618055,m5awt1XVZi,,2021. 08. 22. 오후 4:06:55,16296154-0000-0000-0000-296154150000,634.000000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,973,,32400000,2021. 08. 22. 오후 4:06:55,28.354897,m5awt1XVZi,,2021. 08. 22. 오후 4:16:55,16296160-0000-0000-0000-296160150000,628.169983,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,1008,,32400000,2021. 08. 22. 오후 4:16:55,28.099861,m5awt1XVZi,,2021. 08. 22. 오후 4:26:55,16296166-0000-0000-0000-296166150000,622.520020,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,595,,32400000,2021. 08. 22. 오후 4:26:58,19.373611,m5awt1XVZi,,2021. 08. 22. 오후 4:32:41,16296172-0000-0000-0000-296172180000,429.200012,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,145,,32400000,2021. 08. 22. 오후 4:52:03,4.905694,m5awt1XVZi,,2021. 08. 22. 오후 4:55:18,16296187-0000-0000-0000-296187230000,108.680000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,195,,32400000,2021. 08. 23. 오전 10:26:15,5.396806,m5awt1XVZi,,2021. 08. 23. 오전 10:31:23,16296819-0000-0000-0000-296819750000,119.559998,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,388,,32400000,2021. 08. 23. 오전 10:43:14,12.516111,m5awt1XVZi,,2021. 08. 23. 오전 10:49:18,16296829-0000-0000-0000-296829940000,277.279999,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,86,,32400000,2021. 08. 23. 오전 10:54:39,2.832917,m5awt1XVZi,,2021. 08. 23. 오전 11:03:15,16296836-0000-0000-0000-296836790000,62.759998,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,45,,32400000,2021. 08. 23. 오전 11:04:44,1.508090,m5awt1XVZi,,2021. 08. 23. 오전 11:05:08,16296842-0000-0000-0000-296842840000,33.410000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,434,,32400000,2021. 08. 23. 오전 11:17:06,12.409583,m5awt1XVZi,,2021. 08. 23. 오전 11:27:07,16296850-0000-0000-0000-296850260000,274.920013,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,204,,32400000,2021. 08. 23. 오전 11:27:07,5.292986,m5awt1XVZi,,2021. 08. 23. 오전 11:30:07,16296856-0000-0000-0000-296856270000,117.260002,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,118,,32400000,2021. 08. 23. 오전 11:42:13,4.075139,m5awt1XVZi,,2021. 08. 23. 오전 11:44:06,16296865-0000-0000-0000-296865330000,90.279999,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,28,,32400000,2021. 08. 24. 오후 4:27:54,0.738924,m5awt1XVZi,,2021. 08. 24. 오후 4:28:17,16297900-0000-0000-0000-297900740000,16.370001,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,217,,32400000,2021. 08. 25. 오전 10:48:45,5.617535,m5awt1XVZi,,2021. 08. 25. 오전 10:57:02,16298561-0000-0000-0000-298561250000,124.449997,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,84,,32400000,2021. 08. 25. 오전 11:02:28,2.442014,m5awt1XVZi,,2021. 08. 25. 오전 11:03:15,16298569-0000-0000-0000-298569480000,54.099998,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,37,,32400000,2021. 08. 25. 오전 11:22:11,1.247639,m5awt1XVZi,,2021. 08. 25. 오전 11:24:40,16298581-0000-0000-0000-298581310000,27.639999,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,346,,32400000,2021. 08. 25. 오전 11:38:22,9.867361,m5awt1XVZi,,2021. 08. 25. 오전 11:47:15,16298591-0000-0000-0000-298591020000,218.600006,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,101,,32400000,2021. 08. 25. 오전 11:48:50,3.347049,m5awt1XVZi,,2021. 08. 25. 오전 11:50:28,16298597-0000-0000-0000-298597300000,74.150002,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,105,,32400000,2021. 08. 25. 오후 12:09:40,3.283854,m5awt1XVZi,,2021. 08. 25. 오후 12:11:23,16298609-0000-0000-0000-298609800000,72.750000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,34,,32400000,2021. 08. 25. 오후 3:13:27,1.058958,m5awt1XVZi,,2021. 08. 25. 오후 3:14:41,16298720-0000-0000-0000-298720070000,23.459999,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,81,,32400000,2021. 08. 26. 오전 8:30:46,2.737674,m5awt1XVZi,,2021. 08. 26. 오전 8:32:47,16299342-0000-0000-0000-299342460000,60.650002,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,28,,32400000,2021. 08. 26. 오전 9:10:45,0.850868,m5awt1XVZi,,2021. 08. 26. 오전 9:19:11,16299366-0000-0000-0000-299366450000,18.850000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,110,,32400000,2021. 08. 26. 오전 9:22:19,3.614271,m5awt1XVZi,,2021. 08. 26. 오전 9:32:19,16299373-0000-0000-0000-299373390000,80.070000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,7,,32400000,2021. 08. 26. 오전 9:32:19,0.222986,m5awt1XVZi,,2021. 08. 26. 오전 9:32:24,16299379-0000-0000-0000-299379390000,4.940000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,158,,32400000,2021. 08. 26. 오전 10:05:16,4.611389,m5awt1XVZi,,2021. 08. 26. 오전 10:11:41,16299399-0000-0000-0000-299399160000,102.160004,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,54,,32400000,2021. 08. 26. 오전 10:18:37,1.791563,m5awt1XVZi,,2021. 08. 26. 오전 10:24:21,16299407-0000-0000-0000-299407170000,39.689999,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,33,,32400000,2021. 08. 26. 오전 10:29:16,0.926250,m5awt1XVZi,,2021. 08. 26. 오전 10:36:53,16299413-0000-0000-0000-299413560000,20.520000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,47,,32400000,2021. 08. 26. 오전 10:48:52,1.472431,m5awt1XVZi,,2021. 08. 26. 오전 10:52:12,16299425-0000-0000-0000-299425320000,32.619999,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,51,,32400000,2021. 08. 26. 오전 11:18:24,1.750035,m5awt1XVZi,,2021. 08. 26. 오전 11:26:37,16299443-0000-0000-0000-299443040000,38.770000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,16,,32400000,2021. 08. 26. 오후 1:06:46,0.487500,m5awt1XVZi,,2021. 08. 26. 오후 1:06:54,16299508-0000-0000-0000-299508060000,10.800000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,84,,32400000,2021. 08. 26. 오후 1:27:34,2.873993,m5awt1XVZi,,2021. 08. 26. 오후 1:30:49,16299520-0000-0000-0000-299520540000,63.669998,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,94,,32400000,2021. 08. 26. 오후 2:01:47,3.103299,m5awt1XVZi,,2021. 08. 26. 오후 2:10:46,16299541-0000-0000-0000-299541070000,68.750000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,149,,32400000,2021. 08. 26. 오후 2:12:13,4.583403,m5awt1XVZi,,2021. 08. 26. 오후 2:20:18,16299547-0000-0000-0000-299547330000,101.540001,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,12,,32400000,2021. 08. 26. 오후 3:16:03,0.000000,m5awt1XVZi,,2021. 08. 26. 오후 3:16:08,16299585-0000-0000-0000-299585630000,0.000000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,5,,32400000,2021. 08. 26. 오후 3:16:08,0.000000,m5awt1XVZi,,2021. 08. 26. 오후 3:16:13,16299585-0000-0000-0000-299585680000,0.000000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,5,,32400000,2021. 08. 26. 오후 3:16:13,0.000000,m5awt1XVZi,,2021. 08. 26. 오후 3:16:16,16299585-0000-0000-0000-299585730000,0.000000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,4,,32400000,2021. 08. 26. 오후 3:16:18,0.000000,m5awt1XVZi,,2021. 08. 26. 오후 3:16:21,16299585-0000-0000-0000-299585780000,0.000000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,6,,32400000,2021. 08. 26. 오후 3:16:23,0.000000,m5awt1XVZi,,2021. 08. 26. 오후 3:16:28,16299585-0000-0000-0000-299585830000,0.000000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,4,,32400000,2021. 08. 26. 오후 3:16:28,0.000000,m5awt1XVZi,,2021. 08. 26. 오후 3:16:31,16299585-0000-0000-0000-299585880000,0.000000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,8,,32400000,2021. 08. 26. 오후 3:17:20,0.000000,m5awt1XVZi,,2021. 08. 26. 오후 3:17:23,16299586-0000-0000-0000-299586400000,0.000000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,4,,32400000,2021. 08. 26. 오후 3:17:23,0.000000,m5awt1XVZi,,2021. 08. 26. 오후 3:17:25,16299586-0000-0000-0000-299586430000,0.000000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,10,,32400000,2021. 08. 26. 오후 3:17:25,0.000000,m5awt1XVZi,,2021. 08. 26. 오후 3:17:30,16299586-0000-0000-0000-299586450000,0.000000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,3,,32400000,2021. 08. 26. 오후 3:17:30,0.000000,m5awt1XVZi,,2021. 08. 26. 오후 3:17:35,16299586-0000-0000-0000-299586500000,0.000000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,15,,32400000,2021. 08. 26. 오후 3:18:55,0.000000,m5awt1XVZi,,2021. 08. 26. 오후 3:19:03,16299587-0000-0000-0000-299587350000,0.000000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,698,,32400000,2021. 08. 26. 오후 4:38:28,22.610971,m5awt1XVZi,,2021. 08. 26. 오후 4:48:29,16299635-0000-0000-0000-299635080000,500.920013,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,634,,32400000,2021. 08. 26. 오후 4:48:29,19.226910,m5awt1XVZi,,2021. 08. 26. 오후 4:58:30,16299641-0000-0000-0000-299641090000,425.950012,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,309,,32400000,2021. 08. 26. 오후 4:58:30,8.957812,m5awt1XVZi,,2021. 08. 26. 오후 5:02:28,16299647-0000-0000-0000-299647100000,198.449997,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,126,,32400000,2021. 08. 26. 오후 7:29:56,3.600729,m5awt1XVZi,,2021. 08. 26. 오후 7:32:35,16299737-0000-0000-0000-299737960000,79.769997,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,377,,32400000,2021. 08. 26. 오후 7:51:37,12.185695,m5awt1XVZi,,2021. 08. 26. 오후 7:59:24,16299750-0000-0000-0000-299750970000,269.959991,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,202,,32400000,2021. 08. 26. 오후 8:14:58,6.728403,m5awt1XVZi,,2021. 08. 26. 오후 8:18:41,16299764-0000-0000-0000-299764980000,149.059998,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,6,,32400000,2021. 08. 26. 오후 10:16:05,0.180556,m5awt1XVZi,,2021. 08. 26. 오후 10:16:12,16299837-0000-0000-0000-299837650000,4.000000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,168,,32400000,2021. 08. 28. 오후 4:52:27,4.318889,m5awt1XVZi,,2021. 08. 28. 오후 4:59:20,16301371-0000-0000-0000-301371470000,95.680000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,157,,32400000,2021. 08. 29. 오전 8:26:32,4.104028,m5awt1XVZi,,2021. 08. 29. 오전 8:33:38,16301931-0000-0000-0000-301931920000,90.919998,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,216,,32400000,2021. 08. 29. 오전 8:36:43,5.635590,m5awt1XVZi,,2021. 08. 29. 오전 8:46:23,16301938-0000-0000-0000-301938030000,124.849998,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,39,,32400000,2021. 08. 29. 오전 8:49:17,1.066181,m5awt1XVZi,,2021. 08. 29. 오전 8:56:51,16301945-0000-0000-0000-301945570000,23.620001,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,152,,32400000,2021. 08. 29. 오전 8:58:21,4.733715,m5awt1XVZi,,2021. 08. 29. 오전 8:59:35,16301951-0000-0000-0000-301951010000,104.870003,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,322,,32400000,2021. 08. 29. 오전 9:11:31,7.973785,m5awt1XVZi,,2021. 08. 29. 오전 9:21:31,16301958-0000-0000-0000-301958910000,176.649994,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,426,,32400000,2021. 08. 29. 오전 9:21:31,12.462847,m5awt1XVZi,,2021. 08. 29. 오전 9:31:31,16301964-0000-0000-0000-301964910000,276.100006,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,32,,32400000,2021. 08. 29. 오전 9:31:31,0.871632,m5awt1XVZi,,2021. 08. 29. 오전 9:31:52,16301970-0000-0000-0000-301970910000,19.309999,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,120,,32400000,2021. 08. 29. 오전 9:38:40,3.189063,m5awt1XVZi,,2021. 08. 29. 오전 9:48:37,16301975-0000-0000-0000-301975200000,70.650002,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,com.sec.android.app.shealth,129,,32400000,2021. 08. 29. 오전 9:48:50,3.789410,m5awt1XVZi,,2021. 08. 29. 오전 9:54:49,16301981-0000-0000-0000-301981300000,83.949997,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.418847,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 10:30:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 10:31:00,16302006-0000-0000-0000-302006000000,0.190193,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
1.418847,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 10:34:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 10:35:00,16302008-0000-0000-0000-302008400000,0.190193,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
1.418847,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 10:37:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 10:38:00,16302010-0000-0000-0000-302010200000,0.190193,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
1.418847,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 10:41:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 10:42:00,16302012-0000-0000-0000-302012600000,0.190193,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
1.418847,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 10:44:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 10:45:00,16302014-0000-0000-0000-302014400000,0.190193,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
1.418847,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 10:48:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 10:49:00,16302016-0000-0000-0000-302016800000,0.190193,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
1.418847,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 10:52:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 10:53:00,16302019-0000-0000-0000-302019200000,0.190193,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
1.418847,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 10:55:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 10:56:00,16302021-0000-0000-0000-302021000000,0.190193,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
1.418847,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 10:59:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 11:00:00,16302023-0000-0000-0000-302023400000,0.190193,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
0.000930,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 11:03:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 11:04:00,16302025-0000-0000-0000-302025800000,0.000424,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
0.383563,com.sec.android.app.shealth,12,,32400000,2021. 08. 29. 오전 11:25:00,0.565634,m5awt1XVZi,,2021. 08. 29. 오전 11:26:00,16302039-0000-0000-0000-302039000000,6.910516,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
1.322046,com.sec.android.app.shealth,60,,32400000,2021. 08. 29. 오전 11:26:00,1.857745,m5awt1XVZi,,2021. 08. 29. 오전 11:27:00,16302039-0000-0000-0000-302039600000,39.969620,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
1.049474,com.sec.android.app.shealth,57,,32400000,2021. 08. 29. 오전 11:27:00,1.857318,m5awt1XVZi,,2021. 08. 29. 오전 11:28:00,16302040-0000-0000-0000-302040200000,36.736149,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
0.492964,com.sec.android.app.shealth,15,,32400000,2021. 08. 29. 오전 11:28:00,0.629634,m5awt1XVZi,,2021. 08. 29. 오전 11:29:00,16302040-0000-0000-0000-302040800000,9.039130,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
0.675586,com.sec.android.app.shealth,19,,32400000,2021. 08. 29. 오전 11:29:00,0.572808,m5awt1XVZi,,2021. 08. 29. 오전 11:30:00,16302041-0000-0000-0000-302041400000,9.907018,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
0.792409,com.sec.android.app.shealth,14,,32400000,2021. 08. 29. 오전 11:30:00,0.402405,m5awt1XVZi,,2021. 08. 29. 오전 11:31:00,16302042-0000-0000-0000-302042000000,7.342403,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
0.673139,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 11:32:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 11:33:00,16302043-0000-0000-0000-302043200000,0.249625,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
0.673139,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 11:34:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 11:35:00,16302044-0000-0000-0000-302044400000,0.249625,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
0.673139,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 11:36:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 11:37:00,16302045-0000-0000-0000-302045600000,0.249625,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
0.673139,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 11:38:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 11:39:00,16302046-0000-0000-0000-302046800000,0.249625,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
0.673139,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 11:41:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 11:42:00,16302048-0000-0000-0000-302048600000,0.249625,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
0.673139,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 11:43:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 11:44:00,16302049-0000-0000-0000-302049800000,0.249625,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
0.673139,com.sec.android.app.shealth,1,,32400000,2021. 08. 29. 오전 11:45:00,0.000000,m5awt1XVZi,,2021. 08. 29. 오전 11:46:00,16302051-0000-0000-0000-302051000000,0.249625,2021. 09. 04. 오전 10:28:14,2021. 09. 04. 오전 10:28:14,
