com.samsung.health.step_count,1144003,6
speed,pkg_name,count,sample_position_type,time_offset,start_time,calorie,deviceuuid,custom,end_time,datauuid,distance,create_time,update_time
0.975169,com.sec.android.app.shealth,7,,32400000,2021. 07. 22. 오전 10:55:00,0.303908,m5awt1XVZi,,2021. 07. 22. 오전 10:56:00,16269189-0000-0000-0000-269189000000,6.374727,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.975169,com.sec.android.app.shealth,8,,32400000,2021. 07. 22. 오전 10:56:00,0.303908,m5awt1XVZi,,2021. 07. 22. 오전 10:57:00,16269189-0000-0000-0000-269189600000,6.374727,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
1.195893,com.sec.android.app.shealth,90,,32400000,2021. 07. 22. 오전 10:57:00,3.238192,m5awt1XVZi,,2021. 07. 22. 오전 10:58:00,16269190-0000-0000-0000-269190200000,67.207245,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.796917,com.sec.android.app.shealth,78,,32400000,2021. 07. 22. 오전 10:58:00,2.377482,m5awt1XVZi,,2021. 07. 22. 오전 10:59:00,16269190-0000-0000-0000-269190800000,42.394978,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.809787,com.sec.android.app.shealth,77,,32400000,2021. 07. 22. 오전 10:59:00,2.626032,m5awt1XVZi,,2021. 07. 22. 오전 11:00:00,16269191-0000-0000-0000-269191400000,47.238319,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.801654,com.sec.android.app.shealth,75,,32400000,2021. 07. 22. 오전 11:00:00,2.700724,m5awt1XVZi,,2021. 07. 22. 오전 11:01:00,16269192-0000-0000-0000-269192000000,48.167522,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.746553,com.sec.android.app.shealth,78,,32400000,2021. 07. 22. 오전 11:01:00,2.550057,m5awt1XVZi,,2021. 07. 22. 오전 11:02:00,16269192-0000-0000-0000-269192600000,44.747280,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.791534,com.sec.android.app.shealth,66,,32400000,2021. 07. 22. 오전 11:02:00,2.368209,m5awt1XVZi,,2021. 07. 22. 오전 11:03:00,16269193-0000-0000-0000-269193200000,42.257210,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.705922,com.sec.android.app.shealth,57,,32400000,2021. 07. 22. 오전 11:03:00,2.346444,m5awt1XVZi,,2021. 07. 22. 오전 11:04:00,16269193-0000-0000-0000-269193800000,39.970589,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.734400,com.sec.android.app.shealth,69,,32400000,2021. 07. 22. 오전 11:04:00,2.526754,m5awt1XVZi,,2021. 07. 22. 오전 11:05:00,16269194-0000-0000-0000-269194400000,43.776386,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.773439,com.sec.android.app.shealth,62,,32400000,2021. 07. 22. 오전 11:05:00,2.072470,m5awt1XVZi,,2021. 07. 22. 오전 11:06:00,16269195-0000-0000-0000-269195000000,36.891033,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.592714,com.sec.android.app.shealth,36,,32400000,2021. 07. 22. 오전 11:06:00,1.337754,m5awt1XVZi,,2021. 07. 22. 오전 11:07:00,16269195-0000-0000-0000-269195600000,20.951799,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.434450,com.sec.android.app.shealth,11,,32400000,2021. 07. 22. 오전 11:07:00,0.463091,m5awt1XVZi,,2021. 07. 22. 오전 11:08:00,16269196-0000-0000-0000-269196200000,6.314238,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
1.121403,com.sec.android.app.shealth,1,,32400000,2021. 07. 22. 오전 11:11:00,0.000000,m5awt1XVZi,,2021. 07. 22. 오전 11:12:00,16269198-0000-0000-0000-269198600000,0.844693,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
1.121403,com.sec.android.app.shealth,83,,32400000,2021. 07. 22. 오전 11:12:00,3.047217,m5awt1XVZi,,2021. 07. 22. 오전 11:13:00,16269199-0000-0000-0000-269199200000,61.699200,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.940423,com.sec.android.app.shealth,72,,32400000,2021. 07. 22. 오전 11:13:00,2.327538,m5awt1XVZi,,2021. 07. 22. 오전 11:14:00,16269199-0000-0000-0000-269199800000,44.398174,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.972045,com.sec.android.app.shealth,95,,32400000,2021. 07. 22. 오전 11:14:00,3.235187,m5awt1XVZi,,2021. 07. 22. 오전 11:15:00,16269200-0000-0000-0000-269200400000,62.410400,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.847838,com.sec.android.app.shealth,83,,32400000,2021. 07. 22. 오전 11:15:00,2.651245,m5awt1XVZi,,2021. 07. 22. 오전 11:16:00,16269201-0000-0000-0000-269201000000,48.342117,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.993289,com.sec.android.app.shealth,74,,32400000,2021. 07. 22. 오전 11:16:00,2.664492,m5awt1XVZi,,2021. 07. 22. 오전 11:17:00,16269201-0000-0000-0000-269201600000,51.680408,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.862492,com.sec.android.app.shealth,45,,32400000,2021. 07. 22. 오전 11:17:00,1.832583,m5awt1XVZi,,2021. 07. 22. 오전 11:18:00,16269202-0000-0000-0000-269202200000,33.911610,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
1.023976,com.sec.android.app.shealth,63,,32400000,2021. 07. 22. 오전 11:18:00,2.141740,m5awt1XVZi,,2021. 07. 22. 오전 11:19:00,16269202-0000-0000-0000-269202800000,42.171055,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.829106,com.sec.android.app.shealth,75,,32400000,2021. 07. 22. 오전 11:19:00,2.754257,m5awt1XVZi,,2021. 07. 22. 오전 11:20:00,16269203-0000-0000-0000-269203400000,50.403553,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.894302,com.sec.android.app.shealth,77,,32400000,2021. 07. 22. 오전 11:20:00,2.929412,m5awt1XVZi,,2021. 07. 22. 오전 11:21:00,16269204-0000-0000-0000-269204000000,54.563614,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.906250,com.sec.android.app.shealth,66,,32400000,2021. 07. 22. 오전 11:21:00,2.275338,m5awt1XVZi,,2021. 07. 22. 오전 11:22:00,16269204-0000-0000-0000-269204600000,43.240742,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.883273,com.sec.android.app.shealth,38,,32400000,2021. 07. 22. 오전 11:22:00,1.286947,m5awt1XVZi,,2021. 07. 22. 오전 11:23:00,16269205-0000-0000-0000-269205200000,24.476219,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.874039,com.sec.android.app.shealth,29,,32400000,2021. 07. 22. 오전 11:23:00,0.994656,m5awt1XVZi,,2021. 07. 22. 오전 11:24:00,16269205-0000-0000-0000-269205800000,18.533764,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
1.074816,com.sec.android.app.shealth,90,,32400000,2021. 07. 22. 오전 11:24:00,3.233391,m5awt1XVZi,,2021. 07. 22. 오전 11:25:00,16269206-0000-0000-0000-269206400000,65.029877,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.969609,com.sec.android.app.shealth,68,,32400000,2021. 07. 22. 오전 11:25:00,2.422590,m5awt1XVZi,,2021. 07. 22. 오전 11:26:00,16269207-0000-0000-0000-269207000000,47.324276,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.856074,com.sec.android.app.shealth,99,,32400000,2021. 07. 22. 오전 11:26:00,2.760064,m5awt1XVZi,,2021. 07. 22. 오전 11:27:00,16269207-0000-0000-0000-269207600000,51.148170,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.830739,com.sec.android.app.shealth,54,,32400000,2021. 07. 22. 오전 11:27:00,1.976165,m5awt1XVZi,,2021. 07. 22. 오전 11:28:00,16269208-0000-0000-0000-269208200000,35.959812,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.850640,com.sec.android.app.shealth,71,,32400000,2021. 07. 22. 오전 11:28:00,2.470018,m5awt1XVZi,,2021. 07. 22. 오전 11:29:00,16269208-0000-0000-0000-269208800000,45.423756,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
1.023430,com.sec.android.app.shealth,65,,32400000,2021. 07. 22. 오전 11:29:00,2.297671,m5awt1XVZi,,2021. 07. 22. 오전 11:30:00,16269209-0000-0000-0000-269209400000,45.332348,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.864684,com.sec.android.app.shealth,79,,32400000,2021. 07. 22. 오전 11:30:00,2.635392,m5awt1XVZi,,2021. 07. 22. 오전 11:31:00,16269210-0000-0000-0000-269210000000,48.773933,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.868556,com.sec.android.app.shealth,74,,32400000,2021. 07. 22. 오전 11:31:00,2.453693,m5awt1XVZi,,2021. 07. 22. 오전 11:32:00,16269210-0000-0000-0000-269210600000,45.312664,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.872884,com.sec.android.app.shealth,62,,32400000,2021. 07. 22. 오전 11:32:00,1.987737,m5awt1XVZi,,2021. 07. 22. 오전 11:33:00,16269211-0000-0000-0000-269211200000,37.153816,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.825340,com.sec.android.app.shealth,72,,32400000,2021. 07. 22. 오전 11:33:00,2.334876,m5awt1XVZi,,2021. 07. 22. 오전 11:34:00,16269211-0000-0000-0000-269211800000,42.197117,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.756480,com.sec.android.app.shealth,55,,32400000,2021. 07. 22. 오전 11:34:00,2.003021,m5awt1XVZi,,2021. 07. 22. 오전 11:35:00,16269212-0000-0000-0000-269212400000,35.390396,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.683744,com.sec.android.app.shealth,16,,32400000,2021. 07. 22. 오전 11:35:00,0.700060,m5awt1XVZi,,2021. 07. 22. 오전 11:36:00,16269213-0000-0000-0000-269213000000,11.876738,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.643604,com.sec.android.app.shealth,34,,32400000,2021. 07. 22. 오전 11:36:00,1.236139,m5awt1XVZi,,2021. 07. 22. 오전 11:37:00,16269213-0000-0000-0000-269213600000,20.448753,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.836139,com.sec.android.app.shealth,80,,32400000,2021. 07. 22. 오전 11:37:00,2.860237,m5awt1XVZi,,2021. 07. 22. 오전 11:38:00,16269214-0000-0000-0000-269214200000,52.425190,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
1.114433,com.sec.android.app.shealth,75,,32400000,2021. 07. 22. 오전 11:38:00,2.648515,m5awt1XVZi,,2021. 07. 22. 오전 11:39:00,16269214-0000-0000-0000-269214800000,53.607155,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.899676,com.sec.android.app.shealth,55,,32400000,2021. 07. 22. 오전 11:39:00,1.976111,m5awt1XVZi,,2021. 07. 22. 오전 11:40:00,16269215-0000-0000-0000-269215400000,37.372723,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.584414,com.sec.android.app.shealth,49,,32400000,2021. 07. 22. 오전 11:40:00,2.087348,m5awt1XVZi,,2021. 07. 22. 오전 11:41:00,16269216-0000-0000-0000-269216000000,32.297966,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.599880,com.sec.android.app.shealth,56,,32400000,2021. 07. 22. 오전 11:41:00,2.384174,m5awt1XVZi,,2021. 07. 22. 오전 11:42:00,16269216-0000-0000-0000-269216600000,37.453388,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.907431,com.sec.android.app.shealth,84,,32400000,2021. 07. 22. 오전 11:42:00,2.664742,m5awt1XVZi,,2021. 07. 22. 오전 11:43:00,16269217-0000-0000-0000-269217200000,50.404514,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.851913,com.sec.android.app.shealth,78,,32400000,2021. 07. 22. 오전 11:43:00,2.565504,m5awt1XVZi,,2021. 07. 22. 오전 11:44:00,16269217-0000-0000-0000-269217800000,46.888317,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.856755,com.sec.android.app.shealth,68,,32400000,2021. 07. 22. 오전 11:44:00,2.574157,m5awt1XVZi,,2021. 07. 22. 오전 11:45:00,16269218-0000-0000-0000-269218400000,47.758663,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.795767,com.sec.android.app.shealth,56,,32400000,2021. 07. 22. 오전 11:45:00,2.241039,m5awt1XVZi,,2021. 07. 22. 오전 11:46:00,16269219-0000-0000-0000-269219000000,40.019314,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.786140,com.sec.android.app.shealth,28,,32400000,2021. 07. 22. 오전 11:46:00,1.157205,m5awt1XVZi,,2021. 07. 22. 오전 11:47:00,16269219-0000-0000-0000-269219600000,20.621304,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.790835,com.sec.android.app.shealth,8,,32400000,2021. 07. 22. 오전 11:47:00,0.267963,m5awt1XVZi,,2021. 07. 22. 오전 11:48:00,16269220-0000-0000-0000-269220200000,5.502219,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.780089,com.sec.android.app.shealth,52,,32400000,2021. 07. 22. 오전 11:48:00,1.994005,m5awt1XVZi,,2021. 07. 22. 오전 11:49:00,16269220-0000-0000-0000-269220800000,35.870026,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.426285,com.sec.android.app.shealth,7,,32400000,2021. 07. 22. 오전 11:49:00,0.393751,m5awt1XVZi,,2021. 07. 22. 오전 11:50:00,16269221-0000-0000-0000-269221400000,5.145304,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.644504,com.sec.android.app.shealth,36,,32400000,2021. 07. 22. 오전 11:50:00,1.636093,m5awt1XVZi,,2021. 07. 22. 오전 11:51:00,16269222-0000-0000-0000-269222000000,26.924549,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.718796,com.sec.android.app.shealth,51,,32400000,2021. 07. 22. 오전 11:51:00,2.158279,m5awt1XVZi,,2021. 07. 22. 오전 11:52:00,16269222-0000-0000-0000-269222600000,37.221317,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.775238,com.sec.android.app.shealth,55,,32400000,2021. 07. 22. 오전 11:52:00,2.251832,m5awt1XVZi,,2021. 07. 22. 오전 11:53:00,16269223-0000-0000-0000-269223200000,40.178970,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.612054,com.sec.android.app.shealth,40,,32400000,2021. 07. 22. 오전 11:53:00,1.942504,m5awt1XVZi,,2021. 07. 22. 오전 11:54:00,16269223-0000-0000-0000-269223800000,30.985905,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.689187,com.sec.android.app.shealth,44,,32400000,2021. 07. 22. 오전 11:54:00,1.861061,m5awt1XVZi,,2021. 07. 22. 오전 11:55:00,16269224-0000-0000-0000-269224400000,31.297474,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.842628,com.sec.android.app.shealth,33,,32400000,2021. 07. 22. 오전 11:55:00,1.158594,m5awt1XVZi,,2021. 07. 22. 오전 11:56:00,16269225-0000-0000-0000-269225000000,21.705084,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.685728,com.sec.android.app.shealth,12,,32400000,2021. 07. 22. 오전 11:56:00,0.494934,m5awt1XVZi,,2021. 07. 22. 오전 11:57:00,16269225-0000-0000-0000-269225600000,8.716252,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.596339,com.sec.android.app.shealth,13,,32400000,2021. 07. 22. 오전 11:57:00,0.613429,m5awt1XVZi,,2021. 07. 22. 오전 11:58:00,16269226-0000-0000-0000-269226200000,9.904062,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.619052,com.sec.android.app.shealth,28,,32400000,2021. 07. 22. 오전 11:58:00,1.289559,m5awt1XVZi,,2021. 07. 22. 오전 11:59:00,16269226-0000-0000-0000-269226800000,20.589527,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.959075,com.sec.android.app.shealth,84,,32400000,2021. 07. 22. 오전 11:59:00,3.208209,m5awt1XVZi,,2021. 07. 22. 오후 12:00:00,16269227-0000-0000-0000-269227400000,61.933460,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
1.022542,com.sec.android.app.shealth,83,,32400000,2021. 07. 22. 오후 12:00:00,3.027076,m5awt1XVZi,,2021. 07. 22. 오후 12:01:00,16269228-0000-0000-0000-269228000000,60.084995,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
1.002723,com.sec.android.app.shealth,64,,32400000,2021. 07. 22. 오후 12:01:00,2.319607,m5awt1XVZi,,2021. 07. 22. 오후 12:02:00,16269228-0000-0000-0000-269228600000,46.119911,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.468947,com.sec.android.app.shealth,25,,32400000,2021. 07. 22. 오후 12:02:00,1.265367,m5awt1XVZi,,2021. 07. 22. 오후 12:03:00,16269229-0000-0000-0000-269229200000,17.651987,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.956194,com.sec.android.app.shealth,49,,32400000,2021. 07. 22. 오후 12:03:00,1.851281,m5awt1XVZi,,2021. 07. 22. 오후 12:04:00,16269229-0000-0000-0000-269229800000,35.769157,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.407578,com.sec.android.app.shealth,10,,32400000,2021. 07. 22. 오후 12:04:00,0.547479,m5awt1XVZi,,2021. 07. 22. 오후 12:05:00,16269230-0000-0000-0000-269230400000,7.076844,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.810221,com.sec.android.app.shealth,64,,32400000,2021. 07. 22. 오후 12:05:00,2.581559,m5awt1XVZi,,2021. 07. 22. 오후 12:06:00,16269231-0000-0000-0000-269231000000,46.516918,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.925809,com.sec.android.app.shealth,40,,32400000,2021. 07. 22. 오후 12:06:00,1.471414,m5awt1XVZi,,2021. 07. 22. 오후 12:07:00,16269231-0000-0000-0000-269231600000,28.646709,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.889401,com.sec.android.app.shealth,42,,32400000,2021. 07. 22. 오후 12:07:00,1.675235,m5awt1XVZi,,2021. 07. 22. 오후 12:08:00,16269232-0000-0000-0000-269232200000,31.502510,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.918313,com.sec.android.app.shealth,71,,32400000,2021. 07. 22. 오후 12:08:00,2.684193,m5awt1XVZi,,2021. 07. 22. 오후 12:09:00,16269232-0000-0000-0000-269232800000,51.319824,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.962377,com.sec.android.app.shealth,76,,32400000,2021. 07. 22. 오후 12:09:00,2.863429,m5awt1XVZi,,2021. 07. 22. 오후 12:10:00,16269233-0000-0000-0000-269233400000,55.258415,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.975576,com.sec.android.app.shealth,21,,32400000,2021. 07. 22. 오후 12:10:00,0.709304,m5awt1XVZi,,2021. 07. 22. 오후 12:11:00,16269234-0000-0000-0000-269234000000,14.528400,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
1.022180,com.sec.android.app.shealth,32,,32400000,2021. 07. 22. 오후 12:13:00,1.043583,m5awt1XVZi,,2021. 07. 22. 오후 12:14:00,16269235-0000-0000-0000-269235800000,21.418320,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
1.059006,com.sec.android.app.shealth,75,,32400000,2021. 07. 22. 오후 12:14:00,2.668802,m5awt1XVZi,,2021. 07. 22. 오후 12:15:00,16269236-0000-0000-0000-269236400000,53.177425,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.976367,com.sec.android.app.shealth,81,,32400000,2021. 07. 22. 오후 12:15:00,3.041417,m5awt1XVZi,,2021. 07. 22. 오후 12:16:00,16269237-0000-0000-0000-269237000000,58.657883,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.972093,com.sec.android.app.shealth,76,,32400000,2021. 07. 22. 오후 12:16:00,2.830877,m5awt1XVZi,,2021. 07. 22. 오후 12:17:00,16269237-0000-0000-0000-269237600000,54.987194,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.777615,com.sec.android.app.shealth,63,,32400000,2021. 07. 22. 오후 12:17:00,2.521158,m5awt1XVZi,,2021. 07. 22. 오후 12:18:00,16269238-0000-0000-0000-269238200000,44.935471,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.572287,com.sec.android.app.shealth,43,,32400000,2021. 07. 22. 오후 12:18:00,2.028114,m5awt1XVZi,,2021. 07. 22. 오후 12:19:00,16269238-0000-0000-0000-269238800000,31.385946,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.808252,com.sec.android.app.shealth,53,,32400000,2021. 07. 22. 오후 12:19:00,2.080420,m5awt1XVZi,,2021. 07. 22. 오후 12:20:00,16269239-0000-0000-0000-269239400000,37.775810,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.916514,com.sec.android.app.shealth,67,,32400000,2021. 07. 22. 오후 12:20:00,2.485998,m5awt1XVZi,,2021. 07. 22. 오후 12:21:00,16269240-0000-0000-0000-269240000000,47.589451,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.770404,com.sec.android.app.shealth,51,,32400000,2021. 07. 22. 오후 12:21:00,2.067834,m5awt1XVZi,,2021. 07. 22. 오후 12:22:00,16269240-0000-0000-0000-269240600000,36.622929,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.799270,com.sec.android.app.shealth,52,,32400000,2021. 07. 22. 오후 12:22:00,2.111926,m5awt1XVZi,,2021. 07. 22. 오후 12:23:00,16269241-0000-0000-0000-269241200000,38.021954,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.833546,com.sec.android.app.shealth,77,,32400000,2021. 07. 22. 오후 12:23:00,2.993158,m5awt1XVZi,,2021. 07. 22. 오후 12:24:00,16269241-0000-0000-0000-269241800000,54.719360,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.906071,com.sec.android.app.shealth,68,,32400000,2021. 07. 22. 오후 12:24:00,2.613905,m5awt1XVZi,,2021. 07. 22. 오후 12:25:00,16269242-0000-0000-0000-269242400000,49.004063,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.797619,com.sec.android.app.shealth,54,,32400000,2021. 07. 22. 오후 12:25:00,2.154286,m5awt1XVZi,,2021. 07. 22. 오후 12:26:00,16269243-0000-0000-0000-269243000000,38.934231,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.590452,com.sec.android.app.shealth,44,,32400000,2021. 07. 22. 오후 12:26:00,2.021846,m5awt1XVZi,,2021. 07. 22. 오후 12:27:00,16269243-0000-0000-0000-269243600000,31.621613,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.662474,com.sec.android.app.shealth,37,,32400000,2021. 07. 22. 오후 12:27:00,1.579061,m5awt1XVZi,,2021. 07. 22. 오후 12:28:00,16269244-0000-0000-0000-269244200000,26.250273,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.856449,com.sec.android.app.shealth,11,,32400000,2021. 07. 22. 오후 12:28:00,0.421136,m5awt1XVZi,,2021. 07. 22. 오후 12:29:00,16269244-0000-0000-0000-269244800000,8.277528,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.856449,com.sec.android.app.shealth,12,,32400000,2021. 07. 22. 오후 12:29:00,0.421136,m5awt1XVZi,,2021. 07. 22. 오후 12:30:00,16269245-0000-0000-0000-269245400000,8.277528,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.856449,com.sec.android.app.shealth,11,,32400000,2021. 07. 22. 오후 12:30:00,0.421136,m5awt1XVZi,,2021. 07. 22. 오후 12:31:00,16269246-0000-0000-0000-269246000000,8.277528,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.976913,com.sec.android.app.shealth,88,,32400000,2021. 07. 22. 오후 12:31:00,3.296020,m5awt1XVZi,,2021. 07. 22. 오후 12:32:00,16269246-0000-0000-0000-269246600000,63.563213,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.822154,com.sec.android.app.shealth,70,,32400000,2021. 07. 22. 오후 12:32:00,2.740700,m5awt1XVZi,,2021. 07. 22. 오후 12:33:00,16269247-0000-0000-0000-269247200000,50.059616,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.662633,com.sec.android.app.shealth,55,,32400000,2021. 07. 22. 오후 12:33:00,2.389140,m5awt1XVZi,,2021. 07. 22. 오후 12:34:00,16269247-0000-0000-0000-269247800000,39.548717,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.789039,com.sec.android.app.shealth,67,,32400000,2021. 07. 22. 오후 12:34:00,2.542320,m5awt1XVZi,,2021. 07. 22. 오후 12:35:00,16269248-0000-0000-0000-269248400000,45.108334,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.853967,com.sec.android.app.shealth,73,,32400000,2021. 07. 22. 오후 12:35:00,2.756023,m5awt1XVZi,,2021. 07. 22. 오후 12:36:00,16269249-0000-0000-0000-269249000000,50.956520,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.904267,com.sec.android.app.shealth,49,,32400000,2021. 07. 22. 오후 12:36:00,1.885534,m5awt1XVZi,,2021. 07. 22. 오후 12:37:00,16269249-0000-0000-0000-269249600000,35.502289,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
0.995079,com.sec.android.app.shealth,76,,32400000,2021. 07. 22. 오후 12:37:00,2.872710,m5awt1XVZi,,2021. 07. 22. 오후 12:38:00,16269250-0000-0000-0000-269250200000,55.769627,2021. 07. 26. 오후 2:11:26,2021. 07. 26. 오후 2:11:26,
