com.samsung.shealth.tracker.pedometer_day_summary,1144003,5
day_time,speed,update_time,pkg_name,source_info,source_package_name,walk_step_count,binning_data,active_time,achievement,healthy_step,calorie,recommendation,datauuid,deviceuuid,distance,create_time,run_step_count,step_count
1629158400000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,246,4e991ef3-0e6c-4f82-80f2-6a8e681c6f4e.binning_data,249000,4e991ef3-0e6c-4f82-80f2-6a8e681c6f4e.achievement,0,7.581077,6000,4e991ef3-0e6c-4f82-80f2-6a8e681c6f4e,m5awt1XVZi,167.949997,2021. 09. 04. 오전 10:28:11,0,246,
1629158400000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,246,43810e0e-2f46-4734-8cc5-2cd21349ed6c.binning_data,111966,43810e0e-2f46-4734-8cc5-2cd21349ed6c.achievement,0,7.581077,6000,43810e0e-2f46-4734-8cc5-2cd21349ed6c,VfS0qUERdZ,167.949997,2021. 09. 04. 오전 10:28:11,0,246,
1629244800000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,28257,fda7e77b-3057-4bcf-82df-c16a6b171749.binning_data,18611000,fda7e77b-3057-4bcf-82df-c16a6b171749.achievement,0,837.178345,6000,fda7e77b-3057-4bcf-82df-c16a6b171749,m5awt1XVZi,18546.720703,2021. 09. 04. 오전 10:28:11,0,28257,
1629244800000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,28257,fe6a634d-1536-4ab3-87ba-210afa5fa080.binning_data,12364479,fe6a634d-1536-4ab3-87ba-210afa5fa080.achievement,0,837.178345,6000,fe6a634d-1536-4ab3-87ba-210afa5fa080,VfS0qUERdZ,18546.720703,2021. 09. 04. 오전 10:28:11,0,28257,
1629331200000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,442,8f67eb19-5edc-491c-b716-45cd62cd455a.binning_data,993000,8f67eb19-5edc-491c-b716-45cd62cd455a.achievement,0,12.855104,6000,8f67eb19-5edc-491c-b716-45cd62cd455a,m5awt1XVZi,284.790009,2021. 09. 04. 오전 10:28:11,0,442,
1629331200000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,442,0da95c7b-48d1-4934-9c41-9c51d03dc6c5.binning_data,189859,0da95c7b-48d1-4934-9c41-9c51d03dc6c5.achievement,0,12.855104,6000,0da95c7b-48d1-4934-9c41-9c51d03dc6c5,VfS0qUERdZ,284.790009,2021. 09. 04. 오전 10:28:11,0,442,
1629417600000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,643,c70f2522-3597-4a66-91b9-5c905c0fa905.binning_data,927000,c70f2522-3597-4a66-91b9-5c905c0fa905.achievement,0,18.586390,6000,c70f2522-3597-4a66-91b9-5c905c0fa905,m5awt1XVZi,411.760010,2021. 09. 04. 오전 10:28:11,0,643,
1629417600000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,643,fde34215-3319-42f3-91ea-355348ae374c.binning_data,274506,fde34215-3319-42f3-91ea-355348ae374c.achievement,0,18.586390,6000,fde34215-3319-42f3-91ea-355348ae374c,VfS0qUERdZ,411.760010,2021. 09. 04. 오전 10:28:11,0,643,
1629504000000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,708,8d632ca8-da5c-40df-b700-3ff004a2ab30.binning_data,1145000,8d632ca8-da5c-40df-b700-3ff004a2ab30.achievement,0,21.405764,6000,8d632ca8-da5c-40df-b700-3ff004a2ab30,m5awt1XVZi,474.220001,2021. 09. 04. 오전 10:28:11,0,708,
1629504000000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,708,4dde6806-b01c-4298-8532-7cde1d98be5e.binning_data,316146,4dde6806-b01c-4298-8532-7cde1d98be5e.achievement,0,21.405764,6000,4dde6806-b01c-4298-8532-7cde1d98be5e,VfS0qUERdZ,474.220001,2021. 09. 04. 오전 10:28:11,0,708,
1629590400000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,13138,a7d2b06d-8f32-45e2-b273-7e0c83cd36ca.binning_data,9057000,a7d2b06d-8f32-45e2-b273-7e0c83cd36ca.achievement,0,407.677277,6000,a7d2b06d-8f32-45e2-b273-7e0c83cd36ca,m5awt1XVZi,9031.620117,2021. 09. 04. 오전 10:28:11,0,13138,
1629590400000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,13138,044b7d70-24f2-41dc-b258-621ba1b1c019.binning_data,6021079,044b7d70-24f2-41dc-b258-621ba1b1c019.achievement,0,407.677277,6000,044b7d70-24f2-41dc-b258-621ba1b1c019,VfS0qUERdZ,9031.620117,2021. 09. 04. 오전 10:28:11,0,13138,
1629676800000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,1470,55dbdd43-e9ce-498f-bb83-be661314ce68.binning_data,2106000,55dbdd43-e9ce-498f-bb83-be661314ce68.achievement,0,44.031631,6000,55dbdd43-e9ce-498f-bb83-be661314ce68,m5awt1XVZi,975.470032,2021. 09. 04. 오전 10:28:11,0,1470,
1629676800000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,1470,6ce2fa75-9da1-4463-9fac-a48a3ff2be46.binning_data,650313,6ce2fa75-9da1-4463-9fac-a48a3ff2be46.achievement,0,44.031631,6000,6ce2fa75-9da1-4463-9fac-a48a3ff2be46,VfS0qUERdZ,975.470032,2021. 09. 04. 오전 10:28:11,0,1470,
1629763200000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,28,ed19cd77-9cba-4dd1-841c-3842c238714f.binning_data,23000,ed19cd77-9cba-4dd1-841c-3842c238714f.achievement,0,0.738924,6000,ed19cd77-9cba-4dd1-841c-3842c238714f,m5awt1XVZi,16.370001,2021. 09. 04. 오전 10:28:11,0,28,
1629763200000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,28,e3568bb2-5ede-402f-959e-edebe427a2d0.binning_data,10913,e3568bb2-5ede-402f-959e-edebe427a2d0.achievement,0,0.738924,6000,e3568bb2-5ede-402f-959e-edebe427a2d0,VfS0qUERdZ,16.370001,2021. 09. 04. 오전 10:28:11,0,28,
1629849600000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,924,b7fa0de3-1171-40fa-ae86-c42b2124dce6.binning_data,1501000,b7fa0de3-1171-40fa-ae86-c42b2124dce6.achievement,0,26.864410,6000,b7fa0de3-1171-40fa-ae86-c42b2124dce6,m5awt1XVZi,595.150024,2021. 09. 04. 오전 10:28:11,0,924,
1629849600000,1.500000,2021. 09. 04. 오전 10:28:11,com.sec.android.app.shealth,,com.sec.android.app.shealth,924,b6ebe2aa-bd54-4c9c-8952-f01d260e38eb.binning_data,396766,b6ebe2aa-bd54-4c9c-8952-f01d260e38eb.achievement,0,26.864410,6000,b6ebe2aa-bd54-4c9c-8952-f01d260e38eb,VfS0qUERdZ,595.150024,2021. 09. 04. 오전 10:28:11,0,924,
1629936000000,1.500000,2021. 09. 04. 오전 10:28:12,com.sec.android.app.shealth,,com.sec.android.app.shealth,3340,ed3bc844-6946-4899-aaf1-59d71aca0265.binning_data,6681000,ed3bc844-6946-4899-aaf1-59d71aca0265.achievement,0,102.516739,6000,ed3bc844-6946-4899-aaf1-59d71aca0265,m5awt1XVZi,2271.139893,2021. 09. 04. 오전 10:28:12,0,3340,
1629936000000,1.500000,2021. 09. 04. 오전 10:28:12,com.sec.android.app.shealth,,com.sec.android.app.shealth,3340,d940396b-ca24-4c04-a2bb-21b2615ea5db.binning_data,1514093,d940396b-ca24-4c04-a2bb-21b2615ea5db.achievement,0,102.516739,6000,d940396b-ca24-4c04-a2bb-21b2615ea5db,VfS0qUERdZ,2271.139893,2021. 09. 04. 오전 10:28:12,0,3340,
1630108800000,1.500000,2021. 09. 04. 오전 10:28:12,com.sec.android.app.shealth,,com.sec.android.app.shealth,168,96428627-e8f8-4311-876c-9e2be22844b5.binning_data,413000,96428627-e8f8-4311-876c-9e2be22844b5.achievement,0,4.318889,6000,96428627-e8f8-4311-876c-9e2be22844b5,m5awt1XVZi,95.680000,2021. 09. 04. 오전 10:28:12,0,168,
1630108800000,1.500000,2021. 09. 04. 오전 10:28:12,com.sec.android.app.shealth,,com.sec.android.app.shealth,168,1467c59c-0ad4-4ec4-aa7f-e56cfbdfa1c9.binning_data,63786,1467c59c-0ad4-4ec4-aa7f-e56cfbdfa1c9.achievement,0,4.318889,6000,1467c59c-0ad4-4ec4-aa7f-e56cfbdfa1c9,VfS0qUERdZ,95.680000,2021. 09. 04. 오전 10:28:12,0,168,
1630195200000,1.500000,2021. 09. 04. 오전 10:28:12,com.sec.android.app.shealth,,com.sec.android.app.shealth,1593,5102f58f-9d2b-4775-8098-d335f2e2fa9b.binning_data,3711000,5102f58f-9d2b-4775-8098-d335f2e2fa9b.achievement,0,43.826252,6000,5102f58f-9d2b-4775-8098-d335f2e2fa9b,m5awt1XVZi,970.919983,2021. 09. 04. 오전 10:28:12,0,1593,
1630195200000,1.500000,2021. 09. 04. 오전 10:28:12,com.sec.android.app.shealth,,com.sec.android.app.shealth,1593,0a85fff1-30ce-4978-92ee-53b3d1056e9c.binning_data,647279,0a85fff1-30ce-4978-92ee-53b3d1056e9c.achievement,0,43.826252,6000,0a85fff1-30ce-4978-92ee-53b3d1056e9c,VfS0qUERdZ,970.919983,2021. 09. 04. 오전 10:28:12,0,1593,
1630713600000,1.500000,2021. 09. 20. 오후 3:59:52,com.sec.android.app.shealth,,com.sec.android.app.shealth,410,e8ee2bb7-9b77-4eea-9427-f28ecefa9f15.binning_data,487000,e8ee2bb7-9b77-4eea-9427-f28ecefa9f15.achievement,0,14.712157,6000,e8ee2bb7-9b77-4eea-9427-f28ecefa9f15,m5awt1XVZi,296.610016,2021. 09. 20. 오후 3:59:52,0,410,
1630713600000,1.063422,2021. 09. 20. 오후 3:59:52,com.sec.android.app.shealth,,com.sec.android.app.shealth,410,702111be-54c2-4b9e-93df-1c9477660d84.binning_data,278920,702111be-54c2-4b9e-93df-1c9477660d84.achievement,0,14.712157,6000,702111be-54c2-4b9e-93df-1c9477660d84,VfS0qUERdZ,296.610016,2021. 09. 20. 오후 3:59:52,0,410,
1630800000000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,382,f7b8baf7-372f-4d6a-909c-84f580eadf6b.binning_data,659000,f7b8baf7-372f-4d6a-909c-84f580eadf6b.achievement,0,11.256285,6000,f7b8baf7-372f-4d6a-909c-84f580eadf6b,m5awt1XVZi,249.370010,2021. 09. 20. 오후 3:59:53,0,382,
1630800000000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,382,15c01324-2b53-452d-814d-b33982578925.binning_data,166246,15c01324-2b53-452d-814d-b33982578925.achievement,0,11.256285,6000,15c01324-2b53-452d-814d-b33982578925,VfS0qUERdZ,249.370010,2021. 09. 20. 오후 3:59:53,0,382,
1630886400000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,35476,5e303400-8002-450a-9f27-062a9e6ebbb1.binning_data,25624000,5e303400-8002-450a-9f27-062a9e6ebbb1.achievement,0,1167.072266,6000,5e303400-8002-450a-9f27-062a9e6ebbb1,m5awt1XVZi,25855.140625,2021. 09. 20. 오후 3:59:53,0,35476,
1630886400000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,35476,95cd8782-b82b-4801-94b3-55a57f00d4ab.binning_data,17236760,95cd8782-b82b-4801-94b3-55a57f00d4ab.achievement,0,1167.072266,6000,95cd8782-b82b-4801-94b3-55a57f00d4ab,VfS0qUERdZ,25855.140625,2021. 09. 20. 오후 3:59:53,0,35476,
1630972800000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,2409,cec4f923-85ff-4042-b5b7-910479d2fa28.binning_data,3203000,cec4f923-85ff-4042-b5b7-910479d2fa28.achievement,0,60.895706,6000,cec4f923-85ff-4042-b5b7-910479d2fa28,m5awt1XVZi,1349.074097,2021. 09. 20. 오후 3:59:53,0,2409,
1630972800000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,2409,b1442767-3387-430d-ab29-22c42367eabb.binning_data,899382,b1442767-3387-430d-ab29-22c42367eabb.achievement,0,60.895706,6000,b1442767-3387-430d-ab29-22c42367eabb,VfS0qUERdZ,1349.074097,2021. 09. 20. 오후 3:59:53,0,2409,
1631059200000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,3224,56470219-5793-4d37-b467-ebda9cca4da1.binning_data,3548000,56470219-5793-4d37-b467-ebda9cca4da1.achievement,0,85.623962,6000,56470219-5793-4d37-b467-ebda9cca4da1,m5awt1XVZi,1896.900024,2021. 09. 20. 오후 3:59:53,0,3224,
1631059200000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,3224,ff6e90ad-fea7-47e2-b6ef-f03dac69ae92.binning_data,1264599,ff6e90ad-fea7-47e2-b6ef-f03dac69ae92.achievement,0,85.623962,6000,ff6e90ad-fea7-47e2-b6ef-f03dac69ae92,VfS0qUERdZ,1896.900024,2021. 09. 20. 오후 3:59:53,0,3224,
1631145600000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,7729,7cf2f317-c61d-453b-b880-a207c36b3775.binning_data,12357000,7cf2f317-c61d-453b-b880-a207c36b3775.achievement,0,225.043091,6000,7cf2f317-c61d-453b-b880-a207c36b3775,m5awt1XVZi,4985.569824,2021. 09. 20. 오후 3:59:53,0,7729,
1631145600000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,7729,7dbeb631-0569-46a4-9399-4e6014e1f0ef.binning_data,3323713,7dbeb631-0569-46a4-9399-4e6014e1f0ef.achievement,0,225.043091,6000,7dbeb631-0569-46a4-9399-4e6014e1f0ef,VfS0qUERdZ,4985.569824,2021. 09. 20. 오후 3:59:53,0,7729,
1631232000000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,471,ffc9e18f-d5e0-438f-bd7e-57358d2fc4ab.binning_data,917000,ffc9e18f-d5e0-438f-bd7e-57358d2fc4ab.achievement,0,12.382048,6000,ffc9e18f-d5e0-438f-bd7e-57358d2fc4ab,m5awt1XVZi,274.309998,2021. 09. 20. 오후 3:59:53,0,471,
1631232000000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,471,78051841-6947-4bf6-8e3b-ea4924edc9cd.binning_data,182873,78051841-6947-4bf6-8e3b-ea4924edc9cd.achievement,0,12.382048,6000,78051841-6947-4bf6-8e3b-ea4924edc9cd,VfS0qUERdZ,274.309998,2021. 09. 20. 오후 3:59:53,0,471,
1631318400000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,21493,eb61909b-31a5-4ce2-9bde-67e5e17a6969.binning_data,18164000,eb61909b-31a5-4ce2-9bde-67e5e17a6969.achievement,0,723.348877,6000,eb61909b-31a5-4ce2-9bde-67e5e17a6969,m5awt1XVZi,16024.959961,2021. 09. 20. 오후 3:59:53,0,21493,
1631318400000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,21493,478bc826-4bf2-4824-b7ca-ce721cf51742.binning_data,10683306,478bc826-4bf2-4824-b7ca-ce721cf51742.achievement,0,723.348877,6000,478bc826-4bf2-4824-b7ca-ce721cf51742,VfS0qUERdZ,16024.959961,2021. 09. 20. 오후 3:59:53,0,21493,
1631404800000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,1021,8e5ef131-51a8-434f-b90b-3aff8512da32.binning_data,2260000,8e5ef131-51a8-434f-b90b-3aff8512da32.achievement,0,28.916876,6000,8e5ef131-51a8-434f-b90b-3aff8512da32,m5awt1XVZi,640.619995,2021. 09. 20. 오후 3:59:53,0,1021,
1631404800000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,1021,7bdd393a-fd76-4b3b-86f3-1843d8ed15eb.binning_data,427079,7bdd393a-fd76-4b3b-86f3-1843d8ed15eb.achievement,0,28.916876,6000,7bdd393a-fd76-4b3b-86f3-1843d8ed15eb,VfS0qUERdZ,640.619995,2021. 09. 20. 오후 3:59:53,0,1021,
1631491200000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,3247,504ad74c-3ca0-4f80-ac3e-dd6ef6243081.binning_data,5655000,504ad74c-3ca0-4f80-ac3e-dd6ef6243081.achievement,0,97.306801,6000,504ad74c-3ca0-4f80-ac3e-dd6ef6243081,m5awt1XVZi,2155.719971,2021. 09. 20. 오후 3:59:53,0,3247,
1631491200000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,3247,712d3d7b-7975-48d6-856b-aa7f7b401ea3.binning_data,1437146,712d3d7b-7975-48d6-856b-aa7f7b401ea3.achievement,0,97.306801,6000,712d3d7b-7975-48d6-856b-aa7f7b401ea3,VfS0qUERdZ,2155.719971,2021. 09. 20. 오후 3:59:53,0,3247,
1631577600000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,7951,fef45394-10f2-4cf0-8497-9135728e7a8a.binning_data,15422000,fef45394-10f2-4cf0-8497-9135728e7a8a.achievement,0,237.305069,6000,fef45394-10f2-4cf0-8497-9135728e7a8a,m5awt1XVZi,5257.219727,2021. 09. 20. 오후 3:59:53,0,7951,
1631577600000,1.500000,2021. 09. 20. 오후 3:59:53,com.sec.android.app.shealth,,com.sec.android.app.shealth,7951,b209d201-44c5-4842-bce5-d2b5ad1c1177.binning_data,3504813,b209d201-44c5-4842-bce5-d2b5ad1c1177.achievement,0,237.305069,6000,b209d201-44c5-4842-bce5-d2b5ad1c1177,VfS0qUERdZ,5257.219727,2021. 09. 20. 오후 3:59:53,0,7951,
1637539200000,0.976888,2021. 11. 28. 오후 2:34:34,com.sec.android.app.shealth,,com.sec.android.app.shealth,1151,c06ff308-0d65-41ba-be4b-4cc0e4afbe19.binning_data,716703,c06ff308-0d65-41ba-be4b-4cc0e4afbe19.achievement,0,35.664860,6000,c06ff308-0d65-41ba-be4b-4cc0e4afbe19,VfS0qUERdZ,700.139771,2021. 11. 28. 오후 2:34:34,0,1151,
1637625600000,0.636323,2021. 11. 28. 오후 2:34:34,com.sec.android.app.shealth,,com.sec.android.app.shealth,67,6bc76613-4244-4293-938e-7f32e64eea7d.binning_data,55066,6bc76613-4244-4293-938e-7f32e64eea7d.achievement,0,2.065879,6000,6bc76613-4244-4293-938e-7f32e64eea7d,VfS0qUERdZ,35.040001,2021. 11. 28. 오후 2:34:34,0,67,
1637712000000,1.091171,2021. 11. 28. 오후 2:34:34,com.sec.android.app.shealth,,com.sec.android.app.shealth,7881,5f2759e1-8eae-4e50-9c7b-87e739799368.binning_data,4374953,5f2759e1-8eae-4e50-9c7b-87e739799368.achievement,0,236.159103,6000,5f2759e1-8eae-4e50-9c7b-87e739799368,VfS0qUERdZ,4773.819824,2021. 11. 28. 오후 2:34:34,0,7881,
1637798400000,1.104425,2021. 11. 28. 오후 2:34:34,com.sec.android.app.shealth,,com.sec.android.app.shealth,20624,a95000ed-aa4f-4643-a8aa-e37d7fc16e9d.binning_data,13884288,a95000ed-aa4f-4643-a8aa-e37d7fc16e9d.achievement,0,754.376892,6000,a95000ed-aa4f-4643-a8aa-e37d7fc16e9d,VfS0qUERdZ,15334.160156,2021. 11. 28. 오후 2:34:34,0,20624,
1637884800000,0.580418,2021. 11. 28. 오후 2:34:34,com.sec.android.app.shealth,,com.sec.android.app.shealth,93,1600158c-800e-4164-bc7b-6f5a455ce265.binning_data,104131,1600158c-800e-4164-bc7b-6f5a455ce265.achievement,0,3.806824,6000,1600158c-800e-4164-bc7b-6f5a455ce265,VfS0qUERdZ,60.439999,2021. 11. 28. 오후 2:34:34,0,93,
1638057600000,0.428812,2021. 12. 04. 오전 10:12:21,com.sec.android.app.shealth,,com.sec.android.app.shealth,2018,3366446c-31bd-4391-b6d2-03be0bea058a.binning_data,3306035,3366446c-31bd-4391-b6d2-03be0bea058a.achievement,0,68.974174,6000,3366446c-31bd-4391-b6d2-03be0bea058a,VfS0qUERdZ,1417.667480,2021. 11. 28. 오후 2:34:34,16,2034,
1637539200000,1.586155,2021. 11. 28. 오후 2:35:19,com.sec.android.app.shealth,,com.sec.android.app.shealth,1151,2769643c-3ac8-4afc-a80e-9ce1261921f5.binning_data,703000,2769643c-3ac8-4afc-a80e-9ce1261921f5.achievement,0,35.664860,6000,2769643c-3ac8-4afc-a80e-9ce1261921f5,m5awt1XVZi,700.139771,2021. 11. 28. 오후 2:35:19,0,1151,
1637625600000,1.163518,2021. 11. 28. 오후 2:35:19,com.sec.android.app.shealth,,com.sec.android.app.shealth,67,8eb08b2a-6506-4875-bb34-20fec5bd3d3a.binning_data,52000,8eb08b2a-6506-4875-bb34-20fec5bd3d3a.achievement,0,2.065879,6000,8eb08b2a-6506-4875-bb34-20fec5bd3d3a,m5awt1XVZi,35.040001,2021. 11. 28. 오후 2:35:19,0,67,
1637712000000,1.439026,2021. 11. 28. 오후 2:35:19,com.sec.android.app.shealth,,com.sec.android.app.shealth,7881,cedc8353-f292-4439-9e67-404fbcf7efa2.binning_data,4339000,cedc8353-f292-4439-9e67-404fbcf7efa2.achievement,0,236.159103,6000,cedc8353-f292-4439-9e67-404fbcf7efa2,m5awt1XVZi,4773.819824,2021. 11. 28. 오후 2:35:19,0,7881,
1637798400000,1.580488,2021. 11. 28. 오후 2:35:19,com.sec.android.app.shealth,,com.sec.android.app.shealth,20624,1aa9a6d5-600b-437c-82ce-9b350882c68d.binning_data,13752000,1aa9a6d5-600b-437c-82ce-9b350882c68d.achievement,0,754.376892,6000,1aa9a6d5-600b-437c-82ce-9b350882c68d,m5awt1XVZi,15334.160156,2021. 11. 28. 오후 2:35:19,0,20624,
1637884800000,1.196511,2021. 11. 28. 오후 2:35:19,com.sec.android.app.shealth,,com.sec.android.app.shealth,93,326f46dc-00d6-4230-ba13-5fb67ef34ac9.binning_data,101000,326f46dc-00d6-4230-ba13-5fb67ef34ac9.achievement,0,3.806824,6000,326f46dc-00d6-4230-ba13-5fb67ef34ac9,m5awt1XVZi,60.439999,2021. 11. 28. 오후 2:35:19,0,93,
1638057600000,1.248516,2021. 12. 04. 오전 10:12:19,com.sec.android.app.shealth,,com.sec.android.app.shealth,1113,13836c90-804a-4195-a347-95bfec4d49fb.binning_data,747000,13836c90-804a-4195-a347-95bfec4d49fb.achievement,0,35.964500,6000,13836c90-804a-4195-a347-95bfec4d49fb,m5awt1XVZi,682.460022,2021. 11. 28. 오후 2:35:19,0,1113,
1638057600000,1.295573,2021. 12. 04. 오전 10:12:16,com.sec.android.app.shealth,,com.sec.android.app.shealth,1405,6063b55f-9447-49ef-98e5-87f165ef6bb7.binning_data,0,6063b55f-9447-49ef-98e5-87f165ef6bb7.achievement,0,50.334656,6000,6063b55f-9447-49ef-98e5-87f165ef6bb7,jj7jIQhOji,1106.562744,2021. 11. 28. 오후 3:13:25,16,1421,
1638144000000,1.683390,2021. 12. 04. 오전 10:14:42,com.sec.android.app.shealth,,com.sec.android.app.shealth,14561,d201ca41-ca14-4a69-bfdb-af74dd5cf6ea.binning_data,0,d201ca41-ca14-4a69-bfdb-af74dd5cf6ea.achievement,2108,513.975342,6000,d201ca41-ca14-4a69-bfdb-af74dd5cf6ea,jj7jIQhOji,11377.875977,2021. 12. 04. 오전 10:12:16,76,14637,
1638144000000,1.068537,2021. 12. 04. 오전 10:12:22,com.sec.android.app.shealth,,com.sec.android.app.shealth,23550,c618613d-90e6-460d-a502-8a6bb46def02.binning_data,16987662,c618613d-90e6-460d-a502-8a6bb46def02.achievement,0,855.073853,6000,c618613d-90e6-460d-a502-8a6bb46def02,VfS0qUERdZ,18151.937500,2021. 12. 04. 오전 10:12:16,62,23612,
1638576000000,0.852481,2021. 12. 04. 오전 10:17:08,com.sec.android.app.shealth,,com.sec.android.app.shealth,420,3fd28fba-5022-486a-847a-f6ce2f856976.binning_data,293191,3fd28fba-5022-486a-847a-f6ce2f856976.achievement,0,13.427744,6000,3fd28fba-5022-486a-847a-f6ce2f856976,VfS0qUERdZ,249.940002,2021. 12. 04. 오전 10:12:17,0,420,
1638144000000,1.768075,2021. 12. 04. 오전 10:12:19,com.sec.android.app.shealth,,com.sec.android.app.shealth,22735,7ad88a0b-b0c0-4b8e-89a1-35585d00617c.binning_data,13845000,7ad88a0b-b0c0-4b8e-89a1-35585d00617c.achievement,0,824.258850,6000,7ad88a0b-b0c0-4b8e-89a1-35585d00617c,m5awt1XVZi,17441.779297,2021. 12. 04. 오전 10:12:19,0,22735,
1638230400000,0.379069,2021. 12. 04. 오전 10:12:20,com.sec.android.app.shealth,,com.sec.android.app.shealth,15,6f753090-d393-48a2-aefc-5c335d2d1068.binning_data,25000,6f753090-d393-48a2-aefc-5c335d2d1068.achievement,0,0.781952,6000,6f753090-d393-48a2-aefc-5c335d2d1068,m5awt1XVZi,9.610000,2021. 12. 04. 오전 10:12:20,0,15,
1638316800000,1.381618,2021. 12. 04. 오전 10:12:20,com.sec.android.app.shealth,,com.sec.android.app.shealth,762,fa793006-8573-424f-b744-f62dc51d9e9e.binning_data,603000,fa793006-8573-424f-b744-f62dc51d9e9e.achievement,0,25.541790,6000,fa793006-8573-424f-b744-f62dc51d9e9e,m5awt1XVZi,443.750000,2021. 12. 04. 오전 10:12:20,0,762,
1638403200000,1.566112,2021. 12. 04. 오전 10:12:20,com.sec.android.app.shealth,,com.sec.android.app.shealth,18065,030d7c4c-44e6-4a57-91a4-a81c63c14db9.binning_data,10987000,030d7c4c-44e6-4a57-91a4-a81c63c14db9.achievement,0,641.824829,6000,030d7c4c-44e6-4a57-91a4-a81c63c14db9,m5awt1XVZi,13460.800781,2021. 12. 04. 오전 10:12:20,0,18065,
1638489600000,1.432124,2021. 12. 04. 오전 10:12:21,com.sec.android.app.shealth,,com.sec.android.app.shealth,2570,f5bfa075-4150-4ec4-b0bc-ffb07159528a.binning_data,1553000,f5bfa075-4150-4ec4-b0bc-ffb07159528a.achievement,0,85.259094,6000,f5bfa075-4150-4ec4-b0bc-ffb07159528a,m5awt1XVZi,1743.716064,2021. 12. 04. 오전 10:12:21,0,2570,
1638576000000,1.221591,2021. 12. 04. 오전 10:22:19,com.sec.android.app.shealth,,com.sec.android.app.shealth,420,8b8d2296-50dc-4f56-887b-162dc18fd588.binning_data,288000,8b8d2296-50dc-4f56-887b-162dc18fd588.achievement,0,13.427744,6000,8b8d2296-50dc-4f56-887b-162dc18fd588,m5awt1XVZi,249.940002,2021. 12. 04. 오전 10:12:21,0,420,
